"NUMBER","PROTO","PRNUM","MEANING","RUSMEAN","AJP","MJP","TOK","KYO","KAG","NAS","SHU","HAT","YON","COMMENTS"
1587,"*ísá-, *ísuá",  27,"1 sand 2 sea shore, beach","морской берег, побережье","isa-gwo 1, iswo 2","ísá-gó 1, ísó 2","isago 1, ìso 2","ísó","íso","","","ìšòN 1","ìčì-bùgù 1","JLTT 427."
1588,"*ka(i)", 531,"day, period of time","день, период времени","\Ike\i","","","","","","","","","The root is also attested as a suffixed -ka (patu-ka '20 days', itu-ka '5 days' etc.), see JLTT 430, 448."
1589,"*nùsùm-",1499,"to steal","красть","nusum-","nùsùm-","nusúm-","núsúm-","nùsùm-","","","","","JLTT 739."
1590,"*pú-",1853,"foot (of a mountain), foundation","подножие (горы), основание","pu-m(w)oto","fú-mótó, fú-mótò","fumotó","fúmótó","fumotó","","","","","JLTT 418. A compound with *mətə 'root, foundation'."
1591,"*sirə",2019,"a unit of field width","единица площади поля","siro","","","","","","","","","JLTT 526."
1592,"*kuámpə́- ( ~ -ú-)", 902,"to flatter","льстить","kwobu-","kóbú-","kòbi-","kóbí-","kobí-","","","","","JLTT 710."
1593,"*pəkurə ( ~ -ua-)",1731,"mole","родинка","","","hokuro","","","","","","",""
1594,"*(d)impi-r-",2642,"to oppress","угнетать","","ibir-","ibir-","","","","","","",""
1595,"*kura", 543,"deep valley","глубокая долина","kura, kura-tani","","","","","","","","",""
1596,"*kúmpá-",1059,"to burn, set on fire, feed wood into fire","жечь, поджигать, класть дрова в огонь","","kuba-","kùbe-","kúbé-","kubé-","","","","","JLTT 714."
1597,"*kútí-(n)-pírù",1686,"lips, beak","губы, клюв","kuti-pjiru","kútí-bírù","kùchibiru","kùchìbírù","kuchibíru","","","","","JLTT 467. A compound with *kútí 'mouth'."
1598,"*tàtàk-",2645,"1 to hit 2 to fight","1 ударять, бить 2 сражаться","tatak- 1, tatakap- 2","tàtàk- 1, tàtàkáf- 2","taták- 1, tataká- 2","táták- 1, tátáká- 2","tàtàk- 1, tàtàkà- 2","","","","","JLTT 764."
1599,"*tumpasa",2646,"wing","крыло","tubasa","túbásà","tsúbasa","tsùbásà","tsubasá","","","","","JLTT 552. Accent not quite clear: modern dialects point rather to *tùmpásà."
1600,"*tu(n)si-m-", 323,"to have discoloration appear on the skin (as in the bruises from a beating)","появляться (о синяках на коже)","","tusim-, tuzim-","","","","","","","",""
1601,"*dàmùi",2647,"darkness","темнота","jami","jàmì","yamí","yámì","yamí","","","","","JLTT 573."
1602,"*dàsìrə̀", 355,"shrine, enclosure for worship of deities","храм","jasiro","jàsìrò","yáshiro","yáshìrò","yashiró","","","","","JLTT 574. Accent in Tokyo is irregular."
1603,"*təkusa", 291,"a k. of horse-tail","вид хвоща","","tòkùsà","tokusá","tókùsà","tokúsa","","","","","JLTT 549. Kagoshima reflects *tə́kúsá, but all other forms reflect low tone, probably under double influence of *kùsà 'grass' and *tùkúsi 'horse-tail' (q.v.)."
1604,"*dúrí", 424,"lily","лилия","juri","juri","yùri","yúrí","yúri","","","","","JLTT 580."
1605,"*ía", 604,"inlet","залив, бухта","je","jé","","","","","","","","JLTT 392."
1606,"*tari", 578,"tumour","опухоль","tari","","","","","","","","",""
1607,"*nam-",2650,"to arrange (be arranged) in a row","расставлять(ся) в ряд, упорядочивать(ся)","nam- (intr.), nama- (trans.)","","","","","","","","","JLTT 731, 732."
1608,"*ə́ntə́-", 677,"1 to fear 2 to intimidate","1 бояться 2 запугивать","odu- 1","ódú- 1, ódó-s-  2","oji- 1, odos- 2","","","","","","","JLTT 740, 744."
1609,"*kə́sí-rápa-", 693,"to plan, contrive","планировать, замышлять","k(w)osirapa-","kósíráfa-","kòshirae-","kóshíráé-","koshiraé-","","","","","JLTT 713."
1610,"*kùsá(m)pu", 804,"hedgehog","еж","","kùsábú","","","","","","","","JLTT 465."
1611,"*kiari ( ~ *kairi)", 828,"a k. of marsh bird (plover)","вид болотной птицы, сероголовый чибис (Microsarcops cinereus Blyth.)","k(j)eri","keri","keri","","","","","","","Attested already in Man'yōshū (Eastern songs), but absent from JB."
1612,"*kə(n)tara-",   0,"to slant, decline","скашиваться, наклоняться, приходить в упадок","kodare- (MJ)","","","","","","","","",""
1613,"*kajə-r-",1064,"to approach","приближаться","kajor-","kajor-","","","","","","","","JLTT 706."
1614,"*tùnâi", 839,"long-lasting, always","всегда, вечно, долго","tune","tùné","tsúne","tsùnê","tsùné","","","","","JLTT  556."
1615,"*kasu-m-", 873,"to steal, rob","красть, грабить","kasum-, kasume-","kású-ma-, kàzò-f-","","","","","","","","JLTT 705. Accentuation is not quite clear (variants kàzòf- and kású-ma- in RJ)."
1616,"*kúi-rí ( ~ -əi-)",1077,"fog","туман","kiri","kírí","kìri","kírí","kíri","","","","","JLTT 451."
1617,"*nì ( ~ *nù-i)", 986,"earth, dirt; red clay","земля, грязь; красная глина","ni","nì","ni","","","","","","","JLTT 496."
1618,"*mápí-rə(n)ka-",1354,"to disrobe, make naked","снимать одежду, оголять","","máfírógá-","","","","","","","","JLTT 718 (Martin transcribes mabiroke-)."
1619,"*mə́tə́-pər-",1350,"to turn round","вращаться","motop(w)or-","mótófór-","","","","","","","","JLTT 727."
1620,"*nər-",1419,"to resemble","быть похожим","\In(w)or-\i","","","","","","","","",""
1621,"*mùrà-sákì",1541,"purple; gromwell, purple flower","фиолетовый; Lithospermum erythrorhizon, фиолетовый цветок","murasakji","mùràsákì","murásaki","mùràsákì","murasakí","","","","","JLTT 488. A compound of *mura '*purple' + saki 'blooming'."
1622,"*úpái",1531,"fish-trap","ловушка для рыбы","upe","úfé","\Iue\i","","","","","","","JLTT 560."
1623,"*apa-ik-",1601,"to breathe heavily, gasp, pant","тяжело дышать, задыхаться","apek-","áfék-","aég-","áég-","àèg-","","","","","JLTT 674. A compound with \I*-ik-\i 'breathe'. Accent is difficult to reconstruct: RJ has high tone, but modern dialects point rather to low."
1624,"*sa",1882,"arrow","стрела","\Isa\i","","","","","","","","","JLTT 515 (despite Martin, the word is also attested separately, not just within compounds; its relation to soja 'a k. of arrow' is not at all obvious)."
1625,"*sámáta-",2660,"to hinder","препятствовать","sama-taga-","sámá-taga-","sàmatage-, samatagé-","sámátágé-","samatagé-","","","","","JLTT 747 (Reasons for accent vacillation in Tokyo are unclear)."
1626,"*sa-, *sania",2111,"1 a prefix of reciprocal action 2 completely, definitely","1 префикс совместного действия 2 совершенно, совсем","sa- 1, sane 2","","","","","","","","","JLTT 515. In some cases the meaning of the prefix is quite uncertain (euphonic?), e. g. sa-wi 'wild boar', sa-jwo 'night' etc.; but with verbs it usually denotes reciprocal or combined action (e. g. sa-ne- 'sleep together', sa-narabe- 'put together on one line' etc.)."
1627,"*nàjàm-",1944,"to suffer, be troubled","страдать, мучиться","najam-","nàjàm-","nayám-","náyám-","nàyàm-","","","","","JLTT 733."
1628,"*sia ( ~ *sai)",2666,"shaggy hoof","мохнатое копыто","","\Ise\i","","","","","","","","JLTT 521."
1629,"*sìnə̀-(m)p-, *sìnuà-(n)k-",2667,"to endure","терпеть, страдать","sinob-, sinwog-","sìnòg-","shinóg-","shínóg-","shìnòg-","","","","","JLTT 751, 752. On the distinction between *sìnuà- and *sínuá- see under *sínuá-p- (v. sub *si̯ā́ńi)."
1630,"*sùná-",2668,"to pout, frown","дуться, хмуриться","","","suné-","sùnè-","sùnè-","","","","","JLTT 759."
1631,"*sùpà-dai",2670,"a long straight twig, switch","длинная ветка, прут","supa-je","sùfà-jè","","","","","","","","JLTT 535."
1632,"*sìmpù- / *sìpə̀",2012,"1 astringent, tart  2 salt","1 вяжущий, терпкий 2 соль","sibu- 1, sip(w)o 2","sìbù- 1, sìfò 2","shibú- 1, shió 2","shíbù- 1, shíjo 2","shibú- 1, shió 2","mà-šú 2","mā́-sú 2","mà-sú 2","mà-sú 2","JLTT 522, 525, 840.  The words seem to be related, but the reason for voicing in sìbù- is not quite clear."
1633,"*súmápú",2078,"wrestling","борьба","","súmáfú","sùmō","súmṓ","sumṓ","","","","","JLTT 534. In MJ attested also as a verb sumaf- 'to wrestle'."
1634,"*súmp-",2167,"to get narrow, contract","сужаться, сокращаться","","subom-, subor-, subar-, subomar-","sùbomar- (itr.), sùbome- (tr.)","súbómár- (itr.), súbómé- (tr.)","subomár- (itr.), subomé- (tr.)","","","","","JLTT 756, 757."
1635,"*(d)í ( ~ *(d)ə́-i)",2285,"liver","печень","\Ii\i","í","","","","","","","","JLTT 420 (gives the meaning 'gall bladder')."
1636,"*də́ntá-ri, -rai", 239,"drivel","слюни, слизь","jodari","jódáré","yòdare","yódáré","yodáre","","","","","JLTT 575."
1637,"*tə́mú-ráp-",2326,"to condole, mourn for; to visit","соболезновать, оплакивать; посещать","t(w)oburap-","tómúráf-, tóbúráf-","tòbura-","tóbúrá-","toburá-","","","","","JLTT 770."
1638,"*kìmpì-si-",2676,"strict, solemn","суровый, торжественный, строгий","","kìbì-si","kibishí-","kíbíshì-","kibíshi-","","","","","JLTT 831. Accent in Kagoshima is irregular."
1639,"*də̀mə́(n)kúi",2592,"Artemisia, mugwort","вид полыни","jom(w)ogi","jòmógí","yòmogi","yòmògí","yomogí","","","","","JLTT 576."
1640,"*kàsùm-",2678,"be hazy, misty","быть сумрачным, туманным","kasum-","kasum-","kàsum-","kásúm-","kasúm-","","","","","JLTT 705."
1641,"*pintak-",1432,"to crush","ломать, разрушать","p(j)idak-","fídák-","","","","","","","","JLTT 688."
1642,"*pìmpárí",1781,"skylark","жаворонок","pjibari","fìbárí","hìbari","hìbàrí","hibarí","","","","","JLTT 405."
1643,"*bəkə",2685,"stupid","глупый","woko, ukwo","","","","","","","","","JLTT 591."
1644,"*màsà-",1262,"1 sword 2 timber axe","1 меч 2 топор","masakari 2","màsàfì 1, màsàkàrì 2","masakari 2","","","","","","","JLTT 472."
1645,"*dùmài",2680,"ever (usually with negation)","когда-либо, только (обычно с отрицанием)","jume","jùmé","yúme, yumé","yúmè","yumé","","","","","JLTT 579. Modern dialects point also to a variant *dùmài."
1646,"*pátà",2681,"loom","ткацкий станок","pata","fátà","hatá","hátà","háta","","","","","JLTT 401."
1647,"*ír-",2682,"to need","нуждаться","","ír-","ìr-","ír-","ír-","","","","","JLTT 698. The verb is homonymous with *ír- 'enter', but probably quite different etymologically."
1648,"*si",1981,"thou (2d p. pron.)","ты","\Isi\i","","","","","","","","","OJ \Isi\i is not frequent and is sometimes hard to distinguish from the deictic / emphatic particle \Isi;\i however, there are several text examples firmly identifying its function as a 2d p. pronoun. It is used parallelly with the far more frequent \Ina,\i but never occurs in compounds or with suffixes -re or -no; it is thus probable that it originally functioned as the direct stem as opposed to \Ina\i as the oblique stem in a suppletive paradigm. See more detailed discussion in Murayama 1950, Miller JOAL and Itabashi 1998 (pace the latter author, however, we must say that the coincidence of \Isi\i 'thou' and \Isi\i `deictic / emphatic pronoun and particle' must be just a coincidence)."
1649,"*pùrə̀ ( ~ -ua)", 146,"bath","ванна, купание","","fùrò","fúro, furó","fùró","furó","","","","","JLTT 418."
1650,"*pìnkàm-", 185,"be twisted, warped","быть искривленным, покоробленным","","fìgàm-","higám-","hígám-","higám-","","","","","JLTT 688."
1651,"*timpə-", 369,"to become worn down, out","изнашиваться, приходить в упадок","","tib(u)-","chibi-","","","","","","","JLTT 767. PJ accent not clear."
1652,"*pə̀tə̀-pər-", 198,"1 to emit heat 2 heat","1 испускать тепло 2 тепло","p(w)ot(w)op(w)or- 1","fòtòfor- 1","hotoborí, hòtobori 2","hótóbórí 2","hotobóri 2","","","","","Dialects reflect both low and high tones. The consistent spelling fotofor- in RJ prevents the analysis *pə- 'fire' + *təm(p)ə-r- 'burn' presented in JLTT 693."
1653,"*písípə́", 128,"a k. of bean paste; salted meat or fish","вид бобовой пасты; соленое мясо или рыба","p(j)isip(w)o","físífó","","","","","","","","JLTT 409."
1654,"*míkúri",1450,"bur reed","колючий тростник","","míkúri","","","","","","","","JLTT 478."
1655,"*nə̀kə̂",2690,"saw","пила","nop(w)ogjiri","nòfògìrì","nóko, nokogíri","nòkô, nòkògírì","nokó, nokogirí","","","","","JLTT 500. The OJ form with -p- is quite strange, perhaps a dialectal dissimilation ( < nokogjiri); all modern forms quite uniformly have -k-."
1656,"*tápútuá-",2692,"to honour, revere","почитать, ценить","taputwob-","táfútób-","tattób-, tōtób-","táttób-","tattób-","","","","","JLTT 765."
1657,"*tùmpúnai",2222,"slave, servant","слуга, раб","","tùbúne","","","","","","","","JLTT 553."
1658,"*sək-",2694,"1 to get distant 2 stay away from","1 отдаляться 2 отступать, держаться поодаль","sok- 1, soka- 2","","","","","","","","","JLTT 755."
1659,"*də̀kə́sì",2624,"spleen","селезенка","","jòkósì","","","","","","","","JLTT 576."
1660,"*ná-i",1229,"rat (as a cyclic sign)","крыса (как циклический знак)","\Ine\i","\Ine\i","nè","\Inē̂\i","né","","","","","JLTT 495. Derived is perhaps OJ nezumji 'rat' (although folk-etymologically analysed as 'living in root(s)'."
1661,"*áká-",  13,"to open","открывать","aka-","áká-","àke-","","","","","","","JLTT 675 (in OJ the root is usually confused with *áká- 'get bright')."
1662,"*pìnkùrái",2696,"a cypress plank or stave","доска или перекладина из кипариса","","fìgùré","","","","","","","","JLTT 406. The first syllable is usually treated as *pi 'cypress', but the second part is not clear, and the word may well be not a compound."
1663,"*piá-r- ( ~ -ai-)",2697,"to humble oneself; become less","унижаться; уменьшаться","p(j)er-","fér-","hèr-","hér-","hér-","","","","","JLTT 687."
1664,"*tùm-",2698,"to be crammed, to cram","быть впихнутым, впихивать","tum-","tum-","tsúm-, tsúme-","tsùm-, tsùmè-","","","","","","JLTT 774, 775."
1665,"*sàk-",1899,"to rip, split","расщеплять, раздирать","sak-","sàk-","sák-","sàk-","","","","","","JLTT 746."
