"NUMBER","PROTO","PRNUM","MEANING","RUSMEAN","TURC","TURCNUM","MONG","MONGNUM","TUNG","TUNGNUM","KOR","KORNUM","JAP","JAPNUM","REFERENCE"
2404,"*t`i̯ŭ́p`o",1585,"nail; hoof","ноготь; копыто","*tubńa-k", 242,"*tuwra, *turuɣu", 158,"*tüpa, *tüp-ken", 213,"*tòph",  13,"*túmá-i",  93,"EAS 98, Владимирцов 293, Poppe 66 (Turk.-Mong.), Martin 228, АПиПЯЯ 96-97, 278, Лексика 147. Despite Doerfer's (TMN 2, 647-648) doubts, the Turk. form cannot be separated from the others, although it shows a somewhat peculiar phonetic development. PJ *túmá- < *túpá-n-: cf. also OJ tubunak(j)i 'ankle' ( = PT *tubńak, Evn. tuwnuke)."
2405,"*t`óp`ú ( ~ -i̯u-)",   0,"a k. of vessel","вид сосуда","*Topal",1291,"*tobid", 702,"*tupi ( ~ -ü-)",1319,"",   0,"*tú(m)púa",1007,"The root seems well reconstructable, although not very widely spread."
2406,"*t`i̯ŭ́re",   0,"straps for hanging","ремни для подвешивания","*terkü ( ~ -i-)",1117,"",   0,"*türü",1301,"*tɨ̀rí-", 951,"*túr-", 717,"The root seems reliable, although the vocalism is not quite certain: see above the notes on variation *e/i in Turkic; Kor. -ɨ- is also unexpected."
2407,"*t`i̯uri ( ~ *t`i̯oro, -ŕ-)", 185,"fish roe","икра","",   0,"*türi-sü",1850,"*tiru-kse",2082,"",   0,"",   0,"KW 416, Poppe 112. A Mong.-Tung. isogloss; regarded as a loan in Mong. from Tung. by Doerfer MT 47-48, which is rather dubious."
2408,"*t`i̯ū́k`e ( ~ -i)", 208,"hair (on body)","волосы, шерсть; покрышка на шубе","*tǖk",  29,"*tokum",1077,"*tiKi ( ~ -ü-)", 239,"",   0,"",   0,"АПиПЯЯ 282, Дыбо 10, Лексика 198. A Western isogloss."
2409,"*t`i̯ū̀ni",   0,"night, yesterday, dark","ночь, вчера, темный","*tün", 116,"*tüne",1223,"*tīnu-", 372,"",   0,"",   0,"EAS 148, Владимирцов 165, Poppe 112, Лексика 81. A Western isogloss. Despite TMN 2, 574, not borrowed in Mong. < Turk."
2410,"*t`i̯ū́ŕe",1605,"leg; knee","нога; колено","*dīŕ",  44,"*türej", 273,"*türē-kse", 341,"*tàrí", 145,"",   0,"EAS 112, KW 415, Владимирцов 361, Poppe 112, Дыбо 6, Мудрак Дисс. 39, Лексика 286, Doerfer MT 69-70. Despite АПиПЯЯ 282, Mongolian and Tungus  forms should be still considered as genetically related to PT *dɨ̄ŕ (*dīŕ),  and the reconstruction must be changed accordingly. This is one of the few  cases of secondary voicing in PT (before *ŕ, *r): the original  voiceless reflex is preserved within the Common Turkic derivative *tir-sgek 'elbow' (Лексика 247-248) ( = TM *türē-kse; the latter form, despite Rozycki 213, cannot be borrowed < Mong.)."
2411,"*t`i̯ū̀t`u",   0,"a k. of ungulate","вид копытного животного","*Titir (~ -ɨ-)",1887,"",   0,"*tūte-",2200,"*tot(h)", 509,"",   0,"In Turk. one has to accept secondary fronting (*titir < *tɨtɨr - if the attested form is not actually tɨtɨr, just wrongly vocalized). It is also tempting to compare OJ t(w)od(w)o, mod. todo `eared seal, Eumetopias jubatus' (for a very similar semantic relation cf. PA *tā̀ŋo), but the vocalism is not quite clear."
2412,"*t`ī́ŕge",1290,"to run, flee","бежать, убегать","*tēŕ-", 601,"*terge-", 515,"*tirgī-", 644,"",   0,"",   0,"KW 393, Poppe 14, 104, АПиПЯЯ 295. A Western isogloss. Cf. also Turk. *Terk 'quick, hurry' (VEWT 475), WMong. terkei, Kalm. terkɛ̄ (KW 393). {ND 568 mentions also WMo derkire- 'run, race'.}"
2413,"*t`ī́ri",   0,"to press, make a support","давить, подпирать","*dīre-", 321,"",   0,"*tirē-", 348,"*tìrɨ̀-", 197,"",   0,"EAS 150, SKE 35, Мудрак Дисс. 36-37. One of the cases of secondary voicing (*t- > *d- before the following *r, *ŕ) in Turkic."
2414,"*t`ŏ́bru", 763,"net, network","сеть","*tor", 508,"*towr", 426,"*turku-", 544,"*tằràčhí", 397,"*túrí", 399,"KW 401. Mong. is not < Turk., despite TMN 2, 606-607, Щербак 1997, 158, Sukhebaatar."
2415,"*t`obú ( ~ -p-,-i)",2068,"fruit, cone","плод, шишка","*Tobur-",1122,"*toɣur-",2114,"*tube-",1309,"",   0,"*tumpu",1017,"The root tends to contaminate with *t`òp`ú 'round', but still seems to be clearly distinct in all languages."
2416,"*t`ògà ( ~ -u-)", 760,"to see, beware","видеть, обращать внимание","",   0,"*toɣa-",1071,"*tuga- (~ -b-)", 109,"",   0,"*tàkù-",1326,"The etymology was first proposed in fact by Vullers 1855, but rejected by Doerfer (TMN 1, 263) without due discussion."
2417,"*t`oge ( ~ -i)", 107,"fire","огонь","*Tögen", 667,"*tüɣi-", 585,"*toga",  41,"",   0,"",   0,"A Western isogloss."
2418,"*t`ògì", 960,"span","пядь","",   0,"*töɣe",1081,"*togar",1303,"",   0,"*tùkà",1013,"KW 408, Poppe 60, Rozycki 200."
2419,"*t`ŏ̀gsu", 258,"to run; hare","бежать; заяц","*togus- (?)", 423,"*togsi-", 338,"*tuksa-", 450,"*thóskí", 280,"",   0,"In Turkic languages the root may have been partially contaminated with a synonymic *t`ḕbà 'run' (q.v.) (PT *tabɨĺgan 'hare'); but the traces of PT *togus are still clearly visible."
2420,"*t`oje ( ~ t`i̯ajo, t`i̯ujo)",   0,"to sound, noise","шуметь, шум","*tōj-",1589,"*tüji-",1742,"",   0,"",   0,"*təjə-", 810,"Ozawa 253-254. An expressive root."
2421,"*t`ŏ̀kè",   0,"root, edible root","корень, съедобный корень","*Tök",1486,"*tögüčeg",1536,"*tuKala / -ra",1722,"",   0,"*tə̀kərə", 470,"The TM word is usually considered to be borrowed < Samoyed.; this seems somewhat dubious because the Samoyed. (Selk. togɨl, Kam. tuɣul, see UEW 451-452) words point not to *-ŋ- ( < Ural. *suŋV-lV), but rather to *-k-, and thus may themselves be borrowed < TM."
2422,"*t`ók`ù ( ~ -k-)", 810,"to hit, knock, beat","бить, стучать, ударять","*tokɨ-", 590,"*togsi-", 505,"*tokta-", 633,"*thí-", 496,"*túk-", 467,"KW 398. There may have existed an expressive variant with *t- (cf. some Turkic forms, Mong. doki-ɣur 'drumstick', doki- 'to hit, knock down' (KW 93), Evk. (May.) dokto- 'to hit, chop'); see Дыбо 13. The root is of course expressive (see TMN 2, 460), but seems reconstructable for PA, and distinguishable from *tùgi 'to pound'."
2423,"*t`ŏk`ù",   0,"buckle, button","пряжка, пуговица","*toku",1120,"",   0,"*toxan",1305,"",   0,"*tuku",1014,"Дыбо 15. The word may be in fact identical (or derived from) \U*t`ok`V\u 'curved' q. v. Doerfer (TMN 2, 526) tries to dismiss the Turk.-Tung. match for reasons historical (the Manchu forms means "Chinese button" - but in fact it means "metallic button in general"), semantic ("Knopf!" - so what?) and phonetic ("das -n" - so what again? -n is a very frequent TM suffix). The obvious semantic development in TM seems to have been "buckle" > "button"."
2424,"*t`ŏk`V",   0,"curved","кривой","*Tok-",1571,"*tokir",1643,"*tox-",1829,"",   0,"",   0,"ТМС 2, 192. A Western isogloss. Cf. \U*t`ok`u \u  and \U*t`ū̀k`V\u (see also notes under *tegá). Despite Poppe 1972, 96, 100, Doerfer MT 69, TM is not borrowed from Mong."
2425,"*t`uĺi ( ~ -e)",2022,"seed, eggs","семя, яйца","*Tüĺ",1885,"",   0,"*tola",2198,"",   0,"",   0,"A Turk.-Tung. isogloss. Mong. töl 'newborn animals' may reflect a merger of this root with a borrowing from Turk. *döl q.v.; but cf. perhaps tulbaɣa(n) (Khalkha tulbān) 'fry of the Siberian salmon', tulu 'Siberian salmon' - which can belong here if the meaning 'salmon fry' was original in Mongolian (with a later development > 'salmon' and consequent formation of the new derivative for 'salmon fry')."
2426,"*t`ṑlu",1079,"head","голова","*tul(g)uŋ", 443,"*tolugai", 130,"*tōl-po-",2307,"*tằikòr", 304,"",   0,"Лексика 204. The Kor. word may be analysed as "bald"+"brain" (see *t`eŕo and *kèĺo), so it may be necessary to remove it from the etymology (although a folk-etymological reanalysis was certainly possible); if not, the PA reconstruction should rather be corrected to *t`ōjlu."
2427,"*t`ólV ( ~ -ĺ-)",1590,"bridge, crossing","мост, переправа","",   0,"",   0,"*tul-", 532,"*tằrì", 377,"",   0,"A Tung.-Kor. isogloss."
2428,"*t`ŏ̀mù",  77,"to spin, round","крутить, круглый","*tom-", 210,"*tomu-",1083,"*tomka-",1306,"",   0,"*tùmù",1015,"EAS 50, KW 399, Poppe 14, 68, Ozawa 261-262. Despite Doerfer MT 27, TM cannot be borrowed from Mong."
2429,"*t`ŏ̀ŋta ( ~ -u-)",   0,"straight","прямой","",   0,"*toda-",1086,"*toŋda",1308,"",   0,"*tàntà-",1016,"Ozawa 22-23."
2430,"*t`oŋe ( ~ -i)", 764,"to bow, bend, turn upside down","гнуть, наклонять, переворачивать","*töŋ-",1121,"*toŋguji-",1085,"*toŋ-",1307,"*tòŋkái (?)", 441,"",   0,"Despite Doerfer MT 82, hardly borrowed in TM from Mong. The Kor. reflex is questionable, but cf. some semantic developments in TM."
2431,"*t`oŋerV",   0,"a k. of foliage tree","вид лиственного дерева","*To(ŋ)gurak",1126,"*towrai",1091,"*tuŋde (~-r-)",1315,"",   0,"*təniari-",1020,"KW 405."
2432,"*t`òŋké",1598,"round","круглый","",   0,"*tüŋke- / *tüŋge-", 455,"*toŋal-", 101,"*tonkor-",  69,"*tə̀nkúrə́", 730,"Cf. *tegá."
2433,"*t`op`u",   0,"knee, knee cap","колено, коленная чашечка","*topɨk", 183,"*tojig, *tuwkai", 132,"*top(V)g-",  63,"",   0,"*tu(m)pu-", 124,"KW 408, Владимирцов 271, Poppe 14, 49, АПиПЯЯ 110, 279, Дыбо 6, Лексика 286."
2434,"*t`òp`ú",   0,"round","круглый","*top",1345,"*tob-",1341,"*tup-",1535,"",   0,"*tùmpú-ra", 195,"АПиПЯЯ 284. See TMN 2, 596-601 (with a hopeless confusion of Turk. \I*top\i 'round thing', *toprak 'earth, dust' and *topɨk 'knee cap' - all of which have different etymologies). Cf. also *t`obú 'fruit, cone' (a different root, but a source of some contaminations)."
2435,"*t`ŏ̀ŕe",   0,"law, regulation","закон, правило","*töŕ", 854,"*töre", 594,"*turgun", 732,"",   0,"*tə̀tə̀-nə̀p-", 549,"Turk. *törü 'law' is probably an old derivative of *töŕ: *törgü, with an early disappearance of *-g-: cf. Hung. törvény < Old Chuv., pointing to *-g-. Mong. *töre may be < Turk. (see TMN 1, 266), though not necessarily so."
2436,"*t`ŏ̀ri", 765,"to be born, copulate","рождаться, спариваться","*töre-",1259,"*töre-",1231,"*tur-",1445,"",   0,"*tùrù-(m)p-",1670,"KW 407, Владимирцов 322, Дыбо 13. Mong. may be < Turk. (see Щербак 1997, 158)."
2437,"*t`ŏ́ro(-k`V)",1956,"a k. of bird","вид птицы","*torgaj", 199,"*turaɣu",  95,"*turākī",  49,"*tằrk",  71,"*tə́rí",   6,"KW 402, АПиПЯЯ 70, 274, Дыбо 8, Martin 228, Лексика 176."
2438,"*t`oru",   0,"a k. of black berry","вид черной ягоды","*Tor-",1446,"",   0,"*turi-", 424,"*tắrái", 244,"*tuta", 298,"The precise berry denoted by the root is of course unknown (notice the meaning 'currants' in TM and Korean)."
2439,"*t`otá",   0,"to run","бежать","",   0,"",   0,"*tut[a]-", 915,"*tằd-", 853,"*tanta-juap-", 722,"SKE 269.   An Eastern isogloss. In Kor. cf. also tɨthɨi'ú- 'to move away, apart'."
2440,"*t`ṓk`i ( ~ -k-, -e)",1602,"to lie, deceive","лгать, обманывать","*Tȫkün",1890,"*togla-",1971,"",   0,"",   0,"",   0,"A Turk.-Mong. isogloss. Cf. also WMong. toquɣu, Khalkha toxū `joke, jest', possibly derived from the same root and pointing to PA *-k`-. Not quite clear is the relationship to some scattered TM forms: Man. taqda- `to praise, be surprised at', Evk. takā- `to lie'."
2441,"*t`ōĺi ( ~ -e)",   0,"breast","грудь","*dȫĺ", 223,"",   0,"*tulu",1583,"",   0,"",   0,"A somewhat dubious Turk.-Tung. isogloss (with a secondary voicing *t- > d-), see Лексика 272."
2442,"*t`ṑlV", 408,"to prop, push","поддерживать, подталкивать","*Tol-",1767,"*tula-",1851,"*tōlga-",2084,"",   0,"",   0,"A Western isogloss."
2443,"*t`ṓro", 766,"to be weak, hungry, unable","быть слабым, голодным, не мочь","*Tōr-", 233,"*tura-",1094,"*turku- / *turke-", 328,"",   0,"*tərə- ( ~ ua)", 432,"KW 411. Despite Щербак 1997, 159, hardly a borrowing in Mong. < Turk."
2444,"*t`ṓŕe", 222,"soil, dust","земля, пыль","*tōŕ", 229,"*tor-",1285,"*turV",  33,"*tɨ̀rɨ́", 222,"",   0,"KW 405, АПиПЯЯ 19, 70, 91, 274 (but Jpn. *tùti should be rather attributed to PA *t`ēŕu), Дыбо 11. Cf. Jpn. doro 'dirt' (PJ *tə̀rə̀; attested late and initial not clear). Contaminations with *t`ēŕu were possible."
2445,"*t`i̯ū̀ru", 502,"to hold, obstruct","держать, удерживать","*tɨrɨ-k",2009,"*tor-",2163,"*tūrī-", 219,"",   0,"*tùtu-m-",1011,"Cf. \U *t`i̯ór(g)e\u  'support, beam' - a source of possible contaminations."
2446,"*t`ṓrV",1080,"young animal","молодое животное","*tōrum", 317,"*toruj", 274,"*toro-kī", 343,"",   0,"",   0,"Дыбо 7. A Western isogloss."
2447,"*t`ṓr[e]",1291,"post, pole, tower","шест, столб, башня","*tȫr",1468,"",   0,"*turu", 522,"*tàràk", 367,"",   0,"Poppe 14, 79. In Kor. -ɨ- would be expected; -a- is possibly a result of vowel assimilation."
2448,"*t`ṑsi ( ~ -e)",   0,"face, shape, spot on forehead","лицо, форма, пятно на лбу","",   0,"*tösü",1683,"*tōsa-",1881,"",   0,"",   0,"A Mong.-Tung. isogloss."
2449,"*t`u",1803,"five","пять","",   0,"*ta-bu-", 617,"*tu-ńga", 755,"*tà-", 644,"*ì-tù-", 576,"KW 385, SKE 259, Lee 1958, 117, АПиПЯЯ 70. Cf. perhaps Bulg. (Mudrak) etə 'five' (cf. the Jpn. form)."
2450,"*t`úbé",   0,"a k. of bird of prey","вид хищной птицы","",   0,"*tojigun",1621,"*tuba",2276,"*tàbàkí", 259,"*tə́mpí ( ~ -ua-)", 599,"The root evidently denoted some big bird of prey (kite, eagle or falcon); the isolated Ul. form fits in well phonetically, but not so well semantically."
2451,"*t`ŭge",2028,"storm, dust","облако","*tüge-",1374,"*tuji-",1389,"*tuge-",  23,"",   0,"",   0,"A Western isogloss."
2452,"*t`ŭja", 119,"to give, give a feast","давать","*toj",1123,"*taɣu-",1433,"*tuju-", 189,"",   0,"",   0,"SKE 269 (Turk.-Tung.), Дыбо 14. A Western isogloss. The Turk.-Tung. match seems quite probable, despite TMN 3, 355 ("rein zufällig")."
2453,"*t`ujbu ( ~ -o-)",   0,"to carve, engrave, whet","гравировать, точить","",   0,"*tobi-",2040,"*tujba-",2257,"",   0,"*tuà",1057,"The cluster *-jb- (in this case preserved explicitly in TM) accounts for the preservation of *-b- in Mong. and for the development *-b- > -w- (-0-) in Japanese."
2454,"*t`ùji", 233,"thick","толстый","*Tujug",1878,"*tüɣüd- / *tüjit-",1959,"",   0,"",   0,"*tùjə̀-",1277,"A good Turk.-Mong.-Jpn. match."
2455,"*t`úju ( ~ -o-)", 276,"to gleam, shine","блестеть","",   0,"*tuja-",1960,"",   0,"",   0,"*tújá",1526,"A Mong.-Jpn. isogloss."
2456,"*t`ukì", 828,"to come to an end, be exhausted","заканчиваться, истощаться","*tüke-",1243,"*tögüs-",1212,"",   0,"",   0,"*tuku-", 863,"KW 406, Владимирцов 154, Poppe 57, Miller 1981, 863 (Turk.-Jpn.). Despite Щербак 1997, 160, not borrowed in Turk. < Mong. It seems worth mentioning  Evk. dial. tịko- `to die (of exhaustion), starve' - which may, however, be a derivative of tik- `to fall'."
2457,"*t`ukí ( ~ -o-)",   0,"to transmit, continue","передавать, продолжать","",   0,"*tüge-",1087,"*tugde-", 581,"",   0,"*túnk-",1205,"Ozawa 255-256."
2458,"*t`ukV",1588,"calf, lamb","теленок, ягненок","*toklɨ",1124,"*tugul",1088,"*tuKu-",1310,"",   0,"",   0,"KW 409, Дыбо 7, Sinor 1962, 321, Лексика 434. A Western isogloss. Despite Doerfer MT 104, hardly borrowed in TM from Mong. The Turk.-Mong. parallel is dismissed by Doerfer (TMN 2, 525), because "lautgesetzlich ist tü. -q- nicht = mong. -ɣ-" (?)."
2459,"*t`olu",1996,"to pierce, skewer","протыкать, насаживать","",   0,"",   0,"*tule-", 702,"*tằr(b)-", 574,"*tura-nuk-", 522,"Martin 1996, 109.  An Eastern isogloss."
2460,"*t`ule(kV)", 608,"fox; wolf","лиса; волк","*tülki / tilkü", 360,"",   0,"*tulge", 391,"",   0,"*tuárá", 273,"See АПиПЯЯ 70, Лексика 161. Jpn. high tone does not correspond to PTM length (the latter, however, is reconstructed only on the basis of the Sol. form and thus not reliable)."
2461,"*t`ulV (~ -o-, -ĺ-)", 153,"to burn","жечь","",   0,"*tüle-",  14,"*tola-",1628,"",   0,"",   0,"Manchu may be borrowed from Mong. (despite vocalic differences), thus the Proto-Altaic antiquity of the root is dubious; see, however, a Nostratic etymology in МССНЯ 341."
2462,"*t`umgi ( ~ -e)", 204,"base of tree trunk or grass stalk","основание ствола, стебель травы","*Tömgek",1272,"*tüŋge",1241,"",   0,"*tuŋ-", 919,"",   0,"KW 415. Cf. OJ twoma 'mat made of grass (miscanthus)'?"
2463,"*t`ome",1594,"a k. of board","вид доски","*Tomar",1473,"",   0,"*tomka-n", 538,"*tòmá", 388,"*tə̀mə̀ (~-muà)", 391,"Accent correspondences between Kor. and Jpn. are irregular: cf., however, the irregularity in Jpn. dialects (especially Kagoshima tómò, pointing to original high tone in the first syllable)."
2464,"*t`ŭmu", 976,"head, top of head","голова, темя","*tum-", 179,"*tom-",1288,"*tumŋu-", 218,"",   0,"*tum-", 114,"АПиПЯЯ 109, 279, Ozawa 130, Лексика 483. Turk. *tumak > Kalm. toməɣə, whence again Kirgh. tomaɣa etc. (a similar source is probable for Manchu tomorχan), see TMN 1, 258."
2465,"*t`úmu ( ~ -o-)",1914,"clever, to plan, understand","умный, планировать, понимать","",   0,"*tomi-",1090,"*tum-",1314,"",   0,"*túmə́r-",1019,"? Cf. Turk. *tolmač 'translator'."
2466,"*t`ŭ́ŋe",   0,"window in roof, funnel, door","окно в крыше, дымоход, дверь","*tüŋ-", 488,"*toɣuna", 408,"*tuŋke",2279,"",   0,"*túa", 372,"Jpn. reflects a suffixed *t`ŭ́ŋ(e)-gV."
2467,"*t`úŋi ( ~ -o-)",   0,"rope, to bind","веревка, привязывать","",   0,"*tüŋge", 765,"",   0,"*toŋ-", 801,"*túnk-", 179,"Mong. > Evk. tuŋa, tuŋi. Cf. \U*tằnŋu.\u"
2468,"*ap`i",1831,"wind, vapour","ветер, пар","*Ep-",2013,"*aɣur", 773,"*apka",2435,"",   0,"",   0,"A Western isogloss; however, in Jpn. the root probably merged with *ĕbà  'winnow, blow' q.v. (cf. especially the PJ form with a velar suffix *apu-(n)k-, OJ apug-)."
