"NUMBER","PROTO","PRNUM","MEANING","KET","SYM","KOT","ARI","PUM","NOTES"
 806,"*χɔlab", 463,"side, half","qɔĺap\H5\h","xɔlap\H5\h","halap, pl. -aŋ "half"","qubur- / qurbur- in qubur-saj (М., Сл.), qurbur-saj (Кл.) "midnight"","kólpar (Сл., Кл.), kolpar (Срсл.) "back"","ССЕ 304. The root should be distinguished from *χɔb- "back" (q. v.), although they could interact. On the other hand, *χɔlap "side" is difficult to separate from *χol- "cheek" (q.v.) - so the original protoform should be possibly reconstructed as *χolap (with Kott. halap < *holap through assimilation). Werner 2, 99 <*qoləp>; doubts the attribution of the Arin and Pump. forms, which, I think, is hardly justified."
 807,"*χɔlV[č]iG", 464,"hoof","qɔĺeś, pl. -n\H5\h","xɔlači\H6\h, pl. xɔlačaŋ\H5\h","halčīg, *halčix, pl. halčikŋ "Nagel; Huf; Klaue"; xalčik (Бол.) "hoof"","kalɨs (Лоск.) "hoof"","","The reflex -ś- in Ket is unclear. Werner 2, 100 (recommending to treat the word as a compound - which is actually done in ССЕ 304. )."
 808,"*χɔpVr",   0,"foam","qɔ:ĺ","xɔfɨl\H5\h","hāpar, *hāpur, pl. hāparaŋ","","","ССЕ 304. Werner 2, 125 <*qop\Hh\həλ>."
 809,"*χɔʔt",1249,"to burn, fire","daq-qɔt 'to roast' (Werner 1, 305)","xɔtn\H5\h, xɔtet́\H6\h (Werner 1, 305 adds: xɔʔt)","hat, pl. hati, hatan "fire"; hat akfātekŋ "to burn, set fire"; xat (Бол.) "fire"; Ass. hat (М., Сл., Срсл., Кл.) "fire"","kōt "fire" (Стр.), qot id. (Срсл.), qott id. (М., Сл., Кл.), kot  id. (Лоск.)","","ССЕ 304. Cf. also Yug xɔttan\H6\h "the front corner in the house" (probably derived from 'hearth', 'fire')."
 810,"*χɔtɨr\L1\l", 985,"cloth, felt","qɔtĺ\H5\h, pl. -əŋ\H5\h 'cloth'","xɔtɨr\H5\h 'cloth'","hatal 'felt'","qot (М, Сл, Кл), kot (Лоск) 'trousers'","","ССЕ 305. The word is cultural, but the immediate borrowing source is not evident (it cannot be Turk. kätän, Arab. qattān "cotton"). Werner 2, 119 <*qot(ə)λ>."
 811,"*χuʔ",   0,"creek, embouchure","quʔ, pl. qūńeŋ\H1\h","xuʔ, pl. xunɨŋ\H1\h","hūtn, pl. -aŋ","","","ССЕ 305. Kott. hūtn = /hūʔn/. Werner 2, 140 <*quʔ>."
 812,"*χuʔs", 661,"tent (made of birch bark), house","quʔś, pl. quʔŋ","xuʔs, pl. xuʔŋ","hūś, pl. huŋ "tent"; Ass. hūš (М., Сл., Срсл., Кл.), xɨš (Кл.) "house"","hu (Кл.) "house"; kus (Стр.) id.; (Лоск.) kun-kus "yard"","hu-kút (Сл., Срсл., Кл.) "house", (Сл.) "village" ("село")","ССЕ 305. The form may contain a singulative suffix *-s (cf. the plural form), so the original protoform might well have been *χuʔ (cf. also the Arin form in Klaproth: hu). Werner 2, 140 <*quʔs>."
 813,"*χuχ", 465,"warm (of water); windless (of weather)","qūkśeŋ\H1\h 'warm (of water)'; qūk 'quietly, windlessly' (Werner 2, 140: qū / qūk)","xūk (also xu\H1\h (Werner 2, 141))","hukaičei "warming"; hukai bāttaŋ "to warm"","","","Werner 2, 140 <*qugə>. The forms Ket qū, Yug xu (cited ibid.) allow to narrow the reconstruction to PY *χuχ (not *χuk- ~ -g-, -χ- as in ССЕ 305)."
 814,"*χupi", 466,"a k. of wood grouse (косач, Birkhahn)","qūp, pl. qu:n","xup, pl. xufɨn\H5\h","hūpi, pl. hupan "Birkhuhn (Tetrao tetrix)","","","ССЕ 305. Werner 2, 141 <*qup / *qup\Hh\hə>."
 815,"*χu-sa", 467,"one","qūś (attr., inanim.), pred. quśəm\H6\h","xus (attr., inanim.), pred. xusɛ\H6\h","hūča; Ass. (Бол.) xanči-xit "one", huča (Кл.) "one"","khuzej (Ф., Срсл.) "one"; kuisa (Стр.) id.; qúsej (М., Сл., Кл., Ф.) id.; kusa in kusamančau (М., Сл., Срсл., Кл., Ф.) "nine"; (Лоск.) kus-ket "one"","xúta (Сл., Срсл., Кл.) "one"","ССЕ 306. Cf. also the derivative *χus-baŋ "вместе" > Ket qujvaŋ\H6\h, Bak., Sur. qujbaŋ\H6\h, Yug xujbaŋ\H5,6\h  (let us note *-sb- > -jb-) = Kott. hušpaŋ. PY *χusa is a compound the first component of which is also present in other forms: Ket qɔʔk, Yug xɔʔk  'one' (anim.); Kott. hūpiga 'alone'. As for *-sa, the same root is also present in Kott. al-še-n 'one time', as well as in PY *de-s '(one) eye', *pa-s '(one) time' q.v. etc. Werner 2, 132 <*qus / *qut>, 2, 122 <*qoʔk>."
 816,"*χuχ", 468,"hole, pore","qūk, pl. qukśeń\H5\h","xuk, pl. xuksin\H5\h (sometimes xu:n)","huk, pl. hūnáŋ","-quj, -kuj in tímquj, timkuj 'window'","-kuk in dám-kuk 'window'","ССЕ 306. See also *dam-χuχ "window". Werner 2, 141 <*quk / *k\Hh\huk>."
 817,"*χūj", 469,"empty","quj\H4 \h(South.); Kur. qu:ji\H4\h; Bak., Sur. qu:jə\H4\h / qujə\H4\h","xu:\Hh\hj","hui","","","ССЕ 306. Kottish also has a variant koi 'empty', which makes possible an alternative reconstruction *G[ū]j (see КС 166). Werner 2, 129 <*quʔəjə>."
 818,"*χūp-",   0,"staff, pole","qu:, South. qu: / quɣ\H4\h; pl. qūŋ "boat pole"","xu:\Hh\hp, pl. xufɨŋ\H5,6\h id.","hupuš, pl. hupučaŋ "stick, peg"; hupaŋa "spit"","","","ССЕ 306. Werner 2, 140 <*quʔəp\Hh\hə>."
 819,"*χūǯa",   0,"pike","qu:ŕi\H4 \h(Kur.), Bak., Sur. qu:də\H4\h, South. quŕ\H4\h; pl. qukŋ\H5\h (sometimes qūkŋ\H1\h)","xu:\Hh\ht́, pl. xukŋ\H5\h","hūja, g. hūjā, pl. hūkŋ; guja (Бол.); Ass. húja (М., Сл., Кл.)","quj (М., Сл., Кл.), kuj (Лоск.)","kód́u (Сл.)","ССЕ 306-307. Werner 2, 131 <*qukəd'ə / *quʔkəd'a>."
 820,"*χVʔ-gVĺ (~ -χ-)", 470,"thumb","qʌ:ĺ, pl. qʌŋgəl\H6\h","xɔʔl, pl. xo:ĺ","","qólpas (М., Сл., Срсл., Кл.) "fingers"","","ССЕ 307. The Ket plural form qʌŋgəl is interesting: it shows that we are most probably dealing with a compound, where the first component is *χ[e]ʔ 'big' (which has a plural Ket qēŋ), while the second component is *gVĺ '*finger'. The same form allows to reconstruct a velar *g- in the beginning of the root: in the compound *χ[e]ʔ-gVĺ it was assimilated (*χ[e]ʔ-gVĺ > *χ[e]ʔ-GVĺ), which explains its Inlaut disappearance in Ket-Yug and Arin. Werner's (2, 148) reconstruction of <*qoʔl> 'thumb' (presuming that the Yug form does not reflect a compound) fails to explain the form qʌŋgəĺ; besides, if the root originally meant "thumb", there would hardly exist a necessity of adding *χ[e]ʔ 'big'."
 821,"*χVj-", 471,"to be angry","qʌ́j-beś (Werner 2, 142)","xʌjbɛt́\H5\h","haipičáŋ "angry"","","","ССЕ 307. Werner 2, 142 (without reconstruction)."
 822,"*χV(n)t- (?)",   0,"body","qontĳ (Донн.) "обрубок, тело без головы, рук или ног"","","hitag, hitax, pl. hitagan "body; external"","","","ССЕ 307. The comparison is somewhat dubious for phonetic reasons: the vowels do not correspond, and the -nt- cluster should have been preserved in Kottish. Werner 2, 105."
 823,"*χV-ut-",   0,"to climb (a tree, a mountain)","qut\H4 \h(South,); Kur. qu:t́i\H4\h; Bak., Sur. qu:tə\H4\h//qutə\H4\h","xu:\Hh\ht","hantīŋ (inf.); heʔūtaŋ, praet. hēnaʔūtaŋ, imp. hēnćut","únkut (М., Сл., Кл.) "to go (ехать)"; (М., Сл.) "to go (идти)"","daŋkájkit (Сл.) "to go (ехать)"","ССЕ 307. A complex stem containing two components whose individual meanings are so far unclear; in Arin and Pumpokol the verbs meaning "to go (ride)" can be probably identified with the same root. Werner 2, 138 <*quʔətə> (not mentioning the Kott.,  Arin and Pump. reflexes - which are given separately and without any comments in 1, 299 and 2, 347)."
 824,"*χV̄j", 472,"elk, deer","qa:ji\H4 \h(Kur.); Bak., Sur. qa:jə\H4\h /qajə\H4\h, pl. qi:n\H3\h; South. qaj\H4\h 'elk'","xa:\Hh\hj, pl. xe:n 'elk'","hui, pl. huján "deer"; Ass. (М., Сл., Кл.) huj "deer" (cervus)","okä-ši (Стр.), oka-ši (Лоск.) id., oq́aj-ši (М., Сл., Кл.) 'elk'","xáju (Сл.) "elk"","ССЕ 307-308. The vocalic correspondences are unclear. In КС 166 I have reconstructed initial *G- - due to a mixture with a different root, see PY *gəʔj 'hunting, wild animal'. Werner 2, 62 <*qaʔəjə / *qʌʔəjə> (with the same confusion)."
 825,"*ʒVl", 473,"child","dɨ̄ĺ, pl. dɨĺget\H5\h","dɨl, pl. dɨlət\H5\h / dɨĺgət\H5\h","d́al, pl. d́akat "child"; d́aleä, d́äleä "girl"; (Бол.) jali in pašup jali "step-son", alit-äli "girl"; Ass. alit-jali (М., Сл., Срсл., Кл.) "girl"; jali (М., Сл., Срсл., Кл.) "child, boy"","bi-ḱal (М., Сл., Срсл., Кл.) "boy", biḱál (М., Сл., Срсл., Кл.) "son"; biḱaĺa (М., Сл., Срсл., Кл.) "daughter" (Дульз. biqaĺa "girl"); (Лоск.) akel "son", akelä "daughter"; kalhona (Срсл.) "small", kalqóna (М., Сл., Кл.) id.","pí-kola "girl, daughter" (Сл., Срсл., Кл.,); xilúŋla (Сл., Срсл.) "child", xiĺuŋdu (Сл., Срсл., Кл.) "small"; akil (Сл.) "elder sister"","ССЕ 308. Pump. dul (Кл.) "child" is in reality a Yug form. The Ket and Kott. plural is formed as a compound of *ʒVl with *gəʔt 'children' (q.v.). Werner (2, 219) reluctantly admits that the Kott. form can be related with Ket and Yug and says: "sollte man eher PJ *d'əl vermuten" - however, his *d'əl ( = our *ǯəl) would have yielded Yug d'ɨl, not dɨl. The reconstruction *ʒ- (with the reflexes Ket, Yug d- : Kott. d́- : Ar., Pump. k-, quite parallel to those of *c- > Ket, Yug t-: Kott. h-/t-: Ar., Pump. k- (x)-) is therefore inevitable, and there is no need to derive the Arin and Pumpokol forms from PY *qar- 'grandchild'."
 826,"*χVr-",   0,"quick(ly)","qɨ̄ĺa","χɨ̄ĺa","harā","","","Werner 2, 154 (without reconstruction). In ССЕ 255-256 attributed to *χak- which is probably wrong, if we take into account the Kottish form."
 827,"*[ǯ]am-", 475,"berry","baŋ-sama (КРС)","samma\H5\h","čamar šulpi "Preiselbeere"; thum čamar šulpi "Schwarzbeere"","","","ССЕ 308-309. Pump. sammɨ  (Срсл.) "grape" is evidently a recording of the Yug form. The Anlaut s- in Ket and Yug is irregular (on analogy with  *sə̄n- "rowan berry"?). Werner 1, 106, 163 (without comments and reconstruction)."
 828,"*ǯa-qan-", 476,"to roast, fry","daqqɔt\H5 \h(North.); South. daqŋ\H5\h","d́aqŋ\H5\h","čaiganaŋ "to burn", praet. čalauganaŋ, imp. čalaugan","","","ССЕ 309. A complex stem: the second part is evidently *ʔəqan 'boil' (q.v.). Werner 1, 179 reconstructs <*d'aʔq, plur. *d'aqŋ>, not taking into account the interrupted Kottish paradigm."
 829,"*ǯaqpuL",   0,"heap","dapqul\H5 \h(North.), pl. dapquləŋ\H6\h; South. daqpuĺ\H5\h, pl. daqpuĺəŋ\H5\h","d́axpɨl\H5\h, pl. d́axpɨlɨŋ\H5\h","","","","ССЕ 309. Werner 1, 174 *d́aqpəl (suggesting a compound with bul 'foot' (?))."
 830,"*ǯām-",   0,"to bark","da:mə\H4 \h(North.), South. dam\H4\h","d́a:\Hh\hm","čam, pl. čamáŋ "barking"; d́ačamaŋ, *d́äčamaŋ "to bark", praet. alaćamaŋ, imp. alćam","","","ССЕ 309. Werner 1, 171 <*d'aʔəmə>."
 831,"*ǯāq-", 477,"to laugh, laugh","da:ʁə\H4 \h(North.), South. daʁ\H4\h","d́a:\Hh\hx","čake "laugh", čakājaŋ "to laugh", praet. čakōlajaŋ, imp. čakālče(i); Ass. čakaigán (М., Сл., Кл.), čaxajia (Кл.) "I laugh"","sója-keaŋ (М., Сл., Кл.) "I laugh"","jai-či-du (Сл.) "I laugh"","ССЕ 309. Werner 1, 175 <*d'aʔəGə>."
 832,"*ǯǟŋ", 478,"to knead, rub","da:ŋ\H4\h, da:ŋə\H4 \h(North.), South. daŋ\H4\h","d́a:\Hh\hŋ\H4\h; ĺɔŋ-d́aŋ 'to knead with hands' ( = Ket. ĺoŋ-daŋ)","b-a-čeŋ-aŋ 'I rub it'","","","ССЕ 309. Werner 1, 172 <*d'aʔəŋə>."
 833,"*ǯī-", 965,"to hide","die-bit, die-boʁoat (Castr.); (Werner 1, 176) dáʁatiŋ, (1, 187) di\H4\h","d́ɛxatiŋ\H6\h, (Werner 1, 176) d́ɨ:\Hh\h","","","","ССЕ 309. Werner 1, 176, 188 *d'iʔə."
 834,"*ǯeʔŋ", 479,"people","dɛʔŋ","d́ɛʔŋ","čeäŋ, *čeaŋ, pl. čeäŋan "folk, people"","","","ССЕ 309. A plural form of an unattested *ǯeʔ 'person'."
 835,"*ǯe-n",1085,"to weep, cry","-den","d-īd́ä (Кастр.), praet. dīrd́ä, imp. igd́ä","d́-äčēnaŋ, praet. alačenaŋ, imp. alčen; асс. (Бол.) ečen "I weep", jačeenon (М., Сл., Кл.) "I weep"","ä́šińaŋ (М., Сл., Кл.) "I weep"; (Лоск.) esende id.","číin-du (Сл.)","ССЕ 310. Werner 1, 181-182 *d'en."
 836,"*ǯ[e]χV", 481,"to shave","dɔ:\H3\h","d́ou\H3\h // d́o:","hāran-čex 'to hack, bevel' (pres. hāraŋōčeaŋ, imper. hāraŋālčex)","","","ССЕ 310. This verb is frequently used as a second component in complex verbal stems: Ket ittɔ́, Yug ittou\H3\h  'to make notches', Ket harɔ́, Yug fad́ou\H3\h 'to split, hack'; Yug ʌxand́ou\H5\h  'to split, stick in'  = Kott. ax-čex, Kott hāran-čex 'to hack, bevel', ok-čex 'to kill' etc. Werner 1, 205 <*d'oʁə>."
 837,"*ǯēǯ-",   0,"to read, count","de:ŕi\H4 \h(Kur.), Bak., Sur. de:də\H4\h / dɛdə\H4\h, South. dɛŕ\H4\h","d́ɛd́ɛ-saŋ\H5\h "in order to count"","ka-čei "reading", ka-čei-thākŋ "to read"","","","ССЕ 310. Possibly a reduplication of the root present also in *ʔiǯVŋ- 'writing, write' (for semantics cf. also the Kott. formation kače-het 'writer'). Werner 1, 182 <*deʔəd'ə>."
 838,"*ǯəs", 482,"urine","dъ̄ś; dъśtin\H6\h "to urinate"","d́ъs","čaš; čačuākŋ "to urinate"","","","ССЕ 310. Werner 1, 216 *d'əs."
 839,"*ǯiʔ",1209,"tree trunk","diʔ, pl. daʔn","d́iʔ, pl. d́aʔn","či, pl. čan "Baumstamm"","","","ССЕ 310. Werner 1, 192 *d'iʔ."
 840,"*ǯida", 483,"woodcock (глухарь)","dīt, pl. dɛkŋ\H5\h; dɛttej\H5\h "woodcock wooing"","dit́, pl. dɛkŋ\H5\h","fēn-ćera, phēn-ćera, g. -ćerā//-ćerai, pl. -ćatn, ćetn","","","ССЕ 310. Yug dit́ < *d́it with a metathesis of palatalisation; otherwise the correspondences are regulare (the Kott. form means literally "female woodcock"). Werner (2, 193) doubts this explanation and the attribution of the Kottish form and reconstructs <*dit'>."
 841,"*ǯik (~-g,-χ)", 484,"resin, gum","dik","d́ik","čīk, pl. -an "Harz; Schwefel"","","","ССЕ 310. Werner 1, 193 *d'ik."
 842,"*ǯɨʔn",   0,"quietly (of talking)","dɨʔn","d́ɨʔn","","","","ССЕ 311. Werner 1, 219 *d'ɨʔn."
 843,"*ǯɔq(ŋ)",   0,"to stand","k-i-b-doqŋ 'stands' (of a boat on the water)","","d́-a-čakŋ-aŋ 'I stand'","","íča- (Сл.) 'to stand'","ССЕ 311. Not quite clear is the loss of -q- in Pumpokol; *ǯɔq- may be a historical compound of two stems, of which Pumpokol has preserved only the first one. In Ket cf. also the variant k-i-s-toqŋ id. (a secondary devoicing? a different first stem?). On a different (and faulty) analysis of Werner's see under *d[ɨ]k-."
 844,"*ǯVr\L1\l- (~-l)", 485,"cold, frost","","","čal, pl. čálaŋ "cold (n., adj.)"; čolt́ü (Бол.) "cold (n.)"; čolt́üi (Бол.) "cold (n.)"; čiltu (Бол.) "coldly"; Ass. (М., Сл., Срсл., Кл.) čalá "cold", (Кл.) čaltu id.","sóloŋa (М., Сл., Кл., Срсл.) "cold (n.)"; šiltu (Лоск.) id.; solma (Лоск.) id.; šilt[ü] (Лоск.) "coldly"","","ССЕ 311. Werner 1, 162 <*t'al>."
 845,"*ʔaʔaj (~x-,-G-,-χ-)",   0,"to gather (berries, mushrooms)","d-aj-uɣavet 'ich sammle es' (North., Werner 1, 90)","a:j\H3\h","","","","Werner 1, 90 (without reconstruction)."
 846,"*ʔaLVǯ",   0,"to creak, creaky","","alət́\H5\h","","","","An expressive stem (let us note the frequent verb-forming suffix *-Vǯ)."
 847,"*ʔasan (~x-)",   0,"fen, bog","asan\H6\h (North.)","","","","","Werner 1, 61 (without reconstruction)."
 848,"*ʔat- (~x-)",   0,"soul","atpej 6, pl. atpejeŋ 5 (South.)","","","","","A compound with *bej 'wind' q.v.; the first part is unclear. Werner 1, 78 (without vreconstruction)."
 849,"*ʔat- (~x-) ?",   0,"coffin","ata, North. attä, Mid. áta, attɔl","atou\H3\h, pl. atouŋ\H3\h","","","","Etymology unclear; Werner 1, 74, 78 (without reconstruction)."
 850,"*ʔa- (~x-)",   0,"a k. of water-worm (вьюн)","ateŋ\H6\h (Kur.), Bak. atĳ\H6\h, South. atiɣ\H6\h;  pl. aten\H5\h, ati:n","","","","","A compound with *c[ī]k. Werner 1, 77 (without reconstruction)."
 851,"*ʔatpVń (~x-)",   0,"fish net","atpeń\H5,6\h; pl. atpeńaŋ\H5\h","","","","","The structure of the stem is unclear. Werner 1, 78 (without reconstruction)."
 852,"*ʔaχuL (~x-,-ʔ-)",   0,"rust","auĺ\H5\h (Werner 1, 86 also áɣuĺ)","auĺ (Werner 1, 86)","","","","Werner 1, 81, 86 (without reconstruction)."
 853,"*ʔaŋKVL",   0,"splint, crumb","aŋgəl\H6\h (Bak.)","","","","","Werner 1, 45 (without reconstruction)."
 854,"*ʔeʔl (~x-,-r)",   0,"cup","","ɛʔl, pl. e:ĺ","","","","Werner 1, 256 (without reconstruction)."
 855,"*ʔesl- (~x-)",   0,"paper","ɛśĺa\H6\h, pl. ɛśĺan\H5\h","","","","","Origin unclear (Bouda 1957: < Turk. jaz 'write'?). Werner 1, 248."
 856,"*ŕēli ( ~ -r-)", 415,"blood water","ĺɛĺ\H4\h, North. ĺɛ:ĺe\H4\h (Werner 2, 9)","","","","","Werner 2, 9 <*leʔələ>."
 857,"*ʔēd- (~x-)",   0,"tube, chimney","ɛŕ\H4\h (South.), pl. ēŕeŋ\H1\h","","","","","Werner 1, 240 (without reconstruction)."
 858,"*ʔēd- (~x-,-ʒ)", 486,"a k. of tubular plant (пучка)","ɛŕ, pl. eŕiŋ (South.), ɛ:də\H4\h, pl. ediŋ (Mid.) (Werner 1, 240)","ɛ:\Hh\ht, pl. ediŋ\H1\h","","","","ССЕ 190. Werner 1, 240 (without reconstruction)."
 859,"*ʔəj- (~x-)",   0,"bullet","ʌjdiś, pl. -n\H5\h (North.)","","","","","Werner 2, 401 (without reconstruction)."
 860,"*ʔəje (~x-)",   0,"fish trap","ъ̄je\H1\h (Bak.)","","","","","Werner 2, 419 (without reconstruction)."
 861,"*ʔən ( ~ x-)",   0,"quiet","ʌń, ə̄ń\H1\h (Werner 1, 407)","","","","","Werner 1, 407 (without reconstruction)."
 862,"*gaj",   0,"to go round, to return","-ga (in datáj-ga, pret. datɔ́ĺ-ga etc.) 'to go round'","-ge (in dičáj-ge, pret. dičɔ:\Hh\hr-ge) 'to go round'","kai 'returning', ikajaŋ 'I turn round'","","","The comparison is proposed in Werner 1, 472 (with a reconstruction *kəʔj), however, with some confusion: Ket. kʌʔj 'hunt' (see *gəʔj) should be certainly kept apart (a semantic development 'to go' > 'to hunt' appears quite unlikely), as well as Kott. hejaŋ 'to go'  - which is a perfect match for Ket. ejiŋ id. (acknowledged in Werner 1, 265-266 and thus related to two roots simultaneously)."
 863,"*ʔis- ( ~ x-)",   0,"avid, covetous","isal\H6\h, (Werner 1, 378) ísqaĺ","īsal\H1\h (Werner 1, 378)","","","","Werner 1, 378 (without reconstruction)."
 864,"*ʔɨs (~x-)",   0,"black woodpecker","ɨ̄ś, pl. ɨśaŋ\H5\h / ɨśa:ŋ\H3\h","","","","","Werner 2, 435 (without reconstruction)."
 865,"*ʔojiŋ- (~x-)",   0,"to moan","","ɔjiŋet́\H5\h","","","","An expressive stem. Werner 2, 32 (without reconstruction)."
 866,"*ʔoŋ-baR (~x-)",   0,"neighbourly","","ɔŋbar\H5\h","","","","The morphological structure is not quite clear (cf. Yug ba(ʔ)r 'between'?). Werner 2, 42 (without reconstruction)."
 867,"*ʔoʔoL (~x-,-G-,-R)",   0,"container, bottle","ɔ:ĺ, pl. ɔĺeŋ\H5\h","","","","","Same as ɔ:ĺ (pl. ɔĺen\H5\h) 'wesp's nest'? Werner 2, 49 (without reconstruction)."
 868,"*ʔuʔn (~x-)",   0,"a k. of vessel","uʔn, pl. unəŋ\H5\h 'sheath'; untej\H6\h ,pl. -əŋ\H5\h 'birch basket' (туес)","uʔn (Werner 2, 376).","","","","The second part of untej\H6\h probably contains PY *tVχV 'vessel' (q.v.). Werner 2, 376 *uʔn."
 869,"*ʔuʔt (~x-,-c,-č)",   0,"convolution (of a river)","uʔt, pl. ukkeń\H5\h","","","","","Werner 2, 376 (without reconstruction)."
 870,"*ʔudo- (~x-)",   0,"bottom; mountain valley","urɔ\H5\h, Б, С udə\H5\h 'bottom'","","uruk 'mountain valley'","","","Werner 2, 352, 354 (without comparison and reconstruction). Deriving Kott. uruk < Turk. oruq 'way' (T 1978, 12) is hardly plausible."
 871,"*ʔu(ʔ)k- (~x-)",1243,"to press","úɣej, úɣĳ 'to milk'","ugɨt́\H5\h","","","","Werner 2, 325, 374-375 <*ugəj> (without comparing the Ket form)."
 872,"*ʔus- (~x-)",   0,"to put, place","","uš́atiŋ\H6\h, (Werner 2, 356) úsatiŋ","","","","Werner 2, 356 (without reconstruction)."
 873,"*ʔutpaŋ (~x-)",   0,"blind","utpaŋ\H5\h","útpaŋ (Werner 2, 372)","","","","Werner 2, 372 (without reconstruction)."
 874,"*baŋas",   0,"rapid (on a river)","baŋaś\H5 \h(Kur.), pl. baŋaś\H6\h; South. baŋeś \H5\h, pl. baŋəśn\H5,6\h","","","","","Connected with *baʔŋ 'earth'? Werner 1, 103 (without etymology)."
 875,"*bes-", 991,"index finger","bɛs-taq\H5\h (Kur.)","","","","","The second part is *təʔq 'finger'. Werner 1, 116 (suggesting a connection with bɨʔś 'penis' or with *bəs- 'widow, orphan' - both extremely dubious)."
 876,"*deʔV ( ~ -G-)",   0,"a k. of fish","-dɛ́ in hagdɛ́ (see *pag-deʔV), (Castr.) dē 'Plötze')","de:\H3\h, dei\H3\h 'Cyprinus rutilus'","","","","Werner 1, 186 <*degə>."
 877,"*biL-",   0,"a k. of fish (сорога)","biĺɣit\H6\h (South.); pl. biĺɣit 5","","","","","Possibly borrowed from some Altaic source (like most other fish names): cf. WrMong. bilaɣu 'carp'. Werner 1, 126 (without etymology)."
 878,"*boL-bVs",   0,"go-between, matchmaker","bɔĺbeś\H6\h, pl. bɔĺbeśn (m.) (also bɔĺeś); bɔĺbeśam\H5\h (f.)","","","","","The second part is perhaps PY *bəs- "widow(er)" (q.v.). Werner 1, 140 (without etymology)."
 879,"*bot-",   0,"often","bōt (South.)","","","","","Werner 1, 146 (without etymology)."
 880,"*boŋ-", 668,"herring","bɔŋtuɣ\H6\h, pl. bɔŋtu:ń\H3\h","","","","","The second part probably contains -tiɣ (PY *cīk-) 'fish' (with vocalic assimilation). Like many other fish names the stem is probably of Altaic origin (cf. PA *mVńVk`V 'a k. of fish', whence Yak. majaɣas 'сиг', Mong. munig 'уклейка' etc.)."
 881,"*čoʔs- (~c-)",   0,"notch (on a tree)","","čɔʔs, pl. čɔsɨŋ\H5\h","","","","Werner 1, 166 (comparing Russ. за-тес-ывать?)."
 882,"*čoK-",   0,"to kiss","","čɔkkej\H5\h","","","","Cf. Selk. č́uqqaltɨ- 'kiss' (see Helimski КС 247); the direction of borrowing is unclear. Werner 1, 166."
