NUMBER|PROTO|MEANING|PRNUM|TEL̲1|TEL̲2|TEL̲3|TEL̲4|TEL̲5|TEL̲KR|TEL̲INSCR|MEROLU|ADDITION|NOTES|DEDNUM
2324|*mai-|intoxication, inebriation, unconsciousness, drowsiness|763|maikamu|||||mey(i)du "to be infatuated, be beside oneself, be intoxicated"|||Also \Imaida\i intoxication; \Imaidu\i deception, deceit, delusion, intoxication; an enchanting powder; \Imampu\i intoxication||4706
2325|*mrā-|to droop, (K also) eyes to close|0|mrālu|||||mrāncu "to close (the eyes)"|||Also (Śaŋk.) \Imrā̃gu\i to droop; \Imrā̃-gannu\i half-closed eyes; [1] \Imrā̃-ganniḍu\i, [2] \Imrā̃-gannu-vaḍu\i, [3] \Imrā̃-gannu-vēyu\i to have the eyes half-closed||4710
2326|*mrān-|tree|789|mrānu|mānu|mrā̃ku|mā̃ku|||||||4711
2327|*man-|grandson|794|manumãḍu||||||||Also \Imanumarālu\i granddaughter||4715
2328|*mraŋ-|emetic nut, Randia dumetorum|0|mraŋga|maŋga|||||||||4716
2329|*makk-|either side of the part of the body just above the hip|798|makka||||||||||4717
2330|*madd-|Terminalia glabra|791|maddi||||||||||4718
2331|*mand-|medicine|795|mandu||||||||||4719
2332|*mar-|to become familiar with, be accustomed to, be addicted or given to, take to, acquire a strong liking or taste for, love, desire, wish|793|maragu|||||marãgu, marugu "id.; to learn"|||Also \Imarapu\i, (K also) \Imarupu\i to accustom to, familiarize with, create a strong liking or taste for, love, desire, wish, (K also) teach; \Imappu\i to teach, train, break in; [1] \Imaccika\i, [2] \Imacciga\i love, affection, caressing, tameness; tame, domesticated; \Imaccu\i lovepowder, bait; (K also) vb. to attract, enchant||4722
2333|*marul-|love, passion, desire, lust; an evil spirit|797|marulu||||||||Also \Imarulu-konu\i to fall in love; \Imarulu-kolupu\i to enamour, captivate, charm, inflame with love; \Iarulumarulu\i dotage, the childishness of old age||4723
2334|*man-|the male of a species of antelope, gayal, bison (\Ipōtu\i male animal)|0|manũbōtu||||||||||4724
2335|*mar-|anything of a spiral form, spiral, screw|0|mara||||||||Also [1] \Imara-cuṭṭu\i, [2] \Imara-mēku\i screw||4725
2336|*mrabb-|cloud|790|mrabbu||||||||Also \Imabbu\i cloud, darkness, dimness, ignorance, haziness, vagueness; \Imabbu-konu\i to be intoxicated||4728
2337|*mal-|(Śaŋk., K.) to spread, (B) rejoice, be pleased, eager, delighted, shine, be splendid, unfold, display|771|malayu||||||||Also \Imalucamu\i superior, fine; \Imallaramu\i pride, arrogance; \Imallaḍi\i a crowd||4729
2338|*mall-|wrestling|776|mallaḍi|mallāṭa|mallu||||||Also [1] \Imallaḍincu\i, [2] \Imallaḍi-gonu\i, [3] \Imallāḍu\i to wrestle; \Imallũḍu\i wrestler, boxer||4730
2339|*mal-|next, second|2113|malu||||||||||4732
2340|*mal-|to wander, roam about, turn back (intr.), become crooked|772|malãgu||||||||Also \Imalãpu\i to turn back (intr.); \Imalapu\i id. (tr.); \Imalãcu\i id., (K also) to bend, cause to slant; \Imala-gonu\i to be twisted; \Imalayu\i id., wander, roam; \Imalãka\i a twist, curved line, crookedness, spiral; \Imaluku\i a turn, twist, fold, slip-knot; [1] \Imalugu\i, [2] \Imaluvu\i a turning||4734
2341|*mal-|to winnow grain|775|malãcu|||||malayu "to be distressed, grieve"|||||4736
2342|*maluŋ-|a sort of fish|768|malũgu||||||||Also (B) \Imaluga\i a kind of eel||4737
2343|*mal-|to flower, blossom|773||||||malãcu|||||4739
2344|*mal-aj-|to rage, (K also) wrestle, fight|0|malayu||||||||||4741
2345|*mal-a|mountain|770|mala||||||||||4742
2346|*mall-|a shallow earthen dish|0|malla||||||||Also \Imallakamu\i oil cup in a lamp; \Imalaka\i dish||4744
2347|*ma-|beauty; beautiful|0|mavvamu||||||||Also \Imā\i Lakṣmī||4746
2348|*mac-/*maḍ-|wood-knife, billhook|802|maccu-katti||||||||Also \Imaḍḍu-katti\i id., (K., coll.) blunt knife||4749
2349|*mra-gg-|to die, perish|800|mraggu|||||maggu|||Also [1] \Imrakku\i, [2] \Imakku\i to fade, lose shining or lustre, die; n. dirtiness, foulness||4750
2350|*masal-|to delay, tarry, hesitate, idle away time, wander, move about|0|masalu|masalu-konu|||||||Also \Imasalika\i slowness||4752
2351|*maḷig-|wholesale, grocer's shop, warehouse|0|maḷiga||||||||||4757
2352|*mal-|to make, fashion|0||||||mal(u)cu|||Also (Śaŋk., K.) [1] \Imalãcu\i, [2] \Imalucu\i, [3] \Imalcu\i to engrave, carve||4758
2353|*mar̲-|to forget|752|mar̲acu|||||mar̲apu "to cause to confuse"|||Also \Imar̲apincu\i to cause to forget; [1] \Imar̲akuva\i, [2] \Imar̲apu\i ignorance, forgetfulness; \Imar̲ũgu\i to be concealed or hidden (K also \Imar̲uvu\i, \Imaruvu\i); n. concealment, cover, shelter, screen; adj. hidden, secret, unseen; \Imar̲ukuva\i forgetfulness; \Imar̲u-paḍu\i to be hidden, disappear, vanish; \Imar̲uvu\i concealment, cover, shelter, retreat; \Imor̲ãgu\i to deceive, (K also) hide, lurk; n. deceit, deceiver; \Ikanu-mor̲ãgu\i to deceive||4760
2354|*mar̲-|joint, hinge, spring, catch, contrivance|750|mara|||||mraggu "to be distressed; fall down"|||Also [1] \Imar̲alu\i, [2] \Imaralu\i, [3] \Imaḷḷu\i to turn back, go or come back, return; [1] \Imar̲alincu\i, [2] \Imaralincu\i to turn back, recall, rescind, abrogate, annul, ward off, turn, elude, evade; \Imaralucu\i to turn or bring back, cause to return; [1] \Imar̲ala\i, [2] \Imar̲alan\i, [3] \Imarala\i again, anew, afresh, back, in return; \Imaralã-baḍu\i to turn back, rebel; \Imaralã-bāṭu\i turning back, rebelling; \Imraŋgu\i to decrease, be abated, be humbled, (K also) fall down, perish; \Imrandu\i to die, (K also) be afflicted, be crushed, droop||4761
2355|*mar̲an-|spouse's younger brother, younger sister's husband, younger male cross-cousin|746|mar̲ãdi||||||||Also \Imar̲ãdalu\i spouse's younger sister, younger brother's wife, younger female cross-cousin||4762
2356|*mar̲-|a kid|751|mar̲aka||||||||Also \I-marālu\i, in: \Imanu-marālu\i granddaughter||4764
2357|*mar̲-|and, again, then, further, furthermore, still more, afterwards, after, next|749|mar̲i||||||||Also \Imar̲iy okaṭi\i another; \Imar̲i mar̲i\i very often, still more; \Imar̲u-nā̃ḍu\i the next day, the next following day; \Imar̲usa\i next, following; \Imar̲u-sanja\i the evening twilight; \Imar̲usaṭi\i next, following||4766
2358|*mar̲ak-|stain, blot, spot|0|mar̲aka||||||||||4767
2359|*mar̲-|to boil (intr.)|799|mar̲ũgu|marũgu||||mar̲ugu, mar̲ãgu "id.; to seethe, bubble; be distressed, grieve"|||Also \Imar̲ukuva\i, (K) \Imarukuva\i grief||4769
2360|*mar̲utur-|a measure of land|0|marturu (SAN)||||||mar̲uturu, marturu||||4771
2361|*mar̲r̲-|banyan tree|0|mar̲r̲i||||||||||4773
2362|*mann-|lord, suzerain, chief, chieftain|0|manniya|manniyãḍu|mannī̃ḍu, mannẽḍu|manne|mannekā̃ḍu||||||4774
2363|*man-av-|a humble or respectful representation, request, solicitation, prayer, petition|2066|manavi||||||||||4775
2364|*man-|to live, exist, behave, act, conduct oneself|782|manu||||||||Also [1] \Imaniki\i, [2] \Imanki\i existence, living, life, residing, livelihood, abode, dwelling, home, place, locality; \Imanukuva\i abode, dwelling place; \Imanugaḍa\i life, living, livelihood, subsistence; [1] \Imanucu\i, [2] \Imanupu\i protection, maintenance; \Imanuvu\i livelihood, conduct; \Imanni\i life; \Imannu\i to last, be durable||4778
2365|*māv-|horse|813|māvu||||||||||4780
2366|*māŋ-|to become black|814|mā̃gu-paḍu||||||||Also \Imā̃guḍu\i blackness, state of being blackened or soiled; \Imāgilu\i to become dim; \Imāpu\i evening, night||4781
2367|*mā-|mango|815|māvi|māmiḍi|māviḍi||||||Also \Imā̃gāyu\i mango fruit||4782
2368|*māv-|afterbirth|816|māvi||||||||||4783
2369|*mā-ŋ-|to ripen fully, mellow; n. ripeness, mellowness|812|mā̃gu|||||maggu|||||4789
2370|*mās-|dirt, uncleanness|825|māsi||||||||Also \Imāyu\i to become dirty, soiled or unclean; \Imāpu\i to dirty, soil; n. dirt; \Imāpuḍu\i dirt, state of being soiled||4792
2371|*māḍ-|a storied house or building|810|māḍugu||||||||Also \Imāle\i a storied house; \Imāḷiga\i a house, a storied house||4796
2372|*mēḍ-|house with two or more stories, upper chamber|846|mēḍa||||||||||4796
2373|*māḍ-|manner, way, mode|811|māḍiki|māḍki|||||||||4797
2374|*mā(n)ḍ-|to be burnt, scorched black; n. the burnt portion of rice or any other thing cooked or fried|822|mā̃ḍu|māḍu|||||||Also [1] \Imā̃ḍucu\i, [2] \Imāḍucu\i, [3] \Imāḍcu\i to burn, scorch, scald, blacken by frying too much||4801
2375|*māṭ-|a patch of metal put in to mend a vessel|826|māṭu||||||||Also \Imā̃ṭu\i to be caught or entangled; n. state of being caught or entangled||4802
2376|*mān-|beauty, elegance; beautiful, elegant, fit, proper, worthy|0|mānu||||||||||4803
2377|*mān-|to heal, be healed or cured|796|mānu||||||||Also \Imānucu\i to heal, cure||4804
2378|*mād-|Citrus medica|0|mādi-phalamu||||||||||4808
2379|*mādig-|cobbler, chuckler, outcaste|0|mādiga||||||||||4810
2380|*mān-|to cease, stop, give up, abandon, forbear, leave off, quit, refrain, abstain, desist from|2068|mānu||||||||Also \Imānukonu\i to give up, abandon, relinquish, forgo, resign, cease, desist from, abstain from; [1] \Imānucu\i, [2] \Imāncu\i, [3] \Imānupu\i, [4] \Imānipincu\i to cause to cease, stop, remove||4811
2381|*mām-|father-in-law, maternal uncle|821|māma||||||||Also \Imāmakũḍu\i maternal uncle||4813
2382|*māj-|to be destroyed, perish|817|māyu||||||||Also \Imāyincu\i to destroy, annihilate, do away with; \Imāpu\i to destroy, efface, erase, ruin||4814
2383|*māreḍ-|Bengal quince, Aegle marmelos, bēl, bilva|0|mārē̆ḍu||||||||||4821
2384|*māl-|to be lazy; n. laziness|818|mālugu||||||||Also \Imālũbōtu\i lazy man, sluggard||4822
2385|*māl-|the pariah caste [of the Telugu country], outcaste, pariah; vile, mean, ignoble|0|māla||||||||Also \Imālãḍu\i pariah, outcaste; fem. \Imāladi\i||4824
2386|*mālim-|familiarity, affection, love|0|mālimi||||||||||4826
2387|*māl-a|garland, wreath, necklace|819|māla||||||||||4827
2388|*māl-|to be spoiled, be destroyed, be removed|820|mālu|||||malãgu "to cease, stop (as births and deaths), (sins) to diminish"|||Also \Imālucu\i to stop, set aside, remove; \Imalugu\i to be extinguished, (K also) be reduced, diminish (as hunger), (lamp) goes down due to lack of oil; \Imalupu\i to extinguish, put out, destroy; (K) \Imalãpu\i to remove, extinguish; \Imanũgu\i, (K also) \Imanuvu\i to die||4831
2389|*mār̲-|return, giving in return, exchange, barter, substitute, equivalent, opposition, contradiction, answer, reply, a time, repetition; equal, different, other, another, changed, altered, turned, averted, given or said in return; vb. to be changed, altered or turned into a new form, be transformed, pass, be current, be cashed, be destroyed, perish|809|mār̲u||||||||Also \Imār̲ũ-dalli\i stepmother; \Imār̲u-konu\i to oppose, attack, face, front; \Imār̲ugā\i instead of, in lieu of, in place of, as a substitute or equivalent for; [1] \Imār̲ucu\i, [2] \Imārcu\i to change, alter, modify, convert, turn into a different thing, transform, transmute, exchange, barter, serve as food, kill, destroy; \Imār̲utũḍu\i enemy, foe; \Imār̲udala\i change; [1] \Imār̲upu\i, [2] \Imārpu\i, [3] \Imār̲akamu\i change, alteration, modification, conversion, act of turning or state of being turned into something different, exchange, barter; \Imār̲umāṭa\i reply, opposition, contradiction, synonym; \Imār̲aṭa\i in lieu of, instead of; substituted, equivalent; \Imār̲aṭa(mu\i) contradiction, opposition, quarrelling; \Imār̲āḍu\i to contradict, quarrel, oppose||4834
2390|*māṭ-|word, expression, speech, language, statement, report, command, blame, mention, affair, matter, subject, topic|779|māṭa||||||||Also \Imāṭal-āḍu\i to speak, talk, converse; \Imāṭiki\i frequently, again and again; \Imāṭu\i a time, repetition||4834
2391|*māṭ-|to conceal; n. concealment, covering, screen, ambush|0|māṭu||||||||Also \Imāṭu-paḍu\i to disappear, vanish, subside; \Imāṭu-vaḍu\i to be concealed or hidden||4836
2392|*mig-|to remain or remain over, be over and above, be left as a remainder or residue, be saved or laid by, be left unspent, survive, pass, elapse, be too late|860|migulu||||||||Also [1] \Imigulucu\i, [2] \Imigulcu\i, [3] \Imigilincu\i to save, lay by; [1] \Imigata\i, [2] \Imigulu\i remainder, rest, balance, remnants, leavings, residue, surplus, relic; \Imigilina\i remaining, rest; [1] \Imigula\i, [2] \Imigulan\i greatly, much, exceedingly; \Imikkilu\i to increase, exceed; \Imikkili\i great; greatly, highly, very, much, vastly, excessively, extremely, too much, more than proper; \Imikkilivā̃ḍu\i one who is superior or better, a superior; [1] \Imikkaṭamu\i, [2] \Imikkuṭamu\i much, excessive, extreme, great, strong, severe; n. excessiveness||4838
2393|*mis-uk-|to move|853|misuku||||||||||4839
2394|*mis-|sparkling, brilliancy|0|misamisa||||||||Also \Imisamisamanu\i to sparkle; \Imisimi\i brilliancy, lustre, polish; brilliant, polished||4840
2395|*mī-|upper (e.g. \Imī̃gaḍa\i the cream of milk or curds; \Imī̃gālu\i the upper part of the foot, instep; \Imī̃jeyyi\i, \Imī̃jēyi\i the back of the hand)|869|mī̃|||||meppu "to jump, leap"|||Also [1] \Imī̃daṭi\i, [2] \Imī̃di\i upper, higher, next, further, future; \Imī̃diki\i up, upwards; \Imī̃du\i the upper surface, top, head, futurity, a succeeding or following part, sequel, what is devoted or set aside for a deity, etc.; \Imī̃du-kaṭṭu\i to devote, sanctify, set apart in the name of a god; n. that which is devoted to or set aside in the name of any deity and vowed to be presented or offered at a future period; \Imir̲r̲u\i high, elevated, raised; a high place||4841
2396|*mes-|to eat, feed on|0|mesãgu|mesavu|||||||||4842
2397|*minc-|a kind of ring worn by men on the second toe|0|mincu||||||||||4844
2398|*miḍ-ik-|to blink|854|miḍikincu (B)||||||||Also (Śaŋk.) \Imiṇakarincu\i to blink, be at a loss what to say or do||4845
2399|*miḍ-|to live, subsist|0|miḍuku||||||||Also \Imiḍi\i pride; proud, haughty||4846
2400|*meḍ-|neck, shoulders|830|meḍa|||||||miḍsu "neck"|Also \Imeḍa-kāya\i neck||4847
2401|*miṭṭ-|to flick away|866|miṭṭincu|||||miḍucu "to flick with the fingers"|||Also \Imiḍivillu\i a pellet-bow; \Imīṭu\i, (K also) \Imī̃ṭu\i to toss or fling with the tip of a finger, toss up, fillip or strike with the nail of a finger against the thumb, strike the strings of the lute with the fingers, touch, play upon||4848
2402|*miḍ-|to grieve, mourn, lament, bear, endure|857|miḍuku||||||||||4849
2403|*miḍ-|to flash or fly off (as a chip), jump, leap forward|855|miḍiyu|||||miḍuku "to jump, leap"|||Also \Imiṭṭu\i to jump, leap; (K) \Imeḍuku\i to frisk, leap||4850
2404|*miḍ-Vt-|grasshopper|786|miḍuta|miḍata|||||||||4850
2405|*miḍ-i|mango|856|mā-miḍi||||||||||4851
2406|*miḍ-|to move, wander|0|miḍuku||||||||Also \Imiṭṭāḍu\i to roam, walk about||4852
2407|*miṭṭ-|a variety of arrow (Old Te.)|865|miṭṭakōla||||||||||4854
2408|*miṇ-|silently, quietly, coolly|863|minnaka (\Ineg. gerund\i)|||||minuku "to murmur within oneself"|miṇṇaka||Also (K) [1] \Imunuku\i, [2] \Imunku\i to mutter, grumble||4856
2409|*mīnṭ-|lever, spring|0|mīṭa|||||mī̃ṭu, mīṭu "to pull or pluck out, remove"|||Also (K) \Imeṇḍu\i to lever up; n. a turn, twist; \Imeṇḍuveṭṭu\i to turn, twist||4857
2410|*minḍ-|paramour|2069|miṇṭhũḍu|miṇḍãḍu|miṇḍagā̃ḍu|miṇḍagī̃ḍu|||||Also [1] \Imiṇḍata\i, [2] \Imiṇḍalakōri\i unchaste woman, adulteress; [1] \Imiṇḍatanamu\i, [2] \Imiṇḍar̲ikamu\i adultery; [1] \Imuṇḍari\i, [2] \Imuṇḍalamāri\i a lewd, dissolute or licentious man, lecher, whoremonger, debauchee, libertine, rake||4858
2411|*med-uk-|a grain of boiled rice; boiled rice|0|meduku|metuku|||||||||4860
2412|*med-|to be pounded or ground, be reduced to fine powder or paste; be trained or practised, be accustomed or habituated|829|medugu||||||||Also \Imeducu\i to grind, pound, reduce to fine powder or paste; \Imedupu\i id., train, accustom, habituate; \Imēdincu\i to rub, grind||4861
2413|*minum-|(usually pl. \Iminumulu\i) black gram, Phaseolus radiatus|0|minumu||||||||||4862
2414|*mr-iŋ-|to swallow, devour, consume|864|mriŋgu|miŋgu|||||||||4866
2415|*mell-|squinting, squint; adj. squinting, squint|837|mella|||||melayu, meliyu "to wander, behave"|||Also \Imelãgu\i to wander, rove about; behave, conduct oneself; caus. \Imelãcu\i; \Imelapu\i to conduct, lead, manage; (K also) n. mannerly behaviour, skill; \Imeliyu\i to be twisted; [1] \Imeli\i, [2] \Imelike\i turn, twist||4871
2416|*miḷḷ-|small spoon, teaspoon|0|miḷḷi||||||||||4874
2417|*mer̲-|to cause pain or mortification; rankle; (K also) pierce, stab|840|mer̲amu||||||||Also \Imer̲umu\i to pierce, stab; \Imeramera\i rankling, fear, anxiety; [1] \Imerameram-anu\i, [2] \Imerameral-āḍu\i to rankle||4875
2418|*miṇ-|to glimmer, sparkle; n. glimmer, glimmering, sparkling|862|miṇuku||||||||Also [1] \Imiṇũgu\i, [2] \Imiṇũgur̲u\i, [3] \Imiḍũgu\i, [4] \Imiḍũgur̲u\i spark of fire, firefly; [1] \Iminuku\i, [2] \Iminku\i twinkling, twinkle, glitter, flash, ray of light; (K also) vb. to glitter, shine; [1] \Iminuku-minukum-anu\i, [2] \Iminukkuranu\i to twinkle; \Imincu\i a flash of lightning, shining, brilliancy; (K also) vb. to shine as lightning, shine; \Iminna\i a gem; \Iminamina\i glitter, shining||4876
2419|*mīs-|moustache, whiskers|871|mīsamu (\Ipl.\i mīsamulu, mīsalu)||||||||||4879
2420|*mīr̲-|to exceed, transgress, excel, surpass, increase, pass, elapse, grow haughty, conceited, impertinent or disobedient|867|mīr̲u||||||||||4884
2421|*mīn-|fish|870|mīnu||||||||||4885
2422|*mūc-/*mūr-|to smell|0|mūcūcu|mūru-konu|mūrkonu||||||||4886
2423|*mog-|ridge of roof|1888|mogaḍu||||||mōru "peak"||Also \Imōḍu\i raised or high ground||4888
2424|*mog-a|the front part, beginning, commencement, mouth of a river|879|moga||||||||Also \Imogakonu\i to face; \Imogadala\i the front part, front; \Imogamu\i face, mouth, the front; \Imōmu\i the face, countenance; (B) \Imokkaṭṭu\i features, face, likeness||4889
2425|*mōr-a|face or head, generally of the lower animals|895|mōra||||||||||4889
2426|*mogal-|fragrant screw-pine, Pandanus odoratissimus|0|mogali||||||movali||||4890
2427|*mug-|to be finished, completed, ended, terminated, concluded, terminate|910|mugiyu||||||||Also \Imugincu\i to finish, complete, end, terminate, conclude; \Imugimpu\i finishing, completion, end, close, termination, conclusion; \Imugiyika\i terminating, ending||4891
2428|*mogVl-|cloud|884|mogulu|moyilu|||||||||4892
2429|*mog-[uḍ-]|to close, be closed, contract, be folded|909|moguḍu||||||||Also \Imogiḍincu\i to close, shut, fold, bring together; [1] \Imogucu\i, [2] \Imoguḍucu\i, [3] \Imoguḍcu\i, [4] \Imōḍucu\i, [5] \Imōḍcu\i to close, shut up, contract, fold; [1] \Imogga\i, [2] \Imogaḍa\i a bud; \Imōḍupu\i state of being closed or shut||4893
2430|*mukkar̲-|a sort of nose-ornament or nose-ring|0|mukkar̲a||||||||Also \Imuŋgara\i a kind of nose-ring worn by women||4895
2431|*mukk-|to strain, exert with a strain or strenuosly, moan, groan, grumble|914|mukku||||||||||4896
2432|*mūl-ug-|to groan, moan as from pain, murmur, grumble; n. groan, moan, murmur, grumbling|958|mūlugu|mūlgu|||||||Also \Imulugu\i to murmur||4896
2433|*bokk-|to eat greedily, stuff the mouth and eat voraciously, gobble|0|bokku||||||||||4897
2434|*mūkuḍ-|an earthen pan, a plate, covering dish|0|mū̃kuḍu||||||||||4899
