NUMBER|PROTO|MEANING|PRNUM|GONDI̲TR|GONDI̲W|GONDI̲PH|GONDI̲G|GONDI̲MU|GONDI̲MA|GONDI̲S|GONDI̲KO|GONDI̲Y|GONDI̲M|GONDI̲L|GONDI̲LU̲S|GONDI̲MND|GONDI̲CH|GONDI̲A|GONDI̲D|GONDI̲CHD|ADDITION|NOTES|DEDNUM|VOC̲NUM
1256|*toṛ-i|earth, soil|0|tōṛī|tōṛī|torī|toṛi, toṛei|tōṛi, toṛiy, taṛi|toṛi "earth, soil, clay"|toṛi "soil"||tōṛi|toṛi "dust"||||tōṛi|tōṛi|||Also Gondi̲A (Su.) \Itōṛī\i dry clay, cleansing mud||3283|1826
1257|*toṛ-s-|to sleep with|0|tōṛhānā "to sleep with, have intercourse with (only in marriage song)"|||||||turs- "(Su.) to gather, collect"||||||||||||3480|1827
1258|*tot-|old|0|||||||||||||||tottāy (SR)|||Also Gondi̲A (Su.) \Itottūr\i ancestors||3516|
1259|*toj-|to swell|0|toiānā|toiyānā||||||||||||||||Many dialects have \Itōy-\i||3476|1819
1260|*tōj-|Ficus glomerata|833|toiā|||||||||||||||||Many dialects have \Itōya\i id.||3537|1820
1261|*ṭojl-|stringed instrument for music|1030|||||ṭoyli|||||||||||||||2987|1533
1262|*ṭoŋ-rā|knee|1264|||||||||||ṭoŋgrā||||ṭoŋgra|||Also Gondi̲A \Iṭoŋgi\i elbow||2983|1522
1263|*tōc-|to carry on head|149|tōcānā "to put (a load) on one's head"||||tōc- "to carry on the head"|tōc- "to carry on the head"||tōs- "to carry on the head"|||tocanā "to bear, carry"||||tōc- "to carry on the head"|||||3540|1815
1264|*tōk-aR|tail|1159|tōkār|tōkār|tōkār|tōkar|tōkar "tail, portion of men's cloth dangling behind"|tōkar̨(i) (pl. tōkah̲ku)||tōka||tōka||||tōkar|tōkor|||||3538|1813
1265|*tōl|skin, hide|835|tōl|tōl|tōl|tōla "skin, bark of tree"|tōl||tōl(u) (pl. tōlku) "skin, bark of tree, skin of fruit"|tolka "skin, bark of tree, skin of fruit"|tōl|tōla "skin, bark of tree"|||||tōl|tōla "skin, bark of tree"||Also Gondi̲Ko (Su.) \Itōlu\i skin||3559|1828
1266|*tōnǯ-|to dive, submerge head under water while bathing|0|||||tōnj-|||||||||||||||3555|1816
1267|*tōr-|to pour out|1158|tōrānā "to pour out water"|torsī sīānā|torānā, torrītānā||tōr- "to draw water from well"|||tōr- "(Su.) to draw water from well"||||joree "the flowing of a liquid"||||||||2883|1821
1268|*tōṛ-|spilt water, blood|838|tōṛā "blood which precedes the birth of a child"||||||||||||||tōṛg- "(Su.) (water) to be spilt"|||||3523|1825
1269|*tōṛs-|throat|0||||tōsa|tōsa, sōsa|tōṛsa, tōsa|||||tosu|||||||||3498|1830
1270|*tōṭ-ā|skin, peel|0|tōtā "outer skin of the mahua fruit"|||||||toṭṭe "(Su.) peel"||||||||||||3544|1817
1271|*tōṭ-i|the hole-entrance to the nest of the bee called \Imas-phukī\i|0|ṭōṭī|||||||||||||||||||3528|1536
1272|*tuR-e|animal called in Halbi \Ikebṛi\i|1025|||||turre|tor̨e||||||||||||||3348|1756
1273|*tuḍum|drum|0|||||||||||||||tuḍum (SR)|||Also Gondi̲Grigson \Ituram\i kettle drum||3297|1740
1274|*tuh-k-|to cough, sneeze|846|tuhkānā "to cough (of cattle in the rainy season)"||tuhkānā "to sneeze"||tuh- "to sneeze"||tuhk- "to sneeze"|tum "a sneeze"|||tuk̲h̲ānā "to sneeze"|||||||Also Gondi̲Ph \Ituhk\i a sneeze||3336|1746, 1763
1275|*tuhk-|spit, saliva|0|||||||||||||tuhkul|||||||3323|1765
1276|*tumel-i|sp. hornet|1160|||tuhmelī||||||||||||||||A strange \I-h-\i: maybe an old trace of inlaut \I-mb-\i.|3328|1766
1277|*tul- (*-ḷ-)|to bore, pierce|1237|tullānā "to be bored, pierced"||||tullih- "to scrape out or bore out the pulp of a gourd"|||||||||||||Also Gondi̲Tr caus. \Itulhuttānā\i||3528|1762
1278|*tul-|to jump|0||||||||tul-||||||||||||3364|1761
1279|*tum|hollowed trunk of tree for draining water|1161|||||tum|||||||||||||||3389|1747
1280|*tum-|babool tree|0||||||||tumma (Su.)||||||||||||3335|
1281|*tumr-i|ebony, tendu tree|122|tumrī-maṛā|tumrī|tumrī|tumir|tumir|tumeri|||tumri|tumer||||tumri|tumri|||||3329|1751
1282|*tun-ki|a piece|849|||||||||||tunkī|||||||||3305|1744
1283|*tup-|nest|119||||||||tuppa||||||||||||3322|1745
1284|*tuṛp-|to rinse|0|tuṛūpstānā "to rinse out a cup or vessel which has some food at the bottom"|||||||toṛp- "to rinse (mouth)"||||||||||||3530|1759
1285|*turs-|to dry the body with a cloth after bathing|0||||||||turs- (Su.)||||||||||||3301|
1286|*tūnd-|the bar of wood which secures a screen door at night|0|tūndām|||||||||||||||||||2962|1769
1287|*tūn-|to be possible; to be done|0|tūnānā "to be possible, esp. of a girl to be lawful as a bride"|tūnānā "to be done, be managed"|tūnānā "to be done, be managed"||||||||tunvā "bad, evil"|||||||||3403|1768
1288|*tūṛ-|to fly up, rise|0|tūrānā "to fly away (of dust, clothes in the wind)"|turehtānā "to winnow"|tūrānā "to fly up"|tūṛ- "rise (dust, etc.)"|tūṛ- "to arise, be scattered (sparks)"||||tūṛ- "rise (dust, etc.)"|||||tūṛ- "to fly away"||||Also Gondi̲Ch caus. \Itūṛuh-\i to frighten away (birds); Gondi̲Mu \Itūṛh-/tūṛih-\i to separate dirt from grain with the help of wind; Gondi̲Ph \Itūrahtānā\i to cause to fly up, squander||3395|1771
1289|*tūr-i|Cajanus indicus|0||||||tōri|||tūriŋ||||||tūri|||||3353|1770
1290|*uR- (?)|to fall|0||||||||ukk- "to make to fall, fell in wrestling"|||||||||urrāna|Also Gondi̲Hislop \Iurrana\i to fall|The two forms can be united only if the inlaut consonant goes back to \I*R\i; in this case Koya \I-kk-\i < \I*-hk-\i < \I*-Rk-\i.|667|269, 218
1291|*uR-s-|to wear, put on|1031|uhuttānā "to put on a petticoat (of a woman only)"|ūhtānā "to dress (of women)"||||urc-, (S) urs- "to put on, wear (cloth)"||urs- "to put on, wear (cloth)"||uṛsānā "to put on, wear (cloth)"||||||||||587|300, 272
1292|*uRp-|iguana|1162|urrum (pl. urruhk)|urrum (pl. urruhk)|urrum (pl. urruhk)||urpal|or̨pal(i)||urpal||urpal "anteater"||||||||ALso Gondi̲Ko (Su.) \Iurpāl\i iguana||592|270
1293|*uRs-|to plant, fix|859|ursānā "to plant or transplant (trees, rice, chillies, etc.)"||ursānā "to drive in, fix in"||urs- "to plant, fix a post, set up a marriage booth"|or̨s- "to plant"|urs- "to plant, transplant"|||||||urs- "to fix in the ground"|urs- "to plant, transplant"|||||763|273
1294|*uRŋ-|to take (child) in lap|0|un̲rgānā "to close or wrestle with; to sleep with a child in arms"||||oruŋ- "to take child in lap"|or̨ŋg- "to take child in lap"||||||||uṛŋg- "to embrace, take in arms"||||Also Gondi̲Mu \Iurŋ-\i to embrace, take in arms||935|267
1295|*uRŋ-|to break off|0|urung- "to break, break off (intr.)"|||||oruŋ- "to break, break off (intr.)"||urŋg- "to break, break off (intr.)"||||||||||Also caus. Gondi̲Tr \Iuruht-\i, Gondi̲W \Iureht-\i, Gondi̲Ch \Iurut-\i, Gondi̲A \Iuris-\i, Gondi̲G, Gondi̲Mu \Iurih-\i, Gondi̲Ko \Iurh-\i||946|261
1296|*uc- (pl. action *us-k-)|to spit, spittle|1308|ucc- "to spit"||uccul "spittle, saliva"|||uccul "spittle, saliva"||us- "to spit"||||||ucc- "to spit"|ucc- "to spit"|||Also Gondi̲A \Iuc\i, Gondi̲Ch \Iūc\i, Gondi̲Ko \Iusul\i, Gondi̲Ko (B) \Ihuccul\i spittle, saliva; Gondi̲A, Gondi̲Mu, Gondi̲S \Iusk-\i to spit, spit out (pl. action); Gondi̲Ma, Gondi̲S \Iuskul\i, Gondi̲Mu \Iuskle\i spittle||578|224, 291
1297|*uc-|a little|0||||||||uccuṭu (Su.)||||||||||||557|
1298|*ucuṭ-|date palm|0|||||||||||||||uccūṭī (Su.)|||||620|
1299|*uḍ- (*S-)|to turn round, revolve, roam|0||||||||uḍ-||||||||||Also Gondi̲Ko caus. \Iuṛsp-\i; Gondi̲Ko (Su.) \Iuḍḍ-\i to turn round, wander||2698|232
1300|*uḍ- (*S-)|hot water|1309||||||||uḍk ēru (Su.)||||||||||||588|
1301|*ud-|to sit|1277|uddānā|ud-|||ud-|ud-|||||udānā|||||||Also Gondi̲W, Gondi̲Ph \Iuccahtānā\i to cause to sit; Gondi̲A \Iupis-\i, Gondi̲A (SR) \Iuppūs-\i, Gondi̲Tr \Iupsuhtānā\i, Gondi̲Mu \Iupih-\i, Gondi̲Ma \Iupʔ-\i, Gondi̲S \Iupcah-\i to make to sit||725|242, 250
1302|*udṛ-i|white ant|0|||||||||udri||||||udṛi|||Also Gondi̲Hislop \Iudeli\i white ant||612|245
1303|*uhc-|to lean on|0|uhascānā "to lean heavily on a stick as an old man does"||||||||||||||uhcānā "(SR) to lean on"|||||763|303
1304|*uhc-|to scratch|0||||||||||uhcānā||||||||||926|304
1305|*uh-|to boil|864|uhuttānā "to put dāl into hot watter"||||uh- "to cook by boiling"|uʔ- "to cook by boiling"||||||||||||||679|301
1306|*ukṛ|breath; sweat; heat|0|ukuṛ "the boiling point"|||||||ukuṛ "heat"|||ukur "breath"|||ukkur "steam"|ukkuṛ, (SR) ukkaḍ "sweat"|||||568|219
1307|*ul-i|onion|860|ullī|ullī|||ulli|||ulli|ulli||||||ulli|||||705|283
1308|*unḍ-|smoke|0||||unḍul||unḍ- "to smoke (intr.)"||||unḍ- "to smoke (intr.)"||||||||Also Gondi̲Ma \Iunḍul/i/\i smoke||744|239
1309|*und-ā (*-nḍ-)|ball|862|||||||||||||||undā (SR)|||||664|236
1310|*und-i|one|1223|undī|undī|unḍi|||||onḍ|||uṇḍī||unṭhal "one (neut.)"|||||Also Gondi (many dial.) \Iundi\i one; Gondi̲L \Iuncā\i one or other||990|235, 246
1311|*uṇ-|to drink|863|unḍānā (uṭṭ-)|undáná||||||un- (uṭ-)||ūṇḍānā||||||||Also Gondi̲Tr \Ijawā unḍānā\i to take food (\Ijawā\i porridge, food); \Iuhtānā\i to make to drink; Gondi̲W \Iúhtáná\i to make to drink; Gondi̲M \Iūṇḍhānā\i to cause to drink; Gondi̲K \Iusp-\i to give to drink||600|239
1312|*unm-ā|nine|0|unmā|unmák|||||||||eḍmu|||unmāk||||Also Gondi̲Tr \Iunmāk\i, \Iunmahk\i nine each|The form in Gondi̲L is unclear; \I-ḍm-\i can probably go back to \I*-nm-\i, but initial \Ie-\i is absolutely irregular.|1025|248
1313|*ur- (*-R-)|to trap; noose|0|urrānā "to be jammed in a trap (of fish)"||||||||||||||urrānā "(SR) to put a noose"|||||962|268
1314|*ur- (*-R-)|to coagulate (of ice, dahi, oil, etc.)|0|urrānā|||||||||||||||||||720|267d
1315|*uṛ-|to plough|709||uṛānā||||||uṛ-||uṛdānā|||||uṛ-||uḍ- (\Iwritten\i ud-)|Also Gondi̲A (SR) \Iurānā\i to plough||688|274
1316|*uṛ-, *uṛs-|to comb|706||||uṛ-|uṛ-||ūs-|dus- "(Su.) to comb hair"|||||||||uccānā|||689|275, 225
1317|*uṛ-p-|to clean up, scrape up, collect|146|urpānā (Gramm. uṛpānā) "to clean a threshing floor"|||||uṛp- "to scrape into a heap with hands"||uṛp- "to collect (dust) in a heap"||||||||||||695|281
1318|*uri-|to sprinkle, powder|0|urīsānā "to sprinkle or crumble salt, sugar, sandal-powder, etc."||||||||||||||uriyānā "(SR) to powder"|||||665|260
1319|*ur-|to be melted, dissolved|876|||||urī-|||uṛi-||||||||||Also Gondi̲Mu tr. \Iurih-/urh-\i|Probably the same as the root above.|661|262
1320|*uṛi-|to spit out (e.g. stone of fruit)|0|||||||||||||||uṛi-|||||687|276
1321|*uṛk-|urine, to urinate|1241|uṛkānā "to urinate"||urkul "urine"||uṛk- "to urinate"|uṛk- "to urinate"|uṛk- "to urinate"|||||||||||Also Gondi̲Tr \Iuṛk\i, Gondi̲Mu \Iuṛk\i, \Iuṛkle\i, Gondi̲Ma \Iuṛkul\i, Gondi̲S \Iuṛukulu\i urine||696|278
1322|*uṛm|tick|861|urūm (pl. urūhk)||urūm (pl. urūhk)||uṛum|uṛm(i)|||||||||uṛūm (Su.)|uṛum||||591|277
1323|*ur[u]m-|thunder, lightning|696||||||uram "thunder"|urum- "to lighten"|||||||||||||718|265
1324|*us-|to pound with pestle, husk rice|870|ussānā|ussānā|ussānā|us-|us-|us-|us-|us-||usānā|||||ussānā (SR)|||||583|298
1325|*us-kal, *us-val|pestle|0|uskāl "a big pestle, rice-pounder"|||usmal|usmal|usmal||uspal||uspal||||uskal|usval||||Compound form with both Gondi words for 'stone' (\I*kal\i and \I*val\i).|583|292
1326|*usirk-ā|a tree|245|||||||||||||||usirka (Su.)|||||574|
1327|*usk-|sand|1072||||||||||uskā|||||uske|||||575|293
1328|*us-m-|to wipe|1307|usūmānā "to wipe, clean with a cloth"|usmānā|usmānā|ums-|umis-|umc-||ums-||ums-||||||||||576|295
1329|*uṭ-|rope|0||||||uṭum "rope network suspended in house for holding pots, etc."||uṭi, uṭu "ropes of carrying yoke"||||||||||||708|228
1330|*uj-|to flay, slough|0|||||uy- "to be flayed"|uyʔ- "(snake) to slough its skin"||uy- "to be sloughed (skin of snake)"||||||||||Also Gondi̲Ko \Iuysp-\i to flay; Gondi̲Mu \Iuvīle\i, Gondi̲Ma, Gondi̲Ko \Iuyka\i slough of snake||652|257
1331|*ūc-|to strip, scrape, plane|0|ūcānā "to strip hemp, pluck (bird), (pigs) strip kodon field"|||ucc- "to strip off"|ūc- "to scrape, plane"|||us- "to pare"||||oochana "a carpenter's plane"|||ucchānā "(SR) to strip (of hemp)"|||||652|226
1332|*ūd- (pl. action *ūhk-)|to blow, puff|0|uhukānā "to puff at, blow, blow a fire"|ūhkānā "to puff at, blow, blow a fire"||||||ūd- "to blow, play a flute"||udānā "to blow, play a flute"|||||||uhakāna "to puff at, blow, blow a fire"|||741|313
1333|*ū-ṛ|they|873|||||||||||||||ūr (SR)|||||557|320
1334|*ūkāṛ-i|cradle|0|ūkāṛ "a swing-cot or cradle"|ukhāṛī|ukārī, ukhāṛī "cradle, swing"|ūkhaṛi||ūkhaṛi||ūkaṛ||||||||||Also Gondi̲Ko \Iūyal\i swing (< Telugu)||731|319, 305
1335|*ūm-|to pull (of a punkah, a swing, etc.)|0|ūmānā|||||||||||||||||||731|256
1336|*ūnd-|to snatch away|1032|||ūndānā|||ūnd-||||||||||||||745|314
1337|*ūr-|to blow|1177|||||ur- "to blow with mouth, play on flute, kindle fire by blowing, exorcise"|ūr- "to blow (fire, flute)"||||urānā||||||||||751|259
1338|*ūr-|to wash face|697||||||kaṇk ūr-/ūṛ-||kaṇk ūr-/ūṛ-||||||||||Also Gondi̲Ko (Su.) \Iur-\i to wash face||670|321
1339|*ūs-|flood, spring|0|ūsā "a flood, spate"|||||||||||hoogoo "a spring of water"|||ūs- "(milk) to overflow"|||Also Gondi̲Tr \Iūsānā\i to drip or water (of the eyes); Gondi̲A (Su.) \Iūsā\i flow of water, flood|It is unclear whether \Ihoogoo\i really belongs here.|761|
1340|*ūs-|to smear (cowdung)|877|ūsānā "to smear cowdung"|||||||||usānā "to smear"|||||ūs- "(Su.) to smear cowdung"|||||686|
1341|*ūt-|to suck|0||ūt-|ūt-|||||||||||||||||2621|312
1342|*ūt-ā|trap|0|||||||ūta|||||||||||||762|310
1343|*ūŋ- (caus. *ūh-, *ūp-)|to swing|1312|||ūŋg- "to swing (intr.)"|ūh- "to swing (tr.)"|ūh- "to swing (tr.)"|ūʔ- "to swing (tr.)"|ūp- "to swing (tr.)"|ūŋg- "to swing (intr.)"||ūŋganā "to swing (intr.)"||||ūŋg- "to swing (intr.)"||||Also Gondi̲Ph \Iūhtānā\i, Gondi̲Ko \Iūh-\i to swing (tr.)||731|307
1344|*vaḍ-ēk-|to be thirsty|1205|waḍēktānā||vaḍēktānā||||||vaṭka vas- "thirst to be felt"||||||ēr vaṭk-|||Also Gondi̲Hislop \Iwutkee\i thirst||5222|3158
1345|*vaḍ-|to twist, spin|1013|wadītānā "to twist or twirl fibre into a thread"||vaḍḍānā, vaḍitānā "to spin"|||||vaṛk- "to spin"|||||||vaḍūyānā "to twist a rope"|||||1012|3156, 3201
1346|*vaḍk-ā|division, part|0|||||vaṛka|||||vaṛgā|vaḍgā "half, portion"|||||||||5228|3203
1347|*vahc-|to boil|888|wahacānā "to come to the boiling point"|||||vaʔc-||vahs-||vāhcānā|||||vahc-|||||5326|3215
1348|*vah-|to bear (animals)|0|wahtānā "to give birth to (not of humans)"||||||||||||||vāhānā "(SR) to bear (of animals)"||vāhtānā "to bear (of animals)"|||5549|3217
1349|*val-|net|882||||||||vala|||||||||olla|||5288|3207
1350|*val-|much, very|1175|wallē|||||||||||||||||||5276|
1351|*val-h-|to call, invite|0|||||vallih-|||||||||||||||5283|3210
1352|*vam-|to sell|0|mammānā|mamítáná||||vam-||vam-|omm-|bamānā|momanā||||omm-||amāna, mamāna|Also Gondi̲A (SR) \Ivomm-\i to sell||186|413
1353|*vanḍ-|to taste|885||vanḍīnā|vanḍānā|||||||||||||||||5240|3163
1354|*vanǯ-i|rice, paddy|412|wanjī "rice, both growing and in the grain"||||vanji "paddy"|vanji "paddy"||vanji "paddy"||vanjī "paddy"|vanjī "rice, seed"||||venjī perek "(SR) rice"|||Also Gondi̲A \Ivanji\i paddy||5265|3146
1355|*vaṇk-|to speak|0|wankānā "to speak, talk"|vank- "to speak, talk"|vank- "to speak, talk"||vaṛk- "to say, speak"|vaṛk- "to say, speak"|||vaṛk- "to say, speak"|||||vank- "to speak, talk"|vaṛk- "to say, speak"|||||5310|3200
1356|*varās-|to puncture; to write|927|||varsānā "to puncture (with the point of a sickle)"|||||rās- "to write"||rāsānā "to write"|varasānā "to write"||||||rasāna "to write"|Also Gondi̲L \Ivarasaval\i writer, scribe||5263|3029, 3191
1357|*varāŋuṛ|the mālkāgni tree|0|warānguṛ||varāngur|||||||||||||||||5502|3180
1358|*vaṛ-|to leak, drip|1164|waṛānā|vaṛānā|varānā||vaṛ-|vaṛ-||vaṛ-||||||vaṛ-||||||5296|3193
1359|*vari- (caus. *var-s-)|to bend|1224|||||||varah- "to bend (tr.)"|urŋg- "to be bent"|||||||variyānā "to bend (tr.)"|||Also Gondi̲A (Su.) \Ivarī-\i to bend (intr.); \Ivarūs-\i id. (tr.); Gondi̲Ko tr. \Iurh-/uhr-\i||707|267
1360|*vaṛ-i|wind|917|waṛī|varī|varī||vaṛī|vaṛī|vaṛī||vaṛi|vaṛī||||vaṛi|vaṛi|||Also Gondi̲Tr \Iwaṛīstānā\i to blow (of wind)||5312|3195
1361|*vaṛk-|to tremble|1163||||||||vaṛk-||||||||||Also Gondi̲Ko \Ivaṛka\i trembling||5307|3202
1362|*varnḍ-|to shrivel as the seed pod forms (of til and other flowers)|0|warēnḍānā|||||||||||||||||||5320|3185
1363|*varn-ā|a leathern string|0||||||||||||warna||||||||5363|
1364|*vas-|(hunger, thirst) is felt|0|wassānā, assānā "(hunger) is felt, (soul) desires"||wassānā, assānā "(hunger) is felt, (soul) desires"|vas- "(hunger, thirst, etc.) to be felt"|vas- "(hunger, thirst, etc.) to be felt"|||vah- "(thirst) to be felt"|vas- "(hunger, thirst, etc.) to be felt"|||||||||||5257|3213
1365|*vas-|to dry up, wither|0||||||||vas-||||||||||Also Gondi̲Ko caus. \Ivasp-\i||5320|3211
1366|*vat-|to dry up|879|wattānā "to be dry, wither (of a tree)"|vattānā|vattānā|vatt-|vatt-|vat-|vat-|vat-|vatt-|vatānā||||vatt-|vatt-|||Also caus. Gondi̲Ph \Ivacahtānā\i, Gondi̲W \Iwahcahtānā\i, Gondi̲Mu \Ivatth-/vattih-\i||5320|3165
1367|*vaṭ-j-|strong rope made of paddy straw|0|||||vaṭiya|||||||||||||||5220|3150
1368|*vaŋ-|to bend|894|||||vak- "to bend (intr.)"|vaŋg- "to bend (intr.)"|vaŋkor "bent, crooked"|vaŋko "bent, crooked"||vangānā "to be bent"||||||||Also Gondi̲Mu \Ivakta\i crooked, zigzag||5335|3140, 3144
1369|*vāR-|to sing|0|wāṛānā|||||vār̨-||||||||||||Many dialects have \Ivār-\i to sing||4065|3226
1370|*vā-|to come|895|waiānā (wāt-; imp. waṛā)|vāyānā|vaitānā (imp. varā)|vā-|vā-|vā-|vā-|||vāyānā||||||vā-||||5270|3171
1371|*vān-ā|cloud, sky, rain|0||||||||vāna||||||||||||5381|3221
1372|*vār-|year after next|0|wārō (gen. wārōtā)||||||||||||||||warote "year after next (t = ṭ)"|||5375|3228
1373|*vār- (*-R-)|to wither|899||||||||||vārtānā||||||||||5342|3229
1374|*vāṛ-|to pare, peel|897||||||vāṛ-||||||||||||||5378|3230
1375|*vār-|to pour|898|||||var "irrigation channel"|vār-|vāṭ- (?)||||||||vāṭ-|||||5356|3225, 3219, 3177
1376|*vāṛ-i|a kind of fish|0|wārī-mīn||||||vāṛi|vār kīke||||||||||||5379|3231
1377|*vāṭ-|to put; to throw out, bear|0|wāṭānā "to put"|wātīnā "to give birth to"|vāṭānā "to throw, give birth to"|vāṭ- "to throw, throw away"|vāṭ- "to throw, throw away"|vāṭ- "to put"|vāṭ- "to put"|vāṭ- "to put"|vāṭ- "to throw"|||||vāṭānā "to fling, throw down"|vāṭānā "to put"|||||5346|3219
1378|*vāj|edge of knife|1033||||||vāy "edge of kinfe"||vāy "edge of kinfe"||vāy "sharp"||||||||||5352|3224
1379|*vāj-|field|1338||||||||vāya "(Su.) field"|vaur "field for cultivation"||||||vāvuṛ (pl. vāvuk), (SR) vāvūr|||||5258|3232
1380|*vāŋ-|to trickle, drip|900|wāngānā "to trickle (of water, grain, dust, etc.)"||vāngānā "to drip, drop"||vāŋ- "(pot) to leak"|vāŋg- "to be poured, spilled"|||||||||vāŋg- "to drip, leak"|||Also Gondi̲Ma, Gondi̲Ko \Ivanc-\i to strain off water from boiled rice||5334|3218, 3145
1381|*veR-|alone, one|887|warrōl "alone"||varror, varrore, varrur, varur "one, alone"|||var̨or̨ "one man"||veronḍ "one man"|||||||varor "(SR) alone"||varror, (fem.) varrai "alone"|||5513|3186
1382|*veR-|to fear|64|warītānā|||||var̨i-|veri-|veri-|ver-|veri-|reīnā||||veri-|||Also Gondi̲Tr \Iwarhuttānā\i, \Iwarīstānā\i to frighten; \Iwaṛhūcar\i scarecrow; Gondi̲Ma \Irey-\i to be afraid; Gondi̲L \Irepīh\i fear; Gondi̲A (Su.) \Iverē\i fear|The bisyllabic character of the root caused the metathese \I*veri-\i > \I*vre-\i > \I*re-\i in several dialects.|5489|3050, 3285
1383|*veRk-i|fuel, stick of firewood|903||||verrki|vark|vah̲k, veh̲ki||verk||||||||||||5440|3288
1384|*vedur|bamboo|107|waddur||||vaddur|veddur||vedur|vedur|vedūr|veduri|wedooree||||||||5485|3282
1385|*veh-|to explain, tell|901|wehtānā "to explain, show, announce"|vahtānā "to preach, tell"|vahtānā "to preach, tell"|veh- "to tell"|veh- "to tell, describe"|veʔ- "to say"|||veh- "to tell"|vehānā "to tell"|vehānā "to tell"||||vehānā "(SR) to tell"|||Also Gondi̲Mu \Ivehkanur\i, \Ivehvāl\i, \Ivehka-bital\i a teller; \Ivehc-\i to state, reply; Gondi̲Ph \Ivesorī\i, Gondi̲W \Iweseṛī\i, Gondi̲Tr \Iwēsōṛī\i, \Iwēsērī\i story; Gondi̲A (SR) \Ivesūḍi pundānā\i to guess a riddle, (Su.) \Ivēsūrī\i story||5514|3302, 3303
1386|*vehk-um|cucumber|0|wehkum|ahkū̆m|ahkū̆m|||||vehkum||||||vehkum||||||5076|3305
1387|[EMPTY]||0|||||||||||||||||||Forms transferred to 615 \I*valēk-\i.|0|0
1388|*vel- (caus. *vel-s-, der. *vel-m)|to fence, enclose|1166|waluhtānā "to fence"||vallānā "to be enclosed"|||velmi "fence"|||velum, elum "fence"|velūm "fencing"||||allum "fence"|||velum "fence"|Also Gondi̲Ph caus. \Ivallahtānā\i, \Ivalsahtānā\i; Gondi̲Ma \Ivelʔ-\i to fence||5538|3298
1389|*veli-|to roam, wander|0|walītānā||valītānā "to wander"||valī- "to go round, roam"|vel- "to wander, roam"||veli- "to wander"|veliyānā "to roam"||||||veliyānā "(SR) to roam"|||Also Gondi̲Tr caus. \Iwalīstānā\i; Gondi̲Mu caus. \Ivalih-\i||5286|3297
1390|*ven-|to hear|906||||ven-||||||||||||||||5516|3283
1391|*venǯeR|tongue|893|wanjēr|vanjer (pl. vanjehk)|vanjer (pl. vanjehk)|venjer|vanjer (pl. vanjehk)|venjer̨|venjer|venjer|||venjer|wunjagai|||venjer|||||5470|3275
1392|*verc-e|squirrel|0|warcē "small striped squirrel"||||||||verce||||||verce|||||4189|3290
