NUMBER|PROTO|PRNUM|MEANING|STPRO|CHU|KOR|PAL|ALU|CHFUNC|KOFUNC|ALFUNC|IM|BOG|RKS|NRS|YFA|PAK|COMMENTS|NIOD|NIODNUM|EXT
1578|*cicʁet- < *ɫˊiɫˊʁet-|827|рассматривать 1, проверять 2, (зорко) следить 3|*ɫˊi-ɫˊhet-|r-cicʔɛˊt- 1|j-ciˊchet- 1, 2|(irv)-c̨c̨etǝ- 3|t-cicʔat- 1||j-ceˊchat-ɣǝjŋǝ-n* (99)||188|11, 130|493, 443|99|348, 412|195|Буквально 'глазеть' ?, см. *ǝ̣ɫɫạ 'глаз' (148).||0|
1579|*-mʒị(f): *ʒịɫˊʁạ-mʒị(f)|440|брат 1, брат для сестры 2|*jīɫˊhā-mjī|jiˊcʔɛ-mit-tumɣǝ-n 1|jicha-mji-tumɣǝ-n (I) 2||||||961|63|35||||Вторая часть - 'друг, товарищ, сверстник'. Первая часть сложения синхронно во мн. числе в чук. и кор. Это вторичное переосмысление на почве южных языков, где показатель терминов родства *-ʒiw/ *-ʒu (ср. *'ǝn-ʒif 'дядя', 298) воспринимался как показатель *-u/ *V-f для имен во множественном числе. Семантика в кор. более точная, - слова с показателем *-ʒu относятся к родственникам из чужого породненного рода, а женщины всегда отдавались в чужой род, при воспитании детей у этих народов бывало и так, что запрещались даже разговоры между родными братьями с одной стороны и сестрами с другой.||0|
1580|*ǝmcu " (~ -ɫ-, ụ)|0|сок|*mǝcu-|mǝcu-mǝc " (АБ), mǝcuˊ-t pl.||||||||93|||||||0|
1581|*nure-le, *nure-ʁe- (~ ạ)|904|скорее, быстрее|*nurele|||nurel(e), nurele-ŋ, norahaŋ adv.|nural(a)||||1660||||361|262, 122, 222|||58|
1582|*kafra-|224|поворачиваться, делать оборот 1, скрученный, спиральный 2|*kawra-|kawraˊ- (r-kawraˊw- caus.) 1, kawraˊŋ (kawraˊɣtǝ) vaˊlʔǝn 2|kawja-|kawra-, kavra-|kora-|kawra-cʔǝ-n 'шарнир', rǝ-kawra-w-tenmǝ-cʔǝ-n 'циркуль' (67), kawra-lʔaˊt-|||1162|67|||339|252, 24|Чук. Kawra-ŋŋaˊ - имя жены Солнца.||0|
1583|*kъffa-t-|0|высыхать, засыхать 1, сухой, сушенный 2|*kъwwat-|kǝkwaˊt- 1, kǝkwa- 2|kǝwwaˊ- 1||kuwwat-, t-kuwwa-v- tr. 1|||tilˊ-kuwwat- 'ежиться'|1383|||114|342||||0|
1584|*ponŋɨ-|88|напрямик, идти наперез|*ponŋɨ-|ponŋeˊ-|||||||1930|124|||||||542|
1585|*piri " (~ ị)|0|связка юколы|||||piri-pir "||||||||368||Тот же корень, что и *piri- 'держать в руках' (1089) ?||0|
1586|*ciŋǝ- (~ ị)|809|сноровка 1, самый умелый 2|*ciŋive-|ciŋivɛq 1||hǝnˊanˊ-jǝp-cenǝ-c̨hǝ-n 2|||||207|||||64|||0|
1587|*kъccъŋ-ʒo (< *kъɫˊɫˊъŋ-ʒo-)|225|выжидать, подстерегать|*kъccъŋ-jo-|kǝtcǝnjoˊ-||||||||74|||||Последняя часть глагола восходит к *ʒu- 'пасти, ждать'.||0|
1588|*š-ta-b-|0|отогнать 1, припугнуть, испугать 2|*jъtav/t-; *Rъtav-|rǝtaw- 1, (АБ) 2|j(ǝ)tav- 1, 2|qaj-nˊ-tav-ǝk 2|||||2291, 1085||||||По всей видимости, это регулярный каузатив от *ta- 'пройти мимо, двигаться' (1206). Ср. также чук. rǝta-tuwa- 'вычитать' (СГП, 183, 290). Глагол путается с *ъʒta-b/t- (567).||0|
1589|*fin-|278|тонкий, плоский|*win-||win-||||||2777||||||||0|
1590|*ɣaʒkъb|309|вид лососевой рыбы|*ɣajkъv||ɣajko||||||||||||У Дыбовского chajko (ch = x,ɣ) (Dybowski 117). Конечное -o/-u беpется в коpяцком из *-ъb/-ǝb. Судя по фонетике, слово каpагинского диалекта.||0|
1591|*feltǝ-|326|кривить рот, лицо|*weltǝ-||weltǝ- (I)||||||2749||||||||0|
1592|*finbǝ|327|мотыга|*win(v)ǝ #||winǝ||||||||229||||Конечное -nǝ в двухсложном слове как пpавило из *-nvǝ.||0|
1593|*lqeLe- (~ ạ)|294|колыбель, люлька 1, гнездиться 2|*qeɫet|qɛˊcɛt, qɛlɛt||ta-wjecɣǝn-lqela- 2||||||82||||87|||0|
1594|*ъŋro-|343|широкий|*ŋъro-|||ŋro-qen||||||||||264|Пал. форма - результат упрощения nǝ̆-ŋro-qen.||0|
1595|*bъRɣъ " (~ *f-)|384|ползучая береза|*vъrɣъ " (~ *w-)|wuˊrɣu-ur " (wurɣ-eˊpǝ abl.), wǝrɣu-ur " (II)|||||||2824|163|||||||1175|
1596|*Rili- (~ ị)|438|набегать (о воде)|*Rili-|rili-||-rilev-|||||2246|||||136|||0|
1597|*ъɫɫa-šɣъ-n|395|ресница|*ɫъɫa-šɣъ-n|lelaˊ-rɣǝ-n|lˊlˊa-cɣ-o pl.|lˊlˊa-c̨ɣ-o pl.|lǝla-tɣǝ-n|||||16|503||345|210|Буквально 'волос глаза'.||0|
1598|*'ъp(ʁ)ab-|418|пить 1, пить бульон, есть суп 2, хотеть пить 3, пить, припав ртом к реке 4|*ъpav-|ǝpaˊw-, paˊw- 1, ǝp(ʔ)ǝˊ ikwuciˊ- 4|~ pha-kkǝ 3||ǝpav- 1, 2|||ɣa-pav-laŋ||38|364||51||Кор. скорее значит 'сохнуть'.||0|
1599|*ceRu- (~ ạ)|121|таскать рыбу, багрить||cɛruˊ-|||||||169|9|||||||0|
1600|*ine-tibet- (~ ị)|482|кормить, класть в рот|*ine-tivet-||||ina-tivat-||||851||||321||||390|
1601|*ǝrqi- "|490|гнить 1, нарыв, гной 2|*rǝqi- "|rǝqiˊ-rǝq " 2|jǝqi ", jǝqij 2|rqi- 1|r(ǝ)qi- 1, rǝqi-rǝq " 2||||2286|130|||382|268|||0|
1602|*Rɨpa-lɣъ-n|494|раздвоеная по толщине моржовая кожа||repalɣǝ-n|||||||2220|127|||||Последняя часть значит 'кожа, шкура, оболочка'.||634|
1603|*enkeb- (~ ạ)|585|жрать (о людях), насыщаться|*enk-ev- (~ *ā)|ɛnkɛˊw-|||||||534|28|||||||0|
1604|*femtǝ-|285|беременеть|*vɨmtǝ-||weˊmtǝ-*||wamtat-||wemtǝˊ-lhǝ-n||2633|||43|422||||0|
1605|*'ǝ̣lʒụˋ-|681|маленький 1, малыш 2|*ǝ̄pp-ūjlū-|ǝppǝlu-, ǝpluˊ- 1|ǝppuˊlˊu- (III) 1||ǝlˊalˊuˋ 2||||672|39|217|153|306, 347||Алют. форма 'малыш' происходит из промежуточной, но ударной *ǝlˊlˊuˊ. Ср. *ilʒuqe 'мизинец' (1815).||1000|
1606|*ʁịr ", *ɨp-ʁir-|0|капля, брызги|*hīR "|ep-ʔer|hiˊc-hic, hichǝ-n (III)||*ip-(h)ir-||hichiˊ-chat-||440, 2930||183|75|||В чук. и алют. сложение с осоновой *ɨp- 'бpызги'(465). Из алют. заимствована двусоставная основа, аналогичная чук., - зап. камч. 'ipiresx < ip-hirǝ-ɫqǝ-n 'pulvis [kurzawa], быстрина', т.е. 'пространство, где брызги' и nɨpičkin < n-ip-hir/tˊ-qin 'vehemens, violentis [bystry, gwaɫtowny], быстрый, бурный (? о потоке)' (Дыбовский 1, 110, 141).||0|
1607|*'ǝ̣lạftǝ̣|648|бат, спаренные лодки-долбленки|*ǝ̄lāwtǝ̄||ǝlavǝt (III)||||||622||23||||||0|
1608|*itʁeʒ-u- (~ ạ)|661|иметь падучую болезнь|*itheju-|itʔɛˊju-|||||||893|55|||||||0|
1609|*if-: *if-ʁici-, *if-ini-|666|вода: пить (воду) 1, смачивать полозья водой 2, промышлять на море 3, есть снег, пропитанный мочой 4, олень, любящий мочу 5|*iw-hici-|ikwiciˊ-, ikwuciˊ- 1, iwtɛˊt- 2, iwiniˊ, iɣiniˊ- 3, iw-lʔɛˊt- 4, iwlʔǝ-qoˊr 5|iwwici- 1, iwini- 3|iwhic̨i-, hivhic̨i- 1, iwini- 3|iwʔici- 1, iwini- 3|||iwʔici-lʔǝ-n (328)|917, 914|50, 56|364|64|324, 325|24, 249, 279|Встречается только как элемент сложений.||770|
1610|*apʁa(ʒ)-|687|шагать расставляя ноги|*apah- ~ *apaq-, *apha(j)-|apʔajar-at-|||||||69||||||Сюда же чук. apaʔa-ke 'новоpожденный олененок с недоpазвитыми мышцами пеpедних ног' (Муpавьева 66).||0|
1611|*ququ- (~ ụ)|286|vulva|*ququ-ŋe|ququˊŋɛ-n|||||||2184|88|||||Ср. с велярным *kuk-(le-) 'яма' (631).||0|
1612|*ịm-|722|лысый, плешивый 1, лысеть 2, опревать, сходить (о шерсти на шкурах) 3, обдирать кору, стричь 4|*īm-|im-lɛˊwtǝ- 1, im-ŋǝt-ɛˊt- 3, r-im-ɛˊt- 4|im- (III)||im- 1, im-lˊot-at- 2|||im-lˊot-at-|827|50, 51|||319||В глаголе 'опревать' вторая часть *ǝŋtǝ- 'отрываться, отделяться' (944). Ср. чук. imuciˊ- 'обувь из выделанной бесшерстной тюленьей шкуры' (Богораз 51), кор.-ным. imǝˊnŋǝ-n 'кожа' (НРС 68).||0|
1613|*'ǝbal-|0|анус, задний проход|||||val-ɣǝrŋǝ-n, hǝval-u pl.||||||||418, 56||Ср. *ʁɨŋ-bal 'ноздря' (1345).||0|
1614|*ʒocɣǝ- (~ -ɫɣ-)|451|метать икру||||jocɣǝ-k||||||||63|||||0|
1615|*tạʒnǝ̣-n|0|берег, край, предел||-tɛˊɣ(ǝ)n|-tajnǝ-n|teɣnǝ-n, -teɣn|-tenǝ|||||142, 60|||443|212, 195, 247|Ср. *taʒɫъ- 'продвинуться по направлению' (1238).||631|
1616|*ɨka-b|949|еще, вдобавок 1, наконец 2|*ɨka-|eqaloˊq 2||ekav 1|ikav 1, 2|||||20|||317|137|||25|
1617|*šǝlpǝ-, *šъlp-ъR-|0|скрываться 1, прятаться 2,  скрывать 3, скрытый 4; провожать кого-либо 5, проводы 6|*šǝlpǝ-|r-rǝlpǝˊr- (II) 5|jǝlˊpǝ-lhet- 1, j-jǝlˊpǝ-lhev-, jǝ-nˊ-nˊilpet- 3 (I) , jǝlpaŋ 4; j-jǝlpǝj- (II) 5, enanˊ-nˊilpǝj-ɣǝjŋ-o 6|tilpe- 2|||||2265||529, 444|||24|Cр. *RъlpъR- 'провожать кого-либо' (1123).||0|
1618|*kacɨ-|0|корзина 1, кружок для рыболовного сачка 2||||kacel, -owwi pl. 1, qaŋ-kace-ɣǝrŋǝ-n 2||||||||||24, 58|Пал. 'кружок для рыболовного сачка' буквально 'отверстие сачка-корзины'.||0|
1619|*še-...-ŋ-|0|желательность действия|*še-...-ŋ-|re-...-ŋ-|je-...-ŋ-|te-...-ŋ-|ta-...-ŋ-|||||||||85|ГКЯ 220.||413|
1620|*ǝpru-, *pъro-tˊkV-|0|тыкаться носом 1, табакерка 2, нюхательный табак 3, нюхать табак 4||ʔiŋǝ-pruŋɛ- 1, protko-oˊcɣǝ-n 2|plˊotˊka-jocɣǝ-n 2|roˋkkǝ, roka- 2|prurka 3, prurk-u- 4|||||53, 125|569||372|30, 24|Рус. ареал. "прошка" = 'нюхательный табак' из чукотских, в этих языках сложение основ 'нюхать, тыкаться носом' и *ъtkɨ- 'запах, пахучий' (1246), в кор. plˊotˊka < "pjo-cke, в пал. *pr- > r- (довольно редкий кластер), а -tk- > -kk-. Первая часть отдельно представлена в другом сложении, а 'нюхать' как показывает внешнее сравнение существовало как композит и на прачук.-камч. уровне.||0|
1621|*riqu- (~ ị)|0|осилить, одолеть 1, свысока относиться к чему-л., ни во что не ставить 2, сломать, снести ветром, водой 3||riquˊw lǝˊŋǝ- 2|jǝqu-, jǝˊku-*, -n-ku-*, -n-qo-* 3|riqu- 1||riqu-cʔɛˊt-||||136|537|85||24|КРРКС 39. В кор. произошло переосмысление начального согласного как транзитивного суффикса, это показывают данные НРС, соответственно, первый гласный был заменен на -ǝ-, хотя в такой позиции (после j-) они трудноразличимы. [В орфографии НРС -k- и -q- перед -u- нейтрализуются в -k-.]||0|
1622|*ʒuʒ- (~ ụ)|0|натыкать, накалывать на 1, жареное мясо на вертеле 2, колбаса 3||||juj- 1, juj-ǝrhǝ-n 2, jojat 3||||||||||25, 251|||0|
1623|*panšɨb- (~ -ŋR-)|0|неплотно прилегающий, щелеватый 1, ослабляться, разжиматься 2||paˊnrew- 1, panrew-aˊt- 2||||||||116|||||Инэнликэй 93.||0|
1624|*lepǝɣ (~ ạ)|396|травяной мешок||||lˊepǝɣ||||||||||25|||950|
1625|*mitequ-n (~ ạ)|0|стропила||||mitaqun||||||||||125, 259|||0|
1626|*aʒnam-|0|чересчур жирный (о вкусе)||||anˊam-, anam-||||||||||26|||464|
1627|*ɣelme- (~ ạ)|0|закинуть сеть, заводить невод||||ɣelmǝ-(k), ɣelme-||||||||||26, 195, 249|||0|
1628|*te-...-ŋ-|0|сделать что-либо (DNV)||te-...-ŋ-|te-...-ŋ-|te-...-ŋ-|ta-...-ŋ-||||||||443||||0|
1629|*ъblъ-ŋ|954|у берега, на берег 1, устремиться к берегу (со стороны моря) 2|*vъlъn-ŋa|||vǝlŋŋa, wlnŋa, vǝlŋna 1, ɣa-wl-pental-len 2|vǝlǝˋ-ŋŋǝ 1, vǝlǝˋ-kki 2|||vǝl-lǝqiv- (28)|||||421|30, 137|Если считать вторую форму ошибочной, то геминация конечного показателя -ŋ с добавочным гласным указывает на пал. односложную конструкцию "vlǝŋ.||0|
1657|*qec|513|сторона, положение, один из пары 1, парный 2, рядом 3, сидеть рядом в нарте, за столом 4|*-qaɫ|-qac 1, qacaˊ-ken 2, qaˊca adv. 3, qɛtciŋ-ɛˊt- 4|-qac, -ŋ-qac 1|-qac, -ŋ-qac 1|-qac, -ŋ-qac 1|qaca adv., qɛtciŋ-ɛˊt-, plaˊq-qac (116)|||154|80, 83|||441, 442|59|Морфонологический вариант корня *-qaɫ (1657).||0|
1631|*-te/ *-e|0|творительный падеж/ эргатив||V-te/ T-e|V-te/ T-e|V-te/ T-e|V-ta/ T-a||||||||435|47|||0|
1632|*-tbat-: *š-tbat-|937|посадить 3, садить растения 4, [ставить (оружие) 1, пушка 2]||r-t(u)waˊt- 1, rǝtvaˊt-ǝr 2|j-tvat-, -n-tǝvat- 1, 4|t-tvat- 1, 3|t-tvat-, -n-tǝvat- 1||||371||||408|58, 273|Kаузатив от глагола *tba- 'быть, сидеть' (1320).||0|
1633|*-ɫǝku|964|среди множества, собирательный показатель для родственников, людей 1, внутри, внутренность 2||-lǝku 1, -cǝku 2 (I)|-cǝku-n, -cǝku loc. 2 (I)|-lǝˋkku loc. 1, -cǝku- 2 (I)|-lku- 2|||ra-lku-ŋ (24)||43, 15||||39, 53|||0|
1634|*-ъlhaʒ|0|собирательный суффикс (обычно для растений)||||-ǝlˊhaj||||||||||39|||0|
1635|*-ъnbъ #|1046|место, где...|*-ъnvъ|-nǝ, -nvǝ- (II)|-na, -nvǝ- (II)|-na, -nvǝ- (II)|-nǝ, -nv-||||133||||441|40|Ср. *ǝnbiɫ- 'остановиться' (901) и *nǝmnǝm ~ *ǝnmǝ-nmǝ " 'поселок' (886).||697|
1636|*-ɣъrŋъ-n|0|отглагольное имя 1, отыменное собирательное имя, совокупность 2||-ɣǝrŋǝ-n (II) 1, 2|-ɣǝjŋǝ-n (II) 1, 2|-ɣǝrŋǝ-n (II) 1, 2|-ɣǝrŋǝ-n 1, 2||||||||436|41|||0|
1637|*-ǝɫqǝ-n|0|верхняя часть, покрытие, поверхность||-lqǝ-n, VT-lǝqǝn, -sqǝ-n, VT-cǝqǝ-n (I)|-lqǝ-n, VT-lǝqǝn, -cqǝ-n, VT-cǝqǝ-n (I)|-lqǝ-n, VT-lǝqǝn, -cqǝ-n, VT-cǝqǝ-n (I)|-lqǝ-n, VT-lǝqǝ-n, -cqǝ-n, VT-cǝqǝ-n||||||||439|42|||0|
1638|*ǝtfǝ ~ *tǝf "|0|посох 1, пешня 2|*tǝw "|tuˊupɛ-n 2||tǝw-tǝw " 1||||||152||||42|||0|
1639|*tono ", *šono|0|припай (прибрежный лед)||||tono-ton "|tunu-tun "|||tunu-lˊqǝ-k||||||43, 212|||0|
1640|*nǝrɣ(e) ", *nǝrɣ-eftǝ-|1011|щавель, подорожник 1, рябчик (раст.) 2|*nǝrɣe "|||nrɣe-nr 1, nǝrɣe-wtǝ-n 2||||||||||43, 202, 231|||513|
1641|*teni ", *Reni (~ ạ)|0|лень||||teni-ten "||||||||||217, 43|||0|
1642|*-ǝški(r)- (~ ị)|0|упряжка (собачья), ехать на собаках 1, подготавливать оленью упряжку 2|*tǝkir (-q-, -šK-)|qora-ǝrkeˊ- 2||hǝthǝ-tkir-(tku-), hǝthǝ-tqir- 1|hǝthǝ-tkirǝ-tku-* 1|||||39||||44, 83, 226, 239|М.б. это *ǝ̣pkịr- 'прийти, прибыть' ? (1055).||0|
1643|*-ъʒpъ-ŋ|0|продольный падеж (пролатив) 1, отправитильный падеж 2, пройденный 3||V-jpǝ/ T-ɣǝpǝ/ TT-epǝ (II) 1, 2|V-jpǝŋ/ T-ɣǝpǝŋ/ TT-epǝŋ (II) 1, ɣaˊ-jpǝ-len, epǝ-, -jpǝ- 3|V-jpǝŋ/ T-ɣǝpǝŋ/ TT-epǝŋ (II) 1|V-jpǝŋ/ T-ɣǝpǝŋ/ TT-ipǝŋ 1|||||||45||49|||0|
1644|*qaqqaqrɨ-n|0|гагара||||qaqqaqre-n||||||||||208, 195|||0|
1645|*-ǝɫqǝ-|948|идти делать что-л. 1, предназначенное для 2, вдоль по траектории движения 3||-lqǝl (I) 2|-lqǝ- 1, -lqǝl, -jo-lqǝl 2, -ne-lqǝ-epǝŋ 3|-lqǝ-, -c̨qǝ- (I) 1|-lqǝ- 1, -lqǝl 2|||||18|||439|71, 81|ГКЯ 86. Данная форма пролатива в корякском встречается лишь при II (неназывном) склонении, последняя часть в ней = продольный падеж (ГКЯ 115).||0|
1646|*-ʒite|0|касательный (контактив) падеж 1, повествовательно-каузальный (причинный) падеж 2||-ɣjit, -ɣɣit 2|-jite 1, -ǝkjit 2|-jite 1, -ǝkjite 2|-jit(a) 1, -ǝkjit(a) 2|||||45|||437, 438|50|Повествовательно-казуальный (причинный) падеж является композитом: творительный и касательный падеж.||0|
1647|*ǝɫʁu-(Lqǝl) (~ ǝ̣)|959|лицо 1, морщиться (о человеке) 2, татуировать 3, передняя (= лицевая) шкура спального полога 4, деревянная маска (обрядовая) 5, портрет 6, бахрома волос на лбу (край лица) 7, бледный 8|*lehu-lqǝl|lʔu-lqǝl (+АБ) 1, lʔulqǝl-kɛˊlikɛl 6, cʔu-curmǝ-n 7, pʔa-cʔoˊ 8|lhu-lqǝl, lǝhuˊ-lqǝl* 1, lǝhu-kǝmhǝt- 2, lǝhuˊ-kali- (III) 3, cǝho-ɣǝjŋǝ-n 4, ulˊ-lˊaˊhu-n 5|lahu-lqǝl 1|lǝhu-lqǝl, lˊǝhu-lˊqǝlˊ-lˊǝq-e loc., lˊǝʔu-inˊa-jucɣ-u pl. 'наличник' (297), ulˊ-lˊaʔu-w pl. 5|lʔu-lqǝl (+АБ), lʔulqǝl-kɛˊlikɛl, cʔu-curmǝ-n, pʔa-cʔoˊ, pʔa-cʔoˊ-lʔǝ-n 'бледный', pǝt-lʔuˊ-lqǝt-lʔǝ-n, pǝt-lʔuˊ-lʔǝ-n 'имеющий красивое лицо' (119)|cǝhoˊ-ɣǝjŋǝ-n, olˊ-lˊahu-n 'маска деревянная', lǝhu-n-ciŋ-mǝjkǝc-av-* 'хмурить лицо' (III) (127)|lǝhu-lqǝl, lˊǝhulˊqǝlˊ-lˊǝq-e loc.'по лицу', ǝv-lahu-lhǝ-n 'чернолицый', lˊǝʔu-inˊa-jucɣ-u pl. 'наличник' (297), ulˊ-lˊaʔu-w pl. 'деревянная маска' (297)||18, 41, 115|213, 229|127, 200|343|24|Буквально 'лицевая кость'. Смягчение по южным языкам в слове 'маска (деревянная)' связано с развитием из сложения *uʒ + *lǝˊʁu-n с регулярной морфонологической перестановкой редуцированного. Из-за ударного положения рядом с -h- этот редуцированный переходит в -a- в кор. и алют.||617|
1648|*ine-...(-et)|0|префикс переводящий переходные глаголы в медиальные||inɛ-...(-ɛt)|ine-...(-et) (I)|ine-...(-et) (I)|ina-...(-at)|||||||||53|||0|Ср. нивх. *j/ǝ- и это значит, что это не трансформатор непереходных глаголов в переходные, а преобразователь переходных основ в медиальные или субъектно переходные. Поэтому 'убивает-тигра' T-ku, а 'занимается убиванием' i-x-, занимается убиванием тебя, меня, себя, обоих соответственно с-i-x-, n-i-x-, p-i-x-, v-i-x-.
