NUMBER|PROTO|PRNUM|MEANING|ICOST|WCOST|ITE|ITRUSL|STBIT|ITEMEA|WIT|WITMEA|WITMEP|SIT|SITMEA|SITMEP|VOL|IRSLOV|VZHU|STEB|WDYB|SDYB|COMMENTS|NIOD|NIODNUM|EXT
1170|*'inxʷt (/s-)|0|время|ïNXʷT́-e||'infs-enk ('inxs-enk) adr. 2|'inxt ('inxs-e'n pl., 'inxt-enk adr.) 1, 'inxse'-nk adr. 2||время 1. иногда, изредка 2|||||||33|24|||||Дериват от глагола *'inxʷ-k- 'встречаться' (1582).||0|
1171|*'a'nxʷsez|0|отверстие для света|a̲HNFSe̲S||'a'nfses, 'a'nfsez-|||отверстие для света|||||||419, 35||||||||0|
1172|*'anza-|1073|грязь, краска|a̲NSa̲-So̲=|a̲NSa̲=|'anza-zo-s dur. 1, 'anza-zo-ł 3|'anza-zo-s dur. (k-'anza-zo-'an 3sg.3sg. perf.) 2||запачкать грязью 1, покрасить, намазать 2, краска 3|'anza-z 1, 'anza-kaz 2, 'anza-ĺ-x/kzo-zin 3|maculare 1, se maculare 2, tinguere colorem 3|popłamić 1, powalać się, splamić 2, namaczać, farbować 3||||209, 188|14|||87, 86||||0|
1173|*'ănzwa-|0|целиться|aNSFa=, NeSFä̲=||'anzwa- 1|nezwa-s (t-'nezwa-čen 1sg.3sg. perf.), nezwa-kes (q-'nezwa-xč 2sg. imper., k-'nezwa-knen 3sg. perf., zaq nezwa-kaq 2sg. neg. imper.) 1|~ k-ənzva-'an 3sg. perf. 2|целиться 1, "растопырил штаны" (=нацелил) [чтобы ловить мышей, о Кутхе] 2|||||||62|63||104|||||0|
1174|*('ə)sxʷu-: *'ĭn-(ə)sxʷu-|940|подобрать, поднимать|ïN-SFə=, N-SXü=|iN-ə̆SXü=|'en-sf- ('in-sfə̆-) 1|'ə̆nsxo-s (t-ə̆nsxu-čen 1sg.3sg. perf., q-ə̆nsxu-x 2sg.3sg. imper., k-ə̆nsxu-'in 3sg.3sg. perf.) 2, 3||достать, раздобыть 1, поднимать, подбирать (с земли) 2, поднимать вверх 3|k-in-əsxu-zin part. pass. 1, 'in-sxo-t-əz 2|felix 1, tollere 2|szczęśliwy 1, podnosić 2||||61, 405|114|||121, 108||||0|
1175|*'a'ŋo-|0|пластина рыбы|a̲No̲N -CaX||'aŋo-ŋ ('a'ŋo-'n pl., 'a'ŋoŋ-čah dim.)|||половина рыбы, пластина|||||||166, 62, 396||||||||0|
1176|*'ăŋqa|0|мест. вопр. "что"|ặNKạ-N-||'ăŋqa ('ăŋqan poss.) 1|'ăŋqa ('ăŋqa-ł instr., 'ăŋqan-kit prolat.) 1, 'ăŋqan-e'sx 2, 'ăŋqa-ta 3|'ə'nqa ('ə'nqa-l instr.) 1|что (вопр. местоимение) 1, зачем, для чего 2, что-то 3||||nakai̯, nakaj (nak-x instr.)|quid, quid ita, qua causa, cur (quo)|co, co takiego, czego, dlaczego (czem)|169, 102|15||90||115|||0|
1177|*'ăpł-|828|втыкать||apL=, n-əPĹaS=|||||'apl-ez 1, n-əpĺ-as-kaz 2|inserere, inmittere, defigere 1, ponere, locare 2|wtłaczać, wtykać 1, sadowić, sadzać 2||||||||87, 138||||0|
1178|*'epilaɣi-č|0|ящерица||əPiLaXiC|||||'əpilaɣič|salamandrella|jaszczórka||||||||101||Думается, что у Дыбовского все же произошла  путаница в записях и изначально было *jaskółka - 'ласточка', ср. *'ipəLa-k'əč 'ястреб, сова' (92).||0|
1179|*'oromx|0|берестяной кузов|o̲Rö̲MX-e||'oromx|'oromx ('oromx-e'n pl.)||берестяной кузов (наплечный, для сбора ягод, растений)|||||||62|68|||||||0|
1180|*'as-|0|высокий; (плыть) вверх по реке|a̲S-||'as-lah 1, 'as-'as 2|'as-lah (xe-, as-q adv.) 1, 'as-warwan 2||высокий 1, высокое место 2||||'asa-zix 3sg. pres.|nat, navigat adverso flumine|płynie pod wodą, w górę rzeki|37, 35|16||||104|||0|
1181|*'asera|0|нора|a̲Se̲Ra̲||'asera|'asera ('asera-'n pl., 'asera-nk loc., 'asera-nke adr.)||нора|||||||26|16|||||||0|
1182|*'it'iɣin|0|ступня, стопа||iTɨXiN|||||'itɨɣin|planta pedis|stopa, łapa||||||||110||||0|
1183|*'atănskol-č|0|жаворонок||aTaNsKoLC|||||'at(a)nskolč|alauda|skowronek||||||||87, 88||||0|
1184|*-otł-|0|плохой (суффиксальное)|-o̲TL-||-otł-||||||||||138||||||||0|
1185|*'atłe-mk'a-|0|заплаты на обуви|a̲TLe̲-MK'a̲=||'atłemka- 1, 'atłemka-nŏ-ŋ 3|'atłemk'a-s (q-'atłemk'a-xe'n 2sg.3pl. imper.) 2, 'atłemk'a-nŏ-ŋ ('atłemk'a-no-'n pl.) 3||чинить обувь 1, ставить заплаты на обувь 2, заплата на обуви 3|||||||113, 119|16|||||||0|
1186|*'ixʷa-|0|новый|ịFạ-|ịXʷạ|'ifa-lah 1, 'ifa 2|'ifa 2||новый 1, наконец, только-что 2|'ix(x)a, 'ifa|nunc|teraz|vxa'a|jam, nunc|już, teraz|319, 28|25|||104|121|||0|
1187|*'iʷsx-əmt- (dim.)|0|тупой (о ноже, топоре)|ïʷSXëMT-|ïSXïMT-|| ̊'isxemt-lah (xi-)||тупой (о ноже, топоре)|'isximt-leɣ|obtusus|tępy|'izxatin|obtusus|tępy||25|||110|108|||0|
1188|*'isxe-|896|действительный, правильный||ïSXë=|||||'isxe-kin adj.|legalis|prawy||||||||110||||0|
1189|*'osx-|0|палка, шест (для закрепления, для погоняния)|o̲SX-PLe̲=|o̲SX-TLe̲-|'osx-płe- 1, 'osx-płe-ne-ŋ 2|||закреплять нарту 1, остол 2|'osx-tle-kan|fustis ad canes vehentes|kĳ do poganiania psów, osztoł|'us-tli-lan 1, 'usx-umtu-kaz 2|fustis ad canes vehentes 1, concidere ligna, excidere silvam 2|osztoł, kĳ do poganiania psów przy jeździe 1, rąbać drzewa, trzebić las 2|118||||142|120|||0|
1190|*'ezams-|0|латать, заплата|e̲Sa̲MS=, a̲Sa̲MS=||'ezams- 1, 'ezams-nŏ-ŋ 2|'azams-kas 1, 'azams-nom (!'azams-nom-a'n pl.)||латать одежду 1, заплата 2|||||||119|12|||||||0|
1191|*č'apt-k'ŏl-|0|стегать, бить|C'a̲PT-K'o̲L-SXe̲N=|Ca̲PT-Ka̲L|č'apt-k'ol-sxen-eł mult. inf.|||стегать|čapt-kal|verberare, ferire|uderzać, bić||||51||||95||Вторая часть *k'ol- 'ломать' (719).||0|
1192|*ča-ča- ~ *č'a-č'a-|1049|плакать|CaCa=||čača-kəs**||||||||||||345||||||0|
1193|*č'aŋa-: *'ən-č'aŋa-|0|дразнить|N-C'aNa=, Na-N-C'aNa(-HL)=||'ə̆n-čaŋa-s 1, na-n-čaŋa-'łk-es 2|'ə̆n-č'aŋa-s ('ə̆n-č'aŋa-znen 3sg.3sg. pres., 'ə̆n-č'aŋa-qzo-zemnen dur. 3sg.1sg. pres., zaq 'ə̆n-č'aŋa-q q'isx 2sg.3sg. neg. imper.) 1, na-n-č'aŋa-'ł-kas (zaq na-n-č'aŋa-'ł-kaq 2sg. neg. imper.) 2||дразнить 1, дразниться 2|||||||204|117, 61|||||||0|
1194|*čexʷi-|0|торопиться|Ce̲Xʷï=||čexe- 1, 'ə̆n-čexe-s 2|čefe-kas (t-čefi-skičen 1sg. pres., čefi-sč 2sg. pres., q-čefi-sxč 2sg. imper., zaq čefi-kaq 2sg. neg. imper.) 1, 'ə̆n-čefe-s (q-ə̆nčefɨ-x 2sg.3sg. imper., 'ə̆nčefɨ-znen 3sg.3sg. pres., t-ə̆nčefɨ-če'n 1sg.3pl. perf.) 2, čefe-ki 3||торопиться 1, торопить 2, торопливо 3|||||||62, 404|105, 117|||||Ср. *čxa- 'заставлять, гнать, выгонять' (1195).||0|
1195|*čxa-|0|заставлять, гнать, выгонять||aN-CXa(-T)=|||||'an-čxa-z 1, 'an-čxa-t-əz 2|excire 1, excitare, commovere 2|pobudzić, napędzić 1, pobudzać, poruszać 2|ki-čax 2sg. imper.|pelle (eum)|odpędź (go)|||||84|111|Ср. *čefi- 'торопиться' (1194).||0|
1196|*čxča-: *'ən-čxča-|965|победить, побороть|N-CXCa̲=, aN-N-CXCa-HL=||'ə̆n-čxča-s 1, 'an-'ə̆n-čxča-'łk-es 2|'ə̆ń-čxča-s ('ə̆ńčxča-miŋ 1sg. 2sg.1sg. perf., 'ə̆ńčxča-qzo-zemnen 3sg.1sg. dur. pres., t-ə̆ńčxčaw-ał-čen 1sg.3sg. fut.) 1, 'an-ə̆ń-čxča-'ł-kas med. ('anə̆ńčxča'ł-qzo-zen 3sg. dur. pres.) 2||победить, выиграть 1, одержать победу 2|||||||31, 61|117, 14|||||||0|
1197|*kulx|917|тюлень||||||||||kuĺx|phoca vitulina|foka, cielę morske||||||113|||0|
1198|*čəɣl- ~ *čaɣal-|1099|испражняться, дымить, испускать запахи||CəXL=|||||čəɣl-kas 1, nẹk-čaɣaĺ-kaz 2|cacare, alvum exonerare 1, odores, thus incendere 2|srać 1, kadzić 2||||||||95, 138||В сложении 'дымить' первая часть - 'дым, дурной запах' , ср. *čisxin- 'понос' (1284).||0|
1199|*č'ixi-(le-)|0|искривляться|C'ïXï-lï=|CXiN, CLiN|č'exele-kes (č'ixili-) 1, č'ixile-re-ŋ 2|||искривиться 1, продажная душа 2|čxin, člin|gibbosus|garbaty||||117||||95||Запись Дыбовского, по-видимому, отражает форму *č'xl-in.||0|нивх. čolɣa 'быть безнравственным, порочным'.
1200|*'uč'ile|0|тысяча|o̲C'a̲Lo̲H|uRiLe||'oč'alo'||тысяча|~ urile|praefectus millium|tysięcznik, urzędnik|||||69|||163||||0|
1201|*č'ăhł-|0|грех, праздник (языческий)|C`äXLëS-e|CaXŚ-aL=, CaJŚ-aL=||č'axł-es (č'axłez-e'n pl., č'aẖłez-'an poss.)||праздник|čaxš-aĺ-kaz (čəxš-aĺ-kaz, čajš-aĺ-kaz) 1, čajs-nə-'an part. (čəxs-nə-'ut adv.) 2|confessio peccatorum 1, peccatus 2|spowiedz 1, grzeszny 2|čusi adv.|impie|grzesznie||105, 193|||94, 95|106|Ср. *čekśxile- 'заблудиться' (1202).||0|
1202|*čekśxĕ-|0|заблудиться, теряться|CeKSXï-lï=|CaKŚXa/ə=||čeksxele-kas (t-čeksxɨlɨ-kičen 1sg. perf., k-čeksxɨlɨ-knen 3sg. perf.)||заблудиться|čakśxa-kaz, ča̲ks̲ɣəĺ-zən 1, 'in-čaksxə-z 2|perire 1, perdere 2|ginąć 1, zgubić 2|||||104|||94, 106, 98||В ИРС форма огласовки первого гласного в инфинитиве вторична и выравнена по другим формам глагола, ожидалось бы "čaksxele-. У Дыбовского в зап. камч. во втором примере перепутаны местами две буквы и записано čskaɣəĺ-zən. Данная основа активно контаминирует с *čisxil'i- (181) с похожим значением. Ср. также *čehł- 'грех, праздник (языческий)' (1201).||0|
1203|*tsxa-n|895|мужские гениталии||TS̲X-a|||||tsxan|genitalia masculina|części płciowe męzkie||||||||159||||0|
1204|*śak ~ *łak|895|мужские гениталии||ŚaK "|||||šak-šak|genitalia masculina|części płciowe męzkie|šəkedət|genitalia masculina|części płciowe męzkie|||||159|117|||0|
1205|*čxziŋ|0|перепонка между пальцев|CXSịN-CaX|||čxziŋ-čah dim. (čxzi-'ń-č pl.)||перепонка между пальцев|||||||165||||||||0|
1206|*čhamłe-|0|пировать|CXa̲MLe̲=||čhamłes|||пировать , пирушка|||||||136||||||Ср. *č'alĕ- 'грызть' (1165).||0|
1207|*čki-k-|0|найти|CKï-K=|CiKə=, CKə-T=|čke-k-es SO (čki-) 1|čke-k-as SO (t-čki-kičen 1sg.3sg. perf., čki-čwin 2sg.3sg. perf., k-čki-knen 3sg.3sg. perf.) 1, čke-no-m (čkeno-'n pl.) 2|'icki-kas 3|найти, находить 1, находка 2, смотреть (=находить) 3|čikə-kaz, čkə-t-kaz|invenire|znajdować||||205, 235, 91|103||95|96, 97||||0|нив. (j)osk- 'встретиться лицом к лицу'.
1208|*čŭk|0|ласт (как правило, передний у морских зверей)|CüK ", CKü-|CK-i|čuk-čuk|čuk-čuk (čku-'n pl.)||ласт|čk-in pl.||łapy, zwłaszcza przednie zwierząt morskich||||27|103|||97||||0|
1209|*čaq-a'ł-|0|петь, песня|CaKa-HL=|CaKa-Ĺ=|čaqa-'ł-es 1, čaqa-'ł-es 2|čaqa-'ł-kas (t-čaqa's-kičen 1sg. pres., q-čaqa'ł-xč 2sg. imper., q-čaqa'ł-sx 2pl. imper.) 1, čaqa-'ł-es (čaqa'łez-e'n pl.) 2||петь 1, песня 2|čaka-ĺ-kaz 1, čaka-ĺ-az, čakač-kaz 2|canere 1, carmen 2|śpiewać 1, pieśń 2|k-ča'am-sič 2sg. imper.|carmina cane|śpiewaj pieśni|28, 48, 94|101|||94|111|Ср. прачук. *cịkrə̣mŋə̣- 'петь песни предкам' (189).||0|
1210|*č'ik'mə-ŋ|0|клюква|C'iK`Mə-N -e|CiKMə-C|čikmən** (напан.)|č'ik'mə̆-ŋ (č'ik'm-e'n pl.)||клюква|čikmə-č 1, čikmə-n pl. 2|vaccinum oxycoccos (frutex) 1, vaccinum oxycoccos (baccae) 2|żórawina (krzak) 1, żórawina (jagody) 2|||||105|350||96||||0|
1211|*č'il-|0|шалить, озорничать, пугать|C'eL=, C`ïL= ?|CịL-ạĹ=, in-DL=|č'el-kas|||шалить, озорничать|čil-aĺ-kaz 1, č(i)l-aĺ-an part. 2, 'iń-dl-az 3|dubitare, terrere 1, furiosus, rabiosus 2, terrere 3|powątpiewać, straszyć 1, szalony, wściekły 2, straszyć 3||||209||||96, 97, 107||||0|
1212|*č'la'n-|0|терпеть, выдерживать|C`LaHN=|CLaL=|čla'n-|č'la'n-as (xe'ńč q-č'la'n-ax 2sg. neg. fut., t-č'la'n-ał-čen 1sg. 1sg. fut.)||терпеть, выдерживать|člal-kaz|cunctari|ociągać się||||397|106|||97||В зап. камч. člal- вместо član- из-за контаминации с глаголом č(i)lal- 'пугать' см. *č'el- 'шалить, озорничать' (1211).||0|
1213|*č'oĺoĺa-|897|жаворонок|C'o̲Lo̲La̲-CX||č'oĺoĺa-čh (č'oĺoĺa-ń-č pl., č'oĺoĺač-'an poss.)|č'oĺoĺa-čh (č'oĺoĺa-ń-č pl.)||жаворонок|||||||166|106|||||||0|
1214|*čilxś-in|898|голенная кость||CiLXŚ-i|||||čiĺxš-in (pl.?)|tibia|kość goleniowa, przednica|čəzo-ko-č (čəslo-xo-n pl.)|poples|podkolanek|||||96|105|Юж. камч. из *čəlzo-k'a-.||0|
1215|*čołh ~ *čohł|1076|пола, подол||CoLX-C|||||čolx-č-ən, čolk-ən pl.|lacinae|poły u sukni|čuxul|sinus, gremium, lentium|poło, podołek, płótno|||||98|106|||0|
1216|*č'emx-la-|899|мчаться|C'e̲MXLa̲=||č'emxla-kes|||мчаться|||||||214||||||||0|
1217|*č(')iŋ-zu-|900|сгореть|C'ïNSü-SX-e|CiN", iN-CNɨ̈(-T)=|č'inzu-sx 1|činzu-sx (činzu-sx-e'n pl.) 2||уголья 1, зола 2|čin-čin 1, 'in-čn-ẹz 2, 'in-čn-ɨt-ɨz 3|febris 1, tepefacere 2, calefacere 3|gorączka 1, grzać 2, zagrzewać 3||||156|102|||96, 107||Использование Дыбовским при записи зап. камч. слов букв "ять" = [ẹ] и "ы" = [ɨ] указывает на велярный характер носового -ŋ-. В ител. у Володина и в ИРС представлено отглагольное имя от глагола в продолжительном виде č(')iŋ-zu- 'долго гореть, сгорать'.||0|
1218|*čŋi'in-|0|увидеть ?|CNiHiN=||k-čŋi'in-'in (3sg.3sg. perf.)|||увидел (волк лисицу)|||||||413||||||||0|
1219|*čiŋu-qe-|901|неряха|CïNüq-e||čiŋuqe-lah 1|čiŋuq (čiŋuq-e'n pl.) 2, xi-čiŋu-q adv. 3||неряшливый 1, неряха 2, небрежно 3|||||||319|102, 97|||||||0|
1220|*č'ir(e)-|0|воровать|C'ïRe̲=, C'ïRüK|Cɨ̈Rï=, CiRuX|č'ere-s (č'ire-) 1, č'ere-kes 2, č'ir-uq 3|||воровать 1, подворовывать 2, вор 3|čərə-kaz (čɨrɨ-'in part.) 1, čirux 2|furrari, adimere, rapere (furtivus) 1, furtivus 2|kraść, grabić (kradziony) 1, kradziony 2||||48, 200||||||Использование Дыбовским в записи зап. камч. буквы "ы" = [ɨ] указывает на абруптивный характер аффрикаты. Второе слово явно 'вор' и д.б. перевод 'fur; złodziej', ср. ител. и суффикс -uq, используемый для обозначения человека с плохим качеством, выраженным основой.||0|
1221|*cxi-sx (*č-)|902|губа, рот|CKE " ?|||||||||čxe-cx (čxe-da, čki-da [cxi-dda*] pl.)|labrum, os, ora|gęba, usta||||||105, 106|||0|
1222|*č(')ĭs-|1098|в, внутрь (согласуемый предлог)|C'iS-|CS-Ke|č'is- (č'is-k loc.) 2|čə̆s-k loc. (čə̆s-ke adr., čə̆s-x'al abl.) 1, 2, 3||в 1, внутрь 2, под 3|čs-kẹ adr.|deorsum|na dół||||25, 339|104|||98||||1049|
1223|*čeź- (~ *s-, *ł-?)|0|любить|||||t-cežə-žk (1sg. pres.)|любить||||||||||101|||||0|
1224|*čisp-|903|жуткий, ужасный|CïSP-||čisp-lah 1|čisp-lah (xičisp-q adv.) 2||жуткий 1, ужасный (на вид) 2|||||||72|102, 97|||||||0|
1225|*čʷ(s)te-|0|русский|TTe̲-XC|TTə-|ttexč|tte-xč (tte-'n pl.) 1, tte-'an-łxa-nŏ-ŋ (< tte-'an poss.) 2||русский 1, по-русски 2|t́tə-n (pl.?, poss.?)|ros|rossyanin|čustanu (pl.?, poss.?)|ros|rossyanin|68|87|||159|106|||0|
1226|*mekst|0|однако|MeKST||mekst|||однако|||||||27||||||||0|
1227|*moqqa-čh|0|соцветие (водяного растения)|Mo̲KKa̲-CX|MoKKa-N-C|moqqa-čh|||соцветие тальника|mokka-n-č pl.|lilium kamtschaticum|gat. lilii||||56||||135||||0|
1228|*maśika-|0|краснеть||MạSịKạ=|||||masika-kaz|rubescere, rubere|rumienić się||||||||133||||0|
1229|*ičhə-, *n-ičhə-|60|быстрый||i̲CXïĹ=|||||nɨčxil-k, nɨčɣiĺ-k adv. 1, 'ičxeĺ-k adv. 2|celer velox 1, celeriter 2|prędki, skory 1, prędko 2||||||||140, 104||Наречные формы представляют собой инфинитив (= инструменталис), вторично оформленный наречным показателем *-q. Использование Дыбовским знака "ы" = [ɨ] указывает на возможную абруптивность аффрикаты. Колебание в записи "х" = [x] и "г" = [ɣ] обычно для него при отображении -h(-). Ср. юж. камч. > nuzaĺ-k id. (858).||0|
1230|*năčəkaz(h)|0|муравей||NaCəKaSX|||||načəkazɣ (ničəkazɣ) 1, načəkaz-nə-m 2|formica 1, formicetum 2|mrówka 1, mrówisko 2||||||||136||||0|
1231|*nəɣox-|0|капать, капля||Nə̲Xo̲X-Le=|||||nəɣox-le-z|stillare|kapać, ciec kroplami|da'au̯x|gutta, guttae cadentes e tecto; guttae gelatae|kropla, krople, spadące z dchu; sople|||||137|106|||0|
1232|*noks-kol|0|ветер, погода||No̲KS-Ko̲L|||||noks-kol|ventus, serenitus|wiatr, pogoda||||||||139||||0|   Есть что-то типа эск. niɣi- СВ.
1233|*'nʷał-|905|гнуться, сгибаться|Nʷa̲L=|NaL=, NaĹ-aT=, NaŚ-aT=|nał-kes 1, nał-es 2, nał-no-(m) 3| ̊nał-kas ( ̊q-nał-xč 2sg. imper.) 1,  ̊nał-es ( ̊t-'nał-čen 1sg.3sg. perf.,  ̊q-nał-x 2sg.3sg. imper.,  ̊k-'nał-'an 3sg.3sg. perf.) 2|nał- 2|гнуться, сгибаться 1, гнуть, наклонять, загибать 2, изгиб (реки) 3|nal-ez 1, naĺ-at-əz, nas-at-əz 2|flectere 1, deflectere, incurvare 2|giąć 1, zginać, naginać 2||||31, 148|61||104|137||||246|
1234|*no'n|0|клюв|No̲N(o̲), NoNa-CX|NoN|non (non-o'n pl.), noŋno-ne-m** (напан.) 1, nońńa-čh dim. 2|non (no'n pl.) 1||клюв 1, мордочка 2|non|rostrum|dziób ptasi||||126, 168|62|350||139||||0|
1235|*ŋa'no-|0|просыпаться|Na̲HNo̲=||ŋa'no-kes|||просыпаться|||||||210||||||М.б. *ə̣ŋbạł- (950).||0|
1236|*'nas-|198|спускаться, слезать|Na̲S=, T-Na̲S=||nas-kes 1, t-nas-es 2|nas-kas (t-'nas-eskičen 1sg. pres., q-'nas-xč 2sg. imper., k-'nas-knan 3sg. perf.) 1, t-nas-es (q-tnas-miŋ 2sg.1sg. imper.) 2||спускаться, слезать 1, спускать вниз 2|||||||50, 202|61, 85|||||В каузативе tn- из 'n+'n-.||0|
1237|*ŋačk'el-|0|громкий|Na̲CK'e̲L-|NaCKaL-|ŋačk'el-lah|ŋačk'el-lah (ŋačk'el-q adv.)||громкий|načkal-laɣ|vocalis|głośny||||320|65|||137||||0|
1238|*ŋʷikł-, *ŋʷiksi-|548|спать|NʷïKĹ=, NʷïKSï=|Nɨ̈KĹ=|ŋikł- 1, ŋekse-kes, ŋiksi-kes (ŋiksi-), 'ə̆n-ŋiks-ŋ-es caus. 1, 2| ̊ŋekł-kas ( ̊t-ŋɨks-ə̆skičen 1sg. pres.,  ̊t-ŋiks-a-skičen 1sg. desid.,  ̊t-ŋɨkł-qzu-kičen 1sg. dur. perf.,  ̊t-ŋɨkł-kičen 1sg. perf.,  ̊q-ŋɨks-xč 2sg. imper.) 1, ̊ŋekse-kas ( ̊t-ŋɨksɨ-skičen 1sg. pres.,  ̊q-ŋɨksɨ-sxč 2sg. imper.,  ̊k-ŋɨksɨ-knen 3sg. perf.) 2,  ̊ŋekł-no-m ( ̊ŋekłno-'n pl.) 3|nekl-kas, nekse-kos 1|спать 1, засыпать 2, спальня 3|nẹkĺ-kaz 1, nikaĺ-kaz 2, nɨkĺ-kiĺɣ 3, ('ants-kaz) nẹksə-kaz 4|dormire 1, claudere ocolus, nictari 2, dormitor 3, decumbere in lecto 4|spać 1, mrużyć oczy, mrugać 2, senny, śpioch 3, iść spać, kłaść się spać 4|miksi-z 3sg. pres.|dormit|śpi|246, 48, 201, 202|66||93|138, 139, 140, 86|114|||0|
