NUMBER|PROTO|PRNUM|MEANING|CHE|ING|BCB|COMMENT
889|*-iʔ-|2151|to ripen; to grow|q-iʔ-|q-e||    The root is homonymous with \I*q-iʔ-\i 'to have time' (q.v.) - as a result of contamination.
890|*=āṭṭ-|2152|to break, crack, burst, to be torn|=āṭ-|=aṭṭ-|=aṭ-|    Cf. also dur. \I*ʔēṭṭ-\i id. (Chech. \Iēṭ-,\i Ing. \Ieṭṭ-,\i Bacb. \Ieṭ-\i). Geminated *ṭṭ in PN is probably expressive (cf. the reduplication \I*=iṭʷVṭʷ-\i in PA).
891|*=aṭ- ( ~ -ā-)|411|to lie, lie about|||=aṭ-|
892|*ba-du ( ~ -ā-)|2157|orphan|bō|bo|badŏ|    3d class in all languages. Final *-du is probably an old common NC attributive suffix.
893|*ʔinʒa ( ~ -c̣-)|2161|wick||inza||    Attested only in Ing., but having probable external parallels.
894|*-aq-|2162|to crawl|t-aq-|t-aq-|t-aq-|    Cf. also dur. \I*t-ēq-\i (Chech. \It-ēq-,\i Ing. \Iteq-,\i Bacb. \Iteq-\i) id.
895|*dāq̇ur|2163|forage, fodder|dōq̇ar|dɔq̇ar||    3d class in both languages.
896|*=ōbc-|2165|1 to plait 2 to weave|=ūc- 1|=uc- 1|=opc- 1,2|    Cf. also dur. \I*=ēbc-\i reflected in Bacb. \I=epc-\i id. Medial -b- is probably an original "plural aspect" marker.
897|*q-oll- ( ~ -ō-)|2169|1 to create 2 to allot, provide|qoll- 1|qoll- 1|qoll- 2|
898|*ʡaꭓ-|2170|1 to howl, to bellow 2 to bark|ʕaꭓ- 1|ʕaꭓ- 1,2|ʕaꭓ- 1|    Cf. also dur. \I*ʕēꭓ-\i (Chech. \Iʕēꭓ-,\i Ing. \Iʕeꭓ-\i) id.
899|*ʔārV|2171|plain, steppe|ārē|ara||    Cf. also the adverb Chech. \Iāra,\i Ing. \Iara\i 'outside' (*'in the open').
900|*jāč-|2172|1 to be cloudy, dull (of weather) 2 to rain|jāč- 1|jač- 2|jač- 2|
901|*ʔeʔ ( ~ -ē-)|2173|plain, platform|||eʔ|    Plur. \Iaʔi-š.\i
902|*qēʒ ( ~ -c̣-)|2175|currants|qez|qazar||    Cf. Chech. plur. \Iqēzar-š.\i 4th class in both languages.
903|*ʁa ( ~ -ā-)|2176|1 step 2 interval between legs, groin|ʁa-š 1|ʁa 1|ʁa 2|    In Chech. the root is used only in the former plural form (\Iʁa-š\i) with the meaning 'a side-step'. 4th class in Chech., 6th class in Ing., 8th class in Bacb.
904|*tāmu-ri (~tōmari)|2178|reed mace|tōmari|||    Attested only in Chech., with a probable Avar parallel.
905|*ǯʡoǯ ( ~ -č̣)|2181|inner fat|žʕož|||    Obl. stem \Ižʕoža-.\i
906|*šato (/-ṭ-)|2182|1 spittle 2 saliva|šet|šod|šatŏ|    Chech. \Išet\i probably is a secondary building after the obl. base \I*šati-\i (Chech. \Išeta-\i). 4th class in all languages.     In PN there are no clusters of *š- + laryngeals; it is not excluded that in this root such a cluster had existed (cf. the pharyngealization in the Darg. parallel), and influenced the reflex of medial *-t- in Ing. (where the form šod points to \I*šaṭo\i < \I*šHato?\i).
907|*ǯa|2183|flock (of sheep)|ža|ža|že|    3d class in all languages. The paradigm can be reconstructed as dir. \I*ǯa,\i obl. \I*ǯe-\i (cf. Chech. \Iža,\i gen. \Iže-n,\i dat. \Iže-na,\i Ing. \Iža,\i erg. \Iže-wo\i); in Bacb. the oblique base superseded the direct one. Cf. also Lev. \Iǯa,\i Akk. \Iža,\i Khild. \Iǯe\i id.
908|*ʁōru|2185|powder-flask, horn for storing powder|ʁūra|||
909|*m(ɦ)uš|2186|elm|muš|muš||    Obl. base \I*m(ɦ)uše-\i (Chech. \Imüša-,\i Ing. \Imušo\i). 3d class in Chech., 4th class in Ing.
910|*dē|417|day|de|di|de|    3d class in all languages. Obl. \I*dē-ni-,\i cf. Chech. \Idīna-,\i Ing. \Ideno,\i  Bacb. \Idin-aʔ\i 'every day'.
911|*q̇āni-|382|old|q̇ēna|q̇äna|q̇ajnĭ|
912|*butob|1951|hard, tough|butū|butuw||
913|*serd- (~-ṭ-)|2104|1 curse, malediction 2 to curse|sard-am 1|serd- 2, sard-am 1||
914|*nibsi-|199|level, even; true, right|nīsa|nĳsa|nipsi-n|
915|*stVd-|2250|female|stē|se||   Without a Bacb. match it is difficult to reconstruct the Inlaut (one can reconstruct *-d-,*-g-,*-b-,*-w- or *-j-).
916|*=erc̣-|562|to turn, return|=erz-||=erc̣-|
917|*pħāʁi|2194|vessel, pot|pħēʁa|||
918|*w|2195|1st class sing. marker|w-|w|w|
919|*j|2196|1 2d class sing. and 4th class marker 2 2d class sing. and 3d class 3 7th-8th class plural|j- 1|j 2|j 2, 3|
920|*d|2198|1 3d class sing., 1t-3d and 6th class plural marker 2 5th class and 6th class plural marker 3 5th and 8th class sing., 2d and 5th-6th class plur.|d- 1|d 2|d 3|
921|*b|2197|1 5th-6th class sing. and 5th class plur. marker 2 1-2 class plur., 6th class sing. and 4th class marker 3 4th and 6-7th class sing., 1st and 4th class plur.|b- 1|b 2|b 3|
922|*-ši|2208|plural|-š|-š|-ši, -iš|
923|*-j|2203|plural|-j|-j|-i|
924|[*-bi]|2200|plural|||-bi|
925|[*-ci]|0|plural|||-ci|
926|*-č|0|plural|-r-čĳ|-r-č|-arč, -airč, -ailč|
927|*-r|2204|plural|-r-š, -r-čĳ|-ra-š, -r-č|-r, -r-š|
928|*-nV-š|2205|plural|-na-š|||
929|*-0|2215|nominative|-0|-0|-0|
930|*-n|2216|genitive; adjective and participial suffix; infinitive|-n|-a ( < -a-n), -n|-Ṽ|
931|*-sV|2220|ergative anim.|-sa|-s|-s|
932|*-w|2222|1 ergative inanim. 2 instrumental|-ō 1|-wo 1|-w 2|
933|*-nV|0|dative|-na|-ā, (monosyll.) -na|-n|
934|*-ci|2224|1 instrumental 2 comitative|-ca 1|-ca 1|-ci 2|
935|[*-c̣i]|0|privative|||-c̣i|
936|*-0|2225|lative|-0|-0|-0|
937|*-ħ, *-ħa|2241|1 essive 2 directive|-ħ 1, -ħa 2||-ħ 1, -ħa 2|
938|*-r-|2228|1 elative I 2 masdar|-ra, -ħa-ra 1, -r 2|-ra 1, -r 2|-re 1, -r 2|Originally *-r- 'directive' + *-e 'elative' ?
939|[*-daħ]|0|elative|||-daħ|
940|*-i, *-e|2226|elative|-a in -ra|-a in -ra|-i in -xi 'elative', -e in -re id.|
941|*-x|2239|inessive I, (adj.) comparative|-x|-x|-x|Ingush has variants -x- and -ʁ-, probably due to a confusion of inessive and terminative
942|*-ʁ|2238|1 terminative (causative) case 2 inessive I, (adj.) comparative||-ʁ 2|-ʁ 1|
943|[*-x-č]|0|superlative|||-xč|
944|*-la|2217|1 comparative case 2 translative|-l, -lla 1, -xu-la 2|-l 1, -ʁo-lla 2||
945|[*-mci]|0|terminative|||-mci|
946|*-go|2231|ad series|-e, -ga|-0 / -ga|-go|
947|*-lo|2240|in filled series|-la-ħ||-l(o)|
948|[*-r-]|2212|oblique stem marker|-r-|||
949|*-č(u)-|2214|oblique stem anim. and participial marker|-ču-|-ču-, -č-|-č-|
950|[*-m]|2206|deverb. abstract|-m|||
951|*-xo(w)|2281|denom. profess.|-xō|-xo||
952|[*-la]|2279|denom. general|||-la|
953|*-w- ~ -b-|0|approximative adjectival|-ō|-wo||
954|*-V (-0)|2243|1 present 2 future|-a, -o, -u 1|-0 1|-a, -o, -e, -u 1, 2|
955|*-i|2244|recent past|-i (-j)|[part. past]+class markers|-i|
956|*-i-no|2260|recent past inobvious|-na||-i-no|
957|*-ra|2262|1 past obvious 2 perfect obvious|[pres.]+ra 1, [past]+ra 2|[pres.]+r 1, [past]+r 2|-i-r 2|
958|*-r|2263|future|[pres.]+r|[pres.]+r||
959|*-V, *-0|2252|imperative|-a, -0|-a, -0|-0|
960|[*-b]|2253|imperative|||-b|
961|[*-t]|0|imperative plural|||-t|
962|*-l|2255|desiderative|-l||-l|
963|*-ħ|2259|conditional|-ħ||-ħ|
964|*-ħe-rV|0|conjunctive|-ħar(a)||-ħer|
965|[*-l-]|2278|potential|||-l-|
966|[*-it-]|0|causative|||-it-|
967|*-(i)-n|2261|1 participle and gerund past 2 participle present 3 suffix of abstract nouns|-n(a) 1, -n 3|-0 1, 3|-ĩ 1, -uĩ 2, -n (-Ṽ) 3|
968|*-š|2266|1 gerund present 2 adverbial suffix|-š 1|-š 1|-š 1, 2|
970|*-b-|2249|infix of imperfective aspect|-w-|-w-|-b-|
971|[*-l-č-]|2201|plural|||-l-č|
