NUMBER|PROTO|PRNUM|MEANING|NAKH|NAKHNUM|AAND|AANDNUM|CEZ|CEZNUM|LAK|LAKNUM|DARG|DARGNUM|LEZG|LEZGNUM|KHIN|KHINNUM|ABAD|ABADNUM|COMMENT
1945|*=Vrc̲wĂ|0|to dip, wash||0|*s:V(r)-|1283||0|=is:u-|811||0|*ʔors:ɨ|1334||0|*šʷV|625|    Within EC we can reconstruct *-cw- or -s-; the hushing correspondence in WC suggests that it had been *-cw-. This is, however, the only example of the correspondence EC *cw : WC *šʷ (in other cases WC has a voiced reflex *žʷ), thus the comparison is not very secure.
1946|*=VrcV ( ~ -l-)|0|to flow, wash||0||0||0||0|*=irc- / *=ic-|792|*ʔV(r)cV|1335|rɨ=c-|296||0|    Reconstructed for the PEC level. The root is spread only in the Eastern Daghestan area (PD, PL, Khinalug). There is not enough evidence to reconstruct the vocalism.
1947|*Hirq̲Vl|0|to pour, wash||0|*q:a(r)-d- ( ~ -o-)|1284||0||0||0|*ʔirq:V(l)|1337||0||0|    An And.-Lezg. isogloss; both phonetically and semantically the comparison seems plausible.
1948|*=imc̣̲Vn ( ~ *=inc̣̲Vm)|0|to wash|*=itt-|786||0||0||0||0|*ʔic:ʷän|1338||0||0|    A Nakh-Lezg. isogloss. PWC \I*ʒʷa\i 'to wash; to dam' can belong either here (in which case we should reconstruct PNC \I*=imc̣̲Ŭn\i) or to PNC \I*=Häcˊ̲wĂ\i q.v.
1949|*HĕrχwA / *HĕwχwA|0|to comb; to scratch, scrape||0|*=oχʷ-|1285||0|=uIχ:a-|812|*ʔabχʷ- / *ʔibχʷ-|793|*ʔerχʷa|1339||0|*χʷa|626|    A reliable common NC verbal root; correspondences are regular. See Абдоков 1983, 182.
1950|*=Vƛ̣V|10|to put clothes (on the upper body)||0|*=oƛ̣-|1286|*š(:)iƛ̣- A|955||0||0||0||0||0|    Basically an Av.-And.-Tsez. isogloss. There are, however, some possible traces of the root in Lezgian languages: cf. Lezg. \Ial-uḳ-\i 'to put on (clothes)' (where *-ḳ- can go back to *ƛ̣ - if this is not the same root as \Ieḳi-z,\i \Ial-ḳ-,\i Akht. \Iak:ɨ-n,\i \Ial-k:ɨ-n\i 'to stick to, adhere' < PL \I*ʔaƛ̣:e\i). Another probable Lezgian parallel is Arch. \Iaƛa-s\i 'to put on (hand, finger)' < \I*ʔaƛ:V-,\i which could be a modification of original \I*ʔaƛ̣V-\i under the influence of another root, reflected in Arch. \I=ubƛa-s\i 'to put on (lower part of body)' < PEC \I*=ōmŁ̲V\i q.v.
1951|*bVtV̄|120|hard, tough|*butob|912||0||0||0||0||0||0|*p:Vt:V|713|   A Nakh-WC isogloss. See Старостин 1982, 202; Абдоков 1983, 145.
1952|*=ilḳwVn|876|to recite, talk ( > to write)||0||0|*=eḳ- ( ~ -e˜-)|956||0|*=VlḳʷVn-|795|*ʔilḳʷan|1340|liḳˊu-|297||0|    Reconstructed for the PEC level. The root is spread mostly in the Eastern Dagestan area.
1953|*=a(m)sV|0|to be silent, listen ( > to talk)||0|*sVs(Vn)-|1287||0||0|*=urs- (/ =us-)|796|*ʔasV|1341||0||0|    Reconstructed for the PEC level. The root vowel is most probably *a (with Ablaut in Darg.).
1954|*=algwĂn|616|to speak||0|*gʷVl-|1288||0|=uk:i-|814|*=[a]lgwVn|797|*ʔalga(n)|1342||0|*ga|627|       Cf. also Hurr. \Ikul-\i 'to say, to pronounce solemnly', see Diakonoff-Starostin 1986, 54. The EC-WC comparison seems satisfactory both semantically and phonetically (although the reason for loss of labialisation in PWC is not quite clear: perhaps it is the other way round, and we should reconstruct \I*=agĂl\i with secondary labialisation in PEC - e.g., under the influence of the 1st class marker *u-). Shagirov (1,161) is of course right in refuting Balkarov's comparison of the Adygh form with Akhv. \Iž-\i (\Ižab-\i) 'to read' (Balkarov 1964, 100).
1955|*=īχwA|629|to ask, speak; to search|*=ēχ-|787||0||0||0||0|*ʔiχʷa|1343||0|*χʷa|628|    The root is sometimes difficult to distinguish from a similar root with *-qw- (see \I*HreqwĂr\i), because *qw and *χw have merged in PL and PWC, which could have resulted in a complete or partial merger of the roots. See Абдоков 1983, 177-178, 184.
1956|*HreqwĂ(r)|1218|to ask||0|*q(ʷ)ar- ( ~ -o-)|1289||0||0||0|*ʔerχʷa|1469||0||0|    An Av.-And.-Lezg. isogloss (the root should be distinguished from \I*=īχwA\i 'to ask, search').
1957|*ʁŭrʁV|0|grumbling, roar|*ʁerʁ- ( ~ -ē-)|788|*ʁurʁ-|1290|*ʁ:ʷVr-|957|ʁurʁu|815|*ʁurʁ-|798|*ʁVrʁV / *rVʁIV|1345||0||0|    A reduplicated and obviously onomatopoeic root; it is, however, very widely spread and in some cases serves as a basis for the words meaning 'to speak, talk', so perhaps its PEC reconstruction is not completely senseless.
1958|*jīš̲wĂ|877|voice, song|*jīš|789||0||0||0||0|*jišʷa|1346||0|*(a)šʷa ( ~ -sʷ-)|630|    Correspondences are regular, and the root seems worth reconstructing for PNC (although it is not widely preserved).
1959|*Helq̲wĀ|0|to bark||0||0||0||0||0|*ʔelqʷa|1347||0|*q:Iʷǝ|631|    An onomatopoeic Lezg.-WC isogloss; the correspondences, however, are regular, and the root may be old (unlike other words for "barking" in Caucasian languages, which are all heterogeneous and certainly recent onomatopoeia).
1960|*HŭqwĂ|878|to preserve, guard||0||0|*=oχ- ( ~ -ʁ:-)|958||0||0|*ʔoχIʷɨ|1348||0|*χIʷV|632|    A reliable common NC verb (it should be distinguished from \I*ɦifV\i q.v.; some confusion is introduced by the fact that *f yields a uvular reflex in some languages).
1961|*ʔiǯwV(r)|0|to lick; to smear, plaster||0|*žar- ( ~ -o-)|1291|*=a˜č-|959|=uš:i-|817|*=iž- ( ~ -č:-)|800|*ʔič:ʷa(r)|1349||0||0|    Reconstructed for the PEC level. Correspondences are regular (except for nasalisation in PTs, the source of which is not clear).
1962|*ɫamV|879|licking, to lick||0|*lam-|1292||0|lanc̣a|818|*lemc̣|801|*lam|1350||0||0|    An expressive root with an exceptional phonological structure RVRV. The tendency to avoid such root structures probably had led to adding the suffix *-c̣V in the Lak-Darg. area. We can now only guess as to its original meaning: cf. perhaps PNC \I*=ic̣Ă\i 'to give, put' (cf. expressions like Rut. \Imiz wɨs\i 'to lick' = 'to give tongue' etc.). Anyway, it is hard to separate the And. and Lezg. forms (going back to \I*ɫamV\i) from Lak-Darg. (going back to \I*ɫVmc̣V\i).     The front vocalism in PD \I*lemc̣\i could have been conditioned by the influence of PD \I*mec:\i 'tongue' (see \I*mĕlʒ̲ĭ\i). It is interesting that the stem \I*lemc̣,\i in its turn, had influenced the root for 'tongue' in PD which gave rise to the coexistence of two stems: \I*mec:\i and \I*lec:mi\i (\I*lemc:i\i) in Dargwa dialects.
1963|*ṗăʔV|1274|kiss|*ṗaj / *ʔoṗa(j)|790|*ʔ[u]ba ( ~ -o)|1293||0|p:aj|819|*p:aj / *up:aj|802|*ṗah / *ṗaʔ|1351|ṗa|15|*ba ( ~ *bIa)|633|    An expressive (onomatopoeic) root, common for many NC languages. The problem of its NC antiquity is hard to solve; we may note that the correspondences are more or less regular (of course with some distortions, usual for onomatopoeic roots). See Абдоков 1983, 185.
1964|*=Vƛ̣̲Vn|1054|to wash, pour; to weep|*=ēlχ-|791||0|*čɔƛ-|960||0||0|*ʡä[ƛ̣:]Vn- /č-:ä[ƛ̣:]Vn-|1336||0||0|    Basically a Nakh-Lezg. isogloss (the Tsez. form is somewhat dubious).
1965|*=HVq̲̇wVn|0|to swallow||0|*=iḳ:ʷVn|1294||0||0||0|*ʔeq̇IʷV(n)|1352||0||0|    An Aand-Lezg. isogloss. In Lezgian languages the root tends to contaminate with the reflexes of \I*HVq̲̇Vr\i 'to drink' and \I*=Hoq̲̇V\i 'to sink' (q.v.).
1966|*HVlG̲wV(l)|658|to swallow||0|*HVrq̇:-|1295||0||0|*ʔaHʷ-|803|*ʔVlq(I):ʷVl-|1353||0||0|    The root is expressive, and similar to several other EC roots (cf. \I*HVq̲̇Vr\i 'to drink', \I*=Hoq̲̇V\i 'to sink', \I*=HVq̲̇wVn\i 'to swallow'). The Darg. form is somewhat dubious (the PD reconstruction is not certain, and unclear is the loss of *-l-conjugation); still the Avar and Lezgian forms have to be separated from other similar roots.     There can be also reconstructed an expressive noun \I*G̲HwVlṭV\i 'a gulp, mouthful' - very probably derived from \I*HV̲lGwVl,\i with an expressive suffix *-ṭV. Cf. PN \I*q̇urṭ\i / \I*q̇orṭ\i (Chech., Ing. \Iq̇urd,\i Bacb. \Iq̇orṭ,\i \Iq̇lorṭ\i), Lak. \Iq̇Iulṭ,\i Darg. Chir. \IʁIurṭ.\i
1967|*=Hoq̲̇V|0|to sink||0|*=uq̇:-|1296||0|=uIq̇a-|820||0|*ʔoq̇:Iɨ-|1354||0||0|    Reconstructed for the PEC level. Although the root is attested only in three languages, correspondences are quite regular and the root seems to be well distinguished from several similar roots (see \I\I*HVq̲̇Vr\i\i 'to drink', \I*HVlG̲wVl\i 'to swallow', \I*=HVq̲̇wVn\i id.).
1968|*=eħwV ( ~ -ä-)|3|to copulate||0|*=VH-|1297||0|r-ihi-|821||0|*ʔeʡʷa ( ~ -ɨ)|1355||0||0|    Reconstructed for the PEC level. One of the verbs with root laryngeals. The root is attested only in four languages, but one should keep in mind that this semantic field is rather scantily represented in field recordings.
1969|*HlaswA|0|to tremble||0|*sʷVr-|1298||0||0|*s:Vrs:-|804|*ʔals:a|1356||0|*sǝsǝ / *c̣ǝsǝ|635|    One of the few verbs with the root structure *HRVCV. Some irregularities  (reduplication, sporadic glottalisation in WC) are conditioned by its  expressive nature. See Абдоков 1983, 166.
1970|*=āḳĔ|0|to tremble, shake|*=ēḳ-|792||0|*ḳiḳ- ( ~ -ɨ-)|961||0|*ḳVrḳ-|805|*ʔaḳV (/*ʔaḳaḳV)|1357||0|*ḳˊV(-ʒV)|634|    An expressive root, often reduplicated; however, its NC antiquity seems rather probable.
1971|*ʒ[u]rʒV|0|to tremble, be afraid|*ʒuʒ|793|*zurz-|1299|*z:ɨr- / *z:ɨz:-|962|zurzu|822|*c:erc:er ( ~ *z)|806|*zorza-|1358|c̣ɨza|298|*(p)-ʒVʒV|699|    An expressive reduplicated stem (both nominal and verbal in most languages). The correspondences are, however, for the most part regular (except for emphatic glottalisation in Khin. and preservation of voiced *z:  in PC; one would rather expect *s), and the root can be safely reconstructed for PNC. See Trubetzkoy 1930, 279 (with some confusion of this root and PNC  \I*HlaswA\i q.v.), Абдоков 1983, 176.
1972|*=ōƛĔ|880|to laugh|*=ēl-|794|*=iƛ- ( ~ -λ-)|1300|*λ:e-|963||0||0||0||0|*λˊʷV-čˊV / *čˊVλˊʷV|636|    Correspondences are regular (labialisation in PWC \I*λˊʷV,\i as in some other verbal stems, probably reflects an original class marker), and the EC-WC parallel seems satisfactory. See Абдоков 1983, 163.
1973|*=HilVq̲Vr|957|to laugh, rejoice||0||0||0|=aIlaqa-|823|*d-aqIala|807|*ʔilqIar|1359||0||0|    The root is expressive (it has a unique root structure: HVRVCVR) and spread only in the Eastern Dagestan area. The irregular development in PD (we would rather expect *q:I) is probably due to the root's expressive nature.
1974|*ʔiŁ̲V|909|to look|*t-all- ( ~ -λλ-)|795|*ƛ̣:V(n)-|1302||0||0||0|*liƛ:[a]|1360|l-äḳ-ši / z-äḳ-ši|300||0|    Reconstructed for the PEC level. Correspondences are regular.
1975|*=Hiq̲̇V|881|to be hungry; to long, strive||0|*=Vq̇:-|1303|*=ɨq̇-|964||0||0|*ʡiq̇:-|1362|=iq̇-|301||0|    Reconstructed for the PEC level. Correspondences are regular.
1976|*ħVmc̣ˊV|1291|fear, fright; unpleasant emotion|*[f]utter-|796|*hanč̣- ( ~ ħ-, -o-)|1304|*hi˜č̣- ( ~ ħ-)|965|ħuč̣|825||0|*ƛ̣:i-mč̣|1363||0|*ṗǝ˜cˊV|637|    The WC form contains a frequent labial prefix (with glottalisation probably due to the lost laryngeal: \I*ṗǝ˜cˊV\i < \I*b-ʔǝ˜cˊV\i). Phonetically and semantically the EC-WC comparison seems quite probable (cf. the meaning 'lie' in Kar., parallelling the semantic development in PWC).
1977|*ʔnV̄hV̄ ( ~ -ʕ-)|1322|shame; fright|*ʔēħ|797||0||0|nih|826||0|*näh ( ~ -e-,-ħ)|1364||0||0|    Reconstructed for the PEC level. The root is reflected only in four languages, thus the precise vocalic reconstruction is difficult; still its PEC antiquity is quite probable (no possible source of borrowing is known to us).
1978|*=V̄rƛ̣̲V(r)|1328|to be scared, afraid|*q-ērλ-|798|*ƛ̣:Vr-|1305|*=ɔƛ-|966||0||0|*jiƛ̣: ( ~ *ƛ̣:ij)|1365||0||0|    Reconstructed for the PEC level. The root is no doubt archaic, although not very widely spread (which is the reason for the uncertainty of the vocalic reconstruction).
1979|*=irχ̲wVr|882|to rejoice||0|*=iχ:-|1301|*ʁ:ɨʁ:ʷ- (~ʁ)|1023|χ:ari-|827|*χ:ʷari|808||0||0||0|    We may suppose a borrowing either in Lak. from Darg., or vice versa; still, the Av.-And. parallel makes the PEC reconstruction probable. The PTs form is reduplicated.
1980|*=aχ̲wV ( ~ -ǝ-)|0|to believe||0||0||0|w-iχ|828|*=aχ:- / *=i(r)χ:-|809|*ʔaχ:ʷa|1366||0||0|    Reconstructed for the PEC level. The root is spread in the Eastern Dagestan area (Lak., Darg., PL), and demonstrates the Ablaut *a/*i.
1981|*=eqwVn|0|to forget||0||0||0|qama|829||0|*ʔeχʷen|1367|ḳur=qin-|302||0|    Reconstructed for the PEC level. The root is preserved only in Eastern Dagestan languages (Lak., PL, Khin.), frequently in compounds with \I*jĕrḳwĭ\i 'heart' (whence Khin. \Iḳur-\i).
1982|*=ilc̲V|0|to praise|*χ-asṭ- (~-ā-,-st-)|799|*=ic:-|1306|*=i˜s-|967||0||0|*ʔilc:a|1368||0||0|    Reconstructed for the PEC level. Correspondences are regular.
1983|*tīrungV|0|spindle||0||0||0||0|*duruk: ( ~ t:-,-g)|810|*tinug|1369||0|*t:arǝdǝ (~ d-,-t:-)|638|    The EC and WC forms can be compared if we assume an assimilation \I*darǝgǝ\i > \I*darǝdǝ\i in PAA, which seems possible. The correlation between PNC \I*tīrungV\i and PIE \I*torkʷ-\i 'spindle; band' (WP 735) is still to be investigated.
1984|*c̣ˊɨ̆lχwV|0|looming, haze; fumes||0|*č̣u(l)χV ( ~ -q-)|1307||0|č̣ah|830|*c̣Vχʷ-|811|*č̣uχ(a) ( ~ -o-)|1370||0||0|    Reconstructed for the PEC level. Correspondences are regular.
1985|*ʒˊw[ǝ̆]nʔi ( ~ -ē)|0|wine; honey||0|*žono|1308|*š(:)aj ( ~ -a˜-)|968|zini|831||0|*č:on (~č:ʷ-,-ɨ-,-n:)|1371||0|*sʷa(nǝ)|639|    The EC-WC parallel seems quite probable both phonetically and semantically. The first vowel is not quite clear (because of assimilations and labialisations in EC reflexes); to judge from PWC *sʷ-, it must have been a short back vowel.
1986|*jēlšV|0|possibility|*jīš|801|*rVšV ( ~ -s-)|1309||0||0||0||0||0||0|    An interesting Nakh-Avar isogloss. The word seems to be genuine, and the correlation PN *j- : Av. r- points to PEC initial *j- followed by a *-l- in the consonant cluster.
1987|*Ł̲ĕɫV̆|883|war, fight||0|*ƛ̣:VlV|1310|*ƛɔlǝ A|969|č:al|832||0||0||0||0|    Reconstructed for the PEC level. Correspondences are regular.
1988|*cˊ̲wilV ( ~ -ɨ̄-,-ǝ̄-)|0|wax, honeycombs|*(p)šal-|802|*š:iru|1311||0|šʷal|833||0||0||0||0|    Reconstructed for the PEC level. The correlation PA *š:- : Lak. šʷ- points to *cˊw- with tenseness; it is interesting to compare this root with PK \I*c̥1̇wil-\i 'wax'.
1989|*qămʕV|0|wax||0|*qV(mHV) ( ~ χ-)|1312||0|qan|834||0|*mulaχ|1372||0||0|    Reconstructed for the PEC level. The Av.-Lak. parallel is quite satisfactory; the PL form can be dealt with if we assume a metathesis (see above).
1990|*Hλwǝ̆rV̄|0|honeycombs; wax|*ʔulχ|803||0|*λorV B|970||0||0||0||0|*ƛʷa|640|    A common NC term. The affricate *ƛʷ in PWC can be explained if we assume a fusion with a dental prefix (\I*ƛʷa\i < \I*T-λʷa\i), as in some other similar cases.
1991|*nHirc̣̲V ~ *c̣̲HirnV (~-ä-,c̣ˊ)|0|wax; bees' nectar||0||0|*cini|971|niIrza|835||0||0||0||0|    A Tsez-Lak. isogloss; reconstruction is rather tentative.
1992|*č̣HŏwnV ( ~ c̣ˊ-,č̣̲-,c̣ˊ̲-)|1174|time||0||0||0|č̣un|836||0|*č̣aIw|1373||0||0|
1993|*mħēnq̲V ( ~ -ʕ-)|0|time; (coming of age >) marriage|*χān|804|*mVq:V|1313||0||0|*meq:|813|*mäqI(a)|1374||0||0|    Reconstructed for the PEC level. Except for metathesis in PN (\I*χān\i < \I*nāχ\i < \I*mħēnq̲V\i), correspondences are regular.
1994|*χwɨm(V)ṗV|91|gulp, mouthful||0||0||0|χ:uṗ|837||0|*χumṗ(a)|1375|χob|303|*χʷǝm(ǝ)ṗa|641|    An expressive root; however, chance correspondence between Adygh and EC is hardly possible.
1995|*gimʔɨ̄ ( ~ -ū)|884|popular assembly (godeḳan)||0||0||0|dak:awu|838|*k:[e]ma|814|*k:im|1376||0||0|    The root denotes (in all languages) the traditional popular assembly, as well as the place for it (usually an open place in the middle of the village). Reconstructed for the PEC level, but spread only in the Eastern Dagestan area. The Lak. form contains a prefix da- ( < *ra-). The initial part (go-) of the Avar word \Igodeˊḳan\i could be somehow related; but this can not be asserted, unless we know the meaning of the second component (-deḳan).
1996|*ʕwārχV|1163|mountain pass; hollow, cavern|*ħēχ|805||0|*juχ(:)u ( ~ -ɔ-)|972|raħ|839|*ʔarχI|815|*ʔI(ʷ)arχ(a)|1377||0||0|    Reconstructed for the PEC level. Lak. \Iraħ\i < \I*ʔarħ\i (it is clear, because original *r- > Lak. d-, as well as from comparing the Lak. and Darg. forms); otherwise correspondences are quite regular.
1997|*š̲ǝwV̆ ( ~ -b-)|0|height|*šub ( ~ -ū-)|806|*š:iba ( ~ -o)|1314||0||0||0||0||0||0|   A Nakh-Av.-And. isogloss.
1998|*GwɨntV|226|mound, hill||0||0||0|q:unt|840||0|*q:unt(a)|1378||0||0|    A Lak-Lezg. isogloss. There exists, however, a HU parallel: Hurr. \Iqund-arǝ\i 'mountain, abode of gods' (see Diakonoff-Starostin 1986, 24), which makes the EC antiquity of the root rather probable.
1999|*ɦăG̲Ă ( ~ ħ-)|0|sin; enemy|*q̇a|807|*HVq̇:V|1315||0||0||0||0||0|*aGa ( ~ -ɣ-)|642|    Correspondences are regular, and the comparison seems plausible both phonetically and semantically ('sin, crime' : 'a sinful person' > 'enemy').
2000|*ɣwār(V)tV̆|671|group, flock|*ʁāri|808|*gʷVrV|1316||0|hurt:u-|841||0|*ʁa(r)t:V-r-|1379||0|*k:ʷarǝta|643|    For PEC we must reconstruct an intermediate form (with assimilation) \I*ɣwārdV̆.\i Some Caucasian source is probable for Osset. \Iḳord\i / \Iḳʷard\i 'group, flock' (despite Abayev 1958 who suggested to derive the Osset. form from Got. \I*kaurdr\i 'herd' - an impossible form - and proposed further the direction of borrowing Osset. > Adygh. A reverse direction is more probable in this case, although phonetic problems still remain). A special problem is the etymology of PL \I*ḳareṭ\i 'group, herd' (Tab. \Iḳereṭ,\i Ag. \Iḳaraṭ,\i Lezg. \Iḳereṭ\i): it can not be derived from \I*ɣwārdV̆\i ( > Arch. \Iʁat:ǝra\i) and may be, in fact, a secondary loan from Ossetian (Alanian).
2001|*čHiχwV ( ~ -f-)|0|diarrhea||0||0||0|č:iIχ|842|*čaχI ( ~ -χ:I)|816|*čiχʷ(a)|1380||0||0|    An expressive root, spread in the Eastern Dagestan area. It should be probably kept apart from a synonymous \I*c̲ifV\i (q.v.), but the two roots could have influenced each other (in particular, tense č:- in Lak. may be due to such a contamination); another source of influence can be seen in PEC \I*čHaχV\i 'to be wet, flow' (q.v.). We should also mention the common Darg. name for 'urine': Ak. \Ižiħ,\i Kad. \Ižeħ,\i Kharb., Tsud. \Ič:eħ\i < PD \I*č:eħ\i (or \I*č:eχI\i), which resembles the Lak. form in having a tense *č:-.
2002|*čHartV ( ~ -ĕ-)|0|dirt||0|*čarta ( ~ o)|1317||0||0|*čaIrt|817||0||0||0|    An And.-Darg. isogloss.
2003|*mɦăʡnē|885|door, part of door|*nɦeʔ|809|*mVHV|1318|*mahV ( ~ -ħ-)|973||0||0||0||0||0|    Reconstructed for the PEC level. The root (as seen directly from the PN form) has a complicated laryngeal structure; the cluster with -n- must be reconstructed to account for the change *m- > *n- in PN.
2004|*λ̲ɦwaɫū ( ~ -ĕ-)|1315|a k. of tree||0|*λ:VlV|1319||0|ħalu|843||0||0||0||0|    An Av.-Lak. isogloss.
2005|*nV̆č̣ē (~,-ī)|1037|oak-tree|*nač̣|810||0||0||0||0||0||0|*pčˊ:V|644|    The root is well attested in PN and PWC, but has left no traces in most EC languages. Khaidakov (1973) cites two other forms: Lak. \Imaža\i 'oak-tree' and And. \Inoži\i id., but if they are genuine (the source is not very reliable), they must be ultimately borrowed from Nakh (see above about the reconstruction of *č̣ in PN, which later changed to -ž- (-ǯ-) in Chech. and Ing.).     Further connections of the root are not quite clear. Borrowing from the supposed Proto-Iranian \I*nauča-\i 'some coniferous tree' (see about this root under \I*ɦwmĭc̣̲Ĕ\i) is not very probable - both semantically (the root \I*nV̆č̣ē\i means only leaf-bearing trees in NC languages) and phonetically (because a glottalised *č̣ is reconstructed). Thus for the time being we prefer to regard this root as genuine - until further research is done.
2006|*ʔɨ̄rcV|1115|stick, wood|*ʔārcV|811||0||0||0|*ʔurcul(i)|818||0||0|*sǝ|709|    The comparison seems rather probable. We should note, however, that the  PWC form can equally well correspond to PEC \I*ħwäls̲ǝ̆\i 'wood, stick' (q.v.),  with which we compared PWC \I*pǝsV\i 'fir-tree' (in fact, such a comparison was  made by Abdokov 1983, 132) - and vice versa. This is conditioned by the merger  of *c and *s in PWC, as well as the loss of resonants and laryngeals.  Therefore, the final etymological solution is yet to be done.
