"NUMBER","PROTO","PRNUM","MEANING","CEZ","GIN","KHV","INH","BZT","GNZ","COMMENT"
901,"*=oꭓ:-",1845,"to take, hold, catch",,"=uꭓ-",,,"=oꭓ- (tlad.)","=oꭓ-","    PGB \I*=oꭓ-\i (cf. also Bezht. Khosh. \I=oꭓ-\i)."
902,"*=ɨ̃s:-",1847,"to sell","=is- (radzhibov)",,,,"=is- (tlad.)","=ɨ̃s-","    PGB \I*=ɨ̃s-\i (cf. also Bezht. Khosh. \I=is-\i)."
903,"*=oz(:)- ( ~ -ɔ-)",1849,"1 to take 2 to take up, to lift (oneself)","=iz- 2","=üž- 1","=ez- 1","=ez- 1",,,"    PTsKh \I*=öz-.\i"
904,"*=ež(:)- A",1850,"1 to carry 2 to lead 3 to take 4 to gain, win","=iž- 1,2","=iž- 4",,,"=ež- 1 (tlad.)","=ež- 1,3","    PGB \I*=ež-\i (cf. also Bezht. Khosh. \I=ež-\i). PTsKh \I*=ež-.\i"
905,"*=aš(:)-",1851,"to find",,"=aš-",,,,,"    Attested only in Gin., but having probable external parallels."
906,"*=id- ( ~ -ɨ-)",1854,"to shave","=ed-",,,,,,"    Attested only in Tsez., but having probable external parallels."
907,"*ꭓ:[ɨ̃]š-",1857,"to change","ꭓiš-","ꭓis-","ꭓiž- (Radzhibov)",,"ꭓüž- (Tlad.)","ꭓĩž-","    PTsKh \I*ꭓeš-\i (with unclear -ž- in Khvarshi: a loanword from GB?), PGB \I*ꭓ[ɨ̃]ž-\i (with a violation of vowel correspondences; cf. Bezht. Khosh. \Iꭓüž-\i id.)."
908,"*=iʁ:ʷ- ( ~ -ɨ-)",1861,"to lose, be defeated","=eʁʷ-",,"iʁʷ- (Radzhibov)",,"=üw- (tlad.)",,"    PTsKh \I*=iʁʷ-.\i Cf. also Bezht. Khosh. \I=üw-.\i"
909,"*ʔiž(:)-",1863,"to win","=ež- (radzhibov)","=ež-","=iž-",,"=iž- (tlad.)","iž-","    PTsKh \I*=iž-,\i PGB \I*ʔiž-.\i The root has no class prefixes in Gunzib, which may be an archaism (cf. PN)."
910,"*=oc̣- B",1865,"to drive, urge","=oc̣-",,"=ec̣- (radzhibov)",,"=oc̣- (tlad.)","=oc̣-","    PTsKh \I*=öc̣-;\i PGB \I*=oc̣-\i (cf. also Bezht. Khosh. \I=oc̣-\i)."
911,"*λ:aλ:-",1838,"to crawl",,,,,,"λaλa-ƛ-","    Isolated in Gunz. (cf. perhaps also - with Ablaut - Bezht. Khosh. \I=üλ-\i 'to rub')."
912,"*c-aƛ-",1868,"to hold",,,,,,"caƛ-","    Attested only in Gunz., with possible Lezghian parallels."
913,"*=ɔꭓ:-",1869,"to run","=oꭓ-","=oꭓ-","oꭓꭓ- (Radzhibov)",,"ƛir=aꭓ-",,"    PTsKh \I*=oꭓ-.\i The Bezht. form is a compound (lit. 'to run down')."
914,"*=[ũ]č-",1871,"to run (away)",,,"ič- (Radzhibov)",,"=öč- (tlad.)","=ũč-","    PGB \I*=[ũ]č-\i (cf. also Bezht. Khosh. \I=öč-\i)."
915,"*=ič̣-",1873,"to run",,,,,,"=ič̣-","    Attested only in Gunz., but having probable Andian parallels."
916,"*=Vḳi[č̣]-",1874,"to jump, run, fly",,,,,"=oḳic̣- 2","=eḳič- 2","    PGB \I*=Vḳi[č̣]\i (an expressive root with violation of sound correspondences)."
917,"*=us- ( ~ -z-,-z:-)",1877,"to roll, whirl; to run",,,,,"=uz- (khosh.)",,"    Attested only in Bezht., but having probable external parallels."
918,"*=[ɨ]ꭓ:-",1879,"tall, high, large","=iꭓ-ĳu",,,"=ɨꭓu",,,"    PTsKh \I*=[ɨ]ꭓ-(ĳ)u\i. Tsez. -i- is probably assimilated < \I\I*=eꭓ-ĳu\i\i (the normal correspondence for Inkh. ɨ is Tsez. e)."
919,"*=ə̃ꭓ:-",221,"to hang","=iꭓ-",,"=aꭓ-","=oꭓ-","=oꭓ- (tlad.)","=ə̃ꭓ-","    PTsKh \I*=əꭓ-;\i PGB \I*=ə̃ꭓ-.\i"
920,"*q̇əq̇- ( ~ -ə̃-)",568,"to rot","q̇Iiq̇I-","q̇eq̇-",,,"q̇oq̇- (Khosh.)",,"   PTsKh \I*q̇Iəq̇I-.\i"
921,"*č[o]ʁ:-",1881,"to fade, wither","čaʁI-iλ- (Radzhibov)",,,,,"čoʁ-",
922,"*=ɨcʷ- ( ~ -i-)",1883,"1 to melt, thaw 2 to pour","=ec- 1","=ec- 1","ec-ah- (Radzhibov) 1",,"=uc-/=ũc- 1,2","=ũc- 1","    PGB \I*=uc-\i / \I*=ũc-\i (nasalisation can be due to the influence of another root, cf. PEC \I*=iʒ̲wVn\i 'to strain, filter'); PTsKh \I*=ɨc-\i (~-i-)."
923,"*ḳoḳ-",1887,"to hurt, be ill",,,,,"ḳoḳ- (Tlad.)","ḳoḳ-","    PGB \I*ḳoḳ-\i (cf. also Bezht. Khosh. \Iḳoḳ-\i)."
924,"*=aʁ:ʷ-",1889,"to swell","=aʁiʷ- (radzhibov)",,,,"=äw- (tlad.)",,"    Cf. also Khosh. \I=äw-\i id."
925,"*ꭓ:ə̃s:- ( ~ ʁ-)",1891,"to scratch",,,,,"ꭓos-ƛ- (Tlad.)","ꭓə̃s-d-","    PGB \I*ꭓə̃s-\i (with different suffixes; cf. also Bezht. Khosh. \Iꭓos-ƛ-,\i and, with vowel alternation, Tlad. \Iꭓis-ƛ-\i 'to plane')."
926,"*čãꭓ:- ( ~ -ʁ-)",1892,"to write",,,,,"čaꭓ- (Tlad.)","čãꭓ-","    PGB \I*čãꭓ-.\i"
927,"*caꭓ(:)ʷ-",1893,"to write","caꭓʷ-","caꭓ-",,,,,"    PTsKh \I*caꭓ(̥1̇)ʷ-\i. For phonetic reasons the root should be kept distinct from PGB \I*čãꭓ-\i 'to write' (see PEC \I*čVq̲V\i)."
928,"*=õs:- B",1894,"to fall down, be scattered",,"=iš-",,,"=õs- (tlad.)","=õs-","    PGB \I*=õs-\i (cf. also Bezht. Khosh. \I=os-\i)."
929,"*-Vʔ-",1895,"to scatter",,,,,"g-uʔ- (Khosh.)",,"    Cf. perhaps also Bezht. Khosh. \I-iʔ-\i in \Iq̇-iʔ-ej-\i 'to winnow'. This laryngeal root is attested only in Bezht., but has probable external parallels."
930,"*-aƛ-",1897,"to beat 1: to stick into","c-aƛ-","h-aƛ- 1","ħ-aƛ- 1",,"ꭓ-äƛ- 1","ꭓ-aƛ-","    PTsKh \I*-aƛ-,\i PGB \I*ꭓ-aƛ-.\i The root is used with expressive preverbs (cf. also Tsez. \Iħ-aƛ-\i 'to stick into'). Tsez. \Iƛaħʷ-\i 'to tear, burst' may be a parallel for the Proto-Av.-And. derivate \I*ƛ̣:ʷa-h-\i 'to burst, to shoot' (see above)."
931,"*geg",575,"fight",,,,,"geg","geg","    PGB \I*geg.\i"
932,"*ʔaḳ-",1898,"to forge","aḳ-",,,,,,"    Attested only in Tsez., but having probable external parallels."
933,"*=iṭ-",1902,"to divide","=eṭʷ- (radzhibov)",,,,"=iṭ- (tlad.)","=iṭ-","    PGB \I*=iṭ-\i (cf. also Bezht. Khosh. \I=iṭ-\i). The source of labialisation in Tsezi is not clear."
934,"*ʁ:ẽʁ:- B",1903,"1 to beat, forge 2 to crush, grind","ʁiʁ- 2","ʁeʁ- 2",,,,"hẽh- 1","   PTsKh \I*ʁəʁ-\i."
935,"*=uƛ̣- ( ~ =ɨƛ̣ʷ-)",1906,"to burst, tear",,,,,"=üƛ̣- (tlad.)","=uƛ̣-","    PGB \I*=uƛ̣-\i (cf. also Khosh. \I=üƛ̣-\i)."
936,"*=eq̇ʷ- / *q̇eq̇ʷ-",1908,"1 to press out 2 to rumple 3 to knead","=iq̇-ir- 1,q̇uq̇-2",,"q̇uq̇- 2",,"q̇uq̇- 3 (Tlad.)",,"    PTsKh \I*=eq̇ʷ-,\i \I*q̇eq̇ʷ-\i > \I*q̇uq̇-.\i Cf. perhaps also Bezht. Tlad. \Iq̇o-ƛ-\i 'to press' (reflecting an old compound)."
937,"*=aꭓ-",1912,"to rub","=aħ-",,,,,,"    Attested only in Tsez., but having probable external parallels."
938,"*=ũq- / =ĩq-",1913,"to close","=uq-",,"=ũq-",,"=ĩq- (tlad.)","=ĩq-","    PTsKh \I*=ũq-;\i PGB \I*=ĩq-.\i The vowel correspondence between PTsKh and PGB is irregular."
939,"*čič-",1916,"to plait, wattle",,,,,,"čič-","    Attested only in Gunz., but having probable external parallels."
940,"*=ɔq̇-",162,"to bring",,,,,"=aq̇- (tlad.)","=ɔq̇-","    PGB \I*=ɔq̇-\i (cf. also Bezht. Tlad. \I=aq̇-\i id.). With Ablaut (or reflecting PTs \I*=ɔq̇-\i B?) cf. Gin. \I=iq̇-\i 'to bring, carry'."
941,"*par- ( ~ -ɔ-)",281,"to wave, sway, heave",,,,,"par-ƛ- (Tlad.)",,"    Attested only in Bezht. (cf. also Khosh. \Ipar-ƛ-\i id.), but having probable external parallels."
942,"*=[ã]ʁ:-",1977,"to open","=aʁi-","=aʁ-","n-aʁ- (Radzhibov)","=ãiʁ-","=ä̃h-","hĩj-","    PTsKh \I\I*=ãʁI-;\i\i the vocalic correspondence between Bezht. and Gunz. is not quite clear."
943,"*=ẽꭓ:- ( ~ -ʁ-)",1852,"1 to touch 2 to get (somewhere)",,,,,"=ẽꭓ- 1 (tlad.)","=ẽꭓ- 2","    PGB \I*=ẽꭓ-\i (cf. also Bezht. Khosh. \I=eꭓ-\i 'to touch', \I=eꭓ-el-\i 'to shut (door, gate)')."
944,"*=Vꭓ:ʷ-",1931,"to dig","ꭓʷa-ƛ- (Radzhibov)",,"=uꭓ-",,,"ɔꭓ-d-","    PTsKh \I*=uꭓʷ-;\i the PTs vocalism is not clear."
945,"*ž:-uḳʷ- B",1932,"to beat","žeḳʷ-","zoḳ-","žiḳʷ-","šuḳ-","zuḳ- (Tlad.)",,"    PTsKh \I*žu̲ḳʷ-;\i the verb has an expressive prefix *ž:- (for some reason devoiced in Inkh.)."
946,"*=əƛ-",1933,"to plough","=iƛ-","=eƛ-","=aƛ-",,"=oƛ- (tlad.)","=əƛ-","    PTsKh \I*=əƛ-;\i PGB \I*=əƛ-\i (cf. also Bezht. Khosh. \I=oƛ-\i)."
947,"*=eꭓ:- (~ -ʁ-)",1934,"to shave",,,,,,"=eꭓ-ḳ-","    A compound verb (with a not quite clear second part - perhaps, PTs \I*=[a]ḳ-\i 'to beat, hit'?)."
948,"*=ɨ̃c- B",1936,"to bind, to tie","=ic-",,"=ãc-","=õc-","=ĩc- (tlad.)","=ɨ̃c-","    PTsKh \I*=ə̃c-;\i PGB \I*=ɨ̃c-.\i"
949,"*=eš:-",1937,"to weave","=iš-",,"n-iš- (Radzhibov)",,,"r=eš-","  PTsKh \I*=[e]š-\i."
950,"*hel- ( ~ ħ-)",1938,"to boil",,,,,"hel- (Tlad.)","hel-ā","    PGB \I*hel-.\i The stem is obviously denominative: Gunzib forms are actually compounds \Ihel-ā\i 'to boil (intrans.)', \Ihela-ḳa\i 'to boil (trans.)'."
951,"*=ãs:-",1939,"to measure, to weigh","asa-d- (Radzhibov)","=asā-","n-as- (Radzhibov)",,"=ãs-ah- (tlad)","=ãs-","    PTsKh \I*=ãs-;\i PGB \I*=ãs-.\i"
952,"*=oc- ( ~ -ə-)",1941,"to knead (dough)",,,,,"=oc-il- (khosh.)",,"    Attested only in Bezht., but having probable external parallels."
953,"*=aƛ-",1943,"to sweep","=aƛ-","=aƛ-","ħ-aƛ- (Radzhibov)",,"λ-äƛ-","λ-aƛ-","    PTsKh \I*=aƛ-;\i PGB \I*λ-aƛ-\i (with another preverb cf. Bezht. \Ih-äƛ-\i id.). Initial λ- in Gunzib may represent the same root as in \Iλaλa-ƛ-\i 'to crawl' (see PTs \I*λ:aλ:-\i)."
954,"*=ĩs-",767,"to wash","=es-ad- (radzhibov)",,"es-an- (Radzhibov)",,"niz-ah- (Tlad.)",,"   PTsKh \I*=[ĩ]s-;\i cf. also Bezht. Khosh. \Iniz-ā-.\i"
955,"*š(:)iƛ̣- A",1950,"to put clothes (on the upper part of body)","šeƛ̣ʷ-",,"šiƛ̣-","šiƛ̣-","λič̣- (Tlad.)","šiƛ̣-","    PTsKh \I*šiƛ̣-\i (with secondary labialisation in Tsez.); PGB \I*šiƛ̣-\i (with a specific metathesis of the lateral feature in Bezht., cf. also Khosh. \Iλič̣-\i id.). Historically *š(:)- is a preverb."
956,"*=eḳ- ( ~ -ẽ-)",1952,"to speak, say",,,,,"=eḳ- (khosh.)",,"    Attested only in Bezht., but having probable external parallels."
957,"*ʁ:ʷVr-",1957,"to roar",,,,,"ʁor-ah- (Tlad.)",,
958,"*=oꭓ- ( ~ -ʁ:-)",1960,"to graze, feed",,,,,"=oʁ- (tlad.)","=oh-","    PGB \I*=oʁ-\i (cf. also Bezht. Khosh. \I=oʁ-\i)."
959,"*=ãč-",1961,"to lick",,,,,"=ä̃č- (tlad.)","=ãč-","    PGB \I*=ãč-\i (cf. also Bezht. Khosh. \I=ä̃č-\i)."
960,"*čɔƛ-",1964,"to rinse","čokƛ-",,"čokƛ- (Radzhibov)",,,,"    PTsKh \I*čokƛ-;\i it is interesting to note the coincidence between Tsez. č- and Lezgian forms in *č:-, but the combination -kƛ- is not quite clear (\I*čɔkƛ-\i < \I*čɔƛ-k-,\i with a secondary reanalysis of *-ƛ- as a verbal suffix?). Cf. perhaps also PGB \I*č̣aƛ-\i 'to pour out, scatter' (Bezht. Tlad., Khosh. \Ič̣äƛ-,\i Gunz. \Ič̣aƛ-\i) ?"
961,"*ḳiḳ- ( ~ -ɨ-)",1970,"to shake","ḳeḳ-",,,,,,"    Attested only in Tsez., but having probable external parallels."
962,"*z:ɨr- / *z:ɨz:-",1971,"to shake, tremble",,,,,"zir =eƛ̣äl (Tl.)","zɨzɨ-ƛ-","    PGB \I*zɨr-\i / \I*zɨz-.\i"
963,"*λ:e-",1972,"to laugh",,"λe-žā-",,,"λō-dah- (Tlad.)","λeʔ-","    PGB \I*λe-\i (originally a compound with some laryngeal second part; cf. also Bezht. Khosh. \Iλowā-\i id.). The Gin. form contains an expressive suffix."
964,"*=ɨq̇-",1975,"to be hungry",,,,,,"=ɨq̇-","    Attested only in Gunzib, but having probable external parallels. Cf. also the derivate: Gunz. \Ibɨq̇a\i 'hunger'."
965,"*hĩč̣- ( ~ ħ-)",1976,"to fear, be afraid",,,,,"hĩč̣- (Tlad.)","hĩč̣-","    PGB \I*hĩč̣-\i (cf. also Khosh. \Ihič̣-\i / \Ihic̣-\i). There exists also a nominal stem: PGB \I*hĩč̣u\i > Bezht. Tlad. \Ihĩč̣ö,\i Khosh. \Ihic̣o\i 'fright', Gunz. \Ihĩč̣u\i 'scarecrow'."
966,"*=ɔƛ-",1978,"to be afraid, scared","=oƛ-",,,,,,"    Attested only in Tsez., but having probable external parallels."
967,"*=ĩs-",1982,"to pray","=es-ur- (radzhibov)",,"is-aꭓ- (Radzhibov)",,,"=ĩz-al-","   PTsKh \I*=is-.\i"
968,"*š(:)aj ( ~ -ã-)",1985,"wine","šaj",,"ša",,,,"    PTsKh \I*šaj\i ( ~ -ã-)."
969,"*ƛɔlə A",1987,"war, fight","ƛori","ƛore","ƛola","ƛolo","ƛalo (Tlad.)","ƛɔle (Gunz.)","    PTsKh \I*ƛoRə;\i PGB \I*ƛɔlə.\i"
970,"*λorV B",1990,"beehive","riIλo / reIλo",,,,"horo","horo","    PGB \I*horo\i (cf. also Khosh. \Ihörö\i) ( < *λ-)."
971,"*cini",1991,"wax",,"ceni",,,"čeni","cini (Nakh.)","    PGB \I*c[i]ni;\i the Gin. form may be borrowed from one of the Bezht. dialects."
972,"*juꭓ(:)u ( ~ -ɔ-)",1996,"precipice",,"juꭓu",,,,,"    Attested only in Gin., but having probable external parallels."
973,"*mahV ( ~ -ħ-)",2003,"door frame",,,,,"maha","mahaꭓ","    PGB \I*maha\i (the Gunz. form is an old locative)."
974,"*z[i]gV / *ž[i]gV",2011,"hail","zigolu",,"zangeru (Radzhibov)",,"holo-šigi","helu-šige","    PGB \I*helu-šige\i (with \I*helu-\i 'pea(s)'); the Tsez. and Khvarsh. forms (with irregular transformations) probably reflect an analoguous compound, but with a reversed order of components. The variation of hissing/hushing reflexes is possibly explained by the original palatal affricate in PEC."
975,"*kɨš(:)",2014,"cleft","keš",,"keš",,,,"   PTsKh \I*kɨš.\i"
976,"*ƛ̣iriṗ B",2015,"pastry made of barley flour","ƛ̣eṗeli (Radzhibov)","ƛ̣ereṗ (Lomtadze)","ƛ̣eṗeru (Lomtadze)",,"ƛ̣ĳṗ","λiriṗ","    PTsKh \I*ƛ̣ɨrɨṗ(u)\i (with metathesis in Tsez and Khvarshi; in Khvarsh. Lomtadze gives also a variant \Iƛ̣uṗuru\i); PGB \I*ƛ̣iriṗ\i (with irregular λ- in Gunzib)."
977,"*ž(:)irV (~-ɨ-,-l-)",2017,"wattle-fence","želi",,,,,,"    Attested only in Tsez., but having probable external parallels."
978,"*nani",2022,"doll",,,,,"nani","nani","    PGB \I*nani.\i Cf. also Bezht. Tlad. \Inäni\i 'pupil of the eye'."
979,"*k[ɨ]s:ʷ- / -š:ʷ-",2028,"1 to mow 2 to shear, clip","kos- 1",,,,"kus-uʔ- 2 (Tlad.)","koš- 1","    PGB \I*kuš-\i / \I*koš-.\i The root reveals a variation u/o (pointing to lost consonant labialisation) and *s:/*š: (typical for reflexes of PEC palatal sibilants)."
980,"*zɔsə / *zəsV",2038,"moss","zozi (Kid.)","zoze","zoza (Radzhibov)","zozo","soso","səsu / sũsu (N.)","    PTsKh \I*zozə\i (with assimilation < \I*zosə\i); PGB \I*səsu\i (with assimilation < \I*səzu\i). The PTs reconstruction can be done only if we assume an assimilation (rather natural) in both subgroups."
981,"*š(:)ub ( ~ -o-)",2039,"calf (of leg)",,,,"šub",,,"    Attested only in Inkh., but having probable external parallels."
982,"*ꭓ:ʷɨte-r",2043,"knee-cap",,,,,,"ꭓuder","    Attested only in Gunzib, thus several PTs reconstructions are possible (*ꭓ:ʷ- ~ *ʁʷ-, -u- ~ -ɨ-, -t- ~ -d-)."
983,"*gelV (~-ə-,-ɔ-,-r-)",2045,"pole","gilu",,"gelu (Radzhibov)",,,,"    PTsKh \I*geRu.\i"
984,"*mɨLV ( ~ -λ-)",2048,"1 hem (of a garment) 2 flap, skirt",,,,,"miλil 1","muli (Nakh.) 2","    PGB \I*mɨLi-\i (with -ɨ- > -u- after a labial in Gunz.; the Bezht. form has a suffixed -l, cf. a different suffix in Bezht. Khosh. \Imiλin\i id.)."
985,"*ʔãLV (~ħ-,-L:-)",2049,"hem (of a garment)","aλu",,,"aInna",,,"    PTsKh \I*ʔãILV.\i"
986,"*ƛɨn ( ~ -i-)",2051,"shelf","ƛen (Imnaishvili)",,"ƛen (Radzhibov)","ƛɨn",,,"    PTsKh \I*ƛɨn.\i Since the word is no doubt related to Av. \Iƛ̣:oʕén,\i it can not be regarded as a loan from Tind. \Inaƛ:u\i 'shelf'; we should rather suppose the opposite direction of borrowing (although metathesis in Tindi is strange in any case)."
987,"*maṭV",2055,"goose","maṭi (Khaidakov)","maṭi",,,,,"    PTsKh \I*maṭi.\i Bezht. \Ibaṭi\i 'goose' is obviously borrowed from Georg. \Ibaṭi;\i but the Tsez. and Gin. word can not be explained in this way."
988,"*q̇ʷaq̇ʷaṭV",2056,"woodpecker","q̇Iʷaq̇Iʷadiru","q̇ʷaq̇adiru",,"q̇oq̇oṭu","q̇öq̇öṭö","q̇oq̇odu","   PTsKh \I*q̇Iʷaq̇IʷaṭV,\i PGB \I*q̇oq̇oṭu.\i"
989,"*c̣ɔq̇V- ( ~ -o-)",2063,"sharp","c̣oq̇ĳu",,"c̣oq̇q̇u (Radzhibov)",,,,"   PTsKh \I*c̣oq̇-ĳu.\i"
990,"*q̇aṭ",2072,"mountain pass",,,,,,"q̇aṭ (Gunz.)","    Attested only in Gunzib, but having probable external parallels."
991,"*hə̃ḳ-",2073,"to hiccup",,,,,,"hə̃ḳ-daḳ-","    An onomatopoeic word, attested only in Gunzib (with other suffixation: \Ihə̃ḳ-λaḳ-\i), but having exact external parallels."
992,"*-uč̣- ( ~ -o-)",2076,"to singe","ħ-uč̣-ir-",,"ꭓ-uč̣- (Radzhibov)",,,,"    PTsKh \I*-uč̣-\i (with different preverbs)."
993,"*ħeƛu B",2079,"1 wormwood, absinth 2 a k. of grass",,,,"ʕaƛu 1","heƛ 2",,
994,"*gəd-əl ( ~ o)",2080,"measuring vessel (for more than 5 kg.)",,,,,"godol",,"    Attested only in Bezht., but having probable external parallels."
995,"*bal(V)c̣o (~-ɔ-,-č̣-)",2099,"a small red worm",,,,,"balč̣o",,"    Attested only in Bezht., with a possible Lezg. parallel."
996,"*=ič-il-",2101,"rich",,,,,"=ičilo",,"    Attested only in Bezht., but having probable external parallels."
997,"*ꭓade ( ~ ʁ:-,-ɔ-)",2110,"brisket",,,,,"ʁade",,"    Attested only in Bezht., with a probable Avar parallel."
998,"*ʁ(:)ač̣V-",2116,"1 variegated 2 grey 3 blue","ʁaIč̣u 1,3","ʁʷač̣-dĳu 2","ʁač̣u (Radzhibov)","ʁač̣u 1 (Bokarev)",,,"    PTsKh \I*ʁaIč̣V-\i (labialisation in Gin. is probably secondary)."
999,"*rɔqʷV",2119,"urinary bladder","ʕaqIu-roqu","aqʷe-ruqos",,,,,"    PTsKh \I*Roqu\i / \I*Ruqo\i (used in a compound with \I*ʔaqʷə\i 'urine' q.v.)"
1000,"*zerV ( ~ z:-,-l-,-ɨ-,-ə-)",2123,"grey","zira",,"zara (Radzhibov)",,,,"   PTsKh \I*zəRa.\i"
1001,"*šuršVṭ- ( ~ š:)",2127,"reed-pipe",,"šuršaṭu",,,,,"    An expressive reduplicated form; attested only in Ginukh, but having probable external parallels."
1002,"*šeta ( ~ š:-)",2128,"a knitted boot",,"šita",,,,,"    Attested only in Ginukh, but having probable external parallels."
1003,"*ṭiṭV ( ~ -u-)",2132,"cap, hat",,,"ṭiṭar (Khaidakov)",,,,"    Attested only in Khvarsh., but having probable external parallels."
1004,"*ṭəṭu",2133,"soup with bread and milk, молочная тюря",,,,,,"ṭəṭu","    Attested only in Gunz., with a probable parallel in Andian."
1005,"*burVda",2138,"stick for the wedding procession",,,,,"bujda",,"    A specific word, attested only in Bezht., but having probable external parallels."
1006,"*=oḳʷ- B",2146,"to beat, hit","=oḳ-","=üḳ-","=eḳʷ-","=eḳʷ-","g=oḳ- (Khosh.)",,"    PTsKh \I*=öḳʷ-.\i In Bezht. the class markers interact with the vowel (1st cl. \Igoḳ-,\i 2/5 cl. \Igiḳ-,\i 3/4 cl. \Iguḳ-,\i 1-2 cl. pl. \Iguwaḳ-\i)."
1007,"*ʔaq̇V-",2147,"strange, foreign","aq̇Ii=",,,,,,"    Attested only in Tsez., with probable Andian parallels."
1008,"*=iq̇-",2151,"to grow",,,,,"=iq̇- (tlad.)",,"    Attested only in Bezht., but having probable external parallels."
1009,"*=uṭ- ( ~ -o-)",2152,"to pluck, pull out","=uṭ-","=uṭ-","=uṭ- (radzhibov)",,,,"    PTsKh \I*=uṭ-.\i"
1010,"*=eq̇ʷ- ( ~ =ẽq̇ʷ-)",2153,"1 to take (somewhere) 2 to lead",,"=üq̇ʷ-/=uq̇- 1,2","=ĩq̇iʷ- 1,2","=ẽq̇iʷ- 1,2",,"=oq̇- 2","    PTsKh \I*=ẽq̇ʷ-\i (or \I*=eq̇ʷ-,\i for the Inkh. nasalisation is not quite clear). For Gunz. Bokarev lists two variants (\I=əq̇-\i and \I=oq̇-\i), and the correct form is not clear (the regular correspondence to PTsKh would be \I=oq̇-\i)."
1011,"*=iš- (~-ɨ-,-ž(:)-)",2158,"to grow",,,,,"=iž- (tlad.)",,"    Attested only in Bezht., but having probable external parallels."
1012,"*=eꭓ- ( ~ -ʁ:-)",2170,"to bark",,,,,,"=eʁ-","    Isolated in Gunz., but having good external parallels."
1013,"*ꭓʷɔcu B",2175,"currants",,"ꭓʷiču",,,"ʁaco","ʁɔcu","   PGB \I*ʁɔcu.\i"
1014,"*ž:əž: ( ~ -ž)",2181,"inner pus",,,,,"žož",,"    Cf. also Bezht. Khosh., Tlad. \Ižöž\i id. Attested only in Bezht., but having a probable Nakh parallel."
1015,"*pɨṭʷVr-",2190,"1 urine bladder 2 lung",,,,"puṭeru","pirṭi (Tlad.)","pɨrṭi","    PGB \I*pɨrṭi\i ( < \I*pɨṭʷVri,\i cf. the Inkh. form)."
1016,"*ʔatu ( ~ -ã-)",2191,"dirt, mud","atu","atu",,,,,"    PTsKh \I*ʔatu.\i"
1017,"*tem (~-ɨ-,-ə-)",2178,"a k. of weed (""борщевник"")","tim",,,,,,"   Isolated in Tsez., but having probable external parallels."
1018,"*-i",1824,"to be (auxiliary verb)",,,,,"-i / -j",,"    Enclitic auxiliary, used only in present and lost everywhere except Bezht."
1019,"*ʔeč-",128,"to vomit","ʕeč-n-","ič-ā-",,,,,"   PTsKh \I*ʔeč-.\i"
1020,"*č̣ɔč̣ɔn-",945,"to chew","č̣oč̣on-",,,,,,"   A reduplicated stem; isolated in Tsez., but having probable external parallels."
1021,"*-iꭓ:ʷ- (~-ɨ-)",676,"to stay","λeꭓ-, qeꭓʷ-","λeꭓʷ-",,,,,"   PTsKh \I*λ-iꭓʷ-\i / \I*q-iꭓʷ-\i (~-ɨ-) (attested only with preverbs)."
1022,"*mɔL(:)- (~-λ-,-λ:-)",665,"to teach",,"moλ-",,,,,"   Attested only in Ginukh, but having good external parallels."
1023,"*ʁ:ɨʁ:ʷ- (~ʁ)",1979,"merry","ʁIaʁu",,,"ʁuʁu (Santl.)",,,"   PTsKh \I*ʁIɨʁu.\i"
1024,"*ʔugVr- (~-o-,-l-)",224,"humpbacked",,"ugliš",,,,,"   Isolated in Gin., but having probable external parallels (the Gin. form should be kept distinct from Inkh. \I=uḳale\i 'curved, humpbacked', see under PEC \I*=V̆ḳVl\i)."
1025,"*č̣imu-ṭa",1335,"a k. of plant (""пастушья сумка"")","č̣emuṭa",,,,,,"   Attested only in Tsez., but having probable external parallels."
1026,"*ḳɔcu (~-a-)",1492,"loop",,,,,"ḳaco",,"    Attested only in Bezht., but having probable external parallels."
1027,"*kakV",1232,"small louse",,"kaki",,,"käkä","kaki","   PGB \I*kakV.\i"
1028,"*0 (*w)",2195,"1st (masc.) sing. class marker",0,0,,"0, -w-",0,0,
1029,"*j",2196,"1 2d (fem.) sing. class marker 2 2d (fem.) and 5th inanim. class marker 3 2d (fem.) and 3d inanim. class marker","j 1","j 1",,"j 2","j 1","j 3",
1030,"*b",2197,"1 3d sing. and 1t plur. class marker 2 3d and 6th sing., 1t/2d (anim.) plur. and 6th plur. class marker 3 3d sing. and 1-2d plur. class marker 4 4th sing., 1t/2d  (anim.) plur. and 6th plur. class marker","b 1","b 1",,"b 2","b 3","b 4",
1031,"*r",2198,"1 4th sing. and 2d-4th plur. class marker 2 4th sing. and 3d-5th plur. class marker 3 4th sing. and 3d-4th plur. class marker 4 5th sing. and 3d-5th plur. class marker","r 1","r 1",,"l, -r- 2","j 3","r 4",
1032,"*-bV",2200,"plural dir. stem marker","-bi","-be","-ba","-ba, -bo","-bo, -ba","-ba",
1033,"*-V",2203,"1 plural dir. stem marker 2 plural","-a 1",,,,"-a, -o 2","-a 2",
1034,"*-nV",2205,"1 plural dir. stem marker 2 plural",,"-ni 2",,,"-na 2","-na",
1035,"[*-š(:)-]",2208,"plural dir. stem marker",,"-š",,,,,
1036,"*-lV",2201,"plural",,,,,"-la, -l, -jo-l","-la",
1037,"*-jV",0,"plural",,"-i, -e",,,"-ja / -wa","-ja / -wa",
