NUMBER|PROTO|PRNUM|MEANING|ABK|ABA|ADG|KAB|UBK|COMMENT
638|*t:arǝdǝ (~ d-,-t:-)|1983|spindle|a-dardǝˊ|dadǝr-ʁʷǝ||||    PAT \I*darǝdǝ\i / \I*dadǝrǝ\i (cf. also Bzyb. \Ia-dǝrdǝˊ;\i in Abkh. there exists also a variant \Ia-dardʁʷǝˊ\i = Abaz. \Idadǝrʁʷǝˊ\i with an unclear component *-ɣʷǝ).
639|*sʷa(nǝ)|1985|honey|||sˊʷawǝ|fow|sʷanǝˊ|    PAK \I*sʷawǝˊ.\i The AK-Ub. comparison see in Rogava 1956, 87, Dumeˊzil-Esenc˔ 1975, 148, Shagirov 2, 100-101. Although none of these authors could offer a satisfactory explanation of the strange correlation AK *-w- : Ub. *-n-, the parallel still seems satisfactory. All other suggestions (comparison with PAT \I*cǝxa\i 'honey' in Abdokov 1973, 71; comparison with PAT \I*cʷa\i 'wax' and PK \I*c1ˀwil-\i / \I*c1ˀwid-\i id. in Rogava 1956, 87, Klimov 1969, 291) should be rejected for phonetic reasons.
640|*ƛʷa|1990|1 wax 2 honeycombs|a-čˇaˊ 1|čʷa-ba 1|šafǝ 1|šaxʷ 1|cʷa-mʁˊaˊ 2|    PAT \I*cʷa;\i PAK \I*ča-\i in compounds: \I*ča-xʷǝˊ\i 'wax' (lit. 'white wax'), \I*ča-kʷaˊ\i 'wax waste' (Ad., Kab. \Išākʷa\i). The correspondence PAT, Ub. cʷ : PAK *č points only to *ƛʷ in PWC.
641|*χʷǝm(ǝ)pˀa|1994|1 gulp, mouthful 2 to gulp, lap up|||ja-χʷǝmpˀa-ʁʷ 1|χʷǝpǝ-n 2||   PAK \I*χʷǝ(m)pˀV-\i (with irregular deglottalisation in Kab.).
642|*aGa ( ~ -ɣ-)|1999|enemy|a-ʁaˊ|aʁa||||    PAT \I*aɣa.\i
643|*k:ʷarǝta|2000|flock of sheep|a-gʷaˊrta|gʷarta|kʷart|gʷārta||    PAT \I*gʷarǝta;\i PAK \I*k:ʷaˊrta.\i
644|*pčˊ:V|2005|1 oak-tree 2 plane-tree|aˊ-ǯˊ 1|ǯˊ-čˀʷǝ 1|pčˊajǝ 2|bžej 2||    PAT \I*ǯˊǝ;\i PAK \I*pčˊ:a-jǝ\i (with a usual "tree"-suffix *-jǝ), cf. also Shaps. \Ipčˊajǝ\i 'beech-tree'. The PAT form can not be related to PAK \I*č:ǝ-ɣǝ\i 'tree' (see under PWC \I*čˊ:ʷǝ\i); on the other hand, the semantic shift 'oak-tree' - 'plane-tree', 'beech-tree' is rather common (it happened, e.g., in Greek), and the comparison of PAK \I*pčˊ:a-jǝˊ\i with PAT \I*ǯˊǝ\i 'oak-tree' seems quite plausible.
645|*Lˊʷa|2008|1 asp 2 ash-tree 3 willow, osier, osier branch|aˊ-ža 1|ža-čˀʷǝ 2|||žʷa 3|    PAT \I*ža.\i The correspondence PAT *ž : Ub. žʷ points only to PWC *Lˊʷ.
646|*ʁa|2009|yew-tree|ā|||||    The form is attested only in Abkhaz (presupposing PAT \I*ʕa\i or \I*aʕa\i), with several possibilities of PWC reconstruction (*ʁ, *ʁˊ, *ʁI, *ʁˊI, *q:I).
647|*P(ǝ)c:ǝ|2012|chisel|||pcǝ|bʒǝ||    PAK \I*p:c:ǝ.\i The root has nothing to do with \I*c:a\i 'tooth' (despite Yakovlev 1948, 156-157,274,293). PAK *c: can go back to PWC *c:, *cˊ: or *č:.
648|*gʷara|2016|1 yard 2 fence 3 enclosure|a-gʷaˊra 1|gʷara 2||gʷaran 3|gʷāˊʁa 1,3|    PAT \I*gʷara;\i Ub. def. \Ia-gʷāˊʁa.\i The Kab. word has a specific meaning: 'a place in court, divided into three parts: for the judge, for the accused and for the witnesses'.
649|*kVtV|2018|1 village 2 sheep-fold|a-kǝˊta 1|kǝt 1|čˊat 2|čat 2||    PAT \I*kǝtV;\i PAK \I*kaˊtǝ.\i The semantic correlation ('village' - 'sheep-fold') points to the  original meaning 'enclosure'. Osset. (Dig.) \Ikät\i 'an open outhouse close to the sheep-fold', despite Abayev 1,590, is probably borrowed from Adygh.
650|*nanawǝ|2022|child, baby|||nānǝw||nanaˊw|    A "children's word", but with direct EC parallels.
651|*bIaga|2032|1 jackal 2 fox|aˊ-bga 1|baga 2|bāǯˊa 2|bāža 2|bIagˊaˊ-šʷ 1|    PAT \I*bVga;\i PAK \I*baǯˊaˊ.\i The development *g > *ǯˊ in PAK is not clear (the antiquity of *ǯˊ in Adyg is proved by the Ubykh loanword \Ibaǯˊaˊ\i 'fox'); nevertheless, the regular correspondence PAT \I*bVga\i : Ub. \IbIagˊa-\i leaves no doubt in the reconstruction of PWC \I*bIaga.\i
652|*k:ʷama ( ~ kˊ:ʷ-)|2035|twig, bough|||kʷāma|gʷāna||    PAK \I*k:ʷamaˊ\i ( / \I*k:ʷanaˊ\i with dissimilation).
653|*tʷatʷa|2036|gold|||||tʷatʷa|
654|*zˊǝmǝkˀ(ʷ)a|2040|ant|a-šǝˊš-kˀamsa|čˊ-kˀlams (Ash.)|||zˊǝngʷaˊ|    PAT \I*-kˀamǝsˊǝ\i (cf. also Bzyb. \Ia-sˊǝˊsˊ-kˀamsˊ,\i \Ia-sˊǝˊsˊ-kˀlamsˊ\i). The first component (Abkh. \Išǝš-,\i Bzyb. \Isˊǝsˊ-,\i Abaz. \Ičˊ-\i) is not clear. The PAT form can be related to Ubykh if we assume a metathesis (\I*kˀamǝsˊǝ\i < \I*sˊVmVkˀV\i) and assimilative / dissimilative processes - which is not surprising in an expressive root like this (cf., e.g., numerous irregularities in the IE root for 'ant' - \I*morm-\i / \I*morw-\i / \I*bhorm-\i etc.).
655|*naš:ʷa|2044|1 cucumber 2 melon|a-naˊša 1|naša 1|nāš 2|nāsˊa 1|nāˊša 1|    PAT \I*naša;\i PAK \I*naˊš:a\i (cf. also Bzhed. \Ināš:a\i 'melon'). The correspondence PAT, Ub. š : PAK *š: points to PWC labialised *š:ʷ.
656|*xʷV|2046|1 price 2 to buy 3 to pay|aˊ-χʷ 1|χʷǝ 1|šˊa-fǝ-n 2|sˊa-xʷǝ-n 2|fa- 3|    PAT \I*xʷǝ\i (cf. Bzyb. \Iaˊ-xʷ\i) 'price', \I*xʷǝ-ʕa-\i 'to buy' (Abkh. \Iaˊ-χʷħa-ra,\i Abaz. \Iχʷʕa-ra\i); PAK \I*šˊ:a-xʷǝ-\i (a compound with \I*šˊ:a-\i 'to sell' in the first part); Ub. \Ia-s-faˊ-n\i (cf. also a noun: \Ifa\i 'profit'). In Ubykh *xʷ usually gets delabialised ( > x; Ubykh does not have a labialised xʷ); the reason why it changed to f in this case is unclear. Another solution would be to reconstruct PWC \I*fV\i ( regularly > Ub. f, PAK *xʷ) with an irregular (dialectal?) change *f > *xʷ in PAT.
657|*λ:a|2047|to sell|||šˊa-n|sˊa-n|sˊa-|    PAK \I*šˊ:a-\i (cf. Bzhed. \Išˊ:a-n\i id.); Ub. \Iaˊ-s-sˊa-n.\i See Abdokov 1973, 76, Shagirov 2, 146 (although PAT \I*šʷa-\i 'to pay' does not correspond regularly to the PAK and Ub. forms, and should rather be compared with Ub. \Išʷa\i 'price' - see under PNC \I*masˊwE˘\i).
658|*dʷǝ|2050|plain, field|a-dʷǝˊ||||dʷǝ|    Ub. def. \Ia-dʷǝˊ.\i
659|*šʷǝrǝ|2058|fruit(s)|a-šˇǝˊr|šʷǝr||||    PAT \I*sʷǝrǝ\i (cf. also Bzyb. \Ia-sˊˇǝˊr\i). PAT *sʷ can go back to PWC *šʷ, *sʷ or *xˊʷ, thus the PWC reconstruction is rather tentative (*šʷ is the best match for PEC *cʷ).
660|*(a)cˊa|2059|sister-in-law, daughter-in-law|aˊca|ajca-la||||    PAT \I*(a)cˊa\i (cf. also Bzyb. \Iaˊcˊa\i). The initial vowel is probably a trace of the original pronominal prefix (aj- in Abaz. is a reciprocal prefix). Cf. also the synonymous PAT \I*tacˊa\i (Abkh. \Ia-taˊca,\i Bzyb. \Ia-taˊcˊa,\i Abaz. \Itaca;\i for the first component *ta- cf. perhaps Abkh. \Ia-taˊ-kˀʷažˇ,\i Abaz. \Ita-žʷ\i 'old woman'; or maybe \I*tacˊa\i is an independent kinship term, corresponding to the isolated (within EC) Av. \Idurc\i 'son-in-law' ? [other similar forms - God., Botl., Tind., Cham. \Idurc,\i Gunz., Bezht. \Idursa\i - are all more or less recent loanwords from Avar]).     Despite Abdokov (1974, 62) the PAT root can not be related to PAK \I*nǝsa\i 'daughter-in-law'; see the criticism in Shagirov 1, 288.
661|*cˀǝrʁǝ|2061|snail|||cˀǝrʁǝ (Shaps.)|||    See Kuipers 1975, 21. The word is quite isolated among WC languages; it seems, however, worth mentioning Abkh. \Ia-čˀˇaʁʷa\i 'line' (if the original meaning was 'caterpillar' - cf. the external evidence, the semantic development in Abkhaz would be just the same as in Lezghian).
662|*ǯamǝʁʷa|2065|1 cheek 2 chin|a-ʒaˊmʕʷa 1|ʒamʕʷa 1|||ʒaˊmʁa 2|    PAT \I*ʒˊamǝʕʷa\i (cf. Bzyb. \Ia-ʒˊaˊmʕʷa\i). Ubykh has a regular delabialisation ʁʷ > ʁ after a labial.     Within PAK it seems probable to relate here the stem \I*žaʁʷǝˊ\i (Ad. \Ižaʁʷǝ\i 'chin', Kab. \Izˊaʁʷ\i 'base of the lower jaw'), although regularly one would expect a form like \I*ʒa(m)ʁʷǝ\i or \I*za(m)ʁʷǝ\i. The irregularity should be explained by a secondary influence of the PAK root \I*ža\i 'mouth' (q.v.).
663|*kˀʷa-|2070|1 small river 2 ravine|a-kˀʷaˊra 1|kˀʷarǝ 2||||    PAT \I*kˀʷa-rV\i (cf. also Bzyb. \Ia-kˀʷaˊr\i 'small river'). *-rV is probably a suffix (cf. an analogous suffix in Abkh. \Ia-qˀʷa-raˊ\i 'rocky river bank' etc.).
664|*bǯˊV|2076|1 to fry 2 to burn, smart|a-ǯˊ-raˊ 1|ǯˊ-ra 1|ja-bžˊa-n 2|jǝ-bzˊa-n 2||    PAT \I*ǯˊǝ;\i PAK \I*bžˊa-\i (cf. also \I*Lǝ-bžˊa-\i 'to fry (a meat-dish)' > Ad. \ILǝ-bžˊa-n,\i Kab. \ILǝ-bzˊa-n\i). See Shagirov 1, 91, Kuipers 1975, 39, 46).
665|*qIʷa|2077|pig, swine|a-ħʷaˊ|ħʷa|q:ʷa|qʷa|χIʷa|    PAT \I*ħʷa;\i PAK \I*qʷa.\i
666|*jaɣˊa|2079|goose-foot (grass)|||jažˊā-šχʷa|jāzˊā-sˊχʷa||    PAK \I*jažˊa\i (used only in a compound with \I*šχʷa\i 'grey' < \I*šʷǝχʷa\i q.v.). The compound actually means "grey grass", or possibly just "jažˊa-grass" - because the root \I*šχʷV\i in PAK has also the meaning 'burdock, weeds' - but is now folk-etymologically understood as "grey ashes" - because of the confusion of the two originally separate roots (see \I*jaɣˊa\i 'ashes').
667|*k:ara ( ~ g-)|2081|cradle|a-gaˊra|gara||||    PAT \I*gara.\i
668|*gˊǝlˊǝ /kˀˊ- (~g/kˀ)|2082|to tickle; feel ticklish|||Lǝǯˊǝ-n|ǯǝLǝ-n/čˀǝLǝ-n|kˀˊǝˊL-|    PAK \I*gǝLǝ\i / \I*kˀǝLǝ\i (with a metathesis in Ad.); Ub. \Ia-kˀˊǝˊLǝ-n.\i An expressive root with secondary glottalisation in Kab. (where a variant with voiced *g- is also reflected) and Ub.
669|*kˀʷalǝʒǝ (~-ʒˊ-,-ǯ-)|2083|armour|a-kˀʷalʒǝˊ|kˀʷalʒǝ||||    PAT \I*kˀʷalǝʒǝ\i (or -ʒˊ-, because the Bzyb. form is unknown).
670|*k:ʷaχʷa (~kˊ:ʷ,χˊʷ)|2084|fork|||kʷāχʷa|gʷāχʷa||    PAK \I*k:ʷaχʷaˊ.\i See Shagirov 1, 109, Kuipers 58. The Shaps. dialect here has variants \Ik:ʷāχʷa\i / \Igʷāχʷa\i (where the form with gʷ- is irregular), the Abadz. dialect - \Igʷāχʷa\i (instead of expected \Ikʷāχʷa\i). Forms with secondary gʷ- can be easily explained as secondary loans from lit. Kabardian, thus Shagirov's (ibid.) hypothesis about the word being borrowed from Mong. \Igoxo\i 'hook' seems to have little ground.
671|*lˊVsV (~r,rˊ,-sˊ-)|2087|fern|aˊ-ras|||||    Attested only in Abkhaz (Abzh. dialect), thus there are several possible reconstructions for PWC.
672|*maχʷǝ|2096|son-in-law|aˊ-maħʷ|mħʷǝ|māχʷλa|māλχa|mǝχǝˊ|    PAT \I*maħʷǝ;\i PAK \I*maχʷ-λaˊ\i (a compound with \I*λˊV\i 'kin, relationship'); Ub. def. \Iaˊ-mǝχ\i / \Ia-mǝˊχ.\i In Ubykh there occurred a usual delabialisation after a labial consonant. All attempts of the inner analysis of the WC form (Yakovlev 1948, 273, Kuipers 1960, 85, Rogava 1956, 33, 64) are groundless; see Shagirov 1, 259-260.
673|*pasa|2102|early|a-paˊsa|pasa|pās|pāsa||    PAT \I*pasa;\i PAK \I*paˊsa.\i The explanation of the Adygh form as 'first, front' + 'to sow' (Shagirov 2, 8) is most probably a folk-etymology, and there is no need to assume that the PAT form (corresponding to PAK quite regularly) is an Adygh loan.
674|*pˀVsˊV ( ~ -š-)|2103|step-relative|-psa|-psa|-pˀʷas|-pˀas||    PAT \I*-pǝsˊa\i (cf. Bzyb. \I-psˊa\i), used in compounds: Abkh. \Iaˊn-psa\i 'step-mother', \Iaˊb-psa\i 'step-father', Abaz. \Ian-psa,\i \Iab-psa;\i \Ipa-psa\i 'step-son'. PAK \I*-pˀasǝ\i (also used in compounds: Ad. \Inǝ-na-pˀʷas,\i Kab. \Iāna-na-pˀas\i 'step-mother', Ad. \Itǝ-na-pˀʷas,\i Kab. \Iāda-na-pˀas\i 'step-father'). The PAK form is impossible to separate from PAT \I*-pǝsˊa,\i thus we can not accept Abitov's and Shagirov's treatment of the AK morpheme as compound ("sitting instead of"), see Shagirov 1,61, as well as the derivation of PAT \I*-pǝsˊa\i from the verb \I*pǝsˊaxǝ-\i (Abkh. \Ia-psaˊχ-ra,\i Bzyb. \Ia-psˊaˊx-ra,\i Abaz. \Ipsaχ-ra\i) 'to change' (Shakryl 1968, 37). The latter explanation should be rejected also for phonetic (accentological) reasons. Abdokov (1983, 141) also rejects PAK \I*-pˀasǝ\i as a compound, adducing instead Kab. \Ibǝfa\i ( < *bǝsʷa) in \Ibǝfa-q:ʷa\i 'step-son', \Ibǝfa-pχʷ\i 'step-daughter': however, the source of these words is unknown to us.
675|*ʁʷaʁʷa|2106|to thunder, to rumble|||ʁʷaʁʷa-n|ʁʷaʁʷa-n||    PAK \I*ʁʷaʁʷa-.\i
676|*qˊIʷaca ( ~ -c:-)|2112|nettle|aˊ-χʷac|qʷaca|||ca(n)caˊχʷa|    PAT \I*qʷacV\i (cf. also Bzyb. \Iaˊ-χʷac\i). The Ubykh form is metathesized and partially reduplicated. Abdokov (1983, 106) cites also a dialectal Kab. form  \Iħandǝr-qʷasa\i 'burdock', which may be actually borrowed from Abaz.
677|*ʁˊIʷǝdǝ ( ~ w-)|2113|witch|||wǝdǝ|wǝd|wǝdǝˊ|    PAK \I*wǝdǝˊ;\i Ub. def. \Iaˊ-w(ǝ)dǝ\i / \Ia-w(ǝ)dǝ\iˊ. The correspondence PAK *w- : Ub. w- points to PWC *w- or *ʁˊIʷ-. The Ubykh form may (or may not) be borrowed from Ad.; but the PAK form, at least, is genuine.
678|*b(ǝ)ʁʷa ( ~ -Gʷ-)|2120|animal carcass|||bʁʷa|bʁʷa||    PAK \I*bʁʷa.\i
679|*ʁˊʷV|2122|1 to bleat 2 to moo, bellow 3 to roar|aˊ-bʕʷʕʷ-ra 2||ʁʷa-n 1||ʁˊa- 2,3|    PAK \I*ʁʷa-\i (the same root is present in \I*ʁʷa-χʷa-\i 'to roar' > Ad., Kab. \Iʁʷaχʷa-n,\i \I*ʁʷa-ɣǝ-\i 'to weep loudly' > Ad., Kab. \Iʁʷaɣǝ-n,\i \I*ʁʷa-wǝˊ\i 'herald, public crier' > Ad. \Iʁʷawǝ,\i Kab. \Iʁʷow,\i see Shagirov 1,135); Ub. \Ia-ʁˊaˊ-n.\i
680|*šˊʷǝqˊI:a|2125|letter, document; book|a-šˇqˀǝˊ|šʷʡa|||šʷǝqˀaˊ|    PAT \I*šʷǝʡV\i (cf. also Bzyb. \Ia-šˇqˀǝˊ\i).
681|*t:V|2297|an interrogative stem|-da|-da|tā-r|da-r|da-, dʁa-|    PAT \I*-da\i (an interrogative suffix meaning 'who' in verbal forms); PAK \I*t:a-\i - an interrogative stem, used in several pronouns (Ad. \Ita-da,\i \Itǝ-da\i 'where', \Itā-r\i 'which', Kab. \Ida-na\i 'where', \Ida-psˊa\i 'how much', \Idar\i 'which'); Ub. \Ida-,\i \Idʁa-\i - an interrogative prefix ('how', 'in which way').
682|*wV|2310|that|wi|awi|wǝ (Shaps.)||wa-|    PAT \I*wǝ-jǝ\i (a compound with another deictic stem); PAK \I*wǝ\i (cf. also Bzhed. \Iwǝ\i id.).
683|*bǝza|2143|alive, living|a-bzaˊ|bza||||    PAT \I*bǝza\i (cf. also Bzyb. \Ia-bzaˊ\i).
684|*bVχa|543|1 to be angry 2 to take offense at||baħa-ra 1|ja-bʁa-n 2|ja-bʁa-n 2|baχaˊ-|    PAK \I*ja-bʁa-\i (with a pronominal prefix; in Kab. the stem is usually in a compound with \Ijǝ-gʷ\i 'heart': \Ijǝ-gʷ\i \Ija-bʁa-n\i); Ub. \Isǝ-baχaˊ-n.\i PAK *-ʁ- < *-χ- through assimilation.
685|*χIʷa|2148|1 to curse, offend 2 curse, offence|aˊ-čʷ-ħa-ra 1|čʷ-ħa-ra 1|χʷāna-n 1|ja-χʷana-n 1|cʷǝ-χIaˊ 2|    PAT \I*cʷǝ-ħa-\i (a compound with \I*cʷǝ-\i 'bad, evil' = Ub. \Icʷǝ-χIaˊ\i). PAK \I*χʷa-na-\i 'to curse' is actually a nominal derivate from \I*χʷa-nǝ\i 'curse' (preserved in Kab. \Iχʷan\i), which itself is originally a nominal form of the verbal stem \I*χʷa-.\i Delabialisation in PAT and Ub. is due to dissimilation (with the labialised cʷ- of the 1st compound element). Cf. also PAK \I*χʷǝ-cˀˊa-\i > Kab., Ad. \Iχʷǝsˊ˔a-n\i 'to quarrel, swear, grumble' (probably borrowed into Ubykh as \Iχʷǝcˀˊaˊ-\i / \Iχʷǝčˀˊaˊ-\i 'e^tre exciteˊ'. In Abaz. there are also variants \Iħʷa-čʷa-ra\i 'to prate, twaddle', \Ičʷgˊa-ħʷa-ra\i 'to talk scandal' (but these may contain PAT \I*ħʷa\i 'to speak').
686|*Lˊa|2150|1 to deceive 2 to fool 3 to lure, entice|a-žˊa-raˊ 1|žˊa-ra 1|ʁa-ʡʷǝ-La-n 2|ʁa-ʡʷǝ-La-n 3|La- 1|    PAT \I*žˊa-.\i PAK \I*ʡʷǝ-La-\i (a compound either with \I*ʡʷǝ\i 'mouth', or \I*ʡʷa-\i 'speak', see Shagirov 1,130): the stem is usually used with the causative ʁa-, but cf. the independent usage in Ad. \IʡʷǝLa\i 'silly'. Ub. \Ia-z-Laˊ-n\i (cf. also \Iqˀʷǝ-Laˊ\i 'stupid, silly' = Ad. \IʡʷǝLa,\i but possibly a loanword).         See Dumeˊzil 1932, 126, Климов 1967, 300-301, Абдоков 1973, 79; Shagirov 1, 130.
687|*tˀǝʁʷa- ( ~ -Gʷ-)|2151|to ripen|||tˀǝʁʷa-n|tˀǝʁʷa-n|tˀǝʁʷaˊ-|    PAK \I*tˀǝʁʷa-.\i
688|*-gV-|2155|1 to dance 2 silly, silly person|aˊga 2|laga 2|wǝǯˊǝ-n 1|wǝǯǝ-n 1|wǝgˊ- 1|    PAK \I*wǝgǝ-\i (also a noun \I*wǝgǝˊ\i > Ad. \Iwǝǯˊǝ,\i Kab. \Iwǝǯ\i 'round dance with singing'); Ub. \Isǝ-wǝˊgˊǝ-n\i (qualified as an Adygh loanword in Vogt 1963, but possibly genuine). *wǝ- is a common WC morpheme with the meaning 'to do, to make (smth.)'; PAT \I*aga\i (Abaz. \Ilaga\i is perhaps influenced by \Ilǝg\i 'slave'?).     The same root (reduplicated, or at least constituting the first part of a compound) can be found in PAK \I*gagʷǝ-\i 'to play' (Ad. \Iǯˊagʷǝ-n,\i Kab. \Iǯagʷǝ-n\i), \I*gaˊgʷǝ\i 'play, feast, wedding' (Ad. \Iǯˊagʷ,\i Kab. \Iǯagʷ\i).     The semantic correlation "to dance, play" - "to be silly" recurs in the  same root in EC languages as well, thus the relationship between AT and other  WC forms seems secure enough.
689|*bIa|2157|orphan|aˊ-jba|jǝba|jǝba|jǝba|jabIaˊ|    PAT \I*jǝba;\i PAK \I*jǝbaˊ.\i The common PWC form \I*jǝ-bIa\i contains a pronominal prefix *jǝ-, but the same root without it is also attested: cf. PAK \I*sʷǝzaˊ-ba\i 'widow' (a compound with \I*sʷǝzǝ\i 'woman') > Ad. \Isˊˇǝzāb,\i Kab. \Ifǝzāba.\i
690|*bǝ˜za|2161|1 candle 2 lamp 3 ray 4 light|a-čˇǝˊ-mza 1|mza 2|bzǝj 3|bzij 3|mǝʒaˊ 2,4|    PAT \I*mǝza\i (cf. also Bzyb. \Iaˊ-mza\i 'torch'; Abzh. has a compound with \Ičˇǝ-\i 'wax'); PAK \I*bzǝˊ-jǝ\i (with a pronominal second part, see Shagirov 1,95); Ub. def. \Iaˊ-mʒa.\i     Shagirov (1,95) explains the root morpheme in PAK \I*bzǝˊ-jǝ\i as 'tongue'; this is, indeed, probable because of the compound identity (Ad. \Imasˊ˔ʷa-bzǝj\i = Abkh. \Iaˊ-mca-bz\i = Ub. \Imǝǯˊa-bzˊa\i 'fire tongue, flame'). Since, however, PAT \I*mǝza\i and Ub. \Imǝʒaˊ\i 'candle, light' certainly constitute a different root (obviously having nothing to do with \I*bǝzˊa\i 'tongue'), it seems probable that in PAK the two different PWC roots had merged (phonetically this is quite regular).
691|*χIʷV ( ~ *qIʷV)|2162|1 to crawl 2 to drag|a-ħʷa-za-raˊ 1|r-ħʷħʷa-ra 2|||χIʷǝχIʷ-daˊ- 1|    PAK \I*ħʷa\i (cf. also Abkh. \Ia-r-ħʷa-za-raˊ\i 'to drag'). Abaz. and Ub. have an expressive reduplication.
692|*p(ǝ)qˀˊV|2163|1 to feed 2 to rear|||pˀʷǝ-n 2|pˀǝ-n 2|pˀqˀˊǝ- 1,2|    PAK \I*pˀʡǝ-\i (cf. also Ad. Khak. \Ipˀqˀʷǝ-n\i); Ub. \Ia-s-pˀqˀˊǝˊ-n.\i See Shagirov 2, 54.
693|*šˊ:V|2164|1 to become soft (as cheese) 2 to ferment|a-š-raˊ 2|ʕa-š-ra 2|ša-n 1|sˊa-n 1||    PAT \I*šǝ\i (in Abaz. used only with a preverb); PAK \I*š:a\i (cf. Bzhed. \Iš:a-n\i). The correspondence PAT *š : PAK *š: points to PWC *šˊ:.
694|*čˊǝ-|2165|to spin (yarn)|||||čˊ(ǝ)-|    Ub. \Ia-s-čˊǝˊ-n.\i Attested only in Ub., but having probable EC parallels.
695|*xˊʷǝ|2168|to curse, damn|aˊ-šˇij-ra|šʷej-ra||||    PAT \I*sʷǝ-jǝ-\i (cf. also Bzyb. \Iaˊ-sˊˇij-ra\i). The PWC reconstruction is tentative (PAT *sʷ can go back to *sʷ, *šʷ or *xˊʷ).
696|*λʷV|2169|1 to bear, give birth 2 to create|a-ša-raˊ 2|q-ša-ra 1|λfa-n 1|λxʷa-n 1||    PAT \I*ša\i (Abaz. \Iq-ša-ra\i = Abkh. \Ia-χ-ša-raˊ\i id.; with another preverb cf. Abaz. \Iʕan-ša-ra\i 'to be born'); PAK \I*λ(ǝ)-xʷa-\i (a compound with \I*λˊV\i 'kin' in the first part).     See Shagirov 1,254-255.
697|*šˊʷǝχǝrǝbǝ|2174|gooseberry|||sˊχǝrǝb|sˊχǝrǝb||    PAK \I*sˊχǝrǝˊbǝ.\i
698|*qˊ:Iʷa (~ qˀˊʷ-,qˀʷ-)|1845|to hold, catch|||||qˀʷa-|    Ub. \Ia-s-qˀʷaˊ-n.\i Isolated in Ubykh, but having probable external parallels.
699|*(p)-ʒVʒV|1971|to tremble|||-zazǝ-n|-zazǝ-n|bzabzaˊ-|     PAK \I*zazǝ-\i (only in the compound \I*kˀa-zazǝ-;\i its reflexes, as well as  traces of this root in Abkh., see under \I*kˀˊV(-ʒV)\i).
700|*k:ǝ-|483|gullet, throat|||čˊǝj|ǯǝj||    PAK \I*k:ǝˊ-jǝ.\i
701|*c:ʷa ( ~ cʷ-)|1059|1 to spit 2 spittle|a-žˊcˇaˊ 2||||cʷaˊ-šχ- 1|    In Abkh. cf. also Bzyb. \Ia-ʁˊ-cˇaˊ\i 'spittle'. The root \I*cʷa\i (\I*c:ʷa\i) is  clearly discernible in Abkh. and Ub., although other components are not clear.  In other languages the root had suffered expressive changes: cf. Abaz.  \Ikˀa-ǯʷǯʷa-ra\i 'to spit' (ǯʷ under the influence of \Iǯʷa-ra\i 'to vomit') and  \Ičˀǝ-cˀa-ʒǝ\i 'spittle' (\Ičˀǝcˀa-\i instead of \I*čˀǝ-čʷa-\i under the influence of \Ičˀǝcˀa\i  'soreness of the mouth); Ad. \Iwǝ-zˊˇǝ-ntxa-n,\i Kab. \Iwǝ-bzˊǝ-txa-n\i 'to spit'  (with quite irregular correspondences).
702|*b(ǝ)zˊʷa ( ~ -žˊʷ-)|313|rock, cliff, precipice|||bzˊā-pa|bzˊa-pa||    PAK \I*bzˊa-pa\i (a compound with \I-pa\i 'front part').
703|*šama ( ~ s-, sˊ-)|1668|heap, mound|||sāma|sāma||    PAK \I*samaˊ\i (with *s- pointing to PWC *s-, *sˊ- or *š-).
704|*t:ak:a- ( ~ -kˊ:-)|1120|1 he-goat (1 y. old) 2 animal (1 y. old and older)|||tačˊa-χʷ 2|daǯa-χʷ 1||    PAK \I*t:ak:a-χʷǝ\i (a compound with \I*χʷǝ\i 'male'); in Kab. the precise meaning  is 'a gelt he-goat (more than 1 year old)'. Cf. also Kab. \Idaǯāža\i 'a 1 y. old  he-goat' (a compound with \Iāža\i 'goat').
705|*cˊǝcˊǝ (~cˊ:,č)|1226|midge, swarm of midges|aˊ-cc|||||    PAT \I*cˊǝcˊǝ\i (cf. also Bzyb. \Iaˊ-cˊcˊ\i).
706|*bLˊǝ-nǝ|1369|1 wall 2 angle, corner|||bLǝnǝ 1|bLǝn 1|bLǝn 2|    PAK \I*bLǝnǝˊ.\i
707|*PǝxˊV|1345|1 to graze (at night) 2 to spend a night 3 hut|a-pχˊa-raˊ 2|pχˊa-ra 2|pšˊǝ-pˀa 3|xa-psˊǝ-n 1||    PAT \I*pǝxˊa-;\i PAK \I*pšˊǝ-.\i In PAK the verb has been preserved only (with a  locative prefix) in Kab. (Abdokov gives also the meaning 'spend some time',  whereas the Kab.-Russ. dictonary only gives the gloss 'to graze (at night, of horses, oxen etc.)'. Adyghe reflects only the compound \I*pšˊǝ-pˀqˀa\i 'place of temporary abode', 'hut' (borrowed in Ub. as \Ipšˊǝpˀqˀaˊ\i 'lieu d'assembleˊe en plein air'); cf. also another derivate in Kab. \Ipsˊǝ-ʡa\i 'hut'.     See Abdokov 1983, 128-129 with the correct AT-AK comparison (the author  quotes also an Ub. verb \Ipšˊǝ-\i 'to abide, stay temporarily' - which we were  unable to identify and which is probably faulty: in Ub. we should regularly  expect a form like \Ipsˊǝ-\i). Because of the obvious AT cognate, Shagirov's  identification of the present root with PWC \I*pǝλ:ʷa\i 'to blow' (q.v.) should  certainly be rejected.
