"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
 604,"*ḳə ( ~ *ḳ́-)",1898,"1 to forge 2 smithy","","","č̣́əš́ə 2","č̣əś 2","ḳ́ə- 1","    PAK \I*ḳə-š́ə́\i ( = Ub. \Iḳ́ə-ś\i 'smithy'); Ub. \Ia-ḳ́ə́-n,\i \Ia-sə-ḳ́ə́-n.\i In PAK the root is reflected also in \I*dəśa-ḳə\i (Kab. \Idəś��̣\i) 'goldsmith'. See Shagirov 2, 135 (with literature)."
 605,"*q̇́Iʷa",1901,"1 to stick into, pierce 2 to stick out","á-l-ħʷa-ra 1","ʕa-l-ħʷa-ra 2","","","","    PAT \I*ħʷa\i (used only with preverbs). PAT *ħʷ can have several PWC sources, thus the reconstruction of a glottalized affricate is only one of the possibilities."
 606,"*ʁ́IʷV",1903,"1 to beat 2 to beat up, whip","a-ʕʷ-ra 2","ʕʷ-ra 2","wa-n 1","wa-n 1","","    PAT \I*ʕʷə;\i PAK \I*wa.\i The AK root is compared by Dumézil (1971,158-159) with Ub. \Ija-,\i but the correspondence AK *w : Ub. j is irregular (whereas PAT *ʕʷ : PAK *w is normal and points to PWC *ʁ́Iʷ)."
 607,"*nəq:ʷa ( ~ -q̇ʷ-)",1904,"half","","","nəq:ʷa","nəq:ʷa","","    PAK \I*nəq:ʷá.\i The inner morphological analysis proposed by Shagirov (1, 286: nə- = -na in \I*š́a-ná\i 'one third', \I*ṗƛ̣a-ná\i 'one fourth' etc., \I-q:ʷa\i - component meaning "not quite, a little") is very dubious."
 608,"*q̇ə",1905,"to cut","a-p-q̇a-rá","p-q̇-ra","","","q̇ə-","    PAT \I*q̇V\i (in Abkh. there also exists a variant \Ia-pq̇-rá;\i cf. also \Ia-t-q̇a-rá\i 'to cut out', showing that t- and p- are prefixes). Ub. \Ia-s-q̇ə́-n.\i  Abdokov (1983, 161) compares also PAK \I*wəʡa-\i 'to wound' (Ad., Kab. wəʡa-) which is rather dubious for phonetic reasons (-q:- would be normally expected)."
 609,"*q̇́Iʷa",1908,"1 to tan, rumple, soften (leather) 2 to thresh","","ħ:ʷa-ra 1","ʡʷa-n 2","ʡʷa-n 2,1","","    PAK \I*ʡʷa\i (the meaning 'to tan, soften' is preserved in Kab. \Iʡʷa-tə-n\i and Ad. \Iša-ʡʷā-ca,\i Kab. \Ifa-ʡʷā-ʒa\i 'implement for softening leather' - see Kuipers 1975, 73)."
 610,"*q̇ʷVč̣́V",1909,"to rumple, crumple, rub","a-q̇ʷč̣́-rá","q̇ʷč̣́-ra","","","q̇ʷ��̣́á-","    PAT \I*q̇ʷəč̣́ə-;\i Ub. \Ia-s-q̇ʷ��̣́á-n.\i"
 611,"*p-š:ʷa ( ~ -š́:ʷ-)",1911,"to knead","","","pša-n","pśə-n","","    PAK \I*pš:a-\i / \I*pš:ə-\i (cf. also Bzhed. \Ipš:a-\i 'to knead', Kab. \Ixa-pśa-n\i 'to put into (a mass)'). See Kuipers 1975, 42."
 612,"*q̇́ʷə",1913,"1 to fasten, button up 2 fastening, button","","","č́ə-ʡʷə","ṣ́ə-ʡʷ","q̇́ə-","    PAK \I*č́ə-ʡʷə́;\i Ub. \Ia-s-q̇́ə́-n.\i The meaning of the component *č́ə- (*č̣́ə-) in PAK is not clear."
 613,"*bəč̣ə",1915,"1 to rumple, crumple 2 to press, be pressed","a-r-bəc̣-rá 1","r-bc̣-ra 1","","","bəc̣(ə́)- 2","    PAT \I*rə-bəć̣ə\i (with a causative prefix; cf. also Bzyb. \Ia-r-bəć̣-rá\i 'to rumple'); Ub. \Ia-bəc̣ə́-n\i 'il est opprimé', \Ia-sə-bəc̣ə́-n\i 'je le presse'. The correspondence PAT *ć̣ : Ub. c̣ points to PWC non-palatalized *č̣."
 614,"*ǯə ( ~ ʒ-)",1916,"to plait, wattle","","","","zaʡʷə-ʒə-n","ʒə-","    Ub. \Ia-z-ʒə́-n.\i The Kab. word is formally analysed as 'to throw (\Iʒə-\i) together', but in view of the Ubykh evidence it is rather a trace of an independent verbal root. The correspondence Ub. ʒ : PAK *ʒ can point both to PWC *ǯ and *ʒ."
 615,"*k:a ( ~ g-)",1917,"to bring, carry","a-ga-rá","ga-ra","","","","    PAT \I*ga.\i"
 616,"*(p)sV",1867,"1 to scatter 2 to sow","a-ta-psa-rá 1","ta-psa-ra 1,2","","te-sa-n 1","wa-s(ə)- 2","    PAT \I*pəsa-\i (used only with preverbs, cf. also \I*ḳa-pəsa-\i 'to throw, scatter'). See Shagirov 1962,53, Abdokov 1973,72, Shagirov 2,72 (with literature). In view of this etymology, the Ubykh merger with \Iwa-s(ə)-\i 'to sit in' appears secondary."
 617,"*xʷa",1923,"to smear","","","","śə-xʷa-n","š́ə-fa-n","    PAK \I*š́ə-xʷa-\i (š́ə- is a locative preverb)."
 618,"*λ́ʷə",1927,"to plait","á-š:-ra","š:-ra","fə-n","xʷə-n","šʷə-","    PAT \I*š:ə\i (with expressive gemination); PAK \I*xʷə;\i Ub. \Ia-s-šʷə́-n.\i See Klimov 1967, 303; Shagirov 2, 109."
 619,"*bəḳə",1932,"to press, scrape, pinch","","bḳ-ra","","","baḳ́ə-","    Ub. \Ia-z-baḳ́ə́-n.\i"
 620,"*śʷV",1937,"to weave","a-s-rá","s-ra","śa-n","śa-n","","    PAT \I*śə\i (cf. also Bzyb. \Ia-ś-rá\i); PAK \I*śa.\i The correspondence PAT *ś : PAK *ś points only to PWC *śʷ."
 621,"*Ła",1938,"1 smoke 2 god, spirit 3 to suffocate","á-l-ʕʷa 1","lʕʷa 1","tħa 2","tħa 2","La-L- 3","    PAT \I*lə-ʕʷa\i (a compound with \I-ʕʷa\i < \I*ʁʷV\i 'smoke' q.v.); PAK \I*tħa;\i Ub. \Isə-LaLə́-n.\i The Ub. verb is an exact match for PAK \I*tħa-La-\i 'to suffocate' (Ad. \ItħāLa-,\i Kab. \ItħaLa-\i), see Bouda 1960, 200, Shagirov 2, 82. This is an additional factor in favour of Kuipers' hypothesis that PAK \I*tħa\i originally had meant 'life, breath'. Since PAK \I*tħa\i corresponds well to Ub. \ILa\i (going back to PWC \I*Ła\i), all other theories about the origin of PAK \I*tħa\i (comparison with Greek \Itheós,\i fantastic comparisons with \I*ħa\i 'dog', \I*t:əʁa\i 'sun' etc. - see the full list in Shagirov 2,79-80) should be discarded."
 622,"*sʷa",1939,"to measure","a-š̌a-rá","šʷa-ra","","","sʷa-","    PAT \I*sʷa\i (cf. also Bzyb. \Ia-ś̌a-rá\i); Ub. \Ia-sə-sʷá-n.\i"
 623,"*jV",1940,"to rub, plaster","","","jə-n","jə-n","ja-","    PAK \I*jə-;\i Ub. \Ia-z-já-n.\i See Shagirov 1, 185."
 624,"*ʒʷa",1944,"1 to wash 2 to dam, cut off (water)","á-ǯ̌ǯ̌a-ra 1","ǯʷǯʷa-ra 1","ʒ́ʷa- 2","","","    PAT \I*ʒʷa\i (with emphatic gemination). Phonetically the Ad.-Abkh. comparison is very probable; the semantic change must be postulated as "to pour water (enough) for washing" > "to cut off (water), to dam"."
 625,"*šʷV",1945,"to wash","a-š̌a-rá","","","","šə-","    Ub. \Ia-s-šə́-n.\i"
 626,"*χʷa",1949,"1 to scratch 2 to rub","a-ħʷa-rá 1","ħʷa-ra 1","χʷa-n 2","χʷa-n 2","χʷaχʷá- 1","    PAT \I*ħʷa;\i PAK \I*χʷa\i (cf. also \I*ṭa-χʷa-\i 'to scratch' > Ad., Kab. \Iṭaχʷa-\i); Ub. \Isə-χʷaχʷá-n.\i The Ub. form is reduplicated. §    See Abdokov 1973, 69; Shagirov 2, 86, 112."
 627,"*ga",1954,"1 to call 2 to be heard (of sound, voice)","a-ga-rá 2","ga-ra 2","ǯ́a-n 1","ǯa-n 1","","    PAT \I*ga;\i PAK \I*ga\i (the objective form \I*ja-ga-\i means also 'to read, learn, study'). See Shagirov 1, 161."
 628,"*χʷa",1955,"1 to ask 2 to search","á-ħʷa-rá 1","ħʷa-ra 1","λə-χʷə-n 2","λə-χʷa-n 2","χʷa- 1","    PAT \I*ħʷa\i (with accent variation in Abkh.); PAK \I*λə-χʷə-\i / \I*λə-χʷa-\i (on the distribution of the two forms and the preverbial nature of *λə- see Shagirov 1,256); Ub. \Isə-χʷá-n\i (Shagirov ibid. compares Ub. \Iχʷá-č́a-\i / \Iχʷa-č́á-\i 'to search' - which obviously contains the same root). In Adygh cf. also \I*χʷa-psa-\i 'to envy' ("ask" + "soul") > Ad., Kab. \Iχʷa-psa-.\i"
 629,"*χʷV",2170,"to shout","á-ħʷħʷa-ra","ħʷħʷa-ra","","","wa-χ(ə)-","    PAT \I*ħʷa\i (with expressive gemination); Ub. \Isə-waχə́-n.\i"
 630,"*(a)šʷa ( ~ -sʷ-)",1958,"song","áš̌a","ašʷa","","","","    PAT \I*asʷa\i (cf. also Bzyb. \Iáś̌a\i id.)."
 631,"*q:Iʷə",1959,"1 to bark 2 to howl","","","hā-q:ʷə-n 1","q:ʷə-ʁə-n 2","qIʷə- 1","    PAK \I*q:ʷə-\i (in Kab. - a compound with \Iʁə-n\i 'to weep, cry'); Ub. \Ia-qIʷə́-n.\i"
 632,"*χIʷV",1960,"1 to graze (intr.) 2 to graze (trans.)","a-ħʷ-rá 1","ħʷ-ra 1","χʷə-n 1","ʁa-χʷə-n 2","χIə- 1","    PAT \I*ħʷə;\i PAK \I*χʷə;\i Ub. \Ija-χIə́-n\i (with secondary loss of labialisation).     See Mészáros 1934, 400; Shagirov 1, 312."
 633,"*ba ( ~ *bIa)",1963,"1 kiss 2 to kiss","","ba 1","ja-ba-wə-n 2","bā 1","","    PAK \I*ba,\i \I*ja-ba-wə-\i (cf. also Kab. \Ijabawə-n\i "to smack one's lips"). An expressive root; see Shakryl 1968, 64, Shagirov 1, 66, 170."
 634,"*ḳ́V(-ʒV)",1970,"to tremble","a-ḳ́əʒ-ḳ́ə́ʒ-ra","","č̣́azazə-n","č̣azazə-n","ḳ́ā-da-","    PAK \I*ḳazəzə-\i (Kab. > Abaz. \Iḳ́azəz-ra\i id.); Ub. \Ia-ḳ́ā-dá-n.\i The second  part of the stem \I*ḳ́V-ʒV\i probably goes back to a separate root \I*(p)-ʒVʒV\i 'to  tremble' q.v."
 635,"*c̣əsə / *səsə",1969,"to tremble, shake","a-c̣əs-rá","c̣s-ra","səsə-n","səsə-n","","    PAT \I*c̣əsə;\i PAK \I*səsə-.\i An expressive root with irregular glottalisation in PAT."
 636,"*λ́ʷV-č́V / *č́Vλ́ʷV",1972,"to laugh","á-č́č́a-ra","qə-č́č́a-ra","š́xə-n","d��a-šxə-n","šʷ��́á-","    PAT \I*č́č́a-\i (assimilated < \I*š(ə)č́a-\i); PAK \I*č́xə-;\i Ub. \Isə-šʷ��́á-n.\i Shagirov (2,149) justly criticizes Klimov (1967, 304) for comparing PAT \I*č́č́a-\i with PAK \I*š́əš́ə-\i 'to neigh', and follows Abdokov (1973, 24) in comparing PAT \I*č́č́a-\i and PAK \I*č́xə-;\i he also adds the Ubykh form, but only its second part (-č́a) - see Shagirov 2, 149. §    Since PAK *č́ = Ub. č́ and PAK *x = Ub. šʷ, it seems very probable to compare the words in whole (assuming a metathesis in one of the subgroups). The PAT form \I*č́č́a\i can be easily explained as a result of assimilation < \I*šəč́a\i (where *š < *λ́ʷ and *č́ < *č́). Therefore the commonly accepted comparison of Abkh. \I-č́č́a-\i with PK \I*cc-\i 'to laugh' (Charaya 1912, 48, Shagirov ibid etc.) seems rather superficial. If PWC \I*λ́ʷV-č́V-\i (\I*č́V-λ́ʷV\i) is a compound verb, only its component \I*č́V\i can be compared with Kartvelian (we should add that both forms are probably onomatopeic in origin); the component \I*λ́ʷV\i is certainly related to EC forms meaning 'to laugh'."
 637,"*ṗə̃ćV",1976,"lie","á-mc","mcə","ṗc̣ə","ṗc̣ə","məćá","    PAT \I*məćə\i (cf. also Bzyb. \Iá-mć\i); PAK \I*ṗc̣ə.\i See Shagirov II, 51 (with literature)."
 638,"*t:arədə (~ d-,-t:-)",1983,"spindle","a-dardə́","dadər-ʁʷə","","","","    PAT \I*darədə\i / \I*dadərə\i (cf. also Bzyb. \Ia-dərdə́;\i in Abkh. there exists also a variant \Ia-dardʁʷə́\i = Abaz. \Idadərʁʷə́\i with an unclear component *-ɣʷə)."
 639,"*sʷa(nə)",1985,"honey","","","śʷawə","fow","sʷanə́","    PAK \I*sʷawə́.\i The AK-Ub. comparison see in Rogava 1956, 87, Dumézil-Esenc̣ 1975, 148, Shagirov 2, 100-101. Although none of these authors could offer a satisfactory explanation of the strange correlation AK *-w- : Ub. *-n-, the parallel still seems satisfactory. All other suggestions (comparison with PAT \I*cəxa\i 'honey' in Abdokov 1973, 71; comparison with PAT \I*cʷa\i 'wax' and PK \I*c̥1̇wil-\i / \I*c̥1̇wid-\i id. in Rogava 1956, 87, Klimov 1969, 291) should be rejected for phonetic reasons."
 640,"*ƛʷa",1990,"1 wax 2 honeycombs","a-č̌á 1","čʷa-ba 1","šafə 1","šaxʷ 1","cʷa-mʁ́á 2","    PAT \I*cʷa;\i PAK \I*ča-\i in compounds: \I*ča-xʷə́\i 'wax' (lit. 'white wax'), \I*ča-kʷá\i 'wax waste' (Ad., Kab. \Išākʷa\i). The correspondence PAT, Ub. cʷ : PAK *č points only to *ƛʷ in PWC."
 641,"*χʷəm(ə)ṗa",1994,"1 gulp, mouthful 2 to gulp, lap up","","","ja-χʷəmṗa-ʁʷ 1","χʷəpə-n 2","","   PAK \I*χʷə(m)ṗV-\i (with irregular deglottalisation in Kab.)."
 642,"*aGa ( ~ -ɣ-)",1999,"enemy","a-ʁá","aʁa","","","","    PAT \I*aɣa.\i"
 643,"*k:ʷarəta",2000,"flock of sheep","a-gʷárta","gʷarta","kʷart","gʷārta","","    PAT \I*gʷarəta;\i PAK \I*k:ʷárta.\i"
 644,"*pč́:V",2005,"1 oak-tree 2 plane-tree","á-ǯ́ 1","ǯ́-č̣ʷə 1","pč́ajə 2","bžej 2","","    PAT \I*ǯ́ə;\i PAK \I*pč́:a-jə\i (with a usual "tree"-suffix *-jə), cf. also Shaps. \Ipč́ajə\i 'beech-tree'. The PAT form can not be related to PAK \I*č:ə-ɣə\i 'tree' (see under PWC \I*č́:ʷə\i); on the other hand, the semantic shift 'oak-tree' - 'plane-tree', 'beech-tree' is rather common (it happened, e.g., in Greek), and the comparison of PAK \I*pč́:a-jə́\i with PAT \I*ǯ́ə\i 'oak-tree' seems quite plausible."
 645,"*Ĺʷa",2008,"1 asp 2 ash-tree 3 willow, osier, osier branch","á-ža 1","ža-č̣ʷə 2","","","žʷa 3","    PAT \I*ža.\i The correspondence PAT *ž : Ub. žʷ points only to PWC *Ĺʷ."
 646,"*ʁa",2009,"yew-tree","ā","","","","","    The form is attested only in Abkhaz (presupposing PAT \I*ʕa\i or \I*aʕa\i), with several possibilities of PWC reconstruction (*ʁ, *ʁ́, *ʁI, *ʁ́I, *q:I)."
 647,"*P(ə)c:ə",2012,"chisel","","","pcə","bʒə","","    PAK \I*p:c:ə.\i The root has nothing to do with \I*c:a\i 'tooth' (despite Yakovlev 1948, 156-157,274,293). PAK *c: can go back to PWC *c:, *ć: or *č:."
 648,"*gʷara",2016,"1 yard 2 fence 3 enclosure","a-gʷára 1","gʷara 2","","gʷaran 3","gʷā́ʁa 1,3","    PAT \I*gʷara;\i Ub. def. \Ia-gʷā́ʁa.\i The Kab. word has a specific meaning: 'a place in court, divided into three parts: for the judge, for the accused and for the witnesses'."
 649,"*kVtV",2018,"1 village 2 sheep-fold","a-kə́ta 1","kət 1","č́at 2","čat 2","","    PAT \I*kətV;\i PAK \I*kátə.\i The semantic correlation ('village' - 'sheep-fold') points to the  original meaning 'enclosure'. Osset. (Dig.) \Ikät\i 'an open outhouse close to the sheep-fold', despite Abayev 1,590, is probably borrowed from Adygh."
 650,"*nanawə",2022,"child, baby","","","nānəw","","nanáw","    A "children's word", but with direct EC parallels."
 651,"*bIaga",2032,"1 jackal 2 fox","á-bga 1","baga 2","bāǯ́a 2","bāža 2","bIaǵá-šʷ 1","    PAT \I*bVga;\i PAK \I*baǯ́á.\i The development *g > *ǯ́ in PAK is not clear (the antiquity of *ǯ́ in Adyg is proved by the Ubykh loanword \Ibaǯ́á\i 'fox'); nevertheless, the regular correspondence PAT \I*bVga\i : Ub. \IbIaǵa-\i leaves no doubt in the reconstruction of PWC \I*bIaga.\i"
 652,"*k:ʷama ( ~ ḱ:ʷ-)",2035,"twig, bough","","","kʷāma","gʷāna","","    PAK \I*k:ʷamá\i ( / \I*k:ʷaná\i with dissimilation)."
 653,"*tʷatʷa",2036,"gold","","","","","tʷatʷa",""
 654,"*źəməḳ(ʷ)a",2040,"ant","a-šə́š-ḳamsa","č́-ḳlams (Ash.)","","","źəngʷá","    PAT \I*-ḳaməśə\i (cf. also Bzyb. \Ia-śə́ś-ḳamś,\i \Ia-śə́ś-ḳlamś\i). The first component (Abkh. \Išəš-,\i Bzyb. \Iśəś-,\i Abaz. \Ič́-\i) is not clear. The PAT form can be related to Ubykh if we assume a metathesis (\I*ḳaməśə\i < \I*śVmVḳV\i) and assimilative / dissimilative processes - which is not surprising in an expressive root like this (cf., e.g., numerous irregularities in the IE root for 'ant' - \I*morm-\i / \I*morw-\i / \I*bhorm-\i etc.)."
 655,"*naš:ʷa",2044,"1 cucumber 2 melon","a-náša 1","naša 1","nāš 2","nāśa 1","nā́ša 1","    PAT \I*naša;\i PAK \I*náš:a\i (cf. also Bzhed. \Ināš:a\i 'melon'). The correspondence PAT, Ub. š : PAK *š: points to PWC labialised *š:ʷ."
 656,"*xʷV",2046,"1 price 2 to buy 3 to pay","á-χʷ 1","χʷə 1","š́a-fə-n 2","śa-xʷə-n 2","fa- 3","    PAT \I*xʷə\i (cf. Bzyb. \Iá-xʷ\i) 'price', \I*xʷə-ʕa-\i 'to buy' (Abkh. \Iá-χʷħa-ra,\i Abaz. \Iχʷʕa-ra\i); PAK \I*š́:a-xʷə-\i (a compound with \I*š́:a-\i 'to sell' in the first part); Ub. \Ia-s-fá-n\i (cf. also a noun: \Ifa\i 'profit'). In Ubykh *xʷ usually gets delabialised ( > x; Ubykh does not have a labialised xʷ); the reason why it changed to f in this case is unclear. Another solution would be to reconstruct PWC \I*fV\i ( regularly > Ub. f, PAK *xʷ) with an irregular (dialectal?) change *f > *xʷ in PAT."
 657,"*λ:a",2047,"to sell","","","š́a-n","śa-n","śa-","    PAK \I*š́:a-\i (cf. Bzhed. \Iš́:a-n\i id.); Ub. \Iá-s-śa-n.\i See Abdokov 1973, 76, Shagirov 2, 146 (although PAT \I*šʷa-\i 'to pay' does not correspond regularly to the PAK and Ub. forms, and should rather be compared with Ub. \Išʷa\i 'price' - see under PNC \I*maśwĔ\i)."
 658,"*dʷə",2050,"plain, field","a-dʷə́","","","","dʷə","    Ub. def. \Ia-dʷə́.\i"
 659,"*šʷərə",2058,"fruit(s)","a-š̌ə́r","šʷər","","","","    PAT \I*sʷərə\i (cf. also Bzyb. \Ia-ś̌ə́r\i). PAT *sʷ can go back to PWC *šʷ, *sʷ or *x́ʷ, thus the PWC reconstruction is rather tentative (*šʷ is the best match for PEC *cʷ)."
 660,"*(a)ća",2059,"sister-in-law, daughter-in-law","áca","ajca-la","","","","    PAT \I*(a)ća\i (cf. also Bzyb. \Iáća\i). The initial vowel is probably a trace of the original pronominal prefix (aj- in Abaz. is a reciprocal prefix). Cf. also the synonymous PAT \I*t��a\i (Abkh. \Ia-táca,\i Bzyb. \Ia-táća,\i Abaz. \Itaca;\i for the first component *ta- cf. perhaps Abkh. \Ia-tá-ḳʷaž̌,\i Abaz. \Ita-žʷ\i 'old woman'; or maybe \I*t��a\i is an independent kinship term, corresponding to the isolated (within EC) Av. \Idurc\i 'son-in-law' ? [other similar forms - God., Botl., Tind., Cham. \Idurc,\i Gunz., Bezht. \Idursa\i - are all more or less recent loanwords from Avar]). §    Despite Abdokov (1974, 62) the PAT root can not be related to PAK \I*nəsa\i 'daughter-in-law'; see the criticism in Shagirov 1, 288."
 661,"*c̣ərʁə",2061,"snail","","","c̣ərʁə (Shaps.)","","","    See Kuipers 1975, 21. The word is quite isolated among WC languages; it seems, however, worth mentioning Abkh. \Ia-č̣̌aʁʷa\i 'line' (if the original meaning was 'caterpillar' - cf. the external evidence, the semantic development in Abkhaz would be just the same as in Lezghian)."
 662,"*ǯaməʁʷa",2065,"1 cheek 2 chin","a-ʒámʕʷa 1","ʒamʕʷa 1","","","ʒámʁa 2","    PAT \I*ʒ́aməʕʷa\i (cf. Bzyb. \Ia-ʒ́ámʕʷa\i). Ubykh has a regular delabialisation ʁʷ > ʁ after a labial. §    Within PAK it seems probable to relate here the stem \I*žaʁʷə́\i (Ad. \Ižaʁʷə\i 'chin', Kab. \Iźaʁʷ\i 'base of the lower jaw'), although regularly one would expect a form like \I*ʒa(m)ʁʷə\i or \I*za(m)ʁʷə\i. The irregularity should be explained by a secondary influence of the PAK root \I*ža\i 'mouth' (q.v.)."
 663,"*ḳʷa-",2070,"1 small river 2 ravine","a-ḳʷára 1","ḳʷarə 2","","","","    PAT \I*ḳʷa-rV\i (cf. also Bzyb. \Ia-ḳʷár\i 'small river'). *-rV is probably a suffix (cf. an analogous suffix in Abkh. \Ia-q̇ʷa-rá\i 'rocky river bank' etc.)."
 664,"*bǯ́V",2076,"1 to fry 2 to burn, smart","a-ǯ́-rá 1","ǯ́-ra 1","ja-bž́a-n 2","jə-bźa-n 2","","    PAT \I*ǯ́ə;\i PAK \I*bž́a-\i (cf. also \I*Lə-bž́a-\i 'to fry (a meat-dish)' > Ad. \ILə-bž́a-n,\i Kab. \ILə-bźa-n\i). See Shagirov 1, 91, Kuipers 1975, 39, 46)."
 665,"*qIʷa",2077,"pig, swine","a-ħʷá","ħʷa","q:ʷa","qʷa","χIʷa","    PAT \I*ħʷa;\i PAK \I*qʷa.\i"
 666,"*jaɣ́a",2079,"goose-foot (grass)","","","jaž́ā-šχʷa","jāźā-śχʷa","","    PAK \I*jaž́a\i (used only in a compound with \I*šχʷa\i 'grey' < \I*šʷəχʷa\i q.v.). The compound actually means "grey grass", or possibly just "jaž́a-grass" - because the root \I*šχʷV\i in PAK has also the meaning 'burdock, weeds' - but is now folk-etymologically understood as "grey ashes" - because of the confusion of the two originally separate roots (see \I*jaɣ́a\i 'ashes')."
 667,"*k:ara ( ~ g-)",2081,"cradle","a-gára","gara","","","","    PAT \I*gara.\i"
 668,"*ǵəĺə /ḳ́- (~g/ḳ)",2082,"to tickle; feel ticklish","","","Ləǯ́ə-n","ǯəLə-n/č̣əLə-n","ḳ́ə́L-","    PAK \I*gəLə\i / \I*ḳəLə\i (with a metathesis in Ad.); Ub. \Ia-ḳ́ə́Lə-n.\i An expressive root with secondary glottalisation in Kab. (where a variant with voiced *g- is also reflected) and Ub."
 669,"*ḳʷaləʒə (~-ʒ́-,-ǯ-)",2083,"armour","a-ḳʷalʒə́","ḳʷalʒə","","","","    PAT \I*ḳʷaləʒə\i (or -ʒ́-, because the Bzyb. form is unknown)."
 670,"*k:ʷaχʷa (~ḱ:ʷ,χ́ʷ)",2084,"fork","","","kʷāχʷa","gʷāχʷa","","    PAK \I*k:ʷaχʷá.\i See Shagirov 1, 109, Kuipers 58. The Shaps. dialect here has variants \Ik:ʷāχʷa\i / \Igʷāχʷa\i (where the form with gʷ- is irregular), the Abadz. dialect - \Igʷāχʷa\i (instead of expected \Ikʷāχʷa\i). Forms with secondary gʷ- can be easily explained as secondary loans from lit. Kabardian, thus Shagirov's (ibid.) hypothesis about the word being borrowed from Mong. \Igoxo\i 'hook' seems to have little ground."
 671,"*ĺVsV (~r,ŕ,-ś-)",2087,"fern","á-ras","","","","","    Attested only in Abkhaz (Abzh. dialect), thus there are several possible reconstructions for PWC."
 672,"*maχʷə",2096,"son-in-law","á-m��ʷ","mħʷə","māχʷλa","māλχa","məχə́","    PAT \I*m��ʷə;\i PAK \I*maχʷ-λá\i (a compound with \I*λ́V\i 'kin, relationship'); Ub. def. \Iá-məχ\i / \Ia-mə́χ.\i In Ubykh there occurred a usual delabialisation after a labial consonant. All attempts of the inner analysis of the WC form (Yakovlev 1948, 273, Kuipers 1960, 85, Rogava 1956, 33, 64) are groundless; see Shagirov 1, 259-260."
 673,"*pasa",2102,"early","a-pása","pasa","pās","pāsa","","    PAT \I*pasa;\i PAK \I*pása.\i The explanation of the Adygh form as 'first, front' + 'to sow' (Shagirov 2, 8) is most probably a folk-etymology, and there is no need to assume that the PAT form (corresponding to PAK quite regularly) is an Adygh loan."
