"NUMBER","PROTO","PRNUM","MEANING","SUN","TUL","KAL","LIM","LIMNUM","DUM","DUMNUM","KUL","KULNUM","YAM","YAMNUM","NOTES"
 768,"*haŋ ( ~ x-)",2639,"king","","","","\Ihaŋ\i", 290,"\Ihō\i", 331,"\Ihaŋ\i", 406,"\Ihaŋba\i", 275,""
 769,"*nVk",2640,"muscle","","","","\Inɛksa\i",1001,"\Inosə(m)\i", 800,"",   0,"",   0,""
 770,"*[ʔp]a", 432,"bamboo","","","","\Ipha\i",1261,"\Ipha-poʔo\i 'bamboo culm sheath'", 926,"\Iba-phu\i",  22,"\Ipak\i 'a k. of bamboo' (cf. also a:bhu 'bamboo', a:mi 'young bamboo shoots')",1021,""
 771,"*rem",   0,"shiver, cold","","\Irəmsi-\i  shiver","","",   0,"\Iremnɨ\i 'cool off', \Irim\i 'snow'", 978,"",   0,"",   0,""
 772,"*ʔtaN", 509,"long","","","","\Ithāmba\i",1837,"\Itānām\i",1200,"",   0,"\Iämma\i",  71,""
 773,"*ʔcVm",   0,"needle","","","","\Isammiʔl\i",1436,"\Icume\i",1422,"\Ichamei\i", 160,"\Isamik\i",1311,""
 774,"*brə", 214,"speech, word","","","\I'brɔ\i","",1159,"\Iboʔo\i", 105,"",   0,"",   0,""
 775,"*s[u]",1259,"weed","\Isuwā\i 'weed'","","","",   0,"\Isō\i 'weeds, tufts of grass'",1159,"\Isɔma\i 'to weed'",1201,"",   0,""
 776,"*jak",1418,"anger","","","","\Ijak\i",1997,"",   0,"",   0,"",   0,"Attested only in Limbu, but having reliable external parallels."
 777,"*ŋV-",2521,"tooth","","","\Iŋa-lu\i tooth","",   0,"\Iŋi-lō\i", 823,"",   0,"",   0,"Only in the comp. *ŋV-lok (see *lok)."
 778,"*ku ( ~ gh-)",2351,"mountain","\Irõ-gu\i rock, cliff","","","\Ithegu\i 'mountain'",1859,"",   0,"",   0,"",   0,""
 779,"*ʔot",2014,"shine","","","","\Iōtmaʔ\i",1096,"",   0,"",   0,"",   0,"Attested only in Limbu, but having reliable external parallels."
 780,"*sut ( ~ *ʔc-, ch-)",2657,"complete, finish","","","","\Isupmaʔ\i",1617,"",   0,"",   0,"\Iseʔma\i",1388,""
 781,"*ʔän",   0,"return, come back","","","","",   0,"\Iānnɨ\i",  45,"\Iaima\i",   1,"\Iämma\i 'go ahead; enter' (?)",  70,""
 782,"*bak-",   0,"molar","","","","",   0,"\Ibakham\i",  52,"\Ibakkaŋ\i",  20,"",   0,""
 783,"*baŋ",   0,"nine","","","","\IphaNsi\i",1279,"",   0,"\Ibɔ̄ci\i",  67,"\Iippoŋ\i 'ten' ('one'+*'nine')", 439,""
 784,"*b(h)ul",   0,"run","","","","",   0,"\Ibɨlnɨ\i",  95,"\Ibulma\i",  79,"\Ipimma\i",1096,""
 785,"*cVt (/ʔc-)",1129,"to deride, mock","","","","\Isāpmaʔ\i",1463,"\Icotnɨ\i",1412,"\Icəima\i (?)", 110,"",   0,""
 786,"*ci",1599,"small, little","","","","\Iciʔ\i", 149,"",   0,"\Icīcha\i \I(adv.),\i \Icīma\i \I(adj.)\i", 127,"",   0,""
 787,"*niŋ", 586,"mind","","","","\IniN\i",1030,"\Iniŋ\i", 790,"\Iniwa\i", 909,"\Iniŋa\i", 944,""
 788,"*cV(p)-ba",1176,"heart","","","\I'cö \i(Toba)","",   0,"\Icuba\i",1419,"\Icɔwa\i", 135,"",   0,"The word structure is not quite clear."
 789,"*ʔcəm ( ~ -ä-)",   0,"split, cut lengthwise","","","","",   0,"\Icəmnɨ\i",1361,"\Ichamma\i", 162,"",   0,""
 790,"*ʔcəp ( ~ -ä-)",   0,"write","","","","\Isapmaʔ,\i \I-sapt-/-sap-\i",1448,"\Icəpnɨ\i",1365,"\Ichamma\i", 163,"\Isapma\i",1331,""
 791,"*ʔcel",1218,"parental home","","","","",   0,"\Icelpɨ\i",1342,"\Ichel\i", 174,"",   0,""
 792,"*ʔce(s)",1305,"urinate","","","","\Isēmaʔ\i",1480,"",   0,"\Ichema\i", 179,"\Ise:ma\i",1394,"The root should be distinguished from *ʔcèrs q.v."
 793,"*cuk ( / ʔc-)",   0,"small, poor","","","","\Icukmaʔ\i", 194,"",   0,"\Ichuksipa\i", 220,"\Icukma\i", 191,""
 794,"*[d]äp", 885,"fireplace","","\Idep\i 'place' (Toba) (?)","","\Ithappu\i 'ashes'",1831,"\Idaʔlō\i", 143,"\Idaplɔ\i", 241,"\Ithauʔurum\i",1659,""
 795,"*d(h)ep",1032,"cover","","","","\Itepmā\i  cover(n.)",1731,"\Idepnɨ\i", 158,"\Idemma\i", 255,"\Itopma\i",1604,""
 796,"*ral-", 407,"centipede","","","","",   0,"\Irāli\i", 976,"\Igal\i", 341,"",   0,""
 797,"*ha(s)",2549,"to distribute","","","","\Ihāmaʔ,\i \I-hās-/-hā-\i", 309,"",   0,"\Ihama\i", 402,"\Iha:ma\i", 289,""
 798,"*hik",   0,"wind","","","","",   0,"\Ihɨʔɨ\i", 312,"\Ihik\i 'wind', \Ihukwa\i 'storm'", 433,"\Ihiʔwaba\i", 333,""
 799,"*hop",   0,"self","","","","",   0,"\Ihōp\i 'own, self', \Ihōplɨ\i 'orphan'", 335,"\I-hɔ̄p\i", 454,"",   0,"Cf. *rècukup(a)."
 800,"*ʔi(s)",   0,"bad","","","","",   0,"\Iīnɨ\i",1325,"\Iima\i", 474,"\Iima\i", 417,""
 801,"*ʒVr",   0,"disgust","","","","",   0,"\Iʒār\i",   0,"\Iǯer\i", 488,"",   0,""
 802,"*ʔaŋ",   0,"pine tree","","","","\Iāŋ\i",  72,"",   0,"\Iɔŋwapɔwa\i", 970,"",   0,""
 803,"*gim",   0,"to set (of sun, moon)","","","","",   0,"\Igīmnɨ\i", 255,"\Ikamma\i", 516,"\Ijīpma\i 'to disappear from sight'",1915,"Possibly *grim, cf. Dumi nām-grim 'sunset'; see *rìp ( / -m) 'shadow'."
 804,"*kep",   0,"sting","","","","",   0,"\Ikepnɨ\i", 402,"\Ikemma\i", 528,"",   0,""
 805,"*ki(s)",   0,"fear, frighten","","","","\Ikimaʔ,\i \I-kis-/-ki-\i", 559,"",   0,"\Ikima\i 'frighten' (cf. also \Ikimma\i fear n., \Ikīma\i 'scare')", 540,"\Ikiʔma\i", 505,""
 806,"*kum",2325,"bend","","","","",   0,"\Ikɨḿsinɨ\i", 432,"\Ikumma\i", 573,"",   0,""
 807,"*ʔket",   0,"buy","","","","",   0,"\Ikītnɨ\i", 425,"\Ikheima\i", 611,"",   0,""
 808,"*ʔke",   0,"quarrel, fight","","","","khēmaʔ",2211,"\Ikīnɨ\i", 424,"\Ikhema\i", 613,"\Ikhi:ma\i", 641,""
 809,"*khi(t)",2073,"comb","","","","",   0,"\Ikhītnɨ\i", 501,"\Ikhima\i", 642,"\Ikhi:kma\i", 639,""
 810,"*lom",1704,"search","","","\Ilwɔmnä\i (\Ilomu\i) search, look for","",   0,"",   0,"\Ilamma\i", 705,"",   0,""
 811,"*läk(s) (/-ŋ)",   0,"slip","","","","\Iljaŋmaʔ,\i \I-ljaks-/-ljaN-\i", 735,"",   0,"\Ilāma,\i \Ilɔ̄ma\i", 713,"\Iräŋma\i",1217,""
 812,"*let",   0,"survive","","","","",   0,"\Iletnɨ\i", 581,"\Ileima\i", 718,"",   0,""
 813,"*lV",1830,"millet","","\Iliser\i","\Iluʒa\i","",   0,"\Ilɨʒə\i", 615,"\Ilisi\i", 749,"",   0,"Toba 92 *lujVr. Compounds *lV-sit and *lV-ʒä (-sit 'fruit', -ʒä 'grain') are reflected."
 814,"*min",2725,"think","","","","",   0,"\Iminnɨ\i", 682,"\Imīma\i", 828,"\Imimma\i", 823,""
 815,"*mak ( ~ -o-,-ə-)",  65,"son-in-law","","","","",   0,"\Imokcu\i", 710,"\Imɔksi\i", 833,"\Imaksa\i", 754,""
 816,"*mV(k)-", 156,"cloud","","\Imuse\i","","",   0,"",   0,"\Imɔm\i", 834,"",   0,"For -se in Tul cf. khase 'cloud' (see *Kám-); the structure of the Kulung form is not quite clear."
 817,"*nä, *nänä", 517,"elder sister","","","","\Inɛʔnɛʔ\i", 986,"\Inana\i", 756,"\Ina\i", 862,"\Ina,\i na:na", 867,""
 818,"*näp-caŋ",   0,"clitoris","","","","\InɛpcaN\i",1004,"",   0,"\Inapcɔ\i", 880,"",   0,"Compared in STEDT 268-269 (*t(s)aŋ) with Mikir ing-chàng and Bisu tɔ-tshìŋ 'clitoris'."
 819,"*nV-rV",   0,"leopard, panther","","","\I'nör\i tiger","",   0,"\Inurɨ\i", 812,"\Inari\i", 885,"",   0,"Toba 97 *nör-."
 820,"*ńu[n] ( ~ *ŋ-)", 606,"shame","","","","\Inūmmaʔ,\i \I-nūnd-/-nūn-\i",1087,"",   0,"\Iŋəima\i", 946,"\Ine:ma\i", 939,""
 821,"*ńir ( ~ *ŋ-)", 570,"count, read","","","","\Inīpmaʔ,\i \I-nīr-/-nīt-/nīʔl\i",1060,"",   0,"\Iŋirma\i", 953,"\Ineʔma\i", 933,""
 822,"*ńak ( ~ *ŋ-)", 584,"ask, request","","","","\Inākmaʔ,\i \I-nākt-/-nāk-\i", 955,"",   0,"\Iŋɔ̄ma\i", 958,"\Ina:kma,\i ŋa:kma", 909,""
 823,"*pä(s) ( ~ *b(h)-)", 351,"vomit","","","","\Ipēmaʔ\i",1169,"",   0,"\Ipama\i", 989,"\Ipe:ʔma\i (but cf. also emma, en-; wemma, wen- id.)",1086,""
 824,"*b(h)ən", 384,"touch","","","","",   0,"\Ibənnɨ\i",  77,"\Ipəima\i",1002,"",   0,""
 825,"*pu[k] ( ~ *b(h)-)", 411,"foam","","","","\Iputthuŋwa\i",1256,"",   0,"\Ipukma\i",1032,"",   0,""
 826,"*pup",   0,"make a fist, grab","","","","\Ipupmaʔ\i",1253,"",   0,"\Ipumma\i",1035,"\Ipupma\i",1128,""
 827,"*ŕaŋ",   0,"coin","","","","\Ijaŋ\i",2012,"",   0,"\Irɔŋ\i",1105,"\Ijaŋ\i 'money'",1837,""
 828,"*sip",   0,"chaff","","","","\Isip\i",   0,"",   0,"\Isip\i",1190,"",   0,""
 829,"*sVmar-",   0,"disease","","","","",   0,"\Isɨmar\i",1138,"\Isɔmɔri\i",1203,"",   0,""
 830,"*tiŋ", 923,"thorn","","","","\Itiŋ\i",1750,"\Itīŋ\i",1750,"\Ititi\i",1268,"",   0,""
 831,"*dum (/ *dup)",   0,"visit, meet","","","\Idamnä\i (\Idumu\i) 'meet (a person)'","\Itummā\i (\Itummu\i) visit, meet",1805,"",   0,"\Itumma\i",1306,"",   0,""
 832,"*tuk",   0,"hurt","","","","\Itukmaʔ\i",1794,"",   0,"\Itūma\i",1316,"\Itukma\i",1621,""
 833,"*[t]aŋ (/-k)",   0,"fit, arrange","","","","\Itɔŋmaʔ\i",1777,"",   0,"\Ithɔ̄ma\i",1351,"",   0,""
 834,"*ʔum",2006,"put in mouth","","","","\Iummā\i (\Iupsu\i) put in mouth",   0,"",   0,"\Iumma\i",1369,"\Iumma\i",1706,""
 835,"*wam",   0,"go crazy","","","","",   0,"\Iwāmnɨ\i",1455,"\Iwamma\i",1392,"",   0,""
 836,"*wal",   0,"rectum","","","","",   0,"\Iwāl\i",1448,"\Iwāl\i",1406,"",   0,""
 837,"*we(s)",   0,"strap on, gird","","","","\Ihēmaʔ\i", 325,"",   0,"\Iwema\i",1411,"",   0,""
 838,"*jək",   0,"feed","","","","",   0,"\Ijəknɨ\i",1500,"\Ijɔma\i",1447,"",   0,""
 839,"*jaŋ",2678,"nest","","","\Ijaŋ\i","",   0,"\Iɨjō\i", 378,"\Ijɔ̄ŋ\i",1458,"\Ijaŋsaŋ\i",1845,"Toba 93 *yaŋ. Initial ɨ- in Dumi is unclear."
 840,"*ju[n]",   0,"evening","","","","\Ijunchik,\i \Ijusik\i",2123,"",   0,"\Ijūpa\i",1466,"\Ijuda\i",1943,""
 841,"*khoŋ",2361,"trough","","","","\Iphakkho:N\i",1268,"\Ikho:\i", 537,"\IbɔkkhɔN\i",  56,"\Iakkhoŋ\i 'trough', khaŋraŋ 'big round basket', khoŋ 'copper bowl'",  10,""
 842,"*cak / *caŋ",   0,"to dress, ornament","","","","cakmaʔ 'to dress someone', caNmaʔ 'to be dressed'", 108,"",   0,"",   0,"\Icakma\i 'to clothe, ornament', caŋma 'to wear, put on'", 102,""
 843,"*ʔcet (/-n)",1214,"to split","","","","sɛpmaʔ, sɛmmaʔ",1498,"ce:tnɨ",1357,"",   0,"",   0,""
 844,"*caŋ (/ʔc-)",1135,"new","","","","kɔsɔN", 594,"",   0,"",   0,"\Icoŋ\i", 184,""
 845,"*cVp (/ʔc-,-m)",1342,"to hide","","","","\Isimmaʔ\i",1543,"",   0,"",   0,"\Icumma\i", 198,""
 846,"*cuŋ",   0,"wrestle","","","","cuNmaʔ", 211,"",   0,"",   0,"\Icuŋma\i", 205,""
 847,"*het",   0,"fall","\Iet-ca\i 'fall'","","","",   0,"",   0,"",   0,"\Iheʔma\i", 311,""
 848,"*h(r)iŋ",1257,"live","","","","hiŋmaʔ", 370,"",   0,"\Ihi:ma\i", 440,"\Ihiŋma\i 'live', hiŋrik 'unripe, green'", 323,""
 849,"*lum, *hi-lum",1838,"middle, inside","","","\Ilüpphi \i'centre'; \Ilum\i liver, epigastrium, stomach","\Ilum\i centre, middle; \Ilem\i spleen; hi-ra 'vagina'", 373,"",   0,"",   0,"\Ihirum\i 'vulva'; rum 'middle'", 327,"STEDT 261-262 compares the 1st part with Tangkhul hai 'vulva', Mru kai id., Kham ca-kə 'vagina', reconstructing *hay ~ kay 'vagina'."
 850,"*hop (/*hom)",   0,"sweat","","","","ho:mbrikwa", 384,"",   0,"huwa", 467,"\Ihoptiʔwa\i", 360,""
 851,"*ʔip (/-m)",   0,"to press, squeeze","","","","immaʔ", 452,"",   0,"",   0,"\Ii:pma\i 'to be squeezed', jimma 'to press out'", 456,""
 852,"*kap",   0,"to have, possess","","","","\Ikɔpmaʔ\i", 588,"",   0,"",   0,"\Ikapma\i", 475,""
 853,"*kak",   0,"to cross over, step over","","","","\Ika:kmaʔ\i", 503,"",   0,"\Ikɔma\i", 556,"\Ika:kma\i", 477,""
 854,"*[gh]ät",   0,"come up, carry up","","\Ikhet-\i carry up, bring uphill, \Ige(t\i)-  come up; \Ige-le\i, \Iu-ge-le\i 'up, upwards'","\Iu-kho-tü\i up, upwards'","kapmaʔ", 495,"",   0,"",   0,"\Ikäʔma\i", 483,""
 855,"*ke-ba",2310,"tiger","","","","ke-wa", 512,"",   0,"",   0,"\Iki:ba\i", 510,""
 856,"*[kh]i-sə",2313,"deer","","","","",   0,"",   0,"khisi", 652,"\Iki:sa\i", 514,""
 857,"*kok-",   0,"load, burden","","","","kɔk", 581,"",   0,"",   0,"\Ikok\i", 518,""
 858,"*k(h)ok",2437,"garlic","","","","\Ima:kkho:ʔ\i", 769,"",   0,"",   0,"\Ikokpa\i", 522,""
 859,"*ʔ[ä]-",1977,"mute, dumb","","","","ke:-ʔe:ba", 511,"",   0,"",   0,"\Ikuba\i", 534,""
 860,"*khV(k)",2048,"cough","","kha- in kha-lamba 'cold'","khä- in khä-lämbä 'cold'","",   0,"khə- in khələmbɨ 'cold'", 480,"kha- in khalamba 'cold'", 587,"\Ikha:k-\i 'to scrape one's throat, hawk up'", 581,""
 861,"*ket (/ʔk-)",   0,"bring","","","","ke:pmaʔ", 518,"",   0,"",   0,"\Ikhiʔma\i", 636,""
 862,"*làt",2660,"take out, pull out","","\Ilat-\i scoop up (stew) (Toba 97: \Ilak- \itake)","\I'lännä\i  take off (the stove) take out, extract, withdraw (\I'lättu\i)","\Ilēpmaʔ\i 'shuck maize (kernels from the cob)' (?)",2339,"\Ilatnɨ\i", 564,"\Ilaima\i 'take out'", 700,"\Iläʔma\i", 707,"Toba 97 *läC-. There may be some confusion with *lə̀(n) q.v."
 863,"*let",   0,"to release, abandon, let go","","","","",   0,"\Iletnɨ\i", 582,"",   0,"\Ileʔma\i", 725,""
 864,"*le",1972,"to know how","","","","lɛ̄maʔ",2182,"",   0,"\Ilema\i", 722,"\Ile:ma,\i lema / rema", 727,""
 865,"*mak (*mäk)",  98,"black","","","","mak", 746,"",   0,"",   0,"\Imaik\i", 787,""
 866,"*mät",   0,"talk, tell","","","","mɛpmaʔ", 808,"",   0,"",   0,"\Imäʔma\i", 794,""
 867,"*met",   0,"cause to, commit","","","","mɛpmaʔ", 808,"mɨtnɨ", 706,"",   0,"\Imeʔma\i", 805,""
 868,"*mu", 149,"hawk","","","","",   0,"",   0,"muwa", 861,"\Imua\i", 858,""
 869,"*Taŋ", 884,"cheek","","","","nɛdɛNba", 992,"",   0,"",   0,"\Inamdaŋ\i", 880,"Limbu and Dumi reflect a compound *ŋä̀n-Taŋ with *ŋä̀n 'face' q.v."
 870,"*naŋ",   0,"lose temper, go berserk","","","","naŋmaʔ", 943,"",   0,"",   0,"\Inaŋma\i", 901,""
 871,"*ńep ( ~ *ŋ-)",2662,"to press into, to sow","","","","nɛ:pmaʔ",1018,"ŋjepnɨ", 833,"",   0,"",   0,""
 872,"*ńap ( ~ *ŋ-)",1474,"to snatch","","","","na:pmaʔ", 972,"",   0,"ŋamma", 937,"\Inapma\i", 903,""
 873,"*na", 528,"to rest","","","","na:mmaʔ (?)", 962,"",   0,"nɔmcima", 914,"\Ina:ma\i", 910,""
 874,"*när", 556,"to abstain, fast","","","","naʔmaʔ", 898,"",   0,"",   0,"\Ineʔma\i", 934,""
 875,"*niŋ", 587,"year","","","","-niŋ in ɛn-niŋ 'this year' etc.", 258,"",   0,"",   0,"\Iniŋ\i (in iʔniŋ 'one year' etc.)", 943,""
 876,"*ńi ( ~ *ŋ-)",   0,"to cook","","","","",   0,"",   0,"ŋima", 952,"\Ini:ma\i", 953,""
 877,"*ŋu ( ~ *ń-)",2494,"to fry","","","","",   0,"",   0,"ŋəma", 949,"\Inu:ma\i", 969,""
 878,"*pVŋ ( ~ *b(h)-)",   0,"to play","","","","pōŋwāmaʔ",1223,"",   0,"",   0,"\Ipaŋeʔma\i",1028,""
 879,"*paŋ ( ~ *b(h)-)",   0,"to send, commission","","","","paŋmaʔ",1134,"",   0,"",   0,"\Ipaŋma\i",1035,""
 880,"*b[a]k (/*ʔp-)", 203,"be young, bear, hatch","\I'pūk-ca\i 'to hatch'","","","pakmaʔ",1128,"bɨknɨ 'to bear young'",  92,"",   0,"\Ipa:kma\i",1055,""
 881,"*phin ( ~ -en)",   0,"to squeeze","","","","phimmaʔ",1325,"",   0,"",   0,"\Iphimma\i",1168,""
 882,"*phik (/-ŋ)",1174,"take out, pull out","","","","phīŋmaʔ",1333,"",   0,"",   0,"\Iphi:kma\i",1174,""
 883,"*ŕVp", 731,"imprint","","","","jōp",2095,"",   0,"",   0,"\Irepma\i",1230,""
 884,"*rel (/Tr-)?",   0,"to strike","","","","tɛʔmaʔ",1719,"",   0,"",   0,"\Ireʔma\i",1234,""
 885,"*liŋ",1742,"to climb","","","","liŋmaʔ", 673,"",   0,"",   0,"\Iriŋma\i",1248,""
 886,"*luk",   0,"be finished, completed","","","","lukmaʔ", 708,"",   0,"",   0,"\Irukma\i",1279,""
 887,"*saŋ",   0,"buffalo","","","","sɔŋwɛʔl",1604,"",   0,"",   0,"\Isaŋa\i",1319,""
 888,"*lu",1783,"sing","","\Ilölam\i ( < *le-lu-m) voice","\Ilel\i ( < *le-lu) song","sam-lō 'song', sam-lō-maʔ 'sing'",1433,"\Ilē\i \Ilɨnɨ\i sing", 618,"",   0,"\Isem-lu-ma\i 'song, (v.) sing'",1377,""
 889,"*siŋ ( ~ *ʔc-, ch-)",1139,"to roll up, tuck up","","","","sīŋmaʔ",1569,"",   0,"",   0,"\Isiŋma\i",1422,""
 890,"*sip",   0,"to milk, pour a little water","","","","\Isipmā\i (\Isiptu\i) to milk",1570,"",   0,"",   0,"\Isipma\i 'to put a little water from one vessel into another', si:pma 'to pour off, to separate the fluid from the solids of a mixture'.",1427,""
 891,"*sik",   0,"to measure","","","","sīkmaʔ",1567,"",   0,"",   0,"\Isi:kma\i",1444,""
 892,"*[th]ok (/-ŋ)",   0,"build","","","","",   0,"thoknɨ",1294,"thɔma",1347,"\Itoŋma\i",1600,""
 893,"*cok (/ʔc-)",1656,"make, build","","","","cōkmaʔ", 174,"",   0,"",   0,"\Isokma\i",1464,""
 894,"*suk",1520,"to be able, know how, look for an opportunity","","","","sukmaʔ 'be able; wait in ambush'",1627,"",   0,"",   0,"\Isukma\i 'to create or look for an opportunity'",1486,""
 895,"*d(h)ek",   0,"to cover","","","","thɛkmaʔ",1861,"",   0,"",   0,"\Itäkma\i",1536,""
 896,"*[th]et",   0,"vagina","","","","",   0,"",   0,"thedɔ",1330,"\Itettuma\i",1560,"A compound *thə-thu 'big vagina' (?)."
 897,"*[t]u",   0,"forehead","","","","tēwa",1712,"tɨbɨri",1227,"thəba",1334,"\Ituruwa\i",1637,""
 898,"*thaŋ / -k",1036,"to weigh","","","","thāŋmaʔ",1844,"",   0,"",   0,"\Itha:kma\i",1655,""
 899,"*thap",   0,"winnow","","","","",   0,"",   0,"thamma",1323,"\Itha:pma\i",1656,""
 900,"*ʔpek",   0,"to bloom, unfold","","","","phɛkmaʔ",1302,"",   0,"",   0,"\Iäkma\i 'to blossom', äʔwa 'flower'",  66,""
 901,"*jak ( ~ r-)",   0,"to be, stay, remain","","","","jākmaʔ",2037,"",   0,"",   0,"\Ijakma\i",1830,""
 902,"*jɔk ( ~ r-)",   0,"shed, hut","","","","jɔkma",2101,"",   0,"",   0,"\Iyaksa\i",1831,""
 903,"*jäk ( ~ r-, /-ŋ)",   0,"to chew","","","","yɛ̄ŋmaʔ",2078,"",   0,"",   0,"\Ijä:kma\i",1870,""
 904,"*juk ( ~ r-)",   0,"to mount, sit on","","","","jukmaʔ",2111,"",   0,"",   0,"\Ijukma\i",1947,""
 905,"*ʔpək",   0,"wipe, sweep","","\Ibək-\i  wipe","","",   0,"",   0,"\Ibēma\i",  37,"\Iokma\i", 984,""
 906,"*thə̀",   0,"above","","","","\Itho\i above, up",1888,"\Ithu\i 'above, up'",1300,"\Ithɔ̄ma\i 'come up'",1350,"",   0,"Cf. *dhə̀."
 907,"*thet (/-n)",   0,"to lift","","","","",   0,"thennɨ",1284,"\Itheima\i 'lift, remove'; \Ithəima\i 'bring up'",1331,"\Itheʔma\i",1663,""
 908,"*hok",2069,"bark, to peel","","\Ihok(s\i)- peel, strip, \Ihokte\i  chaff","","\Ihākmā\i (\Ihāgu\i) to husk; hɔk 'skin, bark'; hōrik", 394,"",   0,"\Ihɔu\i", 450,"\Isauk\i 'skin'; u:kma 'to peel'",1351,"Cf. *ʔkák (with possible confusion)."
 909,"*ʔok",   0,"peck; bite (of snake)","","","","\Iokmā\i  (\Iogu\i)  dig, peck",1105,"",   0,"",   0,"\Io:kma\i",1012,""
 910,"*tin ( ~ d(h)-)",2702,"to burn","","","","\Itīmā\i (\Itiye\i) burn",1747,"",   0,"tīma",1269,"",   0,""
 911,"*kok",   0,"cut out","","","\I'konä\i, \I'koktu\i  cut up, cut out, shave","",   0,"\Ikoknɨ\i", 441,"",   0,"\Iko:kma\i 'to slaughter; to prick, to press'", 530,"Cf. *khók."
 912,"*kup ( ~ g(h)-; /ʔk-)",2067,"to pick up","","","","khapmaʔ",2191,"",   0,"\Ikəmma\i", 535,"\Ikūpma\i", 550,""
 913,"*kha",   0,"be satisfied, full","","","","kha:maʔ",2198,"",   0,"\Ikhama\i", 590,"\Iuk-khāma\i",1699,""
 914,"*khem ( ~ *ʔk-)",2144,"hear, sense","","","","khɛmmaʔ hear; smell, sense",2231,"",   0,"",   0,"\Ikhemma\i hear, listen, heed", 600,""
 915,"*xi(n)",   0,"scrape","","","","khīmmaʔ",2264,"",   0,"hima", 437,"",   0,""
 916,"*pupaŋ",   0,"a k. of monkey","","","","",   0,"",   0,"pupɔ",1039,"pubaŋ",1119,""
 917,"*Ka (/ʔk-)",2283,"speech; to call","","","","khɔ̄maʔ",2286,"",   0,"",   0,"\Ikha\i speech; \Ikāma\i 'call'", 552,""
 918,"*kham ( ~ ʔk-)",2239,"peach (tree)","","","","khɔ̄mrēʔ",2287,"",   0,"kham-si", 598,"",   0,""
 919,"*sup (/-m)",   0,"shoe","","","","laNsup",2317,"",   0,"lɔNsum", 761,"",   0,""
 920,"*gi(k) (/ʔk-)",2406,"to give birth, be born","\I'gī-ca\i","\Ikəks-\i 'give birth', \Igəks\i- 'be born'","","",   0,"",   0,"",   0,"",   0,""
 921,"*b(h)il",   0,"to milk, squeeze","","","pa̲l-, pal- (Toba)","phi:mmaʔ",1332,"",   0,"\Ibilma\i",  47,"",   0,"Toba 92 *pa̲l-. Compared in STEDT 231-232 with Bunan pel-tsi, Kham pi:-nyā."
 922,"*thu (/ *ʔt-)",1071,"vagina","","\Ithü\i","","",   0,"\Ikā-diʔ\i", 394,"the-dɔ",1330,"\Itettuma\i", 896,""
 923,"*ŋä(l)",   0,"womb","","\Iŋele\i womb","","\Isiŋ-nā\i womb (Matissoff)",   0,"",   0,"",   0,"",   0,""
 924,"*kru-",   0,"to bend","","\Ikrüm-\i","\I'kru-\i","",   0,"",   0,"",   0,"",   0,"Toba 87 *'kri-."
 925,"*mə-si",   0,"buffalo","","\Imösü\i","\Imes\i","",   0,"",   0,"\Imesi\i",   0,"",   0,"Toba 88 *mesi."
 926,"*bir-",   0,"cat","","\Ibirma\i","\Ibirmö\i","",   0,"",   0,"",   0,"",   0,"Toba 88 *birmö."
 927,"*sen-",1504,"fat","","\Isenipa\i","\Isönüpä\i","",   0,"",   0,"",   0,"",   0,"Toba 89 *sönüpä."
 928,"*khwat",2553,"to go","","","khwan-","",   0,"",   0,"khaima (Toba khwat-)", 581,"khäʔma", 595,""
 929,"*kok-",   0,"lizard","","","\Ikokcalap\i","",   0,"",   0,"\Ikɔkcilipa\i", 550,"",   0,"Toba 92 *kokcilip."
 930,"*kam",2294,"mouth, palate","","","\Ikwam\i 'mouth'","kham-dāk 'hard palate'",2187,"kəm", 404,"",   0,"",   0,""
 931,"*kə-",   0,"pierce","","ko-","käj-","",   0,"",   0,"",   0,"",   0,"Toba 93 *'kä(y)-."
 932,"*li (*lej)",1751,"to plant","","\Ikhli-\i","","",   0,"",   0,"leima", 719,"",   0,"Toba 94 *(kh)li-."
 933,"*toj-",   0,"to put","","","tö-","",   0,"",   0,"tuj-",   0,"",   0,"Toba 94 *toy-."
 934,"*jVnam",   0,"rainy season","","","junäm (Toba)","",   0,"",   0,"jenam",1434,"",   0,"Toba 94 *yVnäm."
 935,"*jo(ŋ)",   0,"river","","","'jo","",   0,"",   0,"jɔwa",1452,"joŋ-wa",1931,"Toba 94 *yo."
 936,"*sam", 704,"root","","","säm","",   0,"",   0,"sam",   0,"",   0,"Toba 94."
 937,"*se-krem",1596,"sand","","sekre","'sekhle","",   0,"",   0,"serɔm",1153,"",   0,"Toba 95 *seklem."
 938,"*loŋ",   0,"shadow","","","\Ilöŋmä\i","",   0,"",   0,"\Ilɔŋma\i", 760,"",   0,"Toba 95 *loŋma."
 939,"*suk-tVm",   0,"shoulder","","\Isuktüm\i","","",   0,"",   0,"suktum",1226,"",   0,"Toba 95 *suktim."
 940,"*watam",   0,"slow","","\Iwakhatham\i slowly","\Iwätä-ka \islowly","",   0,"",   0,"watam",1398,"",   0,"Toba 96 *wätämka."
 941,"*ʒher",   0,"thin","","\Iʒerpa\i","\Iʒhwarpä\i","",   0,"",   0,"",   0,"",   0,"Toba 97 *jherpä."
 942,"*ti",   0,"thumb (?)","","","\Icä-ti\i","",   0,"",   0,"thətti",1343,"",   0,"Toba 97 * ̲ti."
