"NUMBER","PROTO","PRNUM","PSPEECH","MEANING","NEPALI","DERCOMM","COMMENTS"
1342,"tselpɨ", 791,"n.","1) maiden home, parental home of a married woman 2) male siblings (married female speaking).","1) māitī ghar","",""
1343,"tsem", 323,"n.","bamboo platform, esp. suspended above a fireplace indoors"," ṭāʔḍ.","",""
1344,"tsemmɨtnɨ",   0,"vt-2a tsem mɨd/mɨt-mɨts/mɨs","cause or have someone play, particularly piNgo, i.e. swing someone around in the game of piNgo, propel someone in the game of piNgo"," (pin% ) khelāunu.","[causativized tsemnɨ vt-2a 'play']",""
1345,"tsemnɨ", 364,"vt-2a tsemd/tsem-tsem","play"," khelnu.","",""
1346,"tseḿsinɨ",   0,"1) vr.non-erg. 2) vr.erg.","1) play 2) (with ləpa 'wrestling, wrestling match') wrestle","1) khelnu","[< tsemnɨ vt-2a 'play']"," 2) \Ikuśtī\i \Ikhelnu.\i"
1347,"tsenirma",   0,"n.adj.fem.","fifth born (offspring or sibling)","","[in Sasarkā only]","cf.  \X0mikirma,\x \X0tsenirmi.\x"
1348,"tsenirmi",   0,"n.fem.","(of a married female) fifth born (offspring or sibling)","","[in Sasarkā only]","cf.  \X0mikirmi,\x \X0tsenirma.\x"
1349,"tsenɨ",   0,"n.adj.masc.","fifth born (offspring or sibling)","","[in Sasarkā only]","cf.  \X0mikɨ,\x \X0tsenɨse.\x"
1350,"tsenɨse",   0,"n.masc.","fifth born son","","[in Sasarkā only]","cf.  \X0mikɨse,\x \X0tsenɨ.\x"
1351,"tsennɨ", 320,"vt-5b tsend/tsen-tsents/tses-tse-tsen","1) recognize 2) select, choose","1) cinnu 2) rojnu, chānnu.","[< syennɨ vt-4 'look at']","1) cf.  \X0koknɨ,\x \X0tsɨknɨ\x"
1352,"tsennɨ", 357,"vt-5b tsend/tsen-tsents/tses-tse-tsen","teach"," sikāunu.","",""
1353,"tseńsinɨ", 357,"vr.non-erg.","learn"," siknu.","[< tsennɨ vt-5b 'teach']",""
1354,"tsep",   0,"n.","calf, calves (of the leg).","","",""
1355,"tsepsu",   0,"n.","the calf muscle (of a leg).","","[tsep 'calf' + su 'flesh']",""
1356,"tsepsa:lu",   0,"n.","fibula","","[tsep 'calf' + sa:lu 'bone']","cf.  \X0nərəNkha-sa:lu,\x \X0nərəN-sa:lu,\x \X0pheləp-sa:lu.\x"
1357,"tse:tnɨ", 843,"vi-3 tsi:ts/tsi:s-tse:t","be torn or split"," phāṭnu",""," cf.  \X0be:tnɨ\x \X0vi-3,\x \X0tha:pnɨ\x \X0vt-1,\x \X0tha:tnɨ\x \X0vi-3;\x \X0tse:tnɨ\x \X0vt-4.\x"
1358,"tse:tnɨ",   0,"vt-4 tsi:d/tsi:t-tsi:ts/tsi:s-tse:t","tear","","[dir. < tse:tnɨ vi-3 'tear']","cf.  \X0be:tnɨ\x \X0vi-3,\x \X0tha:pnɨ\x \X0vt-1,\x \X0tha:tnɨ\x \X0vi-3.\x"
1359,"tsəmlikpɨ",   0,"n.","dancer"," nāci hĩḍne.","[tsəm- 'dance' + li- < linɨ vi-3 'prance about' + -kpɨ AP]",""
1360,"tsəmnɨ", 322,"vi-3 tsum-tsəm","dance"," nācnu",""," cf.  \X0tsemlɨnnɨ.\x"
1361,"tsəmnɨ", 789,"vt-3 tsum-tsəm","split lengthwise (sɨ 'wood', pa:bu 'bamboo')"," cirnu, phornu",""," cf.  \X0boknɨ.\x"
1362,"tsəmpəbhu",   0,"n.","the tree Michelia champaca"," cāʔp-ko rukh","[ʔ< Nep. cāʔp + -bhu 'tree']"," cf.  \X0wa:lbhu.\x"
1363,"tsəmpəlɨ",   0,"n.","ant"," kamilo.","",""
1364,"tsəmpəlɨti:",   0,"n.","ants' eggs.","","[tsəmpəlɨ 'ant' + ti: 'egg']",""
1365,"tsəpnɨ", 790,"vt-2a tsəpt/tsəp-tsuph/tsup","write"," lekhnu.","",""
1366,"tsəpnɨ-so:sel",   0,"n.","paper for writing on","","[tsəpnɨ 'write' + so:sel 'paper']","cf.  \X0bɨlɨ-so:sel.\x"
1367,"tsərnɨ", 362,"vt-3 tsur-tsər","pay (patient agreement with recipient)"," tirnu.","",""
1368,"tsiʔdam",   0,"n.","waist, girdle, loins"," kammar.","",""
1369,"tsiʔi",   0,"n.","god, deity"," deva.","",""
1370,"tsiʔsu", 353,"n.","the flank and the fleshy portion of the lower back, the general area surrounding the kidneys","","[tsiʔi 'god' + su 'meat'] [?]","this part of the body is so called because pains localized in this area are believed to be inflicted by angered deities and because the area is viewed as being particularly vulnerable, e.g. a stab with a dagger in this area is considered to be lethal."
1371,"tsikʔop", 350,"n.","flea, Pulex irritans"," upiyāʔ.","[op- < opnɨ 'hop (of insects)']",""
1372,"tsili", 318,"n.","anger, ire, wrath"," rīs",""," cf.  \X0botnɨ\x \X0vi-3,\x \X0mɨnɨ\x \X0vt-6a\x \X0(6).\x"
1373,"Tsimtso",   0,"n.myth.","one of the two avian escorts who took Na:ye:m from earth to the planet Venus, Ruwabhu","","","the other one was \IParatɨ;\i both \ITsimtso\i and \IParatɨ\i are birds of the species known in \IDumi\i as \Itúkhisɨ\i  (q.v.), probably \IGarrulax\i \Ileucolophus.\i"
1374,"tsin",   0,"n.","moment, instant, second.","","[< Nep. chin ]",""
1375,"tsipuli",   0,"n.","flint"," cakmak","[attested in Sasarkā only]"," cf.  \X0dzɨlöm,\x \X0miʔəpnɨ.\x"
1376,"tsirdəm",   0,"n.","female urethra","","[tsir- < tsirnɨ 'urinate' + -dəm 'outlet, conduit, orifice', cf. i:gdəm ]","cf.  \X0bha,\x \X0ka:diʔ,\x \X0li:,\x \X0wa:l.\x"
1377,"tsirkhɨm",   0,"n.","urine, piss"," piśāb","[< tsirnɨ 'urinate']"," cf.  \X0kaNkɨ-tsirkhɨm.\x"
1378,"tsirtunɨ",   0,"vt-6a tsirta-tsiruy/tsirtu-tsirtɨ-tsirto","urinate in a place or onto something.","","[ponently aspectivized tsirnɨ 'urinate']",""
1379,"tsirnɨ", 343,"vi-1 tsir","pee, urinate"," muṭnu, pis!āb garnu.","",""
1380,"tsitsim",   0,"n.","wife of father's younger brother","","","cf.  \X0phopho\x \X0(1).\x"
1381,"tsi:",   0,"n.","millet beer","","[in the Mākpā dialect]","cf.  \X0ɨmma.\x"
1382,"Tsi:dam",   0,"n.","three-day ceremony which constitutes the second festival in the four-year festival cycle of the Na:ghɨ","","[< -dam 'prayer ritual']","cf.  \X0Dibudam,\x \X0Moʔo,\x \X0Na:ghɨ,\x \X0nɨ\x \X0wa:tnsinɨ,\x \X0nukhil\x \X0dhyəknɨ,\x \X0Ti:dam,\x \X0Tsomdam.\x"
1383,"tsi:lə", 348,"adj.","careful, alert, on the ball"," hośiyār, tejī.","",""
1384,"tsi:lnɨ",   0,"vt-1 tsi:l","break open"," phornu.","",""
1385,"tsi:mo",   0,"n.","deity, supernatural being"," devatā.","[< tsiʔi 'deity']",""
1386,"tsi:Nnɨ",   0,"vt-1 tsi:N","hate"," ghröṇā garnu",""," cf.  Limbu \X0citmaʔ.\x"
1387,"tsi:rambhu",   0,"n.","the tree Maesa chisia"," bilāune rukh.","[also attested in Sasarkā; -bhu 'tree']",""
1388,"tsɨ",   0,"expletive","yes (emphatic)","","[< ɨtsɨ verily]","\ITsɨ\i \INə!\i Yes siree! (Nep. \Ipakkā\i \Iho!\i )."
1389,"tsɨʔɨ-bɨ", 319,"n.","bedbug, Cimex lectularius"," uḍus.","",""
1390,"tsɨʔ́ri:lu",   0,"n.myth.","the Seeing Stone, one of several epithets for the mythological omniscient stone described as a shiny, polished perfectly flat slab of stone; the stone of yári:-tsɨʔ́ri: 'True Knowledge'","","[tsɨ? < tsɨknɨ vt-2a 'understand', lu 'stone']","cf.  \X0sampheʔlu,\x \X0yári:lu.\x"
1391,"tsɨknɨ",   0,"1) vi-1 tsɨkh/tsɨk 2) vt-1 tsɨkh/tsɨk","1) be, become, inchoative 'to be'; 2) happen to someone, be felt unto someone"," lāgnu, hunu.","",""
1392,"tsɨknɨ", 951,"vt-2a tsɨkt/tsɨk-tsɨkh/tsɨk","understand (with inanimate patient); know, be familiar with (with animate patient)"," bujhnu, cinnu",""," cf.  \X0koknɨ,\x \X0tsennɨ.\x"
1393,"tsɨkpɨ",   0,"adj.","knower, expert, specialist, connoisseur.","","[tsɨk- 'know' + -pɨ AP]",""
1394,"tsɨlɨbutsi",   0,"n.","small cauldron.","","",""
1395,"tsɨmrɨ",   0,"n.","backbone, spine, spinal column","","","cf.  \X0rɨtram.\x Cf. Kulung cir."
1396,"tsɨmrɨ-ma:si",   0,"n.","marrow of spinal column.","","[tsɨmrɨ 'backbone' + ma:si 'marrow']",""
1397,"tsɨmrɨ-sa:lu",   0,"n.","backbone, vertebral column","","[tsɨmrɨ 'backbone' + sa:lu 'bone']","cf.  \X0rɨtram.\x"
1398,"tsɨpnɨ", 356,"vt-2a tsɨpt/tsɨp-tsɨph/tsɨp","drench something by pouring water out over it, pour out over something in one go"," copnu",""," cf.  \X0ta:mnɨ.\x"
1399,"tsɨ́rɨmbhu",   0,"n.","the tree Bauhinia variegata"," koīrālā.","[-bhu 'tree']",""
1400,"tsɨrnɨ", 308,"vi-1 tsɨr","be sour, taste sour"," amilo hunu",""," cf.  \X0kha:nɨ,\x \X0li:mnɨ,\x \X0tsɨrpɨ.\x"
1401,"tsɨrpa",   0,"n.","lemon, citrus fruit"," kāgatī.","[< tsɨrnɨ 'taste sour']",""
1402,"tsɨrpɨ",   0,"adj.","sour"," amilo.","[AP < tsɨrnɨ 'taste sour']",""
1403,"tsokpɨ",   0,"n.","the brownish, ruddy variety of the rhesus monkey Macaca mulata, often seen on cliffs and precipices (dha:mro: )"," bāʔdhar",""," cf.  \X0raŃke:ni.\x"
1404,"tsoksi",   0,"n.","lip"," oṭh (Eastern Nep. õṭh ).","",""
1405,"Tsomdam",   0,"n.","four-day ceremony which constitutes the fourth and last festival in the four-year festival cycle of the Na:ghɨ. The Tsomdam is the most elaborate of the Na:ghɨ festivals and includes the name giving ceremony (nɨ wa:tnsinɨ ) during which all young Dumi who have not yet been named are given a name by the head shaman. The Tsomdam may be followed by a two-day Nukhil dhyəknɨ ceremony","","","[< -dam 'prayer ritual'] cf.  \X0Dibudam,\x \X0Moʔo,\x \X0Na:ghɨ,\x \X0nɨ\x \X0wa:tnsinɨ,\x \X0nukhil\x \X0dhyəknɨ,\x \X0Ti:dam,\x \X0Tsi:dam.\x"
1406,"tsonnɨ",   0,"vi-5 tsənts/tsəs-tso:-tsən-tson","hop foward"," uphrinu.","",""
1407,"tsopmsi",   0,"n.","fingers, digits, talons","","","cf.  \X0golpɨ\x \X0tsopmsi,\x \X0phoʔlɨ-tsopmsi,\x \X0sibirtsopmsi,\x \X0syendi.\x"
1408,"tsoptɨ",   0,"adv.","on high.","","[tso: 'peak, summit' + -ptɨ ̃ -tɨ 'up at', cf. lamtɨ, momtɨ, tɨptɨ, thukkoptɨ ]",""
1409,"tsophu", 374,"n.","barley"," jau.","",""
1410,"tsophupu",   0,"n.","a type of cultivated grain indigenous to the Himalayas"," uvā.","[tsophu 'barley' + -pu masc.sf.]",""
1411,"Tsosmi:",   0,"n.","a prominent Dumi clan","","[< -mi: 'man']","cf.  \X0sa:me.\x"
1412,"tsotnɨ", 785,"vt-2a tsot-tsuts/tsus","1) move up 2) deride; get someone riled up, tease, mock (animate patient, e.g. dog, man, friend)","1) aghi sārnu; 2) gījāunu, calāunu, jiskyāunu.","[dir. < tsonnɨ vi-5 'hop forward']","1) \IANa\i \Isɨ\i \Imi-bi\i \Itsotu\i I moved the log up a bit further into the fire"
1413,"tsoy",   0,"postp.","on top of, on, onto, above","","[tso: 'peak, summit' + -y < yi loc.sf.]","cf.  \X0tsö.\x"
1414,"tso:", 761,"n.","top, summit, peak"," ṭuppo",""," cf.  \X0pha:r,\x \X0tsupla.\x"
1415,"tsö",   0,"postp.","on, (with -bi loc. sf.: -tsöbi ) on top of","","[< tso: 'top, peak, summit']","cf.  \X0tsoy.\x"
1416,"tsuʔu", 335,"n.","1) child, offspring, son, daughter; 2) -tsuʔu diminutive suffix.","","",""
1417,"tsuʔtsuʔ",   0,"n.","children (collectively).","","",""
1418,"tsuʔwo",   0,"n.","middle, centre","","","cf.  \X0mupla,\x \X0tsupla.\x"
1419,"tsuba", 788,"n.","heart"," muṭu, hrödaya",""," cf.  \X0lum,\x \X0thɨtnɨ\x \X0vt-2a\x (2b)."
1420,"tsultsul",   0,"adv.","on one's haunches (collocates with Na:nsinɨ 'sit down'"," ṭukrukk.","",""
1421,"tsuknɨ", 365,"vt-2a tsukt/tsuk-tsukh/tsuk","point out.","","",""
1422,"tsume", 773,"n.","needle"," siyo, suī",""," cf.  \X0su:le.\x"
1423,"tsumlinɨ",   0,"vi-3 tsumliN-tsəmli","walk about dancing; prance about dancing, do dance steps"," nāci hĩḍnu","[frolicsomely aspectivized tsəmnɨ 'to dance', cf. wa:mlinɨ-ba:mlinɨ ]","cf.  \X0tsəmlikpɨ.\x"
1424,"tsupla",   0,"n.","middle, centre"," mājh",""," cf.  \X0pha:r,\x \X0tso:;\x \X0mupla,\x \X0tsuʔwo.\x"
1425,"Tsupla",   0,"Roʔdɨ  n.","Mājh Kirāʔt.","","",""
1426,"tsutsu",   0,"n.","grandfather (either paternal or maternal; male or female speaking)"," hajur-buvā.","",""
1427,"tsuwamdam",   0,"n.","a Dumi prayer festival in which a pig is both worshipped, sacrificially slaughtered and consumed","","[attested in Sasarkā only] [< dam 'prayer, sacrifice']","cf.  \X0bulɨdam,\x \X0pahudam.\x"
1428,"tsyəknɨ", 338,"vt-1 tsyəkh/tsyək","pinch, nip, squeeze"," cimoṭnu.","",""
1429,"tsyəksunɨ",   0,"vt-6a tsyəksa-tsyəksuy/tsyəksu-tsyəksɨ-tsyəkso","pinch off, nip, nip off, add a pinch of something (e.g. salt)"," cimoṭi paṭhāunu.","[dimittively aspectivized tsyəknɨ vt-1 'pinch']",""
1430,"uʔu",   0,"n.","chore","","","cf.  \X0duʔme:lam,\x \X0me:lam.\x"
1431,"u:knɨ",   4,"vi-1 u:kh/u:k","crow (like a cockerel), emit a single cry (esp. of fowl)","","","\ITom\i \Iphuwömphu\i \Idumo:\i \Iu:kta\i That cock crows a lot; cf.  \X0botnɨ.\x"
1432,"-wa",   0,"part.","contrary to expectation, by contrast"," po.","",""
1433,"wa", 587,"n.","1) younger sibling; 2) husband's younger sister","","","1) cf.  \X0bɨsimbɨ,\x \X0khe:ma,\x \X0nana,\x \X0tsa:ri,\x \X0wa-birme,\x \X0wa:tto;\x \X02)\x cf. \X0dumbo,\x \X0nanda.\x"
1434,"waʔwaʔ",   0,"n.","vomit","","","vide  \X0mɨnɨ\x \X0vt-7\x \X0(3).\x"
1435,"waʔye:m",   0,"","","",""," vide  \X0wəmye:m.\x"
1436,"wabe:m", 595,"n.","source at the top of a mountain, alpine spring","","[< *wa 'water']","cf.  \X0walem.\x"
1437,"wabirma, wabirme",   0,"n.","younger sister"," bahinī","[wa 'younger sibling' + birme 'younger sister']"," cf.  \X0khe:ma.\x"
1438,"wakirma",   0,"n.adj.fem.","third born (offspring or sibling)","","","cf.  \X0parkirma,\x \X0wakirmi.\x"
1439,"wakirmi",   0,"n.fem.","(of a married female) third born (offspring or sibling)","","","cf.  \X0parkirmi,\x \X0wakirma.\x"
1440,"wakɨ",   0,"n.adj.masc.","third born (offspring or sibling)","","","cf.  \X0parkɨ,\x \X0wakɨse.\x"
1441,"wakɨse",   0,"n.masc.","third born son","","","cf.  \X0parkɨse,\x \X0wakɨ.\x"
1442,"wakswasi",   0,"n.","maize, corn"," makai","[attested in Ciurīkharka only]"," cf.  \X0baphswasi,\x \X0muluswasi.\x"
1443,"walem", 595,"n.","river basin, watercourse","","[*wa 'water' + lem- < lemnɨ vi-3 'flow']","cf.  \X0wabe:m.\x"
1444,"wasɨmbhu",   0,"n.","the tree Pinus roxburghii"," sallā-ko rukh","[-bhu 'tree']"," cf.  \X0aphsibhu.\x"
1445,"waysibhu",   0,"n.","the tree Ficus roxburghii"," nibhāro","[attested in Sasarkā only; -bhu 'tree']"," cf.  \X0dɨʔ́dambhu.\x"
1446,"waytöri",   0,"n.","curse (collocates with mɨnnɨ vt-7)"," sarāp.","",""
1447,"waytöri-mɨntöri",   0,"n.","a solemn curse, a binding lasting curse.","","[< waytöri 'curse']",""
1448,"wa:l", 836,"n.","rectum (Note: rectal prolapse or prolapsus recti is a condition attributed to the wrath the goddess Sɨmnim )","","","cf.  \X0bha,\x \X0i:gdəm.\x"
1449,"wa:lbhu",   0,"n.","the tree Michelia champaca"," cāʔp-ko rukh","[attested in Sasarkā only; -bhu 'tree']"," cf.  \X0tsəmpəbhu.\x"
1450,"wa:lə", 420,"n.","lie","","","cf.  \X0mɨnnɨ\x \X0vt-7\x \X0(8).\x"
1451,"wa:ləkə",   0,"adv.","by way of make-believe, pretending, as a pretence or ruse.","","[wa:lə 'lie, deception' + -kə pfG]",""
1452,"wa:lɨkha",   0,"n.","home, homeland.","","",""
1453,"wa:mlinɨ",   0,"","","",""," vide  \X0wa:mlinɨ-ba:mlinɨ.\x"
1454,"wa:mlinɨ-ba:mlinɨ",   0,"vi-3 wa:mliN-wa:mli + ba:mliN-ba:mli","walk about like a lunatic","","[frolicsomely aspectivized wa:mnɨ-ba:mnɨ 'be absolutely bonkers', cf. tsumlinɨ ]","\IHamwa:mliNa\i \Ihamba:mliNa\i  They ran around like a bunch of lunatics; \IWa:mliNtə\i \Iba:mliNtə!\i I shall go stark raving mad!."
1455,"wa:mnɨ", 835,"imp.vt-1 wa:m","(with unexpressed third singular agent) go crazy, go insane, be driven insane, lose one's mind"," baulāunu",""," cf.  \X0wa:mnɨ\x \X0vi-1.\x"
1456,"wa:mnɨ",   0,"vi-1 wa:m","lose one's wits, be bewildered, go (temporarily) berserk (e.g. due to intoxication or anger)"," baulāunu",""," cf.  \X0wa:mnɨ\x \X0imp.vt-1.\x"
1457,"wa:mnɨ-ba:mnɨ",   0,"vi-1 wa:m + ba:m","1) be stark raving mad, be absolutely bonkers","","[wa:mnɨ 'go crazy', + ba:m jingle]",""
1458,"wa:msə-ba:msə",   0,"adj.","1) stark raving mad, driven insane; 2) victimized by an elaborate deception, grossly misled.","","[< wa:mnɨ-ba:mnɨ q.v.]",""
1459,"wa:ptima",   0,"n.","Pinus roxburghii"," sallā-ko rukh.","[attested in Sasarkā only]",""
1460,"wa:rɨ",   0,"n.","correct behaviour","","","cf.  \X0wa:tsɨ,\x \X0wa:tsɨ-wa:rɨ.\x"
1461,"wa:rtibhu",   0,"n.","the Nepali alder tree Alnus nepalensis"," uttīs.","[also attested in Sasarkā; -bhu 'tree']",""
1462,"wa:se",   0,"n.","fern"," uniu.","",""
1463,"wa:te:lbhu",   0,"n.","the cotton tree Bombax ceiba or malabaricum"," simbal, simal","[also attested in Sasarkā; -bhu 'tree']"," cf.  \X0wa:yle:sbhu.\x"
1464,"wa:tmɨtnɨ",   0,"vt-2a wa:t mɨd/mɨt-mɨts/mɨs","put (jewelry, ornaments) on someone (= patient)"," lagāi dinu","[causativized wa:tnɨ 'put on (ornaments)']"," cf.  \X0kaḿsinɨ.\x"
1465,"wa:tnɨ", 586,"vt-2a wa:d/wa:t-wa:ts/wa:s","bear (children, offspring); yean, calve, whelp"," janmāunu","","\Iɨ-me:ʔe-ʔa\i \Itsuʔu\i wa:dɨ His wife bore a child; \IO:-mu-ʔa\i aN \Iawa:tsəm\i My mother gave birth to me; cf.  \X0bɨknɨ.\x"
1466,"wa:tńsinɨ", 589,"vr.erg.","1) put on (ornaments), put jewelry on oneself 2) give a nɨ 'name' during the Tsomdam festival or during the ceremony of nukhil dhyəknɨ.","1) lagāunu","[< *wa:tnɨ 'put on']","1) \IPuma\i \Iwa:tnsi!\i \IMa:lɨm\i \Iwa:tnsi!\i Put on flowers! Wear a \Imālā!;\i cf.  \X0wa:tmɨtnɨ\x"
1467,"wa:tntsi",   0,"n.","spindle and whorl","","","cf.  \X0pənnɨ\x \X0vt-2a.\x"
1468,"wa:tsɨ",   0,"n.","manners","","","cf.  \X0wa:rɨ,\x \X0wa:tsɨ-wa:rɨ.\x"
1469,"wa:tsɨ-wa:rɨ",   0,"n.","breeding and cultivation, manners, proper behaviour.","","[wa:tsɨ 'manners' + wa:rɨ 'correct behaviour']",""
1470,"wa:tto",   0,"n.","elder brother","","","cf.  \X0birma,\x \X0nana,\x \X0tsa:ri.\x"
1471,"wa:ttolu",   0,"n.","one of the three stones of the sɨptɨlu, the front stone away from the back wall and furthest from the main entrance.","","[wa:tto 'elder brother' + lu 'stone'; also attested in Sasarkā ]",""
1472,"wa:yle:sbhu",   0,"n.","the cotton tree Bombax ceiba or malabaricum"," simbal, simal","[-bhu 'tree']"," cf.  \X0wa:te:lbhu.\x"
1473,"wəm",  21,"1) n. 2) adj.","1) heat (meteorological); 2) hot (of the ambient air temperature)","garmī","","1) collocates with lɨnɨ \Ivt-4\i (2f); cf.  \X0hɨplo,\x \X0waʔye:m,\x \X0wəmye:m.\x"
1474,"wəmwəm",   0,"n.","the heat, the hot season.","","[< wəm 'hot']",""
1475,"wəmye:m, waʔye:m",   0,"adj.","hot (of fluids)"," tāto","[< wəm 'hot']"," cf.  \X0dzuʔye:m,\x \X0ta:tɨm.\x"
1476,"wərnɨ",   0,"vt-2a wərd/wər-wər","toss overhand, throw overhand, toss far"," phyāʔknu.","",""
1477,"wərsunɨ",   0,"vt-6a wərsa-wərsuy/wərsu-wərsɨ-wərso","toss off, toss over, throw out, toss out, throw away"," phyāʔki paṭhāunu.","[dimittively aspectivized wərnɨ vt-2a 'toss, throw']",""
1478,"wotnɨ", 603,"vt-5a wond/won-wonts/wos-wo-won","bring inside or into; carry inside or into.","","[dir. < oNnɨ 'enter']",""
1479,"-ya",   0,"postp.","when, whilst.","","",""
1480,"ya",   0,"","","",""," vide  \X0ye.\x"
1481,"yaḱka", 196,"a) adv. b) pro.","a) 1) straight, level (of a mountain path) 2) over there, beyond, yonder b) (distal, both adnominally and as nominal head) yon, yonder, that over there.","1) terso",""," 2) \Ipara\i"
1482,"yaḱkam",   0,"pro.","that over there.","","[yakka 'over there' + -m nom sf.]",""
1483,"yaḱkambi",   0,"adv.","over there"," para.","[yakka 'yonder' + -m nom.sf. + -bi loc.sf.]",""
1484,"yaḱkamliʔmbi",   0,"adv.","over there, over on that side (of the mountain, of the river)"," utāpaṭṭī.","[yaḱka 'over there', -m nom.sf., liʔm 'side of a mountain', -bi loc.sf.]",""
1485,"yaḱkammɨl",   0,"pro.pl.","(distal) those over there, they over there, them over there","","","cf.  \X0hammɨl,\x \X0mommɨl,\x \X0tommɨl.\x"
1486,"yamlɨbhu",   0,"n.","the banana tree Musa paradisica","","[< -bhu 'tree']","cf.  \X0Nyéləksi,\x \X0yamlɨpho.\x"
1487,"yamlɨpho",   0,"n.","banana tree leaf","","[< -pho 'leaf']","cf.  \X0yamlɨbhu.\x"
1488,"yaNsu",   0,"n.","parallel nephew or parallel niece, i.e. 1) offspring of younger or elder brother (male speaking); 2) offspring of younger or elder sister (female speaking).","","",""
1489,"yári:",   0,"n.","the divine oracle","","","cf.  \X0isilimbhu.\x"
1490,"yári:lu",   0,"n.myth.","1) the Looking Stone, Oracle Voice Stone, one of several epithets for the mythological omniscient stone described as a shiny, polished perfectly flat slab of stone","","","1) cf.  \X0sampheʔlu,\x \X0tsɨʔ́ri:lu\x"
1491,"yári:-tsɨʔ́ri:",   0,"n.","True Knowledge.","","",""
1492,"yaya",   0,"n.","counsel, advice, conference, deliberation, consultation"," sallāh.","",""
1493,"ya:lɨ",   0,"n.","net"," jāl.","",""
1494,"ya:pnɨ",   0,"vt-2a ya:pt/ya:p-ya:ph/ya:p","serve (food), present (food)"," paskāunu.","",""
1495,"ya:tnɨ", 221,"vt-2a ya:d/ya:t-ya:ts/ya:s","like, be fond of, take a liking to"," man parāunu.","","\Iɨma\i \IaN\i \Iaya:stənə...\i \Iatsi:Ntə\i He doesn't like me... he hates me"
1496,"ya:tńsinɨ",   0,"vr.non-erg.","be embarrassed, feel shy"," śarmāunu, lajāunu","[< ya:tnɨ vt-2a 'like']"," cf.  \X0khətn.\x"
1497,"ye, ya, yə",   0,"yə  adv.","too, also"," pani.","",""
1498,"yə",   0,"","","",""," vide  \X0ye.\x"
1499,"yəkkam",   0,"n.","grain spread out in the sun to dry"," biskun.","[< yəknɨ vt-2a 'feed']",""
1500,"yəknɨ", 838,"vt-2a yəkt/yək-yəkh/yək","feed.","","[dir. < yoknɨ vt-3 'portion out'] (?)",""
1501,"yəmnɨ",   0,"vt-2a yəmd/yəm-yum","hit"," kuṭnu.","","\IAN\i \Iayumtə?\i Are you going to hit me?"
1502,"-yi",   0,"postp.","1) at, in; 2) in the company of, at the house of (French chez, Latin apud ).","","",""
1503,"-yikha",   0,"postp.","than.","","",""
1504,"yi:nɨ", 206,"vi-2 ye:-yi:y/yi:","descend, come down"," māthi-bāṭa tala āunu",""," cf.  \X0tha:Ńsinɨ,\x \X0ta:tnɨ\x \X0vi-3.\x"
1505,"yi:nɨ", 206,"vt-6b yi:y/yi:-ye:","take down, carry downhill, bring down","","","cf.  \X0ta:nnɨ\x \X0vt-5a.\x"
1506,"yɨkdzu",   0,"","","",""," vide  \X0dzaguyɨk.\x"
1507,"yɨknɨ", 209,"vt-2a yɨkt/yɨk-yɨkh/yɨk","1) turn around (e.g., a dzaguyɨk or dza:ńtəm 'millstone') 2) grind","1) ghumāunu",""," 2) \Ipĩdhnu,\i Eastern Nep. \Ipinnu.\i"
1508,"yokkhotnnɨ",   0,"vt-3 yukh/yuk-yok + vt-5a khotnd/khotn-khotnts/khos-kho-khot","apportion out to, distribute in portions to, offer portions to (patient agreement with recipient, not object distributed)"," bāʔṭi dinu","[profferatively aspectivized yoknɨ 'portion out']"," cf.  \X0khipkhotnnɨ,\x \X0ri:pkhotnnɨ,\x \X0se:wa\x \X0khotnnɨ.\x"
1509,"yoknɨ", 215,"vt-3 yukh/yuk-yok","portion out, divide up; distribute (patient agreement with that which is divided up, not the recipient)"," bāʔḍnu (Eastern Nep. bāʔṭnu ).","","cf.  \X0yokkhotnnɨ\x"
1510,"yokŃsinɨ",   0,"vr.non-erg.","split, split the scene, depart, scram, 'beat it'"," chutnu.","[< yoknɨ vt-3 'divide up']",""
