"NUMBER","PROTO","PRNUM","MEANING","CHIN","CHINNUM","TIB","BURM","KACH","LUSH","LEPCHA","KIR","KIRNUM","STLSNUM","COMMENTS"
2575,"*qhʷə̆", 797,"village","丘 \I*khʷə\i village, district.", 166,"","\Irwa\i village, LB \I*r-wa\i.","\Iwa\H1\h\i a hut in a paddy field.","","","",   0,   0,"Nung \Irəwa\i village, town. Ben. 109."
2576,"*q(h)ʷa (-t)",   0,"clothes, dress","",   0,"\Ibgo\i (p., i. \Ibgos\i) to dress, \Igos\i garment, dress.","LB \I*watx\i garment, cloth.","","\Ivuaʔ\i to wear or put on (boots, nose-ring, hat etc.).","\Ită-go,\i \Ita-go\i a jacket","\I*wà(s\i)", 589, 316,"Kanauri \Igasa;\i Rawang \Igwa ~ ga\i, \Inuŋ-wat\i to cover breasts (\Inuŋ\i) with breast-cloth, Trung \Igwa\H1\h\i to wear on; Rgyarung \Iwya-n\i I wear, \Itewyet\i clothes.  Sh. 125, 133; Ben. 29, 44. The Tib. form can be alternatively compared with OCh. 衣 \I*ʔəj\i garment, clothes (see Simon 29). Cf. perhaps Mikir hu, Naga *hU 'skin, bark' (?). [Cf. also: Tib. ko 'skin, hide, leather'; OC 裘 *gʷə 'fur garment'.]"
2577,"*q(h)ʷa (~ɣʷ-)", 290,"a k. of bird","",   0,"\Igo-bo\i a large eagle or vulture.","","\Iu\i- in \Iu-mai\i 'feather', \Iu-di\i 'egg' [related in STEDT 96 to *wu 'egg', see *QəwH).","\Isa-va\i bird, KC \I*wa\i.","","\I*wa\i", 597,1077,"Mikir \Ivo\i; Magari \Igwa\i; Chepang \Iwa\i; Karen: Taungthu \Iwa\i. Sh. 142; Ben. 35."
2578,"*qhʷā (-ŋ)", 527,"yellow","黃 \I*ghʷāŋ\i (~ \I*whāŋ\i?) yellow.",2896,"? s-kja 'whitish, pale'","\Iwa\i, \Iwaŋh\i be yellow.","","\Ieŋ\i yellow.","","\I*wə̀\i", 604,1326,"Luce 8, 78."
2579,"*qhʷăH ( *r-)", 439,"rain","雨 \I*whaʔ\i rain.",1096,"\Ikha-ba\i snow, \Imkha\i heaven.","\Irwa\i rain, LB \I*r-jua\i rain, cf. also \I*wax\i snow.","\Iru\H1\h\i to pour, to fall in torrents, as rain.","\Iruaʔ\i rain, KC \I*r\H2\huaʔ\i","\Iso\i rain (?)","\I*wə̀\i", 599,1273,"BG: Garo \Imikka\i \Iwa,\i Dimasa \Iha\i to rain, Bodo \Iha\i rain; Digaro \Ikəra\i  rain; Bahing \Irya-wa.\i Sh. 39, 43, 138,  431;  Ben. 109, 168. For Jnp. \Iru\H1\h\i see also notes under *g(h)ʷrə 'wash'."
2580,"*qhʷə̄j",   0,"whirl","潰 whə̄ts (~-js) be turbulent",3862,"","\Iwajh\i whirlpool.","\Iphuŋ\H2\h-wai\H2\h\i whirlpool, (H) \Iwai\i\i whirl, as a whirlpool; stir, as with a ladle.","\Ivai\i wave (the hand, arm).","","",   0,   0,"Mikir \Iiŋvei\i fly around (as an insect); Rawang \Ithi\i \Ibuŋ\i \Iwai\i whirlpool. In some languages (Burm., Jnp.) a merger with *qʷə̄l (q. v.) occurred. Ben. 32."
2581,"*qhʷāk",   0,"trap","擭 \I*w̲āk\i catch, a trap.",4431,"","","\Inkhoʔ\H2\h\i a trap.","\Iōk\i to catch in a trap.","","",   0,   0,""
2582,"*qhʷăł",   0,"round, circle","還 \I*whrēn\i [but MCh ɣwạn pointing to a variant \I*whrān\i] turn round, \I*when\i id., 員 \I*wran\i circle, round.",4605,"","\Iwanh\i be round.","\Iwan\H1\h\i be in a circle, be coiled, (H) \Ikəwan\i to encircle.","\Ival\i to spread out in concentric waves, \Ivalʔ\i to make a slip-knot, noose or loop, KC \I*wal\i.","","",   0,1280,"Cf. also Lush. \Ihual\i to surround. The -e-vocalism in some Chinese forms may be due to contamination with 卷 \I*kʷrenʔ\i to roll. The Burm. and Jnp. forms can also belong to \X0*qʷār\x q.v. Sh. 43; Ben 32; Mat. 184."
2583,"*qhʷār (~*Gʷ-)", 955,"a k. of small animal (badger, ground-rat)","貆 \I*w̲ār,\i \I*swar\i, \I*swār\i badger.",6831,"","","(H) \Iməgan\i a sp. of ground-rat.","","","",   0,   0,""
2584,"*q(h)ʷat",   0,"necessary","",   0,"\Idgos-pa\i  be necessary, be obliged.","\Iwat\i duty, service.","","","","",   0,   0,"Despite STEDT 363, the Tib. form should be kept distinct from \Idga\i 'rejoice' (see *KāH)."
2585,"*q(h)ʷēł (-l)",   0,"strike, hit","",   0,"\Iãkhjel\i to hit, strike.","","","\Ivēl\i (\Ivelʔ\i) to beat, strike (with or without a stick).","","",   0,   0,""
2586,"*qhʷēt", 188,"encircle, girdle, embrace","",   0,"\Imkhjud-pa\i to keep, to hold, embrace, \Iãkhjud-pa\i to embrace.","","\Iməkjit\H3\h\i to gird, girdle, (H) \Ikjit\i to gird, girdle, \Igjit\i to tie, bind.","\Ivēt\i (\Iveʔ\i) to put round or in, cause to encircle.","","",   0,   0,""
2587,"*q(h)ʷɨ̄̆k ( ~ ʔʷ-)",   0,"[a k. of fabulous creature","蜮 \I*w̲ə̄̆k\i a fabulous nocuous water animal, water demon.",7071,"","","","\Iōk\i the name of a fabulous creature.","","",   0,   0,""
2588,"*q(h)ual",   0,"larva, chrysalis","螝 \I*g̲ūj-s\i chrysalis of the silkworm.",7526,"","","","\Ivual\i the larva and pupa especially of the cicada.","","",   0,   0,""
2589,"*q(h)ʷār",   0,"throw (into water), scatter","澣 \Ig̲ʷārʔ (~ w̲-?)\i to wash.",7444,"\Iskjur-ba\i to throw, throw into water, cast.","","","\Ivor\i\Iʔ\i to scatter, throw up, toss.","","",   0,   0,"Newari \Iwā-\i. Sh. 160."
2590,"*qhʷił", 567,"twist, wind","徇 \I*whin(s)\i go everywhere, all round.",1220,"\Iãkhjil\i wind, twist, roll.","","","\Ivial\i to wriggle, curl up; coil.","\Ikjól\i to mix, to mingle, to stir together as tea, to infuse","",   0,   0,"Garo \Iwil-\i. ? For Lush. cf. alternatively Tib. \Iãphjil\i to wind, to twist (but see also under \X0*p[ē]n\x)."
2591,"*qhʷīj ( / *qhʷīn)", 614,"dog","犬 \I*khʷīn\i dog.", 159,"\Ikhji\i dog.","\Ikhwĳh dog,\i LB \I*khujx\i.","\Igui\i\H2\h dog (cf. also \Ičə̆khjon\H1\h\i a fox, wolf or wild dog).","\Iui\i dog, KC \I*ɣui.  \i","","\I*khlè\i", 137,1212,"Dimasa \Isi\i; Kanauri \Ikui\i; Moshang \Igui-hĕ\i; Namsangia \Ihu\i; Vayu \Iuri\i; Trung \Idə\H3\h-gə\H1\h,\i PG \I*na-ki,\i Chepang \Ikujʔ,\i Magari \Icyu\i. Simon 20; Sh. 42, 408, 428; Ben. 44; Mat. 179."
2592,"*q(h)ʷiə̆r",  58,"present of food; appetite","餫 \I*w̲ərs\i bring supply of food to.",7769,"\Iskor\i food presented to Lamas.","","","\Ivir\i to have an intense longing for animal food.","","*wə̀r", 588, 694,"Cf. perhaps also Mikir kor 'bite' ( < *k-wVr); for semantics cf. Kiranti."
2593,"*q(h)ʷĭt (~ʔʷ-)", 745,"pierce","矞 \I*w̲it\i to pierce.",6485,"","","","\Ivit\i (\Iviʔ\i) to pierce, prick, stab.","","",   0,   0,""
2594,"*q(h)ʷ(r)ĭn (~ʔʷ-)",  67,"skin, pelt, rind","筠 \I*w̲rin\i rind of the bamboo.",3139,"","","","\Ivun\i the skin, the pelt.","","",   0, 318,"Cf. also Manipuri un 'skin', Sema ayi-kwo, Khezhama e-kwe, Hmar, Tiddim vun id."
2595,"*q(h)ʷV̄ŋ (~ɣʷ-)", 839,"heap","",   0,"\Igoŋ-po\i lump, mass, heap, clot.","","","\Ivūŋ\i a heap, a mound (of loose earth).","","",   0,   0,""
2596,"*q(h)ʷV̆ŋ ( ~ ɣʷ-)",   0,"guard, preserve","",   0,"\Iskjoŋ-ba\i (\Ibskjaŋs,\i \Ibskjaŋ\i) to guard, keep, tend.","","","\Ivoŋ\i (\Ivon\i) to keep, preserve, take care of.","","",   0, 620,"Cf. Aka *(h)waŋ 'see'."
2597,"*Qa", 704,"earth","",   0,"","","\Iga\H4\h\i earth.","","","\I*ʔkä\i",  63, 672,"BG: Garo \Ia'a\i, Dimasa \Iha\i; Moshang \Igaʔ\i; Namsangia \Iha\i; Rawang \Irəga;\i Kadu \Ika\i; Bahing \Ikha-pi \i'earth'; Angami Naga \Imi-ge\i 'ashes' Sh. 428; Ben. 33."
2598,"*Qa",   0,"mouth","",   0,"\Ikha\i mouth.","\Ia\i the inside of the mouth.","\Iməkha\H1\h\i to open, as mouth.","","","",   0, 804,"The root is distinguished from \X<0.2282>*k(h)āH\x 'open' on the Burm. evidence. In other languages a confusion of these two roots was possible."
2599,"*Qam",   0,"refrain, abstain","",   0,"","\Iamh\i to refrain, abstain.","\Igam\H1\h\i to refrain, abstain.","","","",   0,   0,""
2600,"*Qōm ( ~ -ū-)", 900,"sufficient, fitting","",   0,"","","\Igum\H1\h\i be sufficient, adequate.","\Iōm\i fitting, fit.","","",   0,   0,"Mat. 164 (compares the Jnp. form with Burm. \Ikum\i be plenty, see *k(j)ŭm)."
2601,"*QəwH (~ -uH, -iwH)",   0,"egg","",   0,"\Isgo-ŋa\i egg, eggs, spawn.","\Iuʔ\i egg, LB \I*wuʔ\i.","","","","",   0, 764,"STEDT 94-99 *wu (adding data from Naga, Qiang and Jinuo, but without Tib.). The Tib. form is attributedb in STEDT 111-113 to a separate root *s-go-ŋ which is, however, very scarcely represented and hardly exists)."
2602,"*Q(r)ā",   0,"leisure","暇 \I*g̲rās\i leisure; respite.",3011,"","\Iah\i be vacant, free, at leisure.","","","","",   0,   0,""
2603,"*Qʷāŋ",   0,"a k. of mythical bird","凰 \I*w̲āŋ\i female phoenix.",1962,"\Ikhjuŋ\i the garuda bird.","","","","","",   0,   0,""
2604,"*Qʷɨ (~ *Qju)", 555,"intestine, bowels","",   0,"\Irgju\i  entrails, intestines, bowels.","\Iu\i intestine, bowels, LB \I*ɣu\i.","","","","",   0,1076,"Cf. Karen *hV.3B, Nung *wa, Rawang phə-wa, Pumi *r-vu, Dimasa haw 'belly'; the relationship of some Tibetan dialect forms (Xiaxe, Alike ho 'belly') is not quite clear."
2605,"*Qʷɨj",   0,"door, gate","闈 *w̲əj gate.",4632,"\Isgo\i door, \Igo\i place, room.","","","","","",   0,   0,"\iThe Tib. form can be alternatively compared with OCh. 畿 \I*g̲əj\i threshhold or 垓 \I*kə̄\i territory; a comparison with OCh. 戶 \I*g̲āʔ\i door (see Simon 13, Luce 2, Peiros-Starostin 217, Gong 47) is less probable, since the latter goes well together with PST \X0*k(h)a\x open, opening."
2606,"*Qʷɨ̄n (~-ł)",   0,"a k. of demon","魂 \I*w̲ə̄n\i spiritual soul.",3710,"","","\Igumgun\H1\h\i a guardian nat, (H) \Igun\i id.","","","",   0,   0,""
2607,"*Qʷɨ̄nH",   0,"damage","損 \I*swə̄nʔ\i damage; diminish; 慁 \I*w̲ə̄n(ʔ\i)-s be troubled.",3001,"\Igun\i (also \Igud\i) loss, damage.","","","","","",   0,   0,"Peiros-Starostin 216."
2608,"*Qʷĭr", 920,"clear field for cultivation","畇 \I*win,\i \I*whin\i, *\Iswhin\i clear land for culture.",5787,"","","\Iləgun\H1\h\i a scraper for cleaning or weeding a field.","","","",   0,   0,"PG \I*kor\HL\h\i to plough; Kham\I gòr\HL\h\i; Trung \Ikwar\i harrow."
2609,"*Qʷit",1249,"hearth, cooking place","",   0,"\Isgjid-bu\i, \Isgjed-po\i a hearth, fire-place.","","\Iləwot\H3\h\i a cooking place dug as in the side of an embankment; wut.31 burn","","","*hát 'burn'",  41, 671,"Cf. LB: Zhaiwa mut ( < *m-ʔut ?) 'burn'."
2610,"*Qʷra",   0,"edible fruit","芋 \I*w̲(r)as\i taro.", 691,"\Igro-ma\i potato.","","","","","",   0,   0,"Gong 81."
2611,"*Qʷ(r)ɨ̆t (~ -ə̆-)", 973,"stomach","胃\I *wəts\i stomach.",1413,"\Igrod\i belly; stomach.","","","","","",   0,  31,"Simon 18; Coblin 141; Gong 47."
2612,"*xăr",   0,"lift","掀 \I*xar\i to lift.",2120,"\Iker-pa\i to raise, lift up.","","","\Ikar\i to lever.","","",   0,   0,"?Cf. Austric: PAN *quŋkil 'lever, pry', PAA *kVr 'handle'."
2613,"*xə̆j-s",   0,"gift, present","氣 \I*xəjs\i ( ~ -ts) to present food, 餼 \I*xəjs\i (~ -ts) gift of animal or grain.",7915,"\Iskjes\i present (cf. also (\Iã\i)\Ikhjos-ba\i id.).","","","","","",   0,   0,""
2614,"*xjā̆l", 957,"play, joke","戲 \I*xajs\i to sport, joke, jest.",4420,"\Ikjal-ka\i joke, jest, \Idkjal\i to talk nonsense.","","","\Ikhāl\i to play with.","","",   0,   0,"Trung \Ia\H3\h-găl\H2\h\i to play. Coblin 99."
2615,"*xrāwH",   0,"piety, modesty","孝 \I*xrāws\i to be filial, filial piety.", 557,"","\Ikrəwʔ\i to bow, greet, be modest, obedient.","","","","",   0,   0,""
2616,"*xrɨā̆k",   0,"scare, fear","嚇 \I*xrāk\i scare, 虩 \I*xrak\i fear.",4396,"\Iskrag\i be terrified, frightened, skrog frighten","\Ikrauk\i to fear, LB \I*kruk\i; \Ikhrauk\i frighten.","","","","",   0,   0,"Trung \Ia\H3\h-krăʔ\H1\h\i to fear. Ben. 127; Luce 80."
2617,"*xruăk", 519,"bright, sunshine","旭 \I*x(r\i)\Iok\i bright; rising sun.", 399,"\Ibkrag-pa\i brightness, lustre.","","","","","",   0,   0,""
2618,"*xrɨāk",   0,"red","赫 \I*xrāk\i red.",3649,"\Ikhrag\i blood.","","","\Iṭok\i be blebby, be red and spotted (as face).","","",   0, 760,"Bod. 175. Cf. Nusu xri\H35\h 'red'"
2619,"*χă", 469,"empty","虛 \I*xa\i empty.",2781,"","\Iha\i be empty.","","","","",   0,   0,""
2620,"*χāk", 762,"phlegm","",   0,"","\Ihak\i phlegm.","","\Ihāk\i catch one's breath; swallow the wrong way, cf. also \Ikhak\i to try to eject forcibly from the throat, (Ben.) \Ikhāk\i phlegm.","","\I*khák\i", 155,   0,"Sgaw \Ikəhaʔ\i phlegm; Mikir \Itśiŋ\i \Ikhak\i expectorate, cough up; phlegm. Ben. 71, 133."
2621,"*χāł",   0,"snore, snort","鼾 \I*xān\i to snore.",4658,"\Ihal-ba\i to pant, wheeze, snort.","","","","","",   0,   0,"Coblin 135-136; Gong 64."
2622,"*χānH ( ~ -łH)",  78,"net","罕 \I*xānʔ\i net.", 681,"","","(H) \Ikhan\i to fish with a casting net.","","","",   0,   0,""
2623,"*[χ]aŋ",   0,"pant, gasp","",   0,"\Ihaŋ\i to pant, gasp.","","\Igəaŋ\H1\h\i to gasp for breath , as a dying person.","","","",   0,   0,"Ben. 33."
2624,"*χăŋ", 582,"meat soup","膷 \I*xaŋ\i beef soup.",7500,"","\Ihaŋh\i a k. of soup (with meat, fish, vegetables etc.).","","","","",   0,   0,""
2625,"*χăŋ", 566,"smell, stink","香 \I*xaŋ\i fragrance.",1493,"","","\Ikhaŋ\H1\h\i to stink, (H) \Iəkhaŋ\i disagreeable odor.","","","",   0,   0,""
2626,"*χə̆p",   0,"join, bring together","翕 \I*xəp\i to bring together; get together, conform, be concordant.",2739,"","\Ihap\i to join, unite.","","","","*khop", 142,   0,""
2627,"*χăp",  91,"bite, take into mouth","嗋 \I*xap\i shut (e. g. mouth).",6617,"\Ihab\i a mouthful.","\Ihap\i to bite, snap.","","\Ihap\i bite, snap.","","",   0,   0,"Ben. 32."
2628,"*χăr",   0,"pattern, model","憲 \I*xars\i law; model; rule.",4133,"","\Ihan\i manner, style.","(H) \Ikhan\i a pattern, style (not used by itself).","\Ikar\i to coerce, force, drive; (LS) to secure or demand on certain conditions or by distraint.","","",   0,   0,"For Lush. cf. alternatively PK \I*ghVr\i run, drive."
2629,"*χiəl",   0,"dry","晞 \I*xəj\i first light of the sun; to dry.",2147,"","","","\Ihil\i nearly dry.","","\I*he[r]\i",  28, 668,""
2630,"*[χ]lāH",   0,"tiger","虎 \I*x(l\i)\Iāʔ\i tiger.",1074,"","\Ikjah\i (OB \Ikla\i) tiger.","","","\Ikă-hla\i a panther","",   0,   0,"Possibly borrowed from some Austroasiatic source, cf. PAA *kla 'tiger' (see Peiros 1998, 227)."
2631,"*χrap",   0,"scrape, graze","",   0,"","\Ihrap\i to touch lightly, graze; scuffle.","(H) \Iəkhrap\i to scrape, as a road, with a hoe.","","","",   0,   0,""
2632,"*χrup ( ~ -o-)",   0,"inhale, sip","",   0,"","\Ihrup\i to inhale, sniff.","\Imərop\H2\h\i to sniff.","","\Ihŭp\i a sip, gulp, \Iháp\i to suck","\I*hóp\i",  45,   0,"Dimasa \Isurup\i sip, lap, smoke. Ben. 81."
2633,"*χŭ",   0,"smoke, vapour","熏 \I*xun\i to smoke, steam.",6984,"(W) \Ihu\i breath.","","","\Ihu\i vapour, gas, steam.","","",   0,1295,"? Trung \Iə\H1\h.\i Ben. 17. If the original meaning was 'breath', cf. perhaps also OC 休 *xu 'to rest' ( < 'breathe'?). Cf. Austric: PAA *huj 'smoke', PAN *bahu(-an) 'odor, stench'."
2634,"*χuak ( ~ *χʷak, χʷək)",   0,"concave","",   0,"","\Ihauk,\i \Ihəuk\i be concave.","\Ikhoʔ\H3\h\i be concave (if not < Burm. \Ikhwak\i, see *guăk).","","","",   0,   0,""
2635,"*χĭw(s)", 441,"water, moisture","",   0,"\Ihus\i moisture, humidity; khu-ba fluid, liquid.","","\Ikhoʔ\H2\h\i to spill.","\Ihuʔ\i wet.","","\I*kù\i", 199, 866,"Chepang \Ihus\i dew. Sh. 41; Ben. 2, 17. STEDT 380 *ku 'water, body fluid'."
2636,"*[χʷ]ār(H)", 882,"joy","歡 \I*xʷār\i rejoice.",5147,"","\Ikwanʔ\i to enjoy one's self.","","","","",   0,   0,""
2637,"*Qʷə̆H",   0,"to be, to have","有 \I*whəʔ\i there is, to have",   0,"\Ijo-d\i to be, exist","","","","","",   0, 600,"In Chinese serves also as the stem of the distributive 或 *whə̄k '(there is / there are) some who...'. The same root quite probably serves as a quantor pronoun 'all' in some TB languages: Aka vyeu, Mĳi veʔ, (Konyak) Wancho paŋ-ve, Naga Pochuri ave, Mikir (kado)-ka-ve, Pumi *wa."
2638,"*ŋā",   0,"to know, be awake","寤 \I*ŋā-s\i to wake, awake",3400,"\Imŋa\i to know, be able","","","","ŋak to see","",   0, 980,"Cf. also Konyak *ŋV, Naga *ŋu 'see'."
2639,"*Qʷaŋ",   0,"king","王 *whaŋ king", 160,"","? wan 'minister'","","","","\I*haŋ\i ( ~ x-)", 768,   0,"For Burm. wan cf. perhaps rather Tib. rgjal 'majesty; prince, monarch'."
2640,"*nuk", 962,"meat","肉 nhuk ( ~ nhikʷ) meat, flesh", 437,"","","","","","\I*nVk\i", 769,1254,""
2641,"*χʷV",1216,"to speak","云 *wən, 曰 *wat, 謂 *wəts 'to say, speak'",  76,"","hu (arch.) 'to speak, talk'","hɔ 'to preach'","","","",   0,1354,"Not quite reliable phonologically (one should rather expect *xʷ- in Chinese)."
2642,"*xūH", 196,"pleasant, good","好 \I*xūʔ\i good, fine", 367,"\Imkho\i pleasant","","","","","",   0,1231,"Cf. Jiarong kə-hou 'good'. In STEDT 136-137 the Chin. form is compared with TB *hu 'born/birth/rear'; the root is attested, however, only in Bokar, Padam-Mising, a Meithei compound, Qiang χu 'to give birth' and several Lolo-Burmese languages, and does not seem very reliable."
2643,"*ku ( ~ g-)", 115,"to seek, choose","求 \I*gu\i to seek, ask for", 634,"\Isko\i, \Ibsko\i to choose; \Igo\i to know, understand","Naxi *kh[ua] 'hear'","","","","",   0, 184,"Cf. also Pumi *kuə 'know'; Kar. *kV-, Sulung *khVN, Naga *kɨn (with a nasal suffix) 'ear'."
2644,"*śəj", 647,"private, oneself","私 \I*səj\i private, oneself", 676,"\Iśe\i, \Iśe-dag\i, \Iśa-sdag\i for oneself only, only, privately","","","","","",   0,   0,""
2645,"*tu ( ~ d-)", 403,"province, end of the road","州 \I*tu\i province; island in a river", 380,"\Imdo\i district, province, end","","","","","",   0,   0,"Cf. [*tu]."
2646,"*krā ( ~ g-)", 660,"house, palace","家 \I*krā\i house, household, family",1591,"","\Ikraʔ-hŋanh\i palace, residence","","","","",   0,   0,""
2647,"*mV̄t",   0,"eat, swallow","秣 \I*mhāt\i feed grain to horses",1786,"\Imid\i to swallow, mid-pa, mjad-pa 'throat'","? mwat-sip 'to be thirsty'","","","","",   0, 117,"Cf. Jiarong kɔ-mot 'drink'."
2648,"*lūt",   0,"to go, proceed","退 \I*slūt-s\i ( ~ ƛ-) to withdraw, retire",1906,"","","","\Ilūt\i (\Iluh\i) to go in, enter","","",   0,   0,"Cf. also OC 述 \I*lut\i to proceed, pass; ? Tib. bźud, gźud 'to go, go away'."
2649,"*ƛaŋ ( ~ -ɨa-)", 848,"wound, scar","傷 \I*ƛaŋ\i injure, wound",2907,"\Iltoŋ\i incision, scar","","","","","",   0,   0,""
2650,"*kʷrāH",   0,"single","寡 \I*kʷrāʔ\i single, alone",3395,"","","\Isiŋ-kra\i a widower.","","","",   0,   0,""
2651,"*lăkʷ",   0,"to heal","藥 \I*lakʷ\i to give medicine, cure",4891,"","\Ikjak\i to heal, cicatrize (of a wound)","","","","",   0,   0,""
2652,"*rākʷ",   0,"pleasant, friend","樂 \I*rākʷ\i",3839,"\Irogs,\i \Igrogs\i friend; associate; \Iãgrogs\i be associated with.","","","","","",   0,   0,""
2653,"*rɨ̆ł", 674,"friend, neighbour","鄰 \I*rən\i neighbour",4036,"","\Irwĳ\i friend","","","","",   0,   0,""
2654,"*qhʷrāk ( ~ Ghʷ-)",   0,"to take, gather","獲 \I*whrāk\i to catch, take",4476,"\Isgrug\i (p. \Ibsgrugs,\i f. \Ibsgrug,\i i. \Isgrug(s\i)) to collect, gather, pluck","","","","","",   0,   0,""
2655,"*ƛɨak",   0,"be hungry, weary","斁 \I*Łiak\i be tired of, weary",7629,"\Iltogs\i be hungry","","\Ikru\i 'have an inordinate appetite' (H)","","","",   0,   0,""
2656,"*χʷelH",1338,"burn","燬 \I*xʷejʔ\i blazing fire",4470,"","","","hāl burn","","\I*wä̀l\i", 593,1079,"Here Rawang whəR, perhaps Karen Pao kho.55 'burn'. Cf. PAA *ʔu:lh 'fire' (?)"
2657,"*cut",   0,"finish, complete","卒 \I*cut\i to finish, complete", 769,"","","","","","\I*sut ( ~ *ʔc-, ch-)\i", 780,   0,""
2658,"*ʔ(r)V̄p",   0,"to press, squeeze","壓 *ʔrāp",4399,"","","","","","*ʔip", 851, 734,""
2659,"*Kat",   0,"to come up, rise","揭 \I*kat\i rise, lift",2558,"","","","","","*khät (/g-)", 854,   0,"Cf. PAN *aŋkat 'lift, raise, pick up', *sakat 'rise, climb up'."
2660,"*lat",   0,"to pull","抴 \I*lats\i to pull",5595,"","","","","","\I*làt\i to pull out", 862,   0,""
2661,"*sok", 423,"grain, seed","粟 *shok",2723,"","","","","","*sV̀k", 279,   0,""
2662,"*ńēp",   0,"to press","鑷 \I*nhēp\i to pinch, pincers",5281,"","\Ihnip\i press","","","","\I*ńep\i to press into, sow", 871,   0,"Cf. \X0*ńăp.\x (?) Cf. Dulong ŋa:p 'bite'."
2663,"*phin ( ~ -ł, -r)",   0,"side","濱 \I*pin\i shore, bank, 頻 \I*bhin\i shore",4450,"","","\Iphjin\H3\h\i the side, slant, slope","","","",   0,   0,"Cf. \X0*b(h)ēr\x; initial p- in OC *pin is probably due to its influence."
2664,"*tīm",   0,"to throw down, suppress","墊 \I*tīms\i throw down; overwhelm",3376,"","","","","","\I*tím\i / \I*típ\i", 579, 319,"Cf. also Kaike ḍim- 'lie'. Perhaps = \X0*tīm\x 'to sink, submerge'. Cf. \X0*dhēp.\x"
2665,"*g(h)ʷV̄m",   0,"to add, place together","",   0,"","","\Ici-khūm\i put, place together","\Ikhōm\i put, place together, KC \I*M-khɔm\i","","\I*ghä̀m\i",  91,   0,"Sh. 411. Cf. \X0*kʷēm.\x"
2666,"",   0,"","",   0,"","","","","","",   0,   0,""
2667,"*t[i]l",1190,"egg, testicle","蚳 *d(h)rəj ( ~ -ĳ) ant's egg (?)",8813,"\Ithul\i egg, testicle","","","\Itil\i testicles and scrotum, KC \I*til\i","\Ia-thol\i testicle","",   0,   0,"STEDT 107-110 *[td]il ~ [td]ul. The word is probably different from  *t[u]j, but actively contaminating. The OC form (rather dubious) is related to *t[u]j in STEDT, but it is rather related to t[i]l (if it is related at all). One also wonders if the local root *[n/s]-tow 'egg' reflected in Idu, Qiang and some Lolo languages (STEDT 114-115; note also the "rootlet" *du 'brood, incubate', STEDT 132, reflected only in Tamang and Thakali) does not in fact reflect *t[u]l."
2668,"[*ŋa]",   0,"egg, hatch","",   0,"\Isgo-ŋa\i egg","","","","","",   0, 134,"Tangut \Inge\i testicle, Qiang (Ergong) \Iẓŋa\i 'hatch'. See STEDT 113-114 *s-ŋa; rather dubious."
2669,"[*nā (/*-ŋ)]",   0,"to bear, give birth","孥 wife and children",5566,"","","","","","",   0,   0,"This OC word can be compared with various TB forms listed in STEDT under *naŋ 'give birth' (STEDT 152: Kaman, Guiqiong, Tujia), *naŋ 'brood' (STEDT 132: Tamang, Gurung) and *b-na 'bear a child' (STEDT 140-141: Naga, Manang, Thakali)."
2670,"[*Pa]",   0,"breast","",   0,"","","","","","",   0, 435,"STEDT 206-207 *pa: scattered reflexes (often reduplicated) in Deuri, Manchati, Qiang and Lolo."
2671,"*phVp",   0,"to suck, kiss","",   0,"","","\Ipup\i kiss","","","\I*phíp\i suck", 755,   0,"STEDT 233-236 (with various reflexes from Tani, Mĳu, Kuki-Naga, Manchati, Qiang and LB, but with a hardly justifiable division of this expressive root into *m-bu[p/t/k] and *pip)."
2672,"*cin ( ~ ć-)",   0,"vagina","",   0,"","","\Iǯin\i vagina","","","",   0,   0,"STEDT 257-258 *tšin (Jingpo compared with Chepang cin 'clitoris' and Meithei cin 'mouth, lip' (?))."
2673,"[*Ti]",   0,"clitoris","",   0,"","","ǯin-di, ǯin-ti 'clitoris; labia pudenda'","","","",   0,   0,"See STEDT 267-268 *s-ti, comparing the Jingpaw form with Mikir wen-the 'vagina', Kham ti-si 'clitoris', Limbu ne:t-ti id. etc. Cf. PAN *bediq, *betiq  'vulva, vagina'?"
2674,"*Qʷam",   0,"womb, placenta","",   0,"","\Iwam\i womb, belly","","","","\I*wä̀m\i placenta", 598,  33,"STEDT 283-284 *wam. With dissimilated -n cf. Hmar vawn, Liangmai chawon 'belly'."
2675,"[*Paj]",   0,"placenta","",   0,"\Ibe-snabs\i vaginal mucus at childbirth","","","","","",   0,   0,"STEDT 288-289, listing besides Tib. Mikir pe 'womb', Garo bi-bil id., Chepang payʔ 'placenta', Limbu sara-phe 'womb', sai-be-ra 'placenta'."
