"NUMBER","PROTO","PRNUM","MEANING","CHE","ING","BCB","COMMENT"
820,"*lu",2017,"sheep-fold","la","el","","    4th class in Chech., 6th class in Ing. Cf. also Cheb. \Ijlo,\i Ved., Itumk. \Ijla.\i"
821,"*kart",2018,"fence, yard","kert","kart","","    Obl. base \I*karte-\i (Chech. \Ikerta-,\i Ing. \Ikarto\i) had influenced the vowel of the direct base in Chech. 4th class in both languages."
822,"*maʯa (  -o)",2019,"ransom for one murdered person","maʯa","","",""
823,"*ken",2021,"oats","ke (Uslar)","ken","","    5th class in Chech., 6th class in Ing. Cf. also Chech. (in the Ingush-Chechen dictionary) \Ikena\i (6th class) 'oats'."
824,"*qa“",2024,"cough (of animals)","qa“","","","    Obl. base \Iqa“a-.\i An expressive word, but having rather exact external parallels."
825,"*gʒa(-n)",2025,"goat","gza","gaza","gaza~","    4th class in Chech., 3d class in Ing., 6th class in Bacb."
826,"*tɦum",790,"1 corn-cob 2 core (of a plant)","t“um","tum","","    Obl. base \I*tɦamo-rV-\i (Chech. \It“amara-,\i Ing. \Itomaro\i). 4th class in both languages."
827,"*u- (  -o-)",2026,"spout (of a tea-pot, jar)","uzam","","","    Attested only in Chech. (-am is a frequent nominal suffix), but having probable Lezghian parallels."
828,"*ʁola (  --)",2027,"some edible weed","","","ʁola","    The Bacb. word is cited from Desheriyev, and its precise meaning is unknown."
829,"*ks(s)",2028,"a stripe of mown corn or grass","kes","kes","","    Chech. obl. base \Iksa-ra-.\i 3d class in both languages."
830,"*in-",2030,"a piece of smth.","inolg","","","    An expressive diminutive form."
831,"*b(ɦ)erg (-ʕ-,-ḳ)",2032,"ounce, snow leopard","o-berg","","","    A compound with \Io\i 'panther, ounce' (q.v.)."
832,"*kust (  --,-ṭ)",2034,"bearing, appearance, figure","","kust","","    Both Ing. and Chech. have also the word \Ikuc\i with similar meanings - obviously a loan from Av. \Ikuc\i id."
833,"*ṭatVb",2036,"silver","deti","dotuw","ṭateb","    3d class in all languages. Initial d- in Chech. and Ing. is secondary (obviously under the influence of \I*daVb\i 'gold' - Chech. \Idei,\i Ing. \Idouw\i - q.v.). Cf. also Khild. \Idetiw\i id. Related is also Bacb. \Itiṭbe-r\i 'bronze'."
834,"*maa",2037,"milk product","maa","maa","","    3d class in both languages."
835,"*ʒɦVnḳa-t (  -g-)",2040,"ant","zingat","zungat","","    Cf. also Shar. \Iʒingat,\i Itumk. \Iʒʕongat,\i Lev. \Iʒingat\i / \Iʒintag.\i *-t is probably en expressive suffix."
836,"*ʁʁ",2042,"thigh, haunch","ʁoʁ","ʁoʁ","","    Obl. base \I*ʁʁa-\i (Chech. \Iʁʁa-,\i Ing. \Iʁoʁo\i). 3d class in both languages."
837,"*ʁrt",2043,"thigh, hip","ʁart","","","    Obl. base \Iʁrta-\i (pointing to length in PN)."
838,"*nrs",2044,"cucumber","nrs","nars","","    In Chech. the direct base was modified under the influence of the oblique base (\Inrsa-\i), cf. in Uslar's recording: \Inars,\i \Inɛrsi-.\i"
839,"*gala",2045,"1 wooden skittles 2 birch-tree","gala 1","","gal 2","    3d class in Chech., 4th class in Bacb."
840,"*mʯ",2046,"price, trade","maʯ","maʯ","maʯ","    Obl. base \I*mʯi-\i (Chech. \Imʯa-,\i Ing. \Imʯo,\i Bacb. \Imaʯi-\i). 5th class in Chech., 6th class in Ing. and Bacb."
841,"*ʔurd (ɦ-,-ṭ)",2050,"plot of arable land, allotment","urd","urd","","    Obl. base \I*ʔurde-\i (Chech. \Irda-,\i Ing. \Iurdo\i) is probably recent; more archaic is the stem \I*ʔardo-,\i preserved in plural (Chech. \Iarda-,\i Ing. \Iorda-\i) and pointing to a short root vowel in PN (otherwise in Ing. ɔ- would be expected). 3d class in both languages."
842,"*ʔʯ",2052,"half","aʯ","aʯ","aʯ","    Obl. base \I*ʔʯe-nV-\i (Chech. \Iʯana-,\i Ing. \Iaʯane\i). In Chech. cf. also a diminutive \Iʯig\i 'small half'."
843,"*bɦṭ",2055,"1 duck 2 goose","bad 1","","baṭ 2","    Obl. base \I*bɦṭi-\i (\I*bɦṭe-\i), cf. Chech. \Ibda-.\i 4th class in Chech., 5th class in Bacb. Cf. dialectal forms: Cheb. \Ibd\i (\Ibde-\i), Shar. \Ibʕd\i (\Ibʕda-\i), Khild. \Ibʕd\i (\Ibʕde-\i) etc. The medial laryngeal does not allow to consider the Nakh forms as loanwords from Georg. \Ibaṭi\i 'goose' (a reverse direction of borrowing is more probable)."
844,"*ncV (  --)",2059,"maternal aunt or uncle","nca","","","    The original PN form is hard to reconstruct, because the root is attested only in Chech. and was obviously modified under the influence of \Idca\i 'paternal aunt'."
845,"*ʔa-staʁa(n) (sṭ)",2060,"lame, limping","astaʁa","astaʁa","","    Cf. also Chech. \Iastaʯ\i 'lamed person' (Uslar's recording, with an irregular devoicing)."
846,"*",2062,"ounce, snow leopard","o","o","","    The Chech. word is recorded only in the Russian-Chechen and Ingush-Chechen-Russian dictionaries (the standard source - Chechen-Russian dictionary - records only the synonymous compound \Io-berg,\i and Uslar has only another compound, \Io-ɛrzaw\i 'eagle'), but vowel length can be securely postulated on the basis of a derived adjective: Chech. \Ia\i 'variegated (of animals)'. The oblique stem can be reconstructed as \I*e-\i (Chech. [in the Ingush-Chechen-Russian dictionary] \Ia-,\i Ing. \Ioo\i). The word belongs to the 3d class in both languages."
847,"*ḳun-ul (  -ʒ-)",2064,"bald spot, bald head","ḳunzal","","","    Cf. also Lev. \Iḳunzul,\i Shar., Khild., Itumk. \Iḳunʒul\i id."
848,"*[‰]amuʁ / *ma‰uʁ",2065,"1 cheek-bone 2 jaw 3 cheek","mo‰‰aʁal 1,2","mo‰ʯal 2","amaʁ 3","    The word demonstrates some phonetic irregularities: metathesis in Chech. and Ing. (with expressive gemination in Chech. and assimilative devoicing -ʁ- > -ʯ- in Ing.); unclear glottalisation in Bacbi. The Chech. and Ing. forms have a suffixed *-al. 3d class in Chech. and Ing., 8th class in Bacb."
849,"*[i]rʁa",2066,"tambourine","irʁa","arʁa","","    4th class in both languages; -a- in Ing. is not clear."
850,"*gul",2070,"mountain ridge","gul","","","    Obl. base \Igula-.\i Perhaps related is also Bacb. \Igul\i 'lump (of dough)', if we suppose a metaphorical usage of the original root in Bacbi."
851,"*lo",2071,"1 basting, tacking 2 (sewing) pattern","lol 1","lo 2","","    Chech. obl. base \Ilala-ra-\i (-l in \Ilol\i is historically a suffix, as seen from the Ingush form)."
852,"*p“ṭa",1671,"a village (high in the mountains)","p“da","","",""
853,"*“unḳ (  --)",2073,"to hiccup","“nḳ jan","","","    An onomatopoeic word with irregular preservation of *ḳ; cf. also (with other irregularities) Ing. \I“aʕing-a de\i id."
854,"*“rsi-n",2075,"reddish, red-haired","“rsa","","","    Cf. also Lev. \I“rsi,\i Cheb. \I“rsi~,\i (with secondary -c-) Shar. \I“rci~,\i It. \I“rci~.\i"
855,"*“aqa",2077,"pig, swine","“aqa","“aqa","qa","    In Bacb. the first weak syllable with a laryngeal was reduced. 4th class in Chech. and Ing., 3d class in Bacb. Cf. also Cheb., Shar., Khild., Lev. \I“aqa\i id."
856,"*jVr-",2079,"weeds","jar-a","jɔrh","","    4th class in Ing., plur. tant. in Chech. The vowel correspondence is irregular (Chech. has a short -a-, but Ing. ɔ points to long * before a following back vowel - indicating an oblique base like \I*jru-\i)."
857,"*grde (  -ṭ-)",2080,"a measuring vessel (for about 12 kg.)","girda","gerd","","    5th class in Chech., 6th class in Ing. Cf. also Cheb., Ved. \Igjerdi,\i Shar. \Igirdi,\i Lev. \Igrdi,\i \Igrda,\i Itumk. \Igrdi\i id."
858,"*gil-iḳ / *gil-diḳ",2082,"tickling","gilg / gildig","","","    The form \Igilg\i (plur. \Igilg-a\i) is given in the Russian-Chechen dictionary, the form gildig - in the Chechen-Russian dictionary."
859,"*ger (  --)",2083,"weapons, arms","gerz","gerz","ger","    3d class in all languages. Obl. base \I*gera-\i (Chech. \Igerza-,\i Ing. \Igerzo\i). Cf. also Cheb., Lev. \Igjerz,\i It., Shar., Khild. \Igjerʒ,\i Ing. (in Imnaishvili's notation) \Igjerc:.\i     Nakh > Osset. \Igarz\i 'instrument' (see Abayev 1958, 508)."
860,"*lamo",2085,"day after tomorrow","lama","lomma","lamo","    Gemination (-mm-) in Ing. is probably secondary."
861,"*laʯu-n",2088,"low","loʯa","loʯa","laʯu~","    Cf. also Cheb. \Ilaʯu~,\i Shar., Khild. \Iloʯu~,\i Akk. \Iloʯa~\i etc.; Chech. adv. \Ilaʯa\i 'down, below'. Cf. the pure root in Chech. \Ilaʯ-alar\i 'to descend, come down', Bacb. \Ilaʯ-dar\i 'make low'."
862,"*maci-n",2092,"hungry","meca","meca","maci~","    Cf. also Chech. \Imacalla\i ( = Bacb. \Imacol\i) 'hunger', Lev., Ved. \Imeci~,\i Cheb. \Imaci~\i 'hungry' etc. The pure root \I*mac-\i is seen in Chech. \Imac-dalar,\i Bacb. \Imac-dalar\i 'to become hungry'."
863,"*mlʯa",2094,"medicine; (gun-)powder","molʯa","molʯa","","    3d class in both languages. The original meaning is obviously 'weed, grass' (with a usual semantic development > 'medicine' or 'powder'). The vowel in PN must have been long (although the length is not recorded in modern literary forms), because a root-structure *CoCa did not exist in PN."
864,"*nʯ",2095,"men, people","naʯ","naʯ","naʯ","    Obl. base \I*nʯi-\i (Chech. \Inʯa-,\i Bacb. \Inaʯi-\i)."
865,"*br‰",2101,"honorable place (in the house)","bar‰","br‰e","bar‰","    Obl. base \I*br‰i-\i (Chech. \Ibr‰a-\i). The Ing. form contains a suffix (*-jV). In Bacb. cf. also a derivate \Ibar‰ol\i 'ability'."
866,"*mssa-n",2102,"quick, swift","msa","massa","","    Cf. also Chech. (Usl.) \Imsa\i id."
867,"*ʁuʁ",2106,"rumble, thunder","ʁuʁ","","","    Obl. base \Iʁuʁa-.\i"
868,"*qeṭ (  --)",1512,"a wooden shovel (for raking up rubbish, dung)","","","qeṭ","    Attested only in Bacb., but having probable external parallels."
869,"*ql",2107,"1 sentence, fate 2 custom 3 court, justice","qel 1","qel 1","qel 2,3","    Obl. base \I*qla-\i (Chech. \Iqla-,\i Ing. \Iqelo\i). 4th class in all languages."
870,"*rV-n",2116,"variegated","orza","ɔrza","are~","    Chech. and Ing. point to PN \I*ru-\i (cf. also Cheb. \Irzo~,\i Khild. \Iorʒo,\i Lev. \Irzu~\i etc.), Bacb. - to \I*ri-n.\i Cf. also Bacb. \Iar-dar\i 'to make variegated', Chech. \Iarz-\i (used as a verbal stem) 'to appear particoloured, variegated'."
871,"*bʡʁu-m",2117,"pillar, post","bʕʁam","bʕɔʁa","","    6th class in both languages. Cf. also Cheb. \Ibʕʁom,\i Shar. \Ibʕʁo~,\i Ved, \Ibʕʁam\i etc."
872,"*daa",2120,"dead body","daa","daa","da(o)","    Obl. base \I*dau-\i (Chech. \Idoa-,\i Ing. with vowel levelling \Idao\i). 3d class in all languages."
873,"*ʁabʁV ( -o-,-V-)",2179,"noise, din","ʁowʁa","","",""
874,"*ʁara",2122,"noise","ʁara","ʁar","","    4th class in both languages."
875,"*sire(-n)",2123,"grey","sira","sira","","    Cf. also Chech. (in Uslar's recording) \Isiri\i id."
876,"*sṭ-ʯḳu",2126,"last year","stoʯka","sɔʯk","sṭauʯḳu","    Historically a compound (etymology of the second part see under \I*H_winV\i 'year')."
877,"*ṭ-iḳ (  --)",2127,"reed-pipe","dag","","","    The word contains a common Nakh diminutive *-iḳ. Cf. also Bacb. \Isṭiur\i 'reed-pipe' ( < \I*aṭ-iru\i = Av. \Iiṭero\i), with a secondary vowel reduction."
878,"*tʁV",2129,"valley","tʁ","ataʁe","","    4th class in both languages. Chech. also has a form \Itaʁi\i id. = Ing. \Iataʁe\i (reflecting \I*ʔ-tʁV\i with a prefix).     Nakh. > Osset. \Iataɣa\i 'bank valley' (Abayev 1958, 80)."
879,"*tk(u)",2130,"chamber-pot","tk","tek","","    The original paradigm can be reconstructed as \I*tk,\i \I*tku-\i (cf. Chech. obl. \Itka-\i); the obl. base vocalism in Chech. penetrated into the direct base. 4th class in both languages."
880,"*darʁa",2131,"arc (of a bow)","ʕad-darʁa","ʕad-darʁa","","    A compound with the first part \I*ʡṭɦ\i 'bow' (q.v.). 4th class in both languages. One wonders if the Avar form \Igazarʁo\i 'bow' does not reflect a compound (for the first part cf. \Igaza\i 'hoe'?) with an old borrowing from Nakh (\Igazarʁo\i < \I*gaz-darʁo\i)."
881,"*ba",2134,"1 true (adv.) 2 truth, rule","ba 1","boo 2","baeʔ 2","    In Chech. cf. also \Iba\i ( = Ing. \Iboo,\i Bacb. \Ibaeʔ\i) 'rule, right, truth'."
882,"*ba“",2135,"burdock","baʕ","baʕ","ba“","    Obl. stem \I*ba“V-\i (Ing. \Ibaʕo,\i Chech. \Ibaʕa-,\i but in Uslar's recording \Ibɛʕi-\i). 6th class in Chech. and Bacb., 5th class in Ing. In Chech. and Ing. -“ > -ʕ by assimilation."
883,"*ʯuw (--,-b)",2140,"1 anger 2 whim","ʯ 1","ʯuw 2","","    4th class in both languages. The quality of the final consonant is impossible to establish without Bacb. data."
884,"*darc (  --)",2141,"snowstorm","darc","","","    Obl. base \Idarca-;\i vowel length unclear."
885,"*=-",2144,"to graze","=-","=a-","=a-","    In Bacb. cf. also a derivate: \Idaar\i 'pasture, grass in a pasture'."
886,"*=awi-n (  --)",385,"1 light (in weight) 2 cheap","=aj-n 1,2","=aj 1","=awi~ 1",""
887,"*t-o-",2149,"to be sufficient, enough","toʔ-","toʔ-","to-","    The stem contains a preverb (*t-)."
888,"*lV-",2150,"to deceive","l-dan","","","    Attested only in Chech., so the precise PN reconstruction is not clear."
889,"*-iʔ-",2151,"to ripen; to grow","q-iʔ-","q-e","","    The root is homonymous with \I*q-iʔ-\i 'to have time' (q.v.) - as a result of contamination."
890,"*=ṭṭ-",2152,"to break, crack, burst, to be torn","=ṭ-","=aṭṭ-","=aṭ-","    Cf. also dur. \I*ʔṭṭ-\i id. (Chech. \Iṭ-,\i Ing. \Ieṭṭ-,\i Bacb. \Ieṭ-\i). Geminated *ṭṭ in PN is probably expressive (cf. the reduplication \I*=iṭʷVṭʷ-\i in PA)."
891,"*=aṭ- (  --)",411,"to lie, lie about","","","=aṭ-",""
892,"*ba-du (  --)",2157,"orphan","b","bo","bado","    3d class in all languages. Final *-du is probably an old common NC attributive suffix."
893,"*ʔinʒa (  --)",2161,"wick","","inza","","    Attested only in Ing., but having probable external parallels."
894,"*-aq-",2162,"to crawl","t-aq-","t-aq-","t-aq-","    Cf. also dur. \I*t-q-\i (Chech. \It-q-,\i Ing. \Iteq-,\i Bacb. \Iteq-\i) id."
895,"*dur",2163,"forage, fodder","dar","dɔar","","    3d class in both languages."
896,"*=bc-",2165,"1 to plait 2 to weave","=c- 1","=uc- 1","=opc- 1,2","    Cf. also dur. \I*=bc-\i reflected in Bacb. \I=epc-\i id. Medial -b- is probably an original "plural aspect" marker."
897,"*q-oll- (  --)",2169,"1 to create 2 to allot, provide","qoll- 1","qoll- 1","qoll- 2",""
898,"*ʡaʯ-",2170,"1 to howl, to bellow 2 to bark","ʕaʯ- 1","ʕaʯ- 1,2","ʕaʯ- 1","    Cf. also dur. \I*ʕʯ-\i (Chech. \Iʕʯ-,\i Ing. \Iʕeʯ-\i) id."
899,"*ʔrV",2171,"plain, steppe","r","ara","","    Cf. also the adverb Chech. \Ira,\i Ing. \Iara\i 'outside' (*'in the open')."
900,"*j‰-",2172,"1 to be cloudy, dull (of weather) 2 to rain","j‰- 1","ja‰- 2","ja‰- 2",""
901,"*ʔeʔ (  --)",2173,"plain, platform","","","eʔ","    Plur. \Iaʔi-.\i"
902,"*qʒ (  --)",2175,"currants","qez","qazar","","    Cf. Chech. plur. \Iqzar-.\i 4th class in both languages."
903,"*ʁa (  --)",2176,"1 step 2 interval between legs, groin","ʁa- 1","ʁa 1","ʁa 2","    In Chech. the root is used only in the former plural form (\Iʁa-\i) with the meaning 'a side-step'. 4th class in Chech., 6th class in Ing., 8th class in Bacb."
904,"*tmu-ri (tmari)",2178,"reed mace","tmari","","","    Attested only in Chech., with a probable Avar parallel."
905,"*ʡo (  -)",2181,"inner fat","ʕo","","","    Obl. stem \Iʕoa-.\i"
906,"*ato (/-ṭ-)",2182,"1 spittle 2 saliva","et","od","ato","    Chech. \Iet\i probably is a secondary building after the obl. base \I*ati-\i (Chech. \Ieta-\i). 4th class in all languages.     In PN there are no clusters of *- + laryngeals; it is not excluded that in this root such a cluster had existed (cf. the pharyngealization in the Darg. parallel), and influenced the reflex of medial *-t- in Ing. (where the form od points to \I*aṭo\i < \I*Hato?\i)."
907,"*a",2183,"flock (of sheep)","a","a","e","    3d class in all languages. The paradigm can be reconstructed as dir. \I*a,\i obl. \I*e-\i (cf. Chech. \Ia,\i gen. \Ie-n,\i dat. \Ie-na,\i Ing. \Ia,\i erg. \Ie-wo\i); in Bacb. the oblique base superseded the direct one. Cf. also Lev. \Ia,\i Akk. \Ia,\i Khild. \Ie\i id."
908,"*ʁru",2185,"powder-flask, horn for storing powder","ʁra","","",""
909,"*m(ɦ)u",2186,"elm","mu","mu","","    Obl. base \I*m(ɦ)ue-\i (Chech. \Ima-,\i Ing. \Imuo\i). 3d class in Chech., 4th class in Ing."
910,"*d",417,"day","de","di","de","    3d class in all languages. Obl. \I*d-ni-,\i cf. Chech. \Idna-,\i Ing. \Ideno,\i  Bacb. \Idin-aʔ\i 'every day'."
911,"*ni-",382,"old","na","na","ajni",""
912,"*butob",1951,"hard, tough","but","butuw","",""
913,"*serd- (-ṭ-)",2104,"1 curse, malediction 2 to curse","sard-am 1","serd- 2, sard-am 1","",""
914,"*nibsi-",199,"level, even; true, right","nsa","nijsa","nipsi-n",""
915,"*stVd-",2250,"female","st","se","","   Without a Bacb. match it is difficult to reconstruct the Inlaut (one can reconstruct *-d-,*-g-,*-b-,*-w- or *-j-)."
916,"*=er-",562,"to turn, return","=erz-","","=er-",""
917,"*p“ʁi",2194,"vessel, pot","p“ʁa","","",""
918,"*w",2195,"1st class sing. marker","w-","w","w",""
919,"*j",2196,"1 2d class sing. and 4th class marker 2 2d class sing. and 3d class 3 7th-8th class plural","j- 1","j 2","j 2, 3",""
920,"*d",2198,"1 3d class sing., 1t-3d and 6th class plural marker 2 5th class and 6th class plural marker 3 5th and 8th class sing., 2d and 5th-6th class plur.","d- 1","d 2","d 3",""
921,"*b",2197,"1 5th-6th class sing. and 5th class plur. marker 2 1-2 class plur., 6th class sing. and 4th class marker 3 4th and 6-7th class sing., 1st and 4th class plur.","b- 1","b 2","b 3",""
