"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
605,"*Iʷa",1901,"1 to stick into, pierce 2 to stick out","a-l-“ʷa-ra 1","ʕa-l-“ʷa-ra 2","","","","    PAT \I*“ʷa\i (used only with preverbs). PAT *“ʷ can have several PWC sources, thus the reconstruction of a glottalized affricate is only one of the possibilities."
606,"*ʁIʷV",1903,"1 to beat 2 to beat up, whip","a-ʕʷ-ra 2","ʕʷ-ra 2","wa-n 1","wa-n 1","","    PAT \I*ʕʷə;\i PAK \I*wa.\i The AK root is compared by Dumezil (1971,158-159) with Ub. \Ija-,\i but the correspondence AK *w : Ub. j is irregular (whereas PAT *ʕʷ : PAK *w is normal and points to PWC *ʁIʷ)."
607,"*nəq:ʷa (  -ʷ-)",1904,"half","","","nəq:ʷa","nəq:ʷa","","    PAK \I*nəq:ʷa.\i The inner morphological analysis proposed by Shagirov (1, 286: nə- = -na in \I*a-na\i 'one third', \I*ṗa-na\i 'one fourth' etc., \I-q:ʷa\i - component meaning "not quite, a little") is very dubious."
608,"*ə",1905,"to cut","a-p-a-ra","p--ra","","","ə-","    PAT \I*V\i (in Abkh. there also exists a variant \Ia-p-ra;\i cf. also \Ia-t-a-ra\i 'to cut out', showing that t- and p- are prefixes). Ub. \Ia-s-ə-n.\i  Abdokov (1983, 161) compares also PAK \I*wəʡa-\i 'to wound' (Ad., Kab. wəʡa-) which is rather dubious for phonetic reasons (-q:- would be normally expected)."
609,"*Iʷa",1908,"1 to tan, rumple, soften (leather) 2 to thresh","","“:ʷa-ra 1","ʡʷa-n 2","ʡʷa-n 2,1","","    PAK \I*ʡʷa\i (the meaning 'to tan, soften' is preserved in Kab. \Iʡʷa-tə-n\i and Ad. \Isa-ʡʷ-ca,\i Kab. \Ifa-ʡʷ-ʒa\i 'implement for softening leather' - see Kuipers 1975, 73)."
610,"*ʷVV",1909,"to rumple, crumple, rub","a-ʷ-ra","ʷ-ra","","","ʷaa-","    PAT \I*ʷəə-;\i Ub. \Ia-s-ʷaa-n.\i"
611,"*p-:ʷa (  -:ʷ-)",1911,"to knead","","","pa-n","psə-n","","    PAK \I*p:a-\i / \I*p:ə-\i (cf. also Bzhed. \Ip:a-\i 'to knead', Kab. \Ixa-psa-n\i 'to put into (a mass)'). See Kuipers 1975, 42."
612,"*ʷə",1913,"1 to fasten, button up 2 fastening, button","","","‰ə-ʡʷə","sə-ʡʷ","ə-","    PAK \I*‰ə-ʡʷə;\i Ub. \Ia-s-ə-n.\i The meaning of the component *‰ə- (*ə-) in PAK is not clear."
613,"*bəə",1915,"1 to rumple, crumple 2 to press, be pressed","a-r-bə-ra 1","r-b-ra 1","","","bə(ə)- 2","    PAT \I*rə-bəə\i (with a causative prefix; cf. also Bzyb. \Ia-r-bə-ra\i 'to rumple'); Ub. \Ia-bəə-n\i 'il est opprime', \Ia-sə-bəə-n\i 'je le presse'. The correspondence PAT * : Ub.  points to PWC non-palatalized *."
614,"*ə (  ʒ-)",1916,"to plait, wattle","","","","zaʡʷə-ʒə-n","ʒə-","    Ub. \Ia-z-ʒə-n.\i The Kab. word is formally analysed as 'to throw (\Iʒə-\i) together', but in view of the Ubykh evidence it is rather a trace of an independent verbal root. The correspondence Ub. ʒ : PAK *ʒ can point both to PWC * and *ʒ."
615,"*k:a (  g-)",1917,"to bring, carry","a-ga-ra","ga-ra","","","","    PAT \I*ga.\i"
616,"*(p)sV",1867,"1 to scatter 2 to sow","a-ta-psa-ra 1","ta-psa-ra 1,2","","te-sa-n 1","wa-s(ə)- 2","    PAT \I*pəsa-\i (used only with preverbs, cf. also \I*ḳa-pəsa-\i 'to throw, scatter'). See Shagirov 1962,53, Abdokov 1973,72, Shagirov 2,72 (with literature). In view of this etymology, the Ubykh merger with \Iwa-s(ə)-\i 'to sit in' appears secondary."
617,"*xʷa",1923,"to smear","","","","sə-xʷa-n","ə-fa-n","    PAK \I*ə-xʷa-\i (ə- is a locative preverb)."
618,"*ʷə",1927,"to plait","a-:-ra",":-ra","fə-n","xʷə-n","ʷə-","    PAT \I*:ə\i (with expressive gemination); PAK \I*xʷə;\i Ub. \Ia-s-ʷə-n.\i See Klimov 1967, 303; Shagirov 2, 109."
619,"*bəḳə",1932,"to press, scrape, pinch","","bḳ-ra","","","baḳə-","    Ub. \Ia-z-baḳə-n.\i"
620,"*sʷV",1937,"to weave","a-s-ra","s-ra","sa-n","sa-n","","    PAT \I*sə\i (cf. also Bzyb. \Ia-s-ra\i); PAK \I*sa.\i The correspondence PAT *s : PAK *s points only to PWC *sʷ."
621,"*a",1938,"1 smoke 2 god, spirit 3 to suffocate","a-l-ʕʷa 1","lʕʷa 1","t“a 2","t“a 2","La-L- 3","    PAT \I*lə-ʕʷa\i (a compound with \I-ʕʷa\i < \I*ʁʷV\i 'smoke' q.v.); PAK \I*t“a;\i Ub. \Isə-LaLə-n.\i The Ub. verb is an exact match for PAK \I*t“a-La-\i 'to suffocate' (Ad. \It“La-,\i Kab. \It“aLa-\i), see Bouda 1960, 200, Shagirov 2, 82. This is an additional factor in favour of Kuipers' hypothesis that PAK \I*t“a\i originally had meant 'life, breath'. Since PAK \I*t“a\i corresponds well to Ub. \ILa\i (going back to PWC \I*a\i), all other theories about the origin of PAK \I*t“a\i (comparison with Greek \Itheos,\i fantastic comparisons with \I*“a\i 'dog', \I*t:əʁa\i 'sun' etc. - see the full list in Shagirov 2,79-80) should be discarded."
622,"*sʷa",1939,"to measure","a-a-ra","ʷa-ra","","","sʷa-","    PAT \I*sʷa\i (cf. also Bzyb. \Ia-sa-ra\i); Ub. \Ia-sə-sʷa-n.\i"
623,"*jV",1940,"to rub, plaster","","","jə-n","jə-n","ja-","    PAK \I*jə-;\i Ub. \Ia-z-ja-n.\i See Shagirov 1, 185."
624,"*ʒʷa",1944,"1 to wash 2 to dam, cut off (water)","a-a-ra 1","ʷʷa-ra 1","ʒʷa- 2","","","    PAT \I*ʒʷa\i (with emphatic gemination). Phonetically the Ad.-Abkh. comparison is very probable; the semantic change must be postulated as "to pour water (enough) for washing" > "to cut off (water), to dam"."
625,"*ʷV",1945,"to wash","a-a-ra","","","","ə-","    Ub. \Ia-s-ə-n.\i"
626,"*ʯʷa",1949,"1 to scratch 2 to rub","a-“ʷa-ra 1","“ʷa-ra 1","ʯʷa-n 2","ʯʷa-n 2","ʯʷaʯʷa- 1","    PAT \I*“ʷa;\i PAK \I*ʯʷa\i (cf. also \I*ṭa-ʯʷa-\i 'to scratch' > Ad., Kab. \Iṭaʯʷa-\i); Ub. \Isə-ʯʷaʯʷa-n.\i The Ub. form is reduplicated.     See Abdokov 1973, 69; Shagirov 2, 86, 112."
627,"*ga",1954,"1 to call 2 to be heard (of sound, voice)","a-ga-ra 2","ga-ra 2","a-n 1","a-n 1","","    PAT \I*ga;\i PAK \I*ga\i (the objective form \I*ja-ga-\i means also 'to read, learn, study'). See Shagirov 1, 161."
628,"*ʯʷa",1955,"1 to ask 2 to search","a-“ʷa-ra 1","“ʷa-ra 1","ə-ʯʷə-n 2","ə-ʯʷa-n 2","ʯʷa- 1","    PAT \I*“ʷa\i (with accent variation in Abkh.); PAK \I*ə-ʯʷə-\i / \I*ə-ʯʷa-\i (on the distribution of the two forms and the preverbial nature of *ə- see Shagirov 1,256); Ub. \Isə-ʯʷa-n\i (Shagirov ibid. compares Ub. \Iʯʷa-‰a-\i / \Iʯʷa-‰a-\i 'to search' - which obviously contains the same root). In Adygh cf. also \I*ʯʷa-psa-\i 'to envy' ("ask" + "soul") > Ad., Kab. \Iʯʷa-psa-.\i"
629,"*ʯʷV",2170,"to shout","a-“ʷ“ʷa-ra","“ʷ“ʷa-ra","","","wa-ʯ(ə)-","    PAT \I*“ʷa\i (with expressive gemination); Ub. \Isə-waʯə-n.\i"
630,"*(a)ʷa (  -sʷ-)",1958,"song","aa","aʷa","","","","    PAT \I*asʷa\i (cf. also Bzyb. \Iasa\i id.)."
631,"*q:Iʷə",1959,"1 to bark 2 to howl","","","h-q:ʷə-n 1","q:ʷə-ʁə-n 2","qIʷə- 1","    PAK \I*q:ʷə-\i (in Kab. - a compound with \Iʁə-n\i 'to weep, cry'); Ub. \Ia-qIʷə-n.\i"
632,"*ʯIʷV",1960,"1 to graze (intr.) 2 to graze (trans.)","a-“ʷ-ra 1","“ʷ-ra 1","ʯʷə-n 1","ʁa-ʯʷə-n 2","ʯIə- 1","    PAT \I*“ʷə;\i PAK \I*ʯʷə;\i Ub. \Ija-ʯIə-n\i (with secondary loss of labialisation).     See Meszaros 1934, 400; Shagirov 1, 312."
633,"*ba (  *bIa)",1963,"1 kiss 2 to kiss","","ba 1","ja-ba-wə-n 2","b 1","","    PAK \I*ba,\i \I*ja-ba-wə-\i (cf. also Kab. \Ijabawə-n\i "to smack one's lips"). An expressive root; see Shakryl 1968, 64, Shagirov 1, 66, 170."
634,"*ḳV(-ʒV)",1970,"to tremble","a-ḳəʒ-ḳəʒ-ra","","azazə-n","azazə-n","ḳ-da-","    PAK \I*ḳazəzə-\i (Kab. > Abaz. \Iḳazəz-ra\i id.); Ub. \Ia-ḳ-da-n.\i The second  part of the stem \I*ḳV-ʒV\i probably goes back to a separate root \I*(p)-ʒVʒV\i 'to  tremble' q.v."
635,"*əsə / *səsə",1969,"to tremble, shake","a-əs-ra","s-ra","səsə-n","səsə-n","","    PAT \I*əsə;\i PAK \I*səsə-.\i An expressive root with irregular glottalisation in PAT."
636,"*ʷV-‰V / *‰VʷV",1972,"to laugh","a-‰‰a-ra","qə-‰‰a-ra","xə-n","da“a-xə-n","ʷa‰a-","    PAT \I*‰‰a-\i (assimilated < \I*(ə)‰a-\i); PAK \I*‰xə-;\i Ub. \Isə-ʷa‰a-n.\i Shagirov (2,149) justly criticizes Klimov (1967, 304) for comparing PAT \I*‰‰a-\i with PAK \I*əə-\i 'to neigh', and follows Abdokov (1973, 24) in comparing PAT \I*‰‰a-\i and PAK \I*‰xə-;\i he also adds the Ubykh form, but only its second part (-‰a) - see Shagirov 2, 149.     Since PAK *‰ = Ub. ‰ and PAK *x = Ub. ʷ, it seems very probable to compare the words in whole (assuming a metathesis in one of the subgroups). The PAT form \I*‰‰a\i can be easily explained as a result of assimilation < \I*ə‰a\i (where * < *ʷ and *‰ < *‰). Therefore the commonly accepted comparison of Abkh. \I-‰‰a-\i with PK \I*cc-\i 'to laugh' (Charaya 1912, 48, Shagirov ibid etc.) seems rather superficial. If PWC \I*ʷV-‰V-\i (\I*‰V-ʷV\i) is a compound verb, only its component \I*‰V\i can be compared with Kartvelian (we should add that both forms are probably onomatopeic in origin); the component \I*ʷV\i is certainly related to EC forms meaning 'to laugh'."
637,"*ṗə~cV",1976,"lie","a-mc","mcə","ṗə","ṗə","məca","    PAT \I*məcə\i (cf. also Bzyb. \Ia-mc\i); PAK \I*ṗə.\i See Shagirov II, 51 (with literature)."
638,"*t:arədə ( d-,-t:-)",1983,"spindle","a-dardə","dadər-ʁʷə","","","","    PAT \I*darədə\i / \I*dadərə\i (cf. also Bzyb. \Ia-dərdə;\i in Abkh. there exists also a variant \Ia-dardʁʷə\i = Abaz. \Idadərʁʷə\i with an unclear component *-ɣʷə)."
639,"*sʷa(nə)",1985,"honey","","","sʷawə","fow","sʷanə","    PAK \I*sʷawə.\i The AK-Ub. comparison see in Rogava 1956, 87, Dumezil-Esenc 1975, 148, Shagirov 2, 100-101. Although none of these authors could offer a satisfactory explanation of the strange correlation AK *-w- : Ub. *-n-, the parallel still seems satisfactory. All other suggestions (comparison with PAT \I*cəxa\i 'honey' in Abdokov 1973, 71; comparison with PAT \I*cʷa\i 'wax' and PK \I*c1wil-\i / \I*c1wid-\i id. in Rogava 1956, 87, Klimov 1969, 291) should be rejected for phonetic reasons."
640,"*ʷa",1990,"1 wax 2 honeycombs","a-‰a 1","‰ʷa-ba 1","afə 1","axʷ 1","cʷa-mʁa 2","    PAT \I*cʷa;\i PAK \I*‰a-\i in compounds: \I*‰a-xʷə\i 'wax' (lit. 'white wax'), \I*‰a-kʷa\i 'wax waste' (Ad., Kab. \Ikʷa\i). The correspondence PAT, Ub. cʷ : PAK *‰ points only to *ʷ in PWC."
641,"*ʯʷəm(ə)ṗa",1994,"1 gulp, mouthful 2 to gulp, lap up","","","ja-ʯʷəmṗa-ʁʷ 1","ʯʷəpə-n 2","","   PAK \I*ʯʷə(m)ṗV-\i (with irregular deglottalisation in Kab.)."
642,"*aGa (  -ɣ-)",1999,"enemy","a-ʁa","aʁa","","","","    PAT \I*aɣa.\i"
643,"*k:ʷarəta",2000,"flock of sheep","a-gʷarta","gʷarta","kʷart","gʷrta","","    PAT \I*gʷarəta;\i PAK \I*k:ʷarta.\i"
644,"*p‰:V",2005,"1 oak-tree 2 plane-tree","a- 1","-ʷə 1","p‰ajə 2","bej 2","","    PAT \I*ə;\i PAK \I*p‰:a-jə\i (with a usual "tree"-suffix *-jə), cf. also Shaps. \Ip‰ajə\i 'beech-tree'. The PAT form can not be related to PAK \I*‰:ə-ɣə\i 'tree' (see under PWC \I*‰:ʷə\i); on the other hand, the semantic shift 'oak-tree' - 'plane-tree', 'beech-tree' is rather common (it happened, e.g., in Greek), and the comparison of PAK \I*p‰:a-jə\i with PAT \I*ə\i 'oak-tree' seems quite plausible."
645,"*Lʷa",2008,"1 asp 2 ash-tree 3 willow, osier, osier branch","a-a 1","a-ʷə 2","","","ʷa 3","    PAT \I*a.\i The correspondence PAT * : Ub. ʷ points only to PWC *Lʷ."
646,"*ʁa",2009,"yew-tree","","","","","","    The form is attested only in Abkhaz (presupposing PAT \I*ʕa\i or \I*aʕa\i), with several possibilities of PWC reconstruction (*ʁ, *ʁ, *ʁI, *ʁI, *q:I)."
647,"*P(ə)c:ə",2012,"chisel","","","pcə","bʒə","","    PAK \I*p:c:ə.\i The root has nothing to do with \I*c:a\i 'tooth' (despite Yakovlev 1948, 156-157,274,293). PAK *c: can go back to PWC *c:, *c: or *‰:."
648,"*gʷara",2016,"1 yard 2 fence 3 enclosure","a-gʷara 1","gʷara 2","","gʷaran 3","gʷʁa 1,3","    PAT \I*gʷara;\i Ub. def. \Ia-gʷʁa.\i The Kab. word has a specific meaning: 'a place in court, divided into three parts: for the judge, for the accused and for the witnesses'."
649,"*kVtV",2018,"1 village 2 sheep-fold","a-kəta 1","kət 1","‰at 2","‰at 2","","    PAT \I*kətV;\i PAK \I*katə.\i The semantic correlation ('village' - 'sheep-fold') points to the  original meaning 'enclosure'. Osset. (Dig.) \Ikt\i 'an open outhouse close to the sheep-fold', despite Abayev 1,590, is probably borrowed from Adygh."
650,"*nanawə",2022,"child, baby","","","nnəw","","nanaw","    A "children's word", but with direct EC parallels."
651,"*bIaga",2032,"1 jackal 2 fox","a-bga 1","baga 2","ba 2","ba 2","bIaga-ʷ 1","    PAT \I*bVga;\i PAK \I*baa.\i The development *g > * in PAK is not clear (the antiquity of * in Adyg is proved by the Ubykh loanword \Ibaa\i 'fox'); nevertheless, the regular correspondence PAT \I*bVga\i : Ub. \IbIaga-\i leaves no doubt in the reconstruction of PWC \I*bIaga.\i"
652,"*k:ʷama (  k:ʷ-)",2035,"twig, bough","","","kʷma","gʷna","","    PAK \I*k:ʷama\i ( / \I*k:ʷana\i with dissimilation)."
653,"*tʷatʷa",2036,"gold","","","","","tʷatʷa",""
654,"*zəməḳ(ʷ)a",2040,"ant","a-ə-ḳamsa","‰-ḳlams (Ash.)","","","zəngʷa","    PAT \I*-ḳaməsə\i (cf. also Bzyb. \Ia-səs-ḳams,\i \Ia-səs-ḳlams\i). The first component (Abkh. \Iə-,\i Bzyb. \Isəs-,\i Abaz. \I‰-\i) is not clear. The PAT form can be related to Ubykh if we assume a metathesis (\I*ḳaməsə\i < \I*sVmVḳV\i) and assimilative / dissimilative processes - which is not surprising in an expressive root like this (cf., e.g., numerous irregularities in the IE root for 'ant' - \I*morm-\i / \I*morw-\i / \I*bhorm-\i etc.)."
655,"*na:ʷa",2044,"1 cucumber 2 melon","a-naa 1","naa 1","n 2","nsa 1","na 1","    PAT \I*naa;\i PAK \I*na:a\i (cf. also Bzhed. \In:a\i 'melon'). The correspondence PAT, Ub.  : PAK *: points to PWC labialised *:ʷ."
656,"*xʷV",2046,"1 price 2 to buy 3 to pay","a-ʯʷ 1","ʯʷə 1","a-fə-n 2","sa-xʷə-n 2","fa- 3","    PAT \I*xʷə\i (cf. Bzyb. \Ia-xʷ\i) 'price', \I*xʷə-ʕa-\i 'to buy' (Abkh. \Ia-ʯʷ“a-ra,\i Abaz. \Iʯʷʕa-ra\i); PAK \I*:a-xʷə-\i (a compound with \I*:a-\i 'to sell' in the first part); Ub. \Ia-s-fa-n\i (cf. also a noun: \Ifa\i 'profit'). In Ubykh *xʷ usually gets delabialised ( > x; Ubykh does not have a labialised xʷ); the reason why it changed to f in this case is unclear. Another solution would be to reconstruct PWC \I*fV\i ( regularly > Ub. f, PAK *xʷ) with an irregular (dialectal?) change *f > *xʷ in PAT."
657,"*:a",2047,"to sell","","","a-n","sa-n","sa-","    PAK \I*:a-\i (cf. Bzhed. \I:a-n\i id.); Ub. \Ia-s-sa-n.\i See Abdokov 1973, 76, Shagirov 2, 146 (although PAT \I*ʷa-\i 'to pay' does not correspond regularly to the PAK and Ub. forms, and should rather be compared with Ub. \Iʷa\i 'price' - see under PNC \I*maswE\i)."
658,"*dʷə",2050,"plain, field","a-dʷə","","","","dʷə","    Ub. def. \Ia-dʷə.\i"
659,"*ʷərə",2058,"fruit(s)","a-ər","ʷər","","","","    PAT \I*sʷərə\i (cf. also Bzyb. \Ia-sər\i). PAT *sʷ can go back to PWC *ʷ, *sʷ or *xʷ, thus the PWC reconstruction is rather tentative (*ʷ is the best match for PEC *cʷ)."
660,"*(a)ca",2059,"sister-in-law, daughter-in-law","aca","ajca-la","","","","    PAT \I*(a)ca\i (cf. also Bzyb. \Iaca\i). The initial vowel is probably a trace of the original pronominal prefix (aj- in Abaz. is a reciprocal prefix). Cf. also the synonymous PAT \I*taca\i (Abkh. \Ia-taca,\i Bzyb. \Ia-taca,\i Abaz. \Itaca;\i for the first component *ta- cf. perhaps Abkh. \Ia-ta-ḳʷa,\i Abaz. \Ita-ʷ\i 'old woman'; or maybe \I*taca\i is an independent kinship term, corresponding to the isolated (within EC) Av. \Idurc\i 'son-in-law' ? [other similar forms - God., Botl., Tind., Cham. \Idurc,\i Gunz., Bezht. \Idursa\i - are all more or less recent loanwords from Avar]).     Despite Abdokov (1974, 62) the PAT root can not be related to PAK \I*nəsa\i 'daughter-in-law'; see the criticism in Shagirov 1, 288."
661,"*ərʁə",2061,"snail","","","ərʁə (Shaps.)","","","    See Kuipers 1975, 21. The word is quite isolated among WC languages; it seems, however, worth mentioning Abkh. \Ia-aʁʷa\i 'line' (if the original meaning was 'caterpillar' - cf. the external evidence, the semantic development in Abkhaz would be just the same as in Lezghian)."
662,"*aməʁʷa",2065,"1 cheek 2 chin","a-ʒamʕʷa 1","ʒamʕʷa 1","","","ʒamʁa 2","    PAT \I*ʒaməʕʷa\i (cf. Bzyb. \Ia-ʒamʕʷa\i). Ubykh has a regular delabialisation ʁʷ > ʁ after a labial.     Within PAK it seems probable to relate here the stem \I*aʁʷə\i (Ad. \Iaʁʷə\i 'chin', Kab. \Izaʁʷ\i 'base of the lower jaw'), although regularly one would expect a form like \I*ʒa(m)ʁʷə\i or \I*za(m)ʁʷə\i. The irregularity should be explained by a secondary influence of the PAK root \I*a\i 'mouth' (q.v.)."
663,"*ḳʷa-",2070,"1 small river 2 ravine","a-ḳʷara 1","ḳʷarə 2","","","","    PAT \I*ḳʷa-rV\i (cf. also Bzyb. \Ia-ḳʷar\i 'small river'). *-rV is probably a suffix (cf. an analogous suffix in Abkh. \Ia-ʷa-ra\i 'rocky river bank' etc.)."
