NUMBER|PROTO|MEANING|PRNUM|GOT|ONORD|NORW|OSWED|SWED|ODAN|DAN|OENGL|MENGL|ENGL|OFRIS|EASTFRIS|OSAX|MDUTCH|DUTCH|OLFRANK|MLG|LG|OHG|MHG|HG|NOTES
1826|*askō(n), *askiēn|ashes|2795|*azgō f. (n) `ashes'|aska f. `Asche'|oska||aska||ask|äsce, äxe||pl. ashes||||assce f.|as f.|asca|asche||asca (8.Jh.)|asche, esche wk. f., m.|Asche f.|
1827|*snarkōn-, *snurkōn- vb.|snore|3200|||{ snerka 'schnarchen', dial. snerka, snarka 'prusten' }||snarka||||||||||snorken||snorken, snarken||gisnarchōn (Hs.12.Jh.)|snarche(l)n wk. 'schnauben, schnarchen'|schnarchen|
1828|*xilm=|white-spotted|2801|||||dial. hjälm `blässiges Pferd, blässiger Ochs'||||||||||||||||schweiz. helm `weisser Fleck beim Vieh auf dem Stirn'|
1829|*xanapa-z, *xanapōn|hamp|2803||hamp-r m. `Hanf'|hamp||hampa||hamp|hänep, henep||hemp|||hanup|hannep, hanep, hennep, hennip|hennep m.||hennep||hanaf, hanuf (um 900), hanef (11.Jh.), hanif (um 1100)|hanef, hanif, hanf st. m. 'Hanf'|Hanf m.|
1830|*xaruga-z, *xarugō|heap|2805||hɔrg-r m. `Steinhaufen, Opferstätte, Steinalter'|horg f. `Haufe, Schar', dial. `Bergkuppe'|hargher `Opferstätte'|dial. harg, horg, horv `Steinhaufe'|||hearg m. `heidnischer Heiligtum'|||||||||||{ harug, haruh `heiliger Stain, Opferstätte', harahus `Steinkreis um Grab' }|||
1831|*(x)lūb-ōn- f., -an- m.|a fish|2812|||||||||||||||||||||{ Laube f. Lauben m. `Weissfisch, Cyprinus leuciscus L.' }|
1832|*tapōn-, *tappōn-|pinch, pull|2814||tapa wk. `verlieren'|tapa wk.||tappa wk.||tabe vb.||tappen `leicht schlagen'|||||||tapia `zupfen'|tappen, tāpen `zupfen, pflücken'|||||
1833|*ik=, *ikl=|few, fault|2818||ekla f. `Mangel', ekl, ekla adv. `wenig, kaum'|||||||||||||||||{ eko-rōdo `bloss, nur', ek-rōdi, ecche-rode `dünn, schwach' }|||
1834|*darrōn- f.|hinge|2821|||darre `Türangel, kleiner Ständer in der Ecke eines Schlitten'|||||||||||||||||||
1835|*fīstan-, *fistōn- vb., *fīsta-z, *fista-z|discharge wind|2014||||||||||||||veest, vĳst; veesten, vĳsten|veest m., veesten||vist; visten|||vīsten st., visten wk. 'fisten'; vist, vīst st. m. 'fist, crepitus'|{ fisten, Fist, dial. feist }|
1836|*malta-n|malt|2842||malt n. `Malz'|malt||malt||malt|mealt||malt|||malt|mout|mout n.||malt||malz (9. Jh.)|malz st. n. 'malz'|Malz n.|
1837|*targō(n), *targēn|edge|3030||targa f. 'Rundschild'||||||targe f., targa m. 'kleiner Schild, Rundschild'||||||targe, taerge 'Schild'|||||zarga 'Seitenwand, Rand' (11.Jh.)|zarge st./wk. f. 'seiteneinfassung, seitenwand, zarge; mauer, wall, umwallung'|Zarge f.|
1838|*xuppa-z, *xuppēn, *xuppō(n)|hoopoe|2761|||||||||||||wido-hoppa f.|wēde-hoppe m.|hop||wēde-hoppe m.|Hupphupp, Hupup, Wuppwupp|witu-hopha, -hoffa f. (9.Jh.), -hopho m. (10.Jh.), -hoph (Hs. 13.Jh.)|wit(e)-, wid-hopf(e) wk. m. 'wiedehopf'|Wiedehopf|
1839|*gammēn etc.|hut, dug-out, cattle-shed|384||gammi m. `Lappenhütte, Erdhütte'|gamme `Lappenhütte'||dial. gamme `Krippe'||gamme `Lappenhütte'; dial. gam(me) `Verschlag in einem Viehstall'||||||||||||||{ schweiz. gämmeli `kleine Scheune od. Hüfte auf den Weriden', pomm. gamm Haufe von Ziegelsteinen, die zum Trocknen aufgesetzt werden' }|
1840|*dragan-; *drōgō; *draga-n; *draxtu-z, *draxti-z, *drōgia-; *ϑragia-n, *ϑragila-, *ϑraxila-|drag, bear|2854|*dragan st. `accumulate, take on'; ϑragjan 'laufen'|draga st. `ziehen, locken, fahren, Atem holen etc.'; drōg f. `Streifen, Strang'; drag n. `Überzug; Bohle unter dem Kiel; Landenge über die man die Schiffe ziehen muss'; drātt-r, drɔ̄tt-r m. `Zug, Aufziehen'; drega wk. `ziehen'; dregil-l m. `Band, Schnur, Haarband'; drōmi m. `Fessel, womit die Götter Fenrir binden wollten', NIsl drōmi `Fessel';ein-drȫg-r `hart, scharf', mōt-drȫg-r `feindlich'; ϑrǟll 'Knecht, Diener'|draga vb.; dial. droma `zögern, langsam gehen'; drag `Luftzug, Wasserlauf'; drɔtt; dregel|drögh `Schlitten'|dra(ga) vb.; dial. drätt|dregel, drejl `breites Band, Streifen'|drage vb.; drät|dragan `ziehen, schleppen, in die Länge ziehen, gehen'; gedräg `Schar, Menge'||draw, draught|drega, draga `dragen, opbrengen'||dragan `dragen'; δrǟgan 'laufen'|drāghen `dragen, brengen, werpen'; dracht, drecht `Tragen, Last, Tracht'|dragen||drāgen; gedrach `Ertrag'||tragan (8.Jh.); traht, truht `Ziehen, Tragen'; drigil 'Diener'|tragen st. 'tragen; an sich tragen, haben, besitze; dulden, ertragen'|tragen|
1841|*rūpō(n), *rū̆ps=|caterpillar|2275||||||||||||||rūpe, ruype; rupse, ruupse, rupsene, rupseme|rups; dial. ruip m.||rūpe (13.Jh.)|||md. rūpe wk. f. (1340)|Raupe|
1842|*xánxōn- vb.|torment|1523||hā wk. `plagen, quälen'|hɔ `höhnen'|||||||||||||||||||
1843|*burg-z, *burgia-n|watch-tower, borough|2855|bɔrg-s f. (cons) `city; fortified place; tower'; *bɔrgja m. (n) `citizen|borg f. `Wall, Burg, Stadt'; bürgi n. `umhegter Platz, Burg, Schanze'|borg; bürge (in ON)||borg||borg|burg, burh `Burg, Stadt'; eorϑ-byrg `Erdwerk, Ufer, Hügel'||barrow; borough, burrow, -bury|burich, burch||burg|borch, burch f. (/m., n.), borcht `burcht, vlek, stad'|burcht, burg m., f.|burg f. `civitas'|borch||burg 'Burg, Stadt' (8.Jh.)|burc st. f. 'burg, schloss, stadt'|Burg f.|
1844|*náxra-z (in *náxra-xwala-z)|narwhal|2857||nā-hval-r m. `Narwal'|narhval||narval||nar-hval|||narwhal||||||||||||
1845|*silmēn|bed|2858||||||||{ sealma `bed' }|||||selmo `bed'|||||||||
1846|*wanga-, *wangan, *wangō, *wangēn|cheek|53|*waŋgarī-s m. (~ *waŋgari n. (ja)) `cushion, pillow'|vangi m. `Wange, Schläfe'; vanga-bein `Schlafbein', vanga-gull `Ohrschmuck'|vange||||vange|wange n.||dial. wang|||wanga n.|wanghe f.|wang f.|wanga|wange n., f.||wanga n. (8.Jh.)|wange wk./st. n. (md. /f.) 'wange, backe; antlitz'|Wange f.|
1847|*xaista-|needy|1565|us-haista adj. `needy'|||||||||||||||||||||
1848|*būgan- vb.|run away|2064||||||||fram-būgan `fliehen'||||||||||||||
1849|*arbō(n)|a tree|2684|||||||||||||||||||||{ Arbe, Arfe `Pinus cembra' }|
1850|*wilwēn, *wilwan- vb., *wulwō|rob, plunder|2848|wilwa m. (n) `robber'; wilwan st. `rob'; *wulwa f. (ō) `plunder'|||||||||||||||||||||
1851|*irpa-|dark|2860||jarp-r `dunkelbraun'||||||eorp, earp `dunkelfärbig'|||||||||||{ erpf `dunkelfärbig' }|||
1852|*wanga-z|field, meadow|2861|*waŋg-s m. (a)? `paradise'|vang-r m. `Feld, Flur, Wiese'|vang||vɔng||vang|wang `landouw, vlakte'|||||wang `landouw, vlakte'||wang m. `beboste vlakte'||||wang 'Field'|||
1853|*rixēn, *rikka-n, -z, *rīgila-z, *rigila-z, *rigja-z, *rigjōn|stake, stick|2864|||rjɔ m. `Stange zum Trocknen ddes Getreides'||dial. ri f. `Pfahl, Stange'|||||||||rēghel 'Planke, Latte, gerade Linie, Lineal', rĳghel, rĳchel 'Riegel, Latte'; richel 'Leiste, Querbalken, Lattengestell, Bord, Sims'|richel, (älter) rĳgel `Riegel'; richel||{ rick, reck n. `lange dünne Stange' }; rēgel m. `Riegel, Qyerbalken, Querstange, Latte, Reling'|regel, rīchel|rigil m. `Türriegel' (11.Jh.), rigilstab 'Richtscheit, Messlatte' (10.Jh.)|rigel st. m. 'riegel (von eisen od. holz); querholz; stange, hebel, walze; riegel-, fachbalken; kleine anhöhe od. steiler absatz eines bergesl art kopfbedeckung die man umwindet'; ric, gen. -ckes m., ndrh. ricke, rëcke wk. f. 'band, fessel, verstrickung, knoten, schleife; geschlinge der eingeweide; gehege; enger weg, engpass; hinterhalt; wagrechtes gestelle, stange od. latte, um etw. daran zu hängen'|Riegel m.|
1854|*wil=, *wal=, *wul=|well|2867|wɛla (~ waila)|vel `wohl, leicht'|vel||väl||vel|wel(l)||well|wel, wal||wela, wel; wola; wala|wel, wēle; wal|wel|ONFrank wala|wol||wela, wola (8.Jh.)|wol, wole, wale, wal adv. 'gut, wohl, sehr, völlig, gewiss, leichtlich, fast'|wohl|
1855|*xallō|hall|2868||hɔll f. `Halle'|hall||hall||hal|h(e)all 'Halle, grosses Haus'||hall|||halla `Halle, Saal'|halle f. `overdekte markt, winkel'|hal f.||halle f.||halla `Tempel' (9.Jh.)|halle st. f. 'halle; salzbereitungs- und aufbewahrungsplatz'|Halle f.|
1856|*xulftō, *xulftr=|cover, shell|2869|||||||||||||||||hulft, hulfte `koker voor pĳlen en boog'||{ hul(u)ft `bedeking, koker' }|hulft st. f. 'decke, hülse'|{ Holfter, Hulfter, Halfter }|
1857|*xarwa-z|flax|0||hɔr-r m. `Flachs'|dial. horr|hör|||hör|||harl `vlasvezels'|her `Flachs'||||harrel m. `hennepvezel', dial. `vlasstengel', dial. herel, heerl||harle, herle `draad, vezel van vlas of hennep'||{ haro, gen. harwes `Flachs' }|har, gen. -wes st. m. 'flachs'|{ Haar `Flachs' }|
1858|*bōrian-, *burjan- vb. etc.|get, happen|2083|{ gabɔrjaba 'gern' }|{ bürja 'zuwege bringen, beginnen' }||||||gebyrian|||||giburian|boerte; ghebōren, gheboeren, ghebueren|gebeuren; beurt f.; beuren `выручать, получать; случаться'||gebȫren||giburī f. 'Geschehen, Ausgang, Schicksal' (um 800); giburien, giburren 'geschehen, hinzukommen, zuteil werden, zufallen' (um 800); { giburida `lot, voorval' }|{ bȫrte, gebȫrte, gebȫrede `behoort' }; gebürn wk. tr. 'heben', intr. 'sich erheben; geschehen,, widerfahren, zuteil werden mit dp.; rechtl. zufallen od. zukommen, gebühren mit dp.'; EHG gebüre 'was jmdm. zusteht'|gebühren, Gebühr f.|
1859|*maina-, *maini- adj., *maina-n, -z|bad, mean, false|0||mein n. `Schade, Unglück'; mein-n `schädlich, schlecht'|mein sbs., adj.||men sbs.||men sbs.|mān, mǟne `falsch'; mān `Verbrechen'||mean|mēn `falsch'; mēn `Sünde'||mēn n. `Sünde'|meyn `falsch'; meyn `falscher Eid'|meineed m.||mēn `falsch'||mein, meine adj. (9.Jh.); mein m., n. `Sünde'|mein, meine 'falsch, betrügerisch', mein st. m., n. 'falschheit,  unrecht, frevel; missetata; meineid; schädigung; niederlage, unglück'|Meineid m.|
1860|*mainian- vb., *mainō|mean, think|2216||||||||mǟnan 'meinen; klagen'||mean|OWFRis mēna `bedoelen, betekenen'||mēnian `menen, van plan zĳn, vermelden, betekenen'|mēnen, mienen, meinen `beogen, bedoelen; een goede gezindheid koesteren, liefhebben; betekenen; menen, denken, wanen, oordelen'|menen||mēnen||meinen `menen, denken, zeggen, verklaren' (8.Jh.); meina `Sinn'|meinen wk. 'sinnen, (nach)denken, seine Gedanken auf etw. richten, (feindlich oder freundlich) gesinnt sein, einem etw. angenehm machen'; meine st. f. 'sinn, bedeutung'|meinen|
1861|*mitan-, *mitōn- vb.|think about, consider|2163|mitōn wk. `plan, think about; reason, ponder; argue, debate; think, be concerned for''|||||||metian `weigh, consider'|||mētigia vb.||||||||{ meʒ(ʒ)ōn wk. `moderate, mitigate' }|mëʒʒen st. 'erwägen, überdenken, prüfen'||Difficult to distinguish from 'messen'.
1862|*saika-z, *saikō, *saikian- vb.|urinate|2874||||||||||||||sēken, seiken|zeiken||seychen; { sēken `harnen' }||seih `Harn' (um 1000); seihhen 'weich machen, schmelzen' (8.Jh.), 'harnen' (9.Jh.)|seichen wk. 'harnen'; seich st. m. `Harn', seiche st. f. 'ds.'|seichen 'Wasser lassen'; Seich m., Seiche f.|
1863|*sail=; *sil-ē- vb.; *sīla-z, *sīlō(n), *sila-n|slowly flowing water|2383|*ana-silan wk. `cease, grow calm'|sil n. `langsam fliessendes Wasser'|sila, sela `tröpfeln'; sel||dial. sīla `langsam strömen'; dial. sil, sel|||sioloϑ `See'; ? sālnes st. f. `Schweigen'|||sīl m. `Wasserlauf'|sīl `Schleuse'||sīle f., sĳl f., m. `waretloop, sluis'|zĳl m.||sīl `Schleuse, Ablaufkanal, Kloake', sīlen `drainieren';  sīl m. `waterloop, sluis, riool'|||||
1864|*wísō(n), *wisjō(n); *wáisō(n)|wet ground, meadow|1198||veisa f. `Schlamm; Sumpf'|veisa||dial. väis, vesa||dial. veis `schlammiger Boden'|wāse, -an f. `ooze, mud, slim'||ooze; dial. wish `damp meadow, marsh'|||wisa, wiska (in ON)|wisene `Wasserlauf'; wēse 'Wiese'; wisch|dial. wis f. `weiland'||wēse 'Wiese'; { wiese `Wiese' }; wisch(e)||wisa (8.Jh.)|wise st./wk. f. 'wiese'|Wiese f.|
1865|*asta-z; *ōst=|branch|2889|ast-s m. (a) `branch; palm branch, leafy branch'|||||||ōst `Knorren'|||||ast|ast|oest `Knorren, Baumstumpf'||ast||ast `Ast, Zweig' (8.Jh.)|ast st. m. 'ast; querbalken des kreuzes, des galgens'|Ast m.|
1866|*stúϑō, *studṓ, *studjan-, *studjōn|prop, post|2892||stoδ f. `Stütze, Säule, Pfeiler'; stüδja wk. `stützen', stoδa wk `stützen'; stuδil-l m. `Stütze, Stollen'; stüδja f. `Stütze'|dial. stüd, stö; stüdja vb.||stöd; stödja vb.|stud, stüd. stöd; stüde vb.||stod, stuϑu, studu f. `Stütze, Pfosten'||stud|||stuthli `Türpfosten'|stutten|stutten||stütten||gistuden (8.Jh.) { studen `festmachen, statuere' }; untarstuzzen (Hs.12.Jh.)|{ understützen }; stud st. f. 'Stütze, Pfosten, Säule'; studel, stuodel st. n., f. `unterlage, pfosten, säule'; stütze st. f. 'Stütze'|Stütze f.; stützen|
1867|*spēd=, *spēdia-|last|2595|comp. *spēdiza `last', sup. *spēdist-s; { spēdumist-s 'der letzte' }|||||||||||||spāde `laat'|spa(de)||spāde adj., adv.||spāti adj. `spät' (9.Jh.), spātīn f. 'Langsamkeit' (um 800), spāto adv. `spät' (9.Jh.)|spǟte adj., spāt(e) adv.|spät|
1868|*wir=|swelling|1213|||dial. vere `Geschwulst unter der Haut der Kühe, in der die Larve der Viehbremse liegt, auch diese Larve selbst'||||||||||||{ weer Schwiele }|||||||
1869|*trugá-z, -n, *trux, *tráux=|trough|2894||trog n. `Trog'|trog `Trog'|trö `Kornmass'|trɔg `Trog'||trug `Trog'|trēg (trīg) `tray, trough'; trog (troh), -es m. `trough, tub, basin, vessel; water-pipe, conduit'||tray, trough|||trog m.|troch  m.|trog m.||troch||trog (um 800); truha (10.Jh.) `Lade, Kiste, Schrank, Sarg'|troc, gen. -ges st. m. `trog (futter-, teig-, brunnentrog); sarg'; truhe wk. f. 'lade, kiste (geldkiste), schrank; sarg; hölzernes gerinne, in dem ein bach über einen graben geleitet wird'|Trog m.; [ Truhe f. (< obd.) ]|
1870|*ting-a- vb., *tang-ia- vb.|hurry, etc.|1887||||||||getingan 'andrängen', tengan 'eilen, andrängen', getenge 'hart drückend, nahe an' }||||||||||||||
1871|*saidḗn, -ṓ(n); *saila-n; *sailō; *sīmēn, *sīmō, *siman; *simō; *saima-z, *saimia-z|rope, cable, noose|2386||seil f. `Seil, Band'; sīmi m. `Band, Strick'; sima n. `Tau, Seil' (norw. DN), seim-r m. `Gold' (< `Golddraht'), { NIsl seim-ur `Tau' }; seimi-r m. `Schlange (ϑula)'|sime||dial. simme||dial. sime|{ sāl m., f. }; ; { sāδ `Strick, Fallstrick, Schlinge' }, sāda, -an m. `cord, halter, snare'; sīma, -an m. `cord, rope'|||sēl; sīm n., sīma m. `snoer, touw'|sim `band om (een net) toe te halen'|sēl n.; sīmo `Band, Strick, Fessel'|sim f. `hengelsnoer'; zeel n.; seel n. `touw'|zeel n.; sim f. `hengelsnoer'||||seil (um 800) `Schnur, Seil, Strick, Fessel'; seid `Strick, Fallstrick, Schlinge'; seito m., seita f. `Strick, Fallstrick, Saite'|seil st. n. 'schnur, seil, strick, fessel'; seite st./wk. f. 'strick, schlinge, f allstrick, fessel; saite'|Seil n.; Saite|
1872|*ūfa-z, *ūfēn|owl|2899||ūf-r m. `Bergeule'|berg-ulv (sic)||uv|||ūf `Uhu, Eule'|||||||||||ūvo (9.Jh.) `Uhu'|ūve, ūfe wk. m. 'nachteule, uhu'|bair.-öst. Auf `Uhu'|
1873|*xaxsō(n), *xaxsiōn|knee, knee-cap|556||{ hāsin `Kniekehle'}|dial. hase `Kniekehle'||has||hase|hōhsinu 'Fersensehne'|||||||haas `Lendenstück des Rindes'||hesse||hāhs(e)na 'Fusssehne' (9./10.Jh.), { hahsa `Kniegelenk an den Hinterbeinen von Tieren' }|hahse, hɛhse wk. f. `Kniebug des Hinterbeins (bes. vom Pferd)'|Hachse (Haxe, Hechse, Hesse) f.; bair. haxn|
1874|*níϑja-z, *níϑjōn|relation|2902|niϑji-s m. (ja) `relative'; niϑjō f. (n) `kinswoman'|niδ-r m. `Verwandter, Nachkomme'||niϑjar||||pl. niϑϑas `Männer'||||||||||||||
1875|*falwa-n|snow-crust|2903||fɔl n. `dünne Schneedecke'||||||||||||||||||||Cf. 596.
1876|*swḗsa-; *swījēn|own, relation|3082|swēs (a) `own'; swēs n. (a) `property'|svās-s `lieb, traut'||||Run. dat. sg. suasum||swǟs `lieb, eigen'|||swēs `verwandt'; sīa `Verwandter'||swās `lieb'||||||{ swās `lieb'; geswīo `Schwager' }|swās st. m.? n.? 'heimlicher ort, abtritt'||
1877|*urzēn, *urznēn, *urznī, *urzniōn|grouse|239||orri m. `Birkhahn'|orre `Birkhahn'; ürkna `weibliches Tier'||orre `Birkhahn'; orne `Eber'; dial. ünn `Birkhehhe'|||||||||||||||||
1878|*xū́ma-n|see|2905||hūm n. `See, Meer' (poet.)||||||||||||||||||||
1879|*xínϑan-, *xanϑōn-, *xúnϑō, -a-z; *xantian-, *xuntian-, *xuntēn|hunt, capture|0|*fra-hinϑan st. `take captive', *us-hinϑan `make prisoner of war'; *hunϑ-s m. (a) `body of captives'|||hinna `erreichen', hanna `berühren, behandeln'||||hūϑ f. `Beute'; hentan `pursue', huntian wk. `hunt', hunta m. `hunter'||hunt|||||||||{ heri-hunda f. `war-booty' }|||Cf. 1970.
1880|*lūkan- vb, *luka-n, *lukjō(n)||0|us-lukan st. `open up', { galūkan 'verschliessen' }|{ lok 'Schloss, Riegel, Raum, Schuss, Ende'; lūka }|||lock 'Deckel'|||loc 'Schloss, Riegel, verschlossener Raum, Gefängnis'; lūcan||lock|||lok 'Loch'; lūkan|{ loc 'Loch, Öffnung' }|{ luiken }||lok||lucka (9.Jh.); loh 'Verschluss, Versteck, Höhle, Loch, Gefängnis' (8.Jh.), bilūhhan 'einschliessen', intlūhhan 'öffnen' (8.Jh.)|loch (pl. loch, löcher, lücher) st. n. 'Versteck, Höhle, Loch, Öffnung, Gefängnis, Hölle'; lūchen, liechen st. '(zu)schliessen; an sich ziehen, zu sich, ins haus nehmen'; lucke, lücke st./wk. f. 'loch, lücke'|Loch n., Lücke, Luke|
1881|*xlĳō, *xlīϑrō, *xlīdan- vb.; *xlidi, -z|cover, lid, tant|2906|*hlĳa m./n. (a) `booth, tent'; *hlīϑra f. (ō) `booth, tent'|hliδ, gen. -s f. `Öffnung, Zwischenraum; Tür, Tor'|lid, le, li||led||led|-hlīdan `bedecken', hlid n. `Deckel, Tür'||lid||||lit n. `Deckel'|lid n. `Deckel, Augenlid'||lit, let n. `Deckel, Augenlid, vensterblind'||(h)lit `Deckel' (9.Jh.)|lit, gen. -des st. n. 'Deckel'|Lid n. `Augenlid', dial. `Gefässdeckel, Ofentür, Schiebefenster'|
1882|*gū[b]a-, *gū[b]Vn- vb.|settle, sink|1653|||dial. gūva `zusammengesunken sitzen', gūv `untersetzt, zusammengesunken, gebeugt'|||||||||||||||||||
1883|*glanniōn, *glanisa-n, *glantian- vb., *glantōn- vb.|joke|1705||glenna f. `dummes Zeug, Scherz'; glens n. `Scherz'; glensa wk. `scherzen'|glensa `scherzen', glenta `id.', glanta `scherzen'|||||||||||||||||||
1884|*glawwú-; *glōm=|diligent, clever|372|glaggʷaba wb. `diligently', glaggʷuba adv. `precisely', glaggwō adv. `accurately'|glɔgg-r, glögg-r `scharfsichtig, genau; sparsam'|glögg||dial. glägg `lebhaft'|||glēaw `scharfsichtig, klug'|||||glau `klug'||||||{ glau `klug' }|||
1885|*ϑaulō, *ϑuljan- vb., *ϑulōn-|work hardly, stay immovable|2908||*ϑaul f.: mǟla sik ī ϑaul(ar) `sich festreden'; NIsl ϑaula-vārgur `Bucht, in der man festsitzen bleiben kann', ϑaul-sǟtinn `unbeweglich sitzend'|tula `schwer arbeiten', tüla `zögern'|||||||||||||||||||
1886|*kiww(i)án-, *kūwan-; *kiwwṓ(n)|chew, jaw|2890||tüggja, tüggva st. `kauen, essen'; tugga f. `Bissen'|tüggja vb.; tugga `Bissen'||tugga wk.; tugga `das Gekaute'||tügge vb.|cēowan||chew||||{ couwen, cuwen }; cauwen wk.|{ kaiwen wk. }||kuwen; kouwen wk.||kiuwan (8.Jh.); OHG kewa f. челюст|kiuwen, kiun (prt. kou, ptc. gekouwen) st. 'kauen' (nbff. kiwen, kewen, kouwen), md. kūwen, kūgen, kiugen st.; kiuwe, kiwe, këwe, kouwe wk./st. f. 'kiefer, kinnbacken'|kauen; käuen (bis ins 18.Jh)|
1887|*drauga-z|tree|2912||draug-r m. `Baum, Baumstamm' (poet., in Umschreibungen für `Mann')||||||||||||||||||||
1888|*faimōn, *faiminjō|girl|1482||feima f. `schüchternes Mädchen'||||||fǟmne `Jungfrau, junge Frau'|||fāmne, fēmne||fēmia, fēhmia `Jungfrau' [bedeutet nicht `schwangere Frau' !]|||||||||
1889|*mati-z|meal|2913|mat-s m. (i) `food'; matjan wk. `eat, have a meal'|mat-r m. `Speise'|mat||mat||mad|mete||meat|mete||meti|met|||||{ maʒ }|maʒ, gen. -ʒes, -ʒʒes st. n. 'Speise, Mahl, Mahlzeit'||
1890|*skeuja-n|cloud|2914||skǖ n. `Wolke'; skǖja wk. `bewolkt, dunkel werden'|skü||skü||skü|scēo `Wolke'|||||skio, skeo `leichte Wolkendecke'|||||||||Cf. 1641
1891|*kwiru-|tame, quiet|0|kʷɛrru-s (u) `friendly, gentle'|kür-r, kvir-r `still, ruhig, friedlich'|||||||||||||||querre `tame'|||kürre `zahm, mild', md. kurre, kirre|kirre|
1892|*arma-|poor|2929|arm-s (a) `pitiable, poor'arm-r `arm'|arm||armber adj.|arm adj.|||earm (ärm, arm) `poor, miserable, helpless, pitiful, wretchad'|||erm adj.||arm|arm, aerm, arem|arm||arm||arm (8.Jh.)|arm, arn 'arm, besitzlos, dürftig mi; ärmlich, armselig, elend; von geringen stande, leibeigen'|arm|
1893|*xakēn, *xēka-z, -ēn, *xōka-z|hook|2931||{ Haki PN }|||hake 'Haken'|||haca 'Riegel'||hook|||hako 'Haken'; hōk 'Haken, Angel'|hāke, haec 'Haken'; hoec, houc 'Ecke, Winkel, Haken, Gegend'|haak 'Haken', hoek 'Ecke, Winkel'||hāke 'Haken'; hōk, hūk 'Winkel, Ecke, Landspitze'||haggo, ha(c)ko (um 800)|hāke, hāken wk./st. m. 'jedes an der spitze krumm gebogene ding'; { haggen }|Haken m.|
1894|*wurda-n|word|1399|wɔrd n. (a) `word'|orδ n. `Wort; Rede, Gruss'|ord||ord||ord|word||word|word||word|woort n.|woord n.|wort|wort||wort (8.Jh.)|wort (bair., österr., alem. wort, wart) st. n. 'name; wort'|Wort n.|
1895|*blinkēn-, *blinkatjan-; *blanka-|squint, twinkle|3100||{ blakk-r 'fahl' (bes. vom Pferd') }|dial. blengja 'scheel sehen, schielen'||blänga 'drohende Blicke werfen, glotzen'|||blanc||blink||||blanc; blinken|blank; blinken||blank; blinken||blanc 'hell, glänzend, weiss(lich)' (10.Jh.)|{ blinken }; blinzen, blinzeln wk. 'blinzeln'; blanc 'blinkend, weiss glänzend, schön'|blank, blinze(l)n, bair. blinkezen 'flimmern'|
