"NUMBER","PROTO","PRNUM","MEANING","RUSMEAN","REFERNUM","HITT","IND","AVEST","IRAN","ARM","GREEK","SLAV","SLAVNUM","BALT","BALTNUM","GERM","GERMNUM","LAT","ITAL","CELT","ALB","TOKH","REFER","COMMENT"
2568,"*(s)tona- / *(s)tena-",   0,"to thunder, to moan","греметь, стонать",1888,"","stanati, staniti, tanyati `to resound, roar, thunder', stanayitnú-, tanyatú- m. `thunder', tanayitnú-, tanyú- `roaring, thundering'","","","","sténō, (-omai̯) `stöhnen,dröhnen, ächzen, jammern', trans. `beklagen, beweinen', { ion. stéi̯nō `id.' }, stenázdō, stenákhō `id.', stóno-s m. `das Stöhnen usw.'; stonakhǟ́ f. `das Stöhnen, Seufzen'; aeol. 3 sg. ténnei̯ `sténei̯, brǘkhetai̯' (Hes.)","*stenāti, *stenjǭ; *stonātī, *ston(j)ǭ; *stonъ", 13347,"*sten-ē̂- (*sten-a-) vb. *stin- vb.",  1251,"*stin-a- vb., *stan-ja- vb., *stun-ja- vb., *stun-i- c.; *ϑun-ō- vb., etc.",  1716,"tonō, -āre, -uī, -itum `donnern', tonō, -ere `id.'; tonitrū (gramm.), pl. tonitra/tonitrua n., tonitrus, -ūs m. `Donner'","","","","","WP II 626 f","Cf. *ton-."
2569,"*stere-, *strē-",   0,"strong, steady","крепкий, устойчивый",   0,"","","","","","stereó- `steif, hart, fest, hartnäckig, standhaft, solid, normal, vorschriftsmässig', att. sterró- `id.', stéripho- `hart, fest', sterémnio- `id., solid', stêi̯ra f. `Vorderkiel, Vorsteven'; adv. strēnés `rauh, hart, schrill' (bes. von Lauten), strēnó- `rauh, hart, schrill', strē̂nos n. `Übermut, Zügellosigkeit, Üppigkeit'","*stārātī; *strьmъ, *stromъ", 13301,"*star-in̂- vb., *ster̂-/*stē̃r-, *stir̂-/*stī̃r- vb. inch.",  1252,"*starr-a- adj., *starr-i- adj., *star-an- m., *starr=, *starr-ia- vb., *sturr-an- m., *stur-n-i- adj., *stir-[d]=, etc.",  1717,"strēnuus, -a `kräftig; rührig, betriebsam, unternehmend; schnell'; strēna `gutes Vorzeichen; das der guten Vorbedeutung halber gemachte Geschenk, bes. am Neujahrstag'","","*sterti-; *(s)trīn- > OIr seirt `Kraft'; Cymr serth `steif, starr'; trin `Mühe, Kampf'","","A ṣtare 'effort' (*storo-), B śćīre 'hard, harsh' (*sterēn-) (Adams 639)","WP II 627 f",""
2570,"*bhost- (?)",   0,"bark, bast","",   0,"","","","","","","",     0,"",     0,"*basta-",  1580,"","","","","","","An isolated Germanic root."
2571,"*(s)terp- (-ph-)",   0,"to loose force, sensibility, to become numb","терять силу, чувствительность, коченеть",   0,"","","","","","{ stérphnio- Hes. `starr, hart', stérphos n. `harte Haut, Leder' }","*tьrpnǭtī `цепенеть, застывать'; *tьrpъkъ(jь)", 14174,"*tir̃p- (-ja-/-sta-) vb., *tirp-ē̂- (*tir̃p-a-)",  1253,"*stir[b]=, *star[b]=, *ϑarb-i- adj.",  1719,"torpeō, -ēre `erstarrt, betäubt, gefühllos, taub sein', torpidus, -a `betäubt, erstarrt, gefühllos'","","","","","WP II 627 f","Cf. *terp- - possibly the same root."
2572,"*ster-",   0,"to steal","воровать",1892,"","","","","","stéromai̯, sterískō, -omai̯  `beraubt sein, entbehren, verlustig gehen', aor. `beraubt werden, verlieren'","",     0,"",     0,"",     0,"","","*sterwā > MIr serb `Diebstahl'","","","WP II 636",""
2573,"*streig-",   0,"stripe, furrow","полоса, борозда",1893,"","","","","","{ stríŋk-s, gen. striŋgós `Reihe, Zeile', -strík-s id. }","",     0,"",     0,"*strīk(w)-a- vb., *straik=, *strikk-an- m., *strik-i- c.",  1721,"striga f. `ein Strich, eine lange Zeile gemähten Heues oder Getreides, Schwaden; Zeltreihe, Längsfurche'","","","","","WP II 636 f",""
2574,"*strēl-",   0,"arrow","стрела",   0,"","","","","","","*strēlā, *strēlītī", 13462,"*strēl-ā̂ f.",  1254,"*strḗl-a- m., *strḗl-ō(n-) f.",   723,"","","","","","WP II 636 f",""
2575,"*streig-",   0,"to rub, to tear, to cut","тереть, рвать, стричь",   0,"","","","","","","*strīgtī, *strīgǭ", 13476,"? *strigl=",  1255,"*strīk(w)-a- vb., *straik-a- m., *strikk-an- m., *strik-i- c.",  1721,"stringō, -ere, strīnxī, strictum `streifen, abstreifen, eine Waffe ziehen'","","","","","WP II 636 f",""
2576,"*streip-",   0,"to make stripes, etc.","делать полосы etc.",   0,"","","","","","","",     0,"*straîp-sn-ia- c., *streîp-sn-ia- c., *straĩp-ā̂ f., *strī̃p-a-/*strī̂p-a- c., *straîp-st-ia-",  1256,"*strīp-a- vb., *straip-ō(n-) f., *strīp-an- m., *straip-ia- vb., *strip-ō(n-) f., etc.",  1723,"","","*strēbā > OIr sriab 'Streifen'","","","WP II 636 f",""
2577,"*ster(w)e-, *strō(w)-", 244,"to spread","расстилать, раскладывать",1894,"","str̥ṇā́ti, str̥ṇóti, starati, ptc. str̥tá-, stīrṇá-, inf. stártave, starī̆tavaí, stárītave `to spread, spread out, strew, scatter'; sva-stara- m. `self-strewn grass', pra-stará- m. `anything strewed; sacrificial seat; flat surface', stárīman- n. `spreading, scattering'","staraiti, stərənaoiti, stərənāiti `sternere', ptc. stərəta-, starəta-; stairiš- n. `streu, Lager, Bett', urvarō-straya- (lesen -strya-) `prostiratio plantarum, Niederhauen von Pflanzungen als sündlige Handlung'","","","stórnǖmi, storénnǖmi, strṓnnǖmi, aor. storésai̯, strō̂sai̯, ps. storesthē̂nai̯, strōthē̂nai̯, pf. ps. éstrōmai̯, aeol. estórotai̯/-ētai̯, va. strōtó- `hinbreiten, ausbreiten, ein Bett machen, ebnen, bahnen, ausstreuen, bestreuen'; strō̂ma n. `das Ausgebreitete, Teppich, Bettzeug, Lager; buntes Flickwerk', strōmnǟ́  f. `Teppich, Matratze, Bett', strō̂si-s f. `das Ausbreiten, Pflasterrung', strōtḗr m. `Querbalken, Dachlatte'; storéu̯-s m. `der untere, flache Teil des Reibzeugs zum Feuermachen'; ? stórnǟ f. = zṓnē (Kall., Lyk.)","*stertī, *stьrǭ; *pro-storъ", 10939,"*stir̂t-ā̂ f. (1/2)",  1257,"*strau-ja- vb., *straw-a- n., *strau-jō f., *strōw-a- n.",  1726,"sternō, -ere, strāvī, strātum `ausbreiten, hinbreiten, hinstreuen, niederlegen, lagern; ebnen, glätten; bedecken, bestreuen'; strātum n. `Decke'; sternāx `störrisch'; strāgēs, -is f. `das Niedersinken, Niederstürzen, Verwüstung, Niederlage, Verheerung'; strāmen, -inis n. `Streu'; storea f. `geflochtene Decke aus Stroh, Binsen oder Stricken'; struō, -ere, strūxī, strūctum `schichten, neben-, überoder aneinanderlegen; aufbauen; anstiften , struēs, -is f. `Haufen, Menge; Opfergebäck'","Umbr strus̀la, struhc̨la, struc̨la `*struiculam, struem'","OIr sernim `breite aus', cossair `Bett', fosair `Strohdecke', sreth `strues', sreith `pratum', MIr srath `Strand, Ufer, Talgrund'; Cymr sarn `stratum, pavimentum', OBret strouis `stravi', Bret streuein `streuen'","štriń `breite aus'","","WP II 638 f",""
2578,"*stern-",   0,"chest, forehead, side","грудь, лоб, бок",   0,"istarna- 'Mitte' (Tischler 435-436)","","","Sak. ttāra 'forehead', Wakh. tor 'neck'","","stérno-n n. `Brust' (bei Hom. immer `männliche Brust')","*stornā", 13427,"",     0,"*stirn-ō(n-) f.",  1724,"","","","","","WP II 638 f",""
2579,"*(s)trent-",   0,"crowd, herd","толпа, стадо",   0,"","","","","","strató-s m. `Schar, Volksabteilung; Kriegerschar, Land-, Schiffsheer', kret. starto-s, aeol. stróto-s","*trǭtъ", 14602,"",     0,"",     0,"","","*trento- > OIr trēt, gen. trēoit `Herde'","","","WP II 638 f (different in Vasm.)",""
2580,"*(s)trAnt-",   0,"strand, field","полоса земли",   0,"","","","","","","",     0,"? *tren̂t-ā̂ f. (1)",  1258,"*strind-i- c., *strand-a- n., -ō f.",  1725,"","","","","","WP II 638 f","Same as *stern-?"
2581,"*op- <PIH *o->",1881,"back, around","сзади, вокруг", 492,"appan (Adv.) 'hinten, danach', appanda 'rückwärts, nach', apezzi(ja)- 'hinterer, letzter; gering' (Tischler 41-42, 44)","ápi (+ loc.) 'near, over'; ápāka- `coming from  a distant place, distant'","aipi (+ acc.) 'über - hin'","","","{ ópi-sthen, hom. ópi-the(n) 'hinten, hinter'; epí }","*pakɨ̄; *opākɨ̄, *opāko, *opāče",  9278,"*ap-, *ep-, *apei, *api-",  1259,"",     0,"op-eriō, ob, usw.","","","afɛr 'near' (?)","","",""
2582,"*sterg-", 164,"to love","любить",1898,"","","","","","stérgō, aor. stérksai̯, pf. sterkhthē̂nai̯, pf. éstorga, ps. éstergmai̯ `Anhänglichkeit zeigen, Zuneigung hegen, zärtlich lieben', stérgēthro-n n. `Liebesmittel', stérgēma n. `Liebeszauber', storgǟ́ f. `Zuneigung, Liebe'","",     0,"",     0,"",     0,"","","OIr serc; Cymr serch `Liebe', Bret serc'h `Kebsweib'","","","WP II 642",""
2583,"*stela-, *stlā-", 612,"to spread","расстилать, раскладывать",1885,"istalk- (I) 'einebnen, glätten' (Tischler 422)","","","","","","*stьlātī, *steljǭ, *stelī́tī, *stelь, *steljā", 13343,"",     0,"",     0,"lātus, -a `breit; breitspurig, gespreizt; weitläufig', stlatta f. `Kauffahrteischiff' (`genus navigii latum magis quam altum et a latitudine sic appellatum' Paul. Fest. 312)","","","","","WP II 643",""
2584,"*bhoino- (?)",   0,"bone","",   0,"","","","","","","",     0,"",     0,"*baina-",  1962,"","","","","","","An isolated Germanic root."
2585,"*stelə- (sth-); *stAlən-, *stAləm- (sth-)",1257,"stem, trunk","ставить; ствол, столб",1886,"","sthalati `to stand firm, be firm'; sthū́ṇā f. `post, pillar, column'","stū̆na-, stunā `Säule'","","stełn, pl. stełunkh `Stamm, Schaft, Stengel, Zweig, Sprosse'","stéllō, -omai̯, aor. stẹ̄̂lai̯, -asthai̯, ps. stalē̂nai̯, stalthē̂nai̯, pf. éstola (Gramm.), ps. éstalmai̯ `in Ordnung bringen, fertigstellen, mit Waffen, Kleidern usw. ausrüsten, bekleiden; (zur Fahrt) bereit machen, entsenden; die Segel raffen, hemmen, einschränken', act. intr./med. bes. `zu sich bestelen, holen, sich (zur Fahrt) anschicken, abfahren; sich anziehen'; stólo-s m. `Ausrüstung (eines Heereszuges), Feldzug zu Wasser und zu Lande, Flotte, Heer, Schar, Zug, Fahrt', stolǟ́ f. `Rüstung; Kleid, Gewand; Hemmung, Druck, Einschrankung'; stolmó-s m. `Ausrüstung, Bekleidung'; stélma `stéphos, stémma' (Hes.); ? stálik-s, -ikos f. `Pflock od. Pfosten zum Festmachen des Jagdnetzes' +  aeol. spólā (Sappho) якобы совсем = stolǟ́; aor. inf. spellámenai̯ `steilámenai̯' (Hes.), ptc. spolẹ̄̂sa `stalei̯sa' (Hes.), éu̯-spolo- `euéimōn, eustaléos' (Hes.), 3 sg. ka-spéllei `stornǘei' (Hes.), ft. ka-spoléō `hüpostorésō' (Sappho, Hes.)stólo-s `Schiffsschnabel; Auswuchs, Stumpf, Anhängsel', stélekhos n. (/stélekho-s m.) `das Stammende an der Wurzel eines Baumes, Strunk, Klotz, Stamm, Ast'; steleǟ́, stelei̯ǟ́ (Hom.), steleó-n n., steleó-s/-ei̯ó-s m. (att. Inschr.), stẹ̄lei̯ǟ́ f. (Hom.), stẹ̄leó-s m. (Hes.), stẹ̄leiós m. (Aesop.) `Stiel einer Axt, einer Hacke, eines Hammers etc.'; stǟ́lǟ, aeol. stállā f. `Säule'; stǖ̂lo-s `Säule, Pfeiler, Stütze'","*stvolъ?", 13324,"*stul̂-m-a- (2) c., *stal̂-t-a- (1) adj.; *stal-ī̂- vb.",  1260,"*stil-a- n., *stil-u- c., *stal-an- m., *stull-an- m., -ō(n-) f.; *stall-a- m., n.; *stall-ia- vb.; *stall-i- adj.; *stall-ō- vb.",  1727,"stolō, -ōnis m. `Wurzelschoss, der von der Wurzel ausschlägt und dem Stamm Nahrung entzieht'","","","","","WP II 643 f","Greek has a contamination of the roots *stel- and *skʷel-."
2586,"*(s)tAlg- / -e-",   0,"to jut out","торчать etc.",   0,"","","","","","{ stélekho-s 'Stamm, Strunk; Tölpel }","",     0,"*stel̃g- (-ja-) vb., *stal̃g- vb. intr., *stalg-u- adj.",  1261,"*stilk=, *stalk=",  1729,"","","Ir tolgda 'stolz, trotzig, fest', tailc 'stark, fest'","","","WP II 643 f",""
2587,"*stlp-, -b-",   0,"post","столб",   0,"","","","","","","*stъlbъ, *stъlbā; *stъlpъ", 13403,"*stul̃p-a-, *stul̃b-a- c.",  1262,"*stulp-an- vb., -ō(n-) f.; *stulp-ia- vb.",  1730,"","","","","","WP II 643 f",""
2588,"*stilp-, -b-",1690,"to shine, to look","светить, глядеть",1902,"","","","","","stílbō, aor. stílpsai̯ `glänzen, blinken, schimmern', stílbǟ f. `Lampe', stilbēdṓn, -ónos f. `Glanz, Schimmer', stílpsi-s f. `das Funkeln', stilpnó- `glänzend, funkelnd'","",     0,"*stil̃b- vb. inch.",  1263,"",     0,"","","*still- > Ir sell `Auge', sellaim `sehe an'; Cymr cyllu `anschauen', Corn sylly `anschauen', Bret sellout `anschauen'","","","WP II 646",""
2589,"*steip-, -b-",   0,"stake, picket","колья какие-то",1879,"","","","","","","*stьpīcā (> Rus спица); *stьblo, *stьbьlь; *stībākъ (> Rus dial. стибак)", 13329,"*stī̂p-l-ā̂ f., *stip-in-ia- c.; *staîb-ia- c., *steĩb-r-a- c., *steîb-a- c., , *stib-ia- c., *stib-ā̂ f., *stib-ir-a- c., *steĩb-ar-a- c.",  1264,"*stīp=, *stīp-Vl=, *stīf=, *stif-il-a- m., *stib-il-a- m.",  1732,"stīpes, -itis m. `Pfahl, Stamm, Stock, Stange', stipula f. `Strohhalm', stipa/stippa f. `Stab zur Stütze der Amphoren'","","","","","WP II 646 f",""
2590,"*steip-, -b-",   0,"straight, hard; to press, ram","прямой, крепкий",   0,"","","","","stēp `häufig, unablässig, beständig, oft', stipem `dränge, nötige, zwinge', stipav, stipov `eilig, eifrig'","stéi̯bō, aor. kat-éstei̯psas (S. OC), va. stiptó- `(auf etw.) treten, durch Treten, dicht machen, fest-, zertreten', stibaró- `fest, gedrungen, massiv, stark', stoi̯bǟ́ f. `Stopfen, Kissen, Wulst etc.', stíbo-s m. `(der betretene) Weg, Pfad, Fusstapfe, Spur; Walkerei'","",     0,"*stip- vb. intr., *stī̃p- vb. intr., *stip-r-u- adj., *stip-iā̃ f., *stīp-ā̂ f., *steĩp- (-ja-) vb. tr., *staîb-ī̂- vb.; *steĩb- (-ja-) vb. tr., *stib- (*steib-a-), *steĩb- vb. intr.",  1265,"*stīf=",  1731,"stīpāre `zusammendrängen, zusammenpressen, zusammenshäufen, gedrängt vollstopfen'","","","","","WP II 646 f",""
2591,"*streig-",   0,"to stop","тормозить",1905,"","","","","","","",     0,"*strig- vb. intr., *strig-t-a- c. *straĩg-a- c., *streĩg- (-ja-) vb. tr.,",  1266,"*strīk-a- vb., *strik-ō- vb.",  1733,"strigāre `stehnbleiben, innehalten (bes. von Zugtieren)', obstrigillāre `hemmend entgegenstehen, hindrlich im Wege sein'","","","","","WP II 649",""
2592,"*streig-",   0,"to tighten, to tie together","затягивать, связывать",1906,"","","","","","","",     0,"",     0,"*strīk-ia- vb., *strīk=, *strik-ja- m., n., *strik-ja- vb.",  1734,"stringō, -ere, strīnxī, strictus `schnüren, zusammenbinden'; strictus, -a `straff'","","","","","WP II 649",""
2593,"*(s)trep-, -b-",   0,"to shout, to chatter","кричать, болтать",1909,"","","","","","","",     0,"",     0,"*ϑri[f]-ō- vb., *ϑraf-ō- vb., *ϑra[f]=, *ϑrap-a- n., *ϑraf-t-a- n.",  1735,"strepō, -ere, -uī, -itum `lärmen, tosen, rauschen, schmettern, dröhnen'","","MIr trenad, trena `lamentation(s)'","","","WP II 649 f",""
2594,"*strang- / *streng-",   0,"to tighten; rope, cord","натягивать, напрягать; веревка, шнур",1908,"","","","","","stráŋk-s, gen. straŋgós f. `aussickernd, ausgegepresster Tropfen', straŋgó-, stragó- `tropfenweise fliessend; zusammengeschnürt, verwickelt, ruckweise, unregelmässig'; straŋgálǟ f. `Strang, Strick, Schlinge'; stroŋgǘlos 'round'","",     0,"*string- vb. intr., *strang-[a]- adj.",  1267,"*strang-i- c., *strang-a- m., *strang-an- m.; *strang-a- adj., *strang-i- adj.",  1736,"strangulāre `würgen'","","MIr srengim `ziehe, schleppe'; srincne `Nabelschnur'; sreang `String'","","","WP II 650 f",""
2595,"*spē-",   0,"to pull, to stretch","тянуть, растягивать",   0,"","","spayeiti, aor. spāh-, ptc. spāta- `jacere, abicere, wegschaffen, beseitigen', apa-spayaṯ `zog (die Kleider) ab, warf (sie) ab'","","","spáō, -omai̯, aor. spásai̯, spás(s)asthai̯, ps. spasthē̂nai̯, pf. md. éspasmai̯, va. spasto- `ziehen; herausziehen, zerre, zucken, an sich ziehen od. reissen, abreissen, verrenken, wohin ziehen od. loceen, einziehen, einsaugen, hinunterschlürfen'; spási-s f. `das Einziehen etc.', spasmó-s m. `das Zucken, Krampf, heftige Bewegung', spásma n. `Krampf, Verrenkung; Lappen, Fetzen'; -spatēr (Inschr.); para-spás, -ádos f. `Pflanzenabsenker', spádīk-s, -īkos m. `(abgerissene) Zweifg, bes. Palmzweig'; spadṓn, -ónos f. `Zucken, Krampf'; spátos n. `(abgezogene) Haut'","",     0,"",     0,"*spē-d=, *spē-d-i- adj.",  1867,"spatium, -ī n. `Raum, Zwischenraum, Spazierweg, Bahn, Rennbahn; Zeitraum, Frist; Zeit, Dauer, Lange'","","","","","WP II 655 f",""
2596,"*spē- (sph-)", 193,"to prosper, to turn out well","процветать, удавать себе",   0,"ispai- (II) 'sich satt essen' (Tischler 408-409)","sphāyate `to grow fat, swell, increase', caus. sphāvayati, ptc. sphītá-; sphīti- f. `welfare, prosperity', sphātí- f. `fattening, breeding (of cattle), increase, growth, prosperity', sphāra- `extensive, wide, large', sphirá- `fat'","spə̄nvaṯ `er förderte'","Oss. soy ( < *spāi-na) 'fat'","","","*spḗtī, *spējǭ; *spēxъ, *spēšī́tī", 13223,"*spē̂- (-ja-) vb. abs./tr. (1), *spē̂-r-u- adj., *spē-m-iā̃ f., *spē̃-t-a- c., *spē-k-ā̂ f., *spē̃-k-a- c., *spē̃-j-u-/spē̂-j-u- (1) adj.",  1268,"*spē-d-i- c., *spō-n-, *spōw-a- vb.; *spō-d-i- c., *spō-d-ia- vb.",  1739,"spēs, -ēī, pl. spērēs `Erwartung, Hoffnung', spērāre `hoffen, erwarten'; prosperus, -a `günstig, glücklich'","","","","? B spāw- 'subside, run dry' (Adams 717)","WP II 656 f",""
2597,"*spar- (sph-)",   0,"quick, steady, thrifty","экономный",   0,"","","","","phartham `reich, reichlich'","","*sporъ(jь)", 13252,"*spar-t-u- adj., *spar-tā̂ f., *spar-u- adj., *spar-ā̂ f., *spar-a- c.",  1269,"*spar-a- adj., *spar-ō- vb.",   727,"","","","","","WP II 656 f",""
2598,"*speid-",   0,"to pull, to stretch, to squeeze","тянуть, растягивать, давить",   0,"","","","","","spízdō `ektéinō' (Hes.), spídio- `ausgedehnt, weit', spidóthen `von weitem', spidnó-n = püknón, sünekhés, pepēgós (Hes.)","",     0,"*speîd- (-ja-) vb. tr., (2), *speîd-iā̃ f. (2), *spaid-a- c., *spaid-ī̂- vb.",  1270,"",     0,"spissus, -a `dicht, dick; nur langsam vorwärts kommend, langsam, zögernd'","","","","","WP II 656 f",""
2599,"*speud-",   0,"to press, to hurry","давить, торопить",1849,"","","","","? phoit, gen. phuthoy `Eifer'","spéu̯dō, -omai̯, aor. spêu̯sai̯, pf. md. éspeu̯smai̯ `sich sputen, eile, streben, sich anstrengen', tr. `antreiben, beschleunigen, betreiben, nachstreben';  spou̯dǟ́ f. `Eile, Eifer, Mühe, Ernst, Wohlwollen'","",     0,"*spaûd- (-ja-) vb. tr., *spaûd-ī̂- vb., *spaud-ā̂ f., *spaud-mō̃ c., *spaũd-(s)t-a- n., *spūd-ā̂ f., *spū̂d-t-i (1?)",  1271,"",     0,"","","","","","WP II 659",""
2600,"*(s)pek'-", 729,"to look","смотреть",1827,"","páśyati, pf. paspaśe, aor. áspaṣṭa, caus. spāśáyate, ptc. spaṣtá- `to see, behold'; spáś- m. `watcher, spy', spaśa- id.","spasyeiti `späht' spas `Späher', spaštar- id., spasan- `hinspähend auf'","","","sképtomai̯, aor. sképsasthai̯, ps. skephthē̂nai̯, skepē̂nai̯, pf. md. éskemmai̯ `umherschauen, sich umsehen, spähen, betrachten, erwägen, prüfen', skopó-s m., f. `Späher, Wächter, Kundschafter'; skopó-s m. `Ziel, Zweck', skopiǟ́ f. `Berg-, Burgwarte, Berggipfel, Wachtturm'; skopǟ́ `Warte', sképsi-s f. `Betrachtung, Überlegung, Untersuchung', skémma `Untersuchyng, Problem'; iter.-intens. skopéō, -éomai̯","",     0,"",     0,"*spáx-ō- vb., *spḗx-ō- vb., *spix-ō- vb., *spíx-ō(n-) f., *spḗx-(i)a- adj., *spḗx-ō f.",  1740,"speciō, -ere, spexī, -ctum `sehen', spectāre `schauen, betrachten, prüfen, ins Auge fassen, hinschauen', specimen n. `Probe; Muster'; spectrum n. `Bild in der Seele, Vorstellung', speciēs, -ēī f. `Ausschauen, Erscheinung, Bild, Aussehen, Gestalt, Schein, Vorstellung, Begriff, Art', au-, haru-spex; specus, -ūs m./specus, -ī f. `Höhle, Grotte, Vertiefung'","","","","A, B päk- (PT *päk-) 'intend, want' (Adams 368); A, B spaktāṃ 'service' (714)","WP II 660 f",""
2601,"*(s)penə-", 444,"to weave, to plait, to spin","плести, вязать, прясть",1833,"","","","","hanum, aor. hanay; henum, aor. heni `weben, zusammennähen'","","*pę̄́tī, *pь̀nǭ (тормозить etc.), *pǭto, *per-ponā", 10292,"*pin̂- (2, inf *pin̂-têi 1) vb. tr., *pin-a- c., *pīn-ā̂, *pin-t-iā̃ f.",  1272,"*spinn-a- vb.; *spun=; *spin-[i]l-ō(n-) f.; *spinn-iō(n-) f.",  1741,"","","Cymr cy-ffiniden `Spinne, Spinnweb', Bret que-ffniden n. `Spinnweb'","","","WP II 660 f",""
2602,"*(s)pend-",   0,"to pull, to stretch","тянуть, растягивать",   0,"","","","","","","*pę̄dь; *pǭ́dītī", 11233,"*spen̂d- (-ja-) vb. tr., *spand-ā̂ f., *spañd-a- c., *span̂d-ī̂- vb., *span̂d-st-a- (2), -sl-a- c.",  1273,"",     0,"pendeō, -ēre, pependī, pēnsum `hängen, schweben; unentschieden, zweifelhaft sein; abhängig sein', pendō, -ere, pependī, pēnsum `wägen, erwägen; schätzen, zahlen, leiden; wiegen'; pondō `an Gewicht'; pondus, -eris n.; ponderāre `wägen, beurteilen'","Umbr ampentu `impenditō', 2 sg. ft. anpenes `impenderis'","","","","WP II 660 f",""
